date,flow_ft3_s,po4_mg_L,Daily Load MTD
2/9/2015,197100,0.03865,18.63951442
2/10/2015,188600,0.03563,16.44205068
2/11/2015,197400,0.03843,18.56162544
2/12/2015,193500,0.03705,17.54153739
2/13/2015,209400,0.04102,21.01700392
2/14/2015,202400,0.03925,19.43786856
2/15/2015,214000,0.04143,21.69337774
2/16/2015,211200,0.04077,21.0684748
2/17/2015,202400,0.03871,19.17044311
2/18/2015,192500,0.03568,16.80560112
2/19/2015,195300,0.0364,17.39410546
2/20/2015,206900,0.03921,19.84978489
2/21/2015,195600,0.03617,17.31074787
2/22/2015,175500,0.02855,12.25975257
2/23/2015,199500,0.0369,18.01224054
2/24/2015,200900,0.03708,18.22712341
2/25/2015,191100,0.03401,15.90251415
2/26/2015,208700,0.03839,19.60374447
2/27/2015,198800,0.03597,17.49666552
2/28/2015,194600,0.03459,16.46993442
3/1/2015,191100,0.03332,15.57988155
3/2/2015,184300,0.03087,13.92067956
3/3/2015,194600,0.03406,16.21757636
3/4/2015,188200,0.0319,14.68955954
3/5/2015,193500,0.0334,15.81342372
3/6/2015,204800,0.03607,18.07484436
3/7/2015,189300,0.03173,14.69667729
3/8/2015,167400,0.02315,9.482108508
3/9/2015,186800,0.03059,13.98153392
3/10/2015,193900,0.03261,15.4713097
3/11/2015,186500,0.03014,13.75373195
3/12/2015,198500,0.03348,16.2608945
3/13/2015,189300,0.03073,14.23349805
3/14/2015,187500,0.03,13.76325
3/15/2015,188200,0.03007,13.84686694
3/16/2015,196300,0.03225,15.48989559
3/17/2015,193200,0.0312,14.74891891
3/18/2015,212900,0.03517,18.32088723
3/19/2015,205200,0.03369,16.9151884
3/20/2015,202400,0.03293,16.3080003
3/21/2015,200900,0.03246,15.95610642
3/22/2015,199900,0.03204,15.67125485
3/23/2015,197800,0.03137,15.18235974
3/24/2015,200200,0.03178,15.56741266
3/25/2015,200200,0.03161,15.48413827
3/26/2015,207300,0.03281,16.64194201
3/27/2015,206200,0.03246,16.37704899
3/28/2015,202400,0.03153,15.61467505
3/29/2015,196300,0.03005,14.43322054
3/30/2015,206900,0.03206,16.23014802
3/31/2015,202000,0.03097,15.30703399
4/1/2015,204800,0.03135,15.70963046
4/2/2015,200900,0.03043,14.95823531
4/3/2015,204500,0.03095,15.48647007
4/4/2015,206900,0.03122,15.80490396
4/5/2015,213300,0.03196,16.68000198
4/6/2015,212200,0.03167,16.4434111
4/7/2015,201300,0.02971,14.63338836
4/8/2015,205900,0.0304,15.31540205
4/9/2015,201600,0.02948,14.54174346
4/10/2015,215800,0.03142,16.5903708
4/11/2015,206200,0.03,15.1359048
4/12/2015,221800,0.0316,17.14932758
4/13/2015,204800,0.02947,14.76755374
4/14/2015,220700,0.03123,16.86447357
4/15/2015,216800,0.03076,16.31714154
4/16/2015,215400,0.03047,16.05893074
4/17/2015,216800,0.03046,16.15800167
4/18/2015,205200,0.02881,14.4650216
4/19/2015,183300,0.02367,10.61595807
4/20/2015,214400,0.02978,15.62240694
4/21/2015,228100,0.03055,17.05041569
4/22/2015,233400,0.03046,17.39519184
4/23/2015,230600,0.03031,17.10187434
4/24/2015,228800,0.03015,16.87880938
4/25/2015,203800,0.02767,13.79786243
4/26/2015,208700,0.02831,14.4564211
4/27/2015,217900,0.0292,15.56820542
4/28/2015,221400,0.02933,15.88869218
4/29/2015,216800,0.02886,15.30925569
4/30/2015,218200,0.02886,15.40811619
5/1/2015,216500,0.02859,15.1450436
5/2/2015,214000,0.02824,14.78689325
5/3/2015,205500,0.02705,13.60121067
5/4/2015,212600,0.02787,14.49768638
5/5/2015,221400,0.02852,15.44989775
5/6/2015,214700,0.02788,14.64614352
5/7/2015,210100,0.02728,14.02390271
5/8/2015,215400,0.02775,14.62537998
5/9/2015,214400,0.02754,14.44731656
5/10/2015,203400,0.02604,12.95956428
5/11/2015,216100,0.02753,14.5565833
5/12/2015,218200,0.02761,14.74075149
5/13/2015,221100,0.02771,14.99076307
5/14/2015,209100,0.0265,13.55808582
5/15/2015,225700,0.02775,15.32473659
5/16/2015,217500,0.02722,14.48591238
5/17/2015,212200,0.02664,13.83177997
5/18/2015,216800,0.027,14.32258848
5/19/2015,229900,0.02754,15.49178207
5/20/2015,225700,0.02736,15.10936191
5/21/2015,220000,0.02701,14.53937496
5/22/2015,222500,0.02709,14.74814817
5/23/2015,211900,0.02618,13.57372577
5/24/2015,212600,0.02619,13.62376772
5/25/2015,216800,0.02653,14.07326935
5/26/2015,222100,0.02682,14.57490739
5/27/2015,215100,0.02626,13.82081342
5/28/2015,217900,0.02644,14.09669012
5/29/2015,215100,0.02615,13.76291968
5/30/2015,221100,0.02655,14.36321759
5/31/2015,180100,0.01974,8.698799743
6/1/2015,199200,0.02392,11.65866924
6/2/2015,215800,0.02604,13.74962622
6/3/2015,225300,0.02658,14.65259818
6/4/2015,219000,0.02621,14.04460753
6/5/2015,222800,0.02641,14.39733333
6/6/2015,207300,0.02499,12.67546878
6/7/2015,216100,0.02591,13.70000267
6/8/2015,236300,0.02652,15.33330284
6/9/2015,234800,0.02652,15.23596913
6/10/2015,227400,0.02644,14.71127734
6/11/2015,249300,0.02589,15.79256964
6/12/2015,203400,0.02432,12.1035562
6/13/2015,220700,0.02611,14.09962872
6/14/2015,216500,0.02579,13.66179344
6/15/2015,225700,0.02631,14.52950702
6/16/2015,233800,0.02642,15.11387381
6/17/2015,227400,0.02635,14.66120113
6/18/2015,234500,0.02641,15.15338719
6/19/2015,226700,0.02633,14.60497611
6/20/2015,220400,0.02605,14.04810646
6/21/2015,238700,0.02634,15.38390755
6/22/2015,230600,0.02642,14.90701155
6/23/2015,245400,0.02609,15.66560274
6/24/2015,239100,0.02636,15.42138764
6/25/2015,234100,0.02647,15.16190694
6/26/2015,217500,0.02593,13.79940147
6/27/2015,197100,0.02329,11.23193508
6/28/2015,232700,0.02653,15.10539565
6/29/2015,247900,0.02605,15.80093281
6/30/2015,246500,0.02616,15.77804299
7/1/2015,246500,0.02619,15.79613708
7/2/2015,245100,0.0263,15.77239088
7/3/2015,246500,0.02626,15.83835661
7/4/2015,245100,0.02637,15.81437063
7/5/2015,248600,0.0262,15.93679138
7/6/2015,243300,0.02655,15.80538598
7/7/2015,249700,0.02621,16.01341781
7/8/2015,237300,0.02684,15.58399218
7/9/2015,242300,0.02673,15.84713818
7/10/2015,246100,0.02659,16.01136739
7/11/2015,246800,0.0266,16.06294838
7/12/2015,241600,0.02692,15.91367401
7/13/2015,247900,0.02665,16.16486984
7/14/2015,248600,0.02666,16.21659764
7/15/2015,231000,0.02727,15.41329852
7/16/2015,240500,0.02721,16.01187143
7/17/2015,244000,0.02713,16.1971309
7/18/2015,251400,0.02672,16.43615389
7/19/2015,249700,0.02692,16.44720364
7/20/2015,245800,0.02725,16.38878874
7/21/2015,248300,0.02717,16.50687375
7/22/2015,251100,0.02705,16.61928953
7/23/2015,248300,0.02733,16.60408023
7/24/2015,242300,0.02775,16.45185501
7/25/2015,244700,0.02773,16.60283725
7/26/2015,240100,0.02803,16.46697134
7/27/2015,241900,0.02805,16.60225981
7/28/2015,243300,0.02808,16.71620484
7/29/2015,244400,0.02812,16.81570151
7/30/2015,246800,0.02808,16.95667634
7/31/2015,249000,0.02803,17.0773672
8/1/2015,245800,0.02834,17.04434029
8/2/2015,245800,0.02845,17.11049687
8/3/2015,244700,0.02863,17.14169601
8/4/2015,254300,0.028,17.42219472
8/5/2015,245400,0.02881,17.29881238
8/6/2015,243000,0.02905,17.27232822
8/7/2015,240800,0.02927,17.24557491
8/8/2015,224600,0.02938,16.14581661
8/9/2015,223900,0.02947,16.14480118
8/10/2015,231300,0.0298,16.86515623
8/11/2015,245100,0.02955,17.72145059
8/12/2015,244400,0.02972,17.77249818
8/13/2015,244400,0.02985,17.85023791
8/14/2015,243300,0.03005,17.88895852
8/15/2015,240800,0.03031,17.85833193
8/16/2015,227100,0.03052,16.95899591
8/17/2015,237000,0.0307,17.80267212
8/18/2015,239800,0.03076,18.04820361
8/19/2015,241200,0.03086,18.21258942
8/20/2015,246800,0.03069,18.53277767
8/21/2015,244000,0.03101,18.51356539
8/22/2015,233400,0.0315,17.98911828
8/23/2015,230600,0.03164,17.85230301
8/24/2015,242600,0.03155,18.7278806
8/25/2015,232700,0.03197,18.20277041
8/26/2015,238000,0.03205,18.66394572
8/27/2015,239100,0.03217,18.82041124
8/28/2015,227100,0.03236,17.98142554
8/29/2015,223500,0.03238,17.70732032
8/30/2015,231300,0.03278,18.55167186
8/31/2015,237300,0.0329,19.10258356
9/1/2015,231700,0.03312,18.77650831
9/2/2015,237000,0.03325,19.2813957
9/3/2015,234100,0.03348,19.17720606
9/4/2015,221800,0.03329,18.06649099
9/5/2015,224200,0.03363,18.44849519
9/6/2015,223500,0.03377,18.46745545
9/7/2015,232000,0.0342,19.41388992
9/8/2015,232400,0.03438,19.54971668
9/9/2015,230300,0.03454,19.4632223
9/10/2015,228500,0.0347,19.40055486
9/11/2015,228100,0.03488,19.46705399
9/12/2015,205200,0.03263,16.38298004
9/13/2015,220400,0.03483,18.7829385
9/14/2015,228100,0.03546,19.79076074
9/15/2015,243700,0.03535,21.07868041
9/16/2015,236300,0.03586,20.7334932
9/17/2015,232700,0.0361,20.55427
9/18/2015,228800,0.03626,20.29935748
9/19/2015,227100,0.03639,20.22076871
9/20/2015,210100,0.03496,17.97198089
9/21/2015,217200,0.03608,19.17453416
9/22/2015,229900,0.03707,20.85259119
9/23/2015,188200,0.03025,13.92975474
9/24/2015,214700,0.03638,19.11143118
9/25/2015,218200,0.03699,19.7486562
9/26/2015,198800,0.03378,16.43139732
9/27/2015,216500,0.03719,19.70074052
9/28/2015,230600,0.0383,21.61008866
9/29/2015,229900,0.0385,21.65699382
9/30/2015,214400,0.03752,19.68276388
10/1/2015,194200,0.03345,15.89438833
10/2/2015,188600,0.03186,14.70232205
10/3/2015,167000,0.02351,9.606552756
10/4/2015,196000,0.03448,16.53567014
10/5/2015,214700,0.03858,20.2671527
10/6/2015,221800,0.03953,21.45294049
10/7/2015,224200,0.03993,21.90450232
10/8/2015,218600,0.03965,21.20761453
10/9/2015,223500,0.04029,22.03298134
10/10/2015,214700,0.03958,20.79248066
10/11/2015,213300,0.03958,20.65689858
10/12/2015,226700,0.04108,22.78664712
10/13/2015,244000,0.04097,24.45987662
10/14/2015,231700,0.04161,23.58968933
10/15/2015,231000,0.0418,23.62581144
10/16/2015,229200,0.04197,23.53705132
10/17/2015,217200,0.04129,21.9433624
10/18/2015,216800,0.04145,21.98782565
10/19/2015,227800,0.04253,23.70541563
10/20/2015,232000,0.04282,24.30709843
10/21/2015,219700,0.04235,22.76574901
10/22/2015,213300,0.04171,21.76855077
10/23/2015,206900,0.04072,20.6142117
10/24/2015,204100,0.04026,20.10551709
10/25/2015,211900,0.04204,21.79676972
10/26/2015,210500,0.04196,21.61155674
10/27/2015,206600,0.04135,20.90279219
10/28/2015,215100,0.04309,22.67855484
10/29/2015,256000,0.04265,26.71514112
10/30/2015,235200,0.0447,25.72428499
10/31/2015,210800,0.04292,22.13751108
11/1/2015,228500,0.04501,25.16481194
11/2/2015,219000,0.04448,23.83457242
11/3/2015,218200,0.04458,23.80089466
11/4/2015,209400,0.04331,22.19030814
11/5/2015,217200,0.04477,23.79279086
11/6/2015,217900,0.04502,24.00276055
11/7/2015,222500,0.04567,24.86334171
11/8/2015,211200,0.04428,22.882317
11/9/2015,215400,0.04516,23.80115892
11/10/2015,220000,0.04591,24.71316936
11/11/2015,223500,0.0464,25.37429472
11/12/2015,244400,0.04635,27.71720359
11/13/2015,262000,0.04396,28.18106794
11/14/2015,233800,0.04717,26.98415699
11/15/2015,226700,0.04717,26.16470655
11/16/2015,217200,0.04641,24.66436059
11/17/2015,205900,0.04437,22.35343384
11/18/2015,209400,0.04531,23.21502798
11/19/2015,231700,0.04783,27.11595387
11/20/2015,241900,0.04763,28.19128822
11/21/2015,211900,0.04615,23.92770986
11/22/2015,223900,0.04786,26.21955157
11/23/2015,225300,0.04808,26.50477504
11/24/2015,223200,0.04802,26.224959
11/25/2015,209100,0.04599,23.52967422
11/26/2015,189300,0.03987,18.4669563
11/27/2015,224200,0.04842,26.56188336
11/28/2015,212600,0.04698,24.43851117
11/29/2015,204800,0.04533,22.71507333
11/30/2015,203400,0.04503,22.41049077
12/1/2015,199200,0.04383,21.3628542
12/2/2015,214000,0.04755,24.89790276
12/3/2015,214400,0.04767,25.00739217
12/4/2015,219700,0.0485,26.07175506
12/5/2015,206900,0.04628,23.42892234
12/6/2015,209100,0.04681,23.94920744
12/7/2015,216100,0.0482,25.48591774
12/8/2015,208000,0.04667,23.75196845
12/9/2015,196700,0.04343,20.90223187
12/10/2015,214000,0.04798,25.1230573
12/11/2015,219300,0.0488,26.18526211
12/12/2015,210100,0.04729,24.31049704
12/13/2015,202400,0.04534,22.45383339
12/14/2015,210800,0.04748,24.48949269
12/15/2015,234100,0.0497,28.46795524
12/16/2015,211200,0.04757,24.58247109
12/17/2015,211900,0.04772,24.74171862
12/18/2015,219700,0.04894,26.30828232
12/19/2015,230300,0.04968,27.99458263
12/20/2015,215400,0.04835,25.48241881
12/21/2015,220400,0.049,26.42446128
12/22/2015,220000,0.04896,26.35497216
12/23/2015,202400,0.04533,22.44888107
12/24/2015,206200,0.04638,23.40010882
12/25/2015,207300,0.04661,23.64160064
12/26/2015,197100,0.04358,21.01707732
12/27/2015,211900,0.04754,24.64839278
12/28/2015,197400,0.04363,21.0732167
12/29/2015,229500,0.0494,27.74010564
12/30/2015,221400,0.04882,26.44684461
12/31/2015,222100,0.04884,26.54133024
1/1/2016,236600,0.0492,28.4825137
1/2/2016,236600,0.04914,28.44777892
1/3/2016,238400,0.04899,28.57670571
1/4/2016,210800,0.04688,24.18002143
1/5/2016,221100,0.04837,26.16756441
1/6/2016,209800,0.04649,23.86511337
1/7/2016,215100,0.0474,24.94693663
1/8/2016,214400,0.04719,24.75558708
1/9/2016,204100,0.04488,22.41270757
1/10/2016,236600,0.04846,28.05411816
1/11/2016,256000,0.04636,29.03901389
1/12/2016,258200,0.04587,28.97900367
1/13/2016,241900,0.04786,28.32742083
1/14/2016,236300,0.04802,27.7641479
1/15/2016,211900,0.04603,23.86549263
1/16/2016,221100,0.04725,25.56165843
1/17/2016,226000,0.04753,26.2829873
1/18/2016,247600,0.04672,28.30426921
1/19/2016,229200,0.0474,26.58223094
1/20/2016,228500,0.04724,26.41159111
1/21/2016,222500,0.04672,25.43497536
1/22/2016,204800,0.0436,21.8481623
1/23/2016,198100,0.04156,20.14459248
1/24/2016,204500,0.04322,21.62601733
1/25/2016,207700,0.04384,22.27950378
1/26/2016,237000,0.04635,26.87797566
1/27/2016,237000,0.04619,26.785193
1/28/2016,230600,0.04609,26.00545657
1/29/2016,226400,0.04577,25.35454415
1/30/2016,212200,0.04401,22.85047435
1/31/2016,205200,0.04236,21.26825113
2/1/2016,226000,0.04526,25.02772997
2/2/2016,211200,0.04331,22.38105577
2/3/2016,222500,0.04466,24.31348458
2/4/2016,237700,0.04481,26.06169137
2/5/2016,229200,0.04468,25.0568371
2/6/2016,223900,0.04424,24.23637612
2/7/2016,215400,0.04315,22.74180707
2/8/2016,221400,0.04367,23.65697878
2/9/2016,226400,0.04383,24.27987044
2/10/2016,239400,0.04364,25.56273747
2/11/2016,236600,0.04356,25.21744505
2/12/2016,237300,0.04334,25.16431524
2/13/2016,229200,0.04318,24.21562726
2/14/2016,215100,0.04179,21.99435616
2/15/2016,212900,0.04129,21.5089404
2/16/2016,213700,0.04119,21.53747498
2/17/2016,210800,0.04055,20.91509959
2/18/2016,211200,0.04041,20.88243971
2/19/2016,210100,0.04004,20.58347011
2/20/2016,228500,0.04176,23.34775709
2/21/2016,216800,0.04067,21.57406198
2/22/2016,220700,0.04089,22.0809582
2/23/2016,212900,0.03974,20.70150863
2/24/2016,201300,0.03718,18.31266843
2/25/2016,235500,0.04079,23.50407091
2/26/2016,232000,0.04061,23.05257514
2/27/2016,226700,0.04027,22.33734858
2/28/2016,232700,0.0402,22.88868847
2/29/2016,253900,0.03857,23.961324
3/1/2016,211200,0.03806,19.66804393
3/2/2016,235500,0.03956,22.79531858
3/3/2016,219700,0.03875,20.83052595
3/4/2016,221100,0.03868,20.92539573
3/5/2016,215800,0.03792,20.02249716
3/6/2016,208400,0.03659,18.65772106
3/7/2016,221400,0.0381,20.63958991
3/8/2016,218200,0.03761,20.07966909
3/9/2016,226000,0.03799,21.00758863
3/10/2016,244000,0.03753,22.40613058
3/11/2016,223900,0.03746,20.52203096
3/12/2016,221100,0.03706,20.04899601
3/13/2016,215800,0.03633,19.18294626
3/14/2016,226700,0.03701,20.52906062
3/15/2016,235900,0.03689,21.29291243
3/16/2016,224600,0.0365,20.05862172
3/17/2016,236300,0.03648,21.09196408
3/18/2016,241200,0.03611,21.31097226
3/19/2016,222800,0.03582,19.52716697
3/20/2016,220700,0.03547,19.15411072
3/21/2016,235900,0.03571,20.61181629
3/22/2016,222500,0.0352,19.1633376
3/23/2016,221400,0.03495,18.93316712
3/24/2016,221800,0.03478,18.87511435
3/25/2016,239800,0.03482,20.43037872
3/26/2016,231700,0.03478,19.71760142
3/27/2016,231000,0.03458,19.54498946
3/28/2016,255000,0.03307,20.63349738
3/29/2016,243700,0.03388,20.20214122
3/30/2016,232000,0.03405,19.32874128
3/31/2016,242600,0.03359,19.93881171
4/1/2016,247900,0.03306,20.05293046
4/2/2016,253600,0.03235,20.07344933
4/3/2016,249300,0.0326,19.88558402
4/4/2016,234100,0.03316,18.99391138
4/5/2016,236300,0.03295,19.05099278
4/6/2016,235200,0.0328,18.87598541
4/7/2016,247600,0.03206,19.42283542
4/8/2016,251800,0.03154,19.43192773
4/9/2016,237000,0.03227,18.71310193
4/10/2016,239800,0.03202,18.78749933
4/11/2016,248600,0.03134,19.0633222
4/12/2016,247200,0.03129,18.92572396
4/13/2016,241200,0.03149,18.58439536
4/14/2016,242600,0.03127,18.56167437
4/15/2016,233400,0.03138,17.92058831
4/16/2016,229200,0.03119,17.49155661
4/17/2016,229200,0.03104,17.40743562
4/18/2016,245100,0.03054,18.31516417
4/19/2016,242600,0.03054,18.12835099
4/20/2016,240100,0.03051,17.92391351
4/21/2016,242600,0.03026,17.96214476
4/22/2016,243700,0.03006,17.92433191
4/23/2016,234800,0.03022,17.3616511
4/24/2016,232700,0.0301,17.13804784
4/25/2016,231000,0.02995,16.92806346
4/26/2016,235900,0.02981,17.20633558
4/27/2016,237300,0.02966,17.22135648
4/28/2016,231700,0.02958,16.7695989
4/29/2016,238000,0.02939,17.11492558
4/30/2016,234100,0.02934,16.80583112
5/1/2016,233800,0.02922,16.71564696
5/2/2016,241900,0.02891,17.1112774
5/3/2016,245100,0.02863,17.16971677
5/4/2016,246100,0.02846,17.13740188
5/5/2016,247600,0.02826,17.12069024
5/6/2016,240500,0.02853,16.78863256
5/7/2016,229900,0.02855,16.05992659
5/8/2016,239400,0.02836,16.61226477
5/9/2016,254300,0.02732,16.99908428
5/10/2016,235500,0.02826,16.28401676
5/11/2016,244400,0.02786,16.66022205
5/12/2016,244700,0.02776,16.62079921
5/13/2016,238000,0.02794,16.2705349
5/14/2016,251400,0.02713,16.68835536
5/15/2016,264200,0.02575,16.64594742
5/16/2016,257100,0.02646,16.64525253
5/17/2016,247900,0.02715,16.4681507
5/18/2016,245800,0.0272,16.35871757
5/19/2016,243000,0.02727,16.21398935
5/20/2016,242300,0.02723,16.143568
5/21/2016,233100,0.02737,15.61045432
5/22/2016,228800,0.02727,15.2665052
5/23/2016,247200,0.02677,16.19180666
5/24/2016,245400,0.02682,16.10392739
5/25/2016,246100,0.02672,16.08964787
5/26/2016,246100,0.02666,16.05351842
5/27/2016,245400,0.02665,16.00185179
5/28/2016,237000,0.02691,15.60488296
5/29/2016,232000,0.0269,15.26998944
5/30/2016,236300,0.02682,15.50675649
5/31/2016,238000,0.02675,15.5775522
6/1/2016,234100,0.02677,15.33374571
6/2/2016,235900,0.0267,15.4112432
6/3/2016,230600,0.02668,15.05371189
6/4/2016,225700,0.02653,14.65100042
6/5/2016,231000,0.02661,15.04025939
6/6/2016,242300,0.02638,15.6396373
6/7/2016,245100,0.02622,15.72441403
6/8/2016,241200,0.02637,15.56273438
6/9/2016,243300,0.02626,15.63274711
6/10/2016,241200,0.02633,15.53912765
6/11/2016,238700,0.02639,15.41311011
6/12/2016,221100,0.02613,14.13600285
6/13/2016,238400,0.02637,15.38207245
6/14/2016,241900,0.02625,15.53687415
6/15/2016,235900,0.0264,15.23808317
6/16/2016,233100,0.02642,15.06862269
6/17/2016,224600,0.02626,14.43121661
6/18/2016,221800,0.02612,14.17533027
6/19/2016,223500,0.02622,14.33866396
6/20/2016,237000,0.02637,15.29174149
6/21/2016,231300,0.02642,14.95226267
6/22/2016,240500,0.0263,15.47637702
6/23/2016,231300,0.02644,14.96358157
6/24/2016,233100,0.02646,15.09143666
6/25/2016,222100,0.02621,14.24341248
6/26/2016,222800,0.02627,14.32101274
6/27/2016,237300,0.02647,15.36916069
6/28/2016,232400,0.02653,15.08592157
6/29/2016,237300,0.02652,15.39819197
6/30/2016,240100,0.02647,15.55050772
7/1/2016,238000,0.02656,15.4669079
7/2/2016,227400,0.02659,14.79473769
7/3/2016,222100,0.02643,14.36296802
7/4/2016,231300,0.02673,15.12770557
7/5/2016,233800,0.02677,15.31409546
7/6/2016,233100,0.02681,15.29105883
7/7/2016,226000,0.02676,14.79765917
7/8/2016,223200,0.02669,14.57609653
7/9/2016,235900,0.02694,15.54977123
7/10/2016,238000,0.02695,15.69401988
7/11/2016,229500,0.02705,15.18967323
7/12/2016,235200,0.02711,15.60146233
7/13/2016,235900,0.02716,15.67675526
7/14/2016,240100,0.02713,15.93824233
7/15/2016,232000,0.02732,15.50840563
7/16/2016,223500,0.02718,14.86364936
7/17/2016,222500,0.02719,14.80258947
7/18/2016,237000,0.02748,15.93542117
7/19/2016,227400,0.02754,15.32331989
7/20/2016,227100,0.0276,15.33644453
7/21/2016,225300,0.02762,15.22591278
7/22/2016,237300,0.02779,16.13558654
7/23/2016,227800,0.02786,15.52863577
7/24/2016,224200,0.02784,15.27226007
7/25/2016,228100,0.02805,15.65512799
7/26/2016,233800,0.02819,16.12642327
7/27/2016,236600,0.02825,16.35428886
7/28/2016,229900,0.02836,15.95304792
7/29/2016,220700,0.02811,15.17964624
7/30/2016,209100,0.02709,13.85994509
7/31/2016,212600,0.02761,14.36243706
8/1/2016,216500,0.0281,14.88547482
8/2/2016,225700,0.02877,15.88802421
8/3/2016,228500,0.02897,16.19694739
8/4/2016,225300,0.02899,15.98114452
8/5/2016,227400,0.02917,16.23025567
8/6/2016,216800,0.02869,15.21907643
8/7/2016,212900,0.02842,14.80465212
8/8/2016,214400,0.02868,15.04535363
8/9/2016,218600,0.02919,15.61286931
8/10/2016,230300,0.02983,16.80914653
8/11/2016,222800,0.02973,16.2072215
8/12/2016,219700,0.02964,15.93333649
8/13/2016,217500,0.02962,15.76314198
8/14/2016,225300,0.03024,16.67022457
8/15/2016,228500,0.03047,17.03558809
8/16/2016,233800,0.03066,17.53941601
8/17/2016,223500,0.03058,16.72297268
8/18/2016,222800,0.03068,16.72511119
8/19/2016,225300,0.03095,17.06162204
8/20/2016,215400,0.03039,16.01676748
8/21/2016,228100,0.03134,17.49132661
8/22/2016,216100,0.03076,16.26445704
8/23/2016,219300,0.03119,16.73603126
8/24/2016,222500,0.03156,17.18167428
8/25/2016,228800,0.03198,17.90329432
8/26/2016,227100,0.03209,17.83139511
8/27/2016,204500,0.02991,14.96608465
8/28/2016,214400,0.03149,16.51946254
8/29/2016,215800,0.03181,16.79629839
8/30/2016,224200,0.03264,17.90540836
8/31/2016,225300,0.03286,18.11453635
9/1/2016,214000,0.03212,16.81852022
9/2/2016,206900,0.03129,15.84034097
9/3/2016,201300,0.0304,14.97324154
9/4/2016,206900,0.03162,16.00740113
9/5/2016,208700,0.03207,16.37645442
9/6/2016,218200,0.03343,17.84800154
9/7/2016,216800,0.03347,17.75470505
9/8/2016,228100,0.03438,19.18799645
9/9/2016,224200,0.03441,18.87638179
9/10/2016,219000,0.03421,18.33140113
9/11/2016,212600,0.03369,17.52519032
9/12/2016,210100,0.03352,17.23171623
9/13/2016,218600,0.03474,18.58140048
9/14/2016,221800,0.03519,19.09762145
9/15/2016,208700,0.03384,17.28029989
9/16/2016,207700,0.03384,17.19750018
9/17/2016,211900,0.0347,17.99114912
9/18/2016,217200,0.03555,18.89286833
9/19/2016,217200,0.03574,18.99384287
9/20/2016,217900,0.03601,19.1990095
9/21/2016,209400,0.03509,17.97870959
9/22/2016,216500,0.03625,19.20279225
9/23/2016,210800,0.0357,18.41354021
9/24/2016,196000,0.03274,15.70121347
9/25/2016,196300,0.03302,15.85973186
9/26/2016,211900,0.03644,18.89329896
9/27/2016,228800,0.03812,21.34063726
9/28/2016,210800,0.03667,18.91385208
9/29/2016,198100,0.0342,16.57711894
9/30/2016,196000,0.03381,16.21435637
10/1/2016,210100,0.03714,19.09265934
10/2/2016,209400,0.03722,19.07003622
10/3/2016,209100,0.03734,19.10411036
10/4/2016,213700,0.03827,20.01066199
10/5/2016,216500,0.03885,20.58009597
10/6/2016,219300,0.03937,21.12528216
10/7/2016,213700,0.03887,20.32439069
10/8/2016,212600,0.03892,20.24578235
10/9/2016,203800,0.03742,18.65977637
10/10/2016,206900,0.03831,19.39416627
10/11/2016,217500,0.04019,21.38827401
10/12/2016,215100,0.04007,21.08910867
10/13/2016,219700,0.04081,21.93790359
10/14/2016,210800,0.03981,20.53341837
10/15/2016,197800,0.037,17.90715048
10/16/2016,204100,0.03883,19.3913867
10/17/2016,214400,0.04095,21.48212102
10/18/2016,217500,0.04158,22.12800282
10/19/2016,210800,0.04077,21.02857239
10/20/2016,206900,0.04021,20.35602781
10/21/2016,201600,0.03914,19.3067788
10/22/2016,208000,0.04079,20.75943418
10/23/2016,209100,0.04118,21.06875374
10/24/2016,216100,0.04255,22.49846057
10/25/2016,220400,0.04322,23.3074534
10/26/2016,211500,0.0422,21.83842404
10/27/2016,214400,0.04283,22.46835759
10/28/2016,218200,0.04356,23.25632507
10/29/2016,210500,0.04252,21.89998553
10/30/2016,210500,0.0427,21.99269478
10/31/2016,213300,0.04338,22.64012785
11/1/2016,213300,0.04355,22.72885126
11/2/2016,215100,0.04399,23.15223085
11/3/2016,213300,0.04388,22.90107907
11/4/2016,211200,0.04367,22.56709087
11/5/2016,219300,0.04506,24.17844079
11/6/2016,213700,0.04442,23.22638113
11/7/2016,217500,0.04517,24.03852543
11/8/2016,232400,0.04629,26.32217525
11/9/2016,210800,0.04439,22.89571568
11/10/2016,226000,0.04642,25.66918306
11/11/2016,221400,0.04623,25.04378587
11/12/2016,214000,0.0454,23.77213008
11/13/2016,225700,0.04684,25.86705088
11/14/2016,230600,0.04718,26.62046953
11/15/2016,216100,0.04615,24.4019731
11/16/2016,219700,0.04673,25.12027039
11/17/2016,216100,0.04641,24.53944901
11/18/2016,208000,0.04501,22.90713734
11/19/2016,231700,0.04785,27.12729235
11/20/2016,235500,0.04796,27.63557834
11/21/2016,235900,0.04806,27.74023777
11/22/2016,221400,0.04766,25.81844764
11/23/2016,209400,0.04588,23.50707313
11/24/2016,214000,0.04687,24.54184442
11/25/2016,213700,0.0469,24.5231264
11/26/2016,209400,0.04618,23.66078111
11/27/2016,208700,0.04611,23.54594055
11/28/2016,209400,0.04635,23.74788229
11/29/2016,212900,0.04715,24.5615534
11/30/2016,218200,0.04806,25.65883799
12/1/2016,248300,0.04809,29.21661976
12/2/2016,241900,0.04879,28.87787009
12/3/2016,222500,0.04874,26.53468962
12/4/2016,205200,0.04576,22.97533455
