FID_GLENDA,Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_,LATITUDE,LONGITUDE,SAMPLING_D,TIME_ZONE,SAMPLE_DEP,DEPTH_CODE,MEDIUM,SAMPLE_TYP,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REM,ANL_CODE_2,ANALYTE_2,TP,UNITS_2,FRACTION_2,METHOD_2,RESULT_R_1,FID_EFDC,GRIDNO,IJ_VALUE,I_Value,J_Value,BedElev,I_Parent,J_Parent,Area,Mask,WSElev,ZRough,Sim_Result,Sim_Dir,Map_Value,Dry_Flag,Grid_Label,I_J_index,sig_thick,Area_ha,Num_layers,Wat_depth,sigma_layer
11,12,2013,April,Spring,Ontario,ON1311-SV,O012M13,ON12,104,43.504083,-79.35405,4/4/2013,EDT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,13GO23I72,P-tot,"Phosphorus, Total as P",2.41,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.693,ug/l,Total/Bulk,LG204,,1325,9.70E+03,"(58,94)",58,94,-1.07E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.823403,,4.823403,0,,58-94,10.6864,157.9512388,10,106.864,1
33,34,2013,April,Spring,Ontario,ON1311-SV,O012M13,ON12,104,43.504083,-79.35405,4/4/2013,EDT,3.5,Surface,surface water,INSITU_MEAS,routine field sample,13GO23S61,P-tot,"Phosphorus, Total as P",2.529,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.138,ug/l,Total/Bulk,LG204,,1325,9.70E+03,"(58,94)",58,94,-1.07E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.823403,,4.823403,0,,58-94,10.6864,157.9512388,10,106.864,1
34,35,2013,April,Spring,Ontario,ON1311-SV,O012M13,ON12,104,43.504083,-79.35405,4/4/2013,EDT,52,Middle Depth,surface water,INSITU_MEAS,routine field sample,13GO23S63,P-tot,"Phosphorus, Total as P",2.424,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.922,ug/l,Total/Bulk,LG204,,1325,9.70E+03,"(58,94)",58,94,-1.07E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.823403,,4.823403,0,,58-94,10.6864,157.9512388,10,106.864,5
35,36,2013,April,Spring,Ontario,ON1311-SV,O012M13,ON12,104,43.504083,-79.35405,4/4/2013,EDT,93.6,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO23S70,P-tot,"Phosphorus, Total as P",2.711,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.897,ug/l,Total/Bulk,LG204,,1325,9.70E+03,"(58,94)",58,94,-1.07E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.823403,,4.823403,0,,58-94,10.6864,157.9512388,10,106.864,9
36,37,2013,April,Spring,Ontario,ON1311-SV,O012M13,ON12,104,43.504083,-79.35405,4/4/2013,EDT,103,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO23S71,P-tot,"Phosphorus, Total as P",2.712,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.597,ug/l,Total/Bulk,LG204,,1325,9.70E+03,"(58,94)",58,94,-1.07E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.823403,,4.823403,0,,58-94,10.6864,157.9512388,10,106.864,10
12,13,2013,April,Spring,Ontario,ON1311-SV,O025M13,ON25,136,43.515867,-79.079033,4/4/2013,EDT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,13GO23I92,P-tot,"Phosphorus, Total as P",2.319,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.369,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,1
37,38,2013,April,Spring,Ontario,ON1311-SV,O025M13,ON25,136,43.515867,-79.079033,4/4/2013,EDT,3.5,Surface,surface water,INSITU_MEAS,routine field sample,13GO23S81,P-tot,"Phosphorus, Total as P",2.177,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.112,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,1
38,39,2013,April,Spring,Ontario,ON1311-SV,O025M13,ON25,136,43.515867,-79.079033,4/4/2013,EDT,68,Middle Depth,surface water,INSITU_MEAS,routine field sample,13GO23S83,P-tot,"Phosphorus, Total as P",2.455,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.759,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,5
39,40,2013,April,Spring,Ontario,ON1311-SV,O025M13,ON25,136,43.515867,-79.079033,4/4/2013,EDT,127.2,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO23S90,P-tot,"Phosphorus, Total as P",2.069,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.246,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,10
40,41,2013,April,Spring,Ontario,ON1311-SV,O025M13,ON25,136,43.515867,-79.079033,4/4/2013,EDT,134.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO23S91,P-tot,"Phosphorus, Total as P",2.397,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.316,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,10
92,93,2013,August,Summer,Ontario,ON1321-SV,O025G13,ON25,135,43.516,-79.08,8/12/2013,EDT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,13GO58I52,P-tot,"Phosphorus, Total as P",2.656,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.603,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,1
107,108,2013,August,Summer,Ontario,ON1321-SV,O025G13,ON25,135,43.516,-79.08,8/12/2013,EDT,2,Surface,surface water,INSITU_MEAS,routine field sample,13GO58S41,P-tot,"Phosphorus, Total as P",2.087,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.214,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,1
108,109,2013,August,Summer,Ontario,ON1321-SV,O025G13,ON25,135,43.516,-79.08,8/12/2013,EDT,82.3,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,13GO58S46,P-tot,"Phosphorus, Total as P",3.878,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.009,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,6
109,110,2013,August,Summer,Ontario,ON1321-SV,O025G13,ON25,135,43.516,-79.08,8/12/2013,EDT,125.5,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO58S50,P-tot,"Phosphorus, Total as P",4.522,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.559,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,10
110,111,2013,August,Summer,Ontario,ON1321-SV,O025G13,ON25,135,43.516,-79.08,8/12/2013,EDT,133.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO58S51,P-tot,"Phosphorus, Total as P",3.524,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",7.876,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,10
111,112,2013,August,Summer,Ontario,ON1321-SV,O025G13,ON25,135,43.516,-79.08,8/12/2013,EDT,15.4,Deep Chlorophyll Layer,surface water,INSITU_MEAS,routine field sample,13GO58S55,P-tot,"Phosphorus, Total as P",1.904,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.285,ug/l,Total/Bulk,LG204,,2409,8.58E+03,"(77,89)",77,89,-1.38E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.768969,,4.768969,0,,77-89,13.8518,152.4744234,10,138.518,2
9,10,2013,April,Spring,Ontario,ON1311-SV,O060M13,ON60,152,43.5797,-77.199883,4/5/2013,EDT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,13GO23I32,P-tot,"Phosphorus, Total as P",1.726,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.215,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,1
25,26,2013,April,Spring,Ontario,ON1311-SV,O060M13,ON60,152,43.5797,-77.199883,4/5/2013,EDT,3.3,Surface,surface water,INSITU_MEAS,routine field sample,13GO23S21,P-tot,"Phosphorus, Total as P",1.644,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.16,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,1
26,27,2013,April,Spring,Ontario,ON1311-SV,O060M13,ON60,152,43.5797,-77.199883,4/5/2013,EDT,76,Middle Depth,surface water,INSITU_MEAS,routine field sample,13GO23S23,P-tot,"Phosphorus, Total as P",2.239,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.765,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,6
27,28,2013,April,Spring,Ontario,ON1311-SV,O060M13,ON60,152,43.5797,-77.199883,4/5/2013,EDT,143.5,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO23S30,P-tot,"Phosphorus, Total as P",2.424,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.26,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,10
28,29,2013,April,Spring,Ontario,ON1311-SV,O060M13,ON60,152,43.5797,-77.199883,4/5/2013,EDT,151.2,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO23S31,P-tot,"Phosphorus, Total as P",3.125,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.126,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,10
65,66,2013,August,Summer,Ontario,ON1321-SV,O060G13,ON60,156,43.58,-77.2,8/12/2013,EDT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,13GO57I92,P-tot,"Phosphorus, Total as P",2.11,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.175,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,1
82,83,2013,August,Summer,Ontario,ON1321-SV,O060G13,ON60,156,43.58,-77.2,8/12/2013,EDT,1.5,Surface,surface water,INSITU_MEAS,routine field sample,13GO57S81,P-tot,"Phosphorus, Total as P",1.716,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.084,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,1
83,84,2013,August,Summer,Ontario,ON1321-SV,O060G13,ON60,156,43.58,-77.2,8/12/2013,EDT,6,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,13GO57S82,P-tot,"Phosphorus, Total as P",2.029,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.852,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,1
84,85,2013,August,Summer,Ontario,ON1321-SV,O060G13,ON60,156,43.58,-77.2,8/12/2013,EDT,95,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,13GO57S86,P-tot,"Phosphorus, Total as P",2.134,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",2.333,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,7
85,86,2013,August,Summer,Ontario,ON1321-SV,O060G13,ON60,156,43.58,-77.2,8/12/2013,EDT,141.5,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO57S90,P-tot,"Phosphorus, Total as P",3.162,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.326,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,10
86,87,2013,August,Summer,Ontario,ON1321-SV,O060G13,ON60,156,43.58,-77.2,8/12/2013,EDT,149.4,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO57S91,P-tot,"Phosphorus, Total as P",2.77,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.592,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,10
87,88,2013,August,Summer,Ontario,ON1321-SV,O060G13,ON60,156,43.58,-77.2,8/12/2013,EDT,18.1,Deep Chlorophyll Layer,surface water,INSITU_MEAS,routine field sample,13GO57S95,P-tot,"Phosphorus, Total as P",1.7,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.372,ug/l,Total/Bulk,LG204,,10687,8.69E+03,"(194,89)",194,89,-1.43E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.978627,,4.978627,0,,194-89,14.3209,187.7265704,10,143.209,2
42,43,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,13GO24I12,P-tot,"Phosphorus, Total as P",2.924,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.354,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,1
45,46,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,2.7,Surface,surface water,INSITU_MEAS,routine field sample,13GO24S01,P-tot,"Phosphorus, Total as P",2.593,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.717,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,1
46,47,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,4.9,Five Meter,surface water,INSITU_MEAS,routine field sample,13GO24S02,P-tot,"Phosphorus, Total as P",2.255,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.673,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,1
47,48,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,9.9,Ten Meter,surface water,INSITU_MEAS,routine field sample,13GO24S03,P-tot,"Phosphorus, Total as P",2.971,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.635,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,1
48,49,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,20,Twenty Meter,surface water,INSITU_MEAS,routine field sample,13GO24S04,P-tot,"Phosphorus, Total as P",2.957,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.834,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,2
49,50,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,29.9,Thirty Meter,surface water,INSITU_MEAS,routine field sample,13GO24S05,P-tot,"Phosphorus, Total as P",2.127,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.552,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,3
50,51,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,40,Forty Meter,surface water,INSITU_MEAS,routine field sample,13GO24S06,P-tot,"Phosphorus, Total as P",2.668,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.411,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,3
51,52,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,50,Fifty Meter,surface water,INSITU_MEAS,routine field sample,13GO24S07,P-tot,"Phosphorus, Total as P",2.501,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.447,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,4
52,53,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,100,One Hundred Meter,surface water,INSITU_MEAS,routine field sample,13GO24S08,P-tot,"Phosphorus, Total as P",2.329,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.361,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,8
53,54,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,128.3,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO24S10,P-tot,"Phosphorus, Total as P",2.648,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.03,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,10
54,55,2013,April,Spring,Ontario,ON1311-SV,O33MM13,ON33M,137,43.5968,-78.798233,4/4/2013,EDT,136,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO24S11,P-tot,"Phosphorus, Total as P",2.652,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.34,ug/l,Total/Bulk,LG204,,3684,8.84E+03,"(98,90)",98,90,-1.39E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.766515,,4.766515,0,,98-90,13.962,179.6404538,10,139.62,10
93,94,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,13GO58I72,P-tot,"Phosphorus, Total as P",2.759,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.443,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,1
112,113,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,1.9,Surface,surface water,INSITU_MEAS,routine field sample,13GO58S61,P-tot,"Phosphorus, Total as P",2.753,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.909,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,1
113,114,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,4,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,13GO58S62,P-tot,"Phosphorus, Total as P",2.638,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.481,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,1
114,115,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,6.7,Lower Epilimnion,surface water,INSITU_MEAS,routine field sample,13GO58S63,P-tot,"Phosphorus, Total as P",3.581,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.331,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,1
115,116,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,8.4,Thermocline,surface water,INSITU_MEAS,routine field sample,13GO58S64,P-tot,"Phosphorus, Total as P",2.138,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.339,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,1
116,117,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,30.1,Upper Hypolimnion,surface water,INSITU_MEAS,routine field sample,13GO58S65,P-tot,"Phosphorus, Total as P",2.127,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.101,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,3
117,118,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,40.1,Forty Meter,surface water,INSITU_MEAS,routine field sample,13GO58S66,P-tot,"Phosphorus, Total as P",2.236,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",2.552,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,3
118,119,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,50.2,Fifty Meter,surface water,INSITU_MEAS,routine field sample,13GO58S67,P-tot,"Phosphorus, Total as P",1.484,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.15,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,4
119,120,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,100.2,One Hundred Meter,surface water,INSITU_MEAS,routine field sample,13GO58S68,P-tot,"Phosphorus, Total as P",2.816,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.917,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,8
120,121,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,126.9,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO58S70,P-tot,"Phosphorus, Total as P",2.941,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.46,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,10
121,122,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,135.1,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO58S71,P-tot,"Phosphorus, Total as P",5.174,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.522,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,10
