FID_GLENDA,Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_,LATITUDE,LONGITUDE,SAMPLING_D,TIME_ZONE,SAMPLE_DEP,DEPTH_CODE,MEDIUM,SAMPLE_TYP,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REM,ANL_CODE_2,ANALYTE_2,TP,UNITS_2,FRACTION_2,METHOD_2,RESULT_R_1,FID_EFDC,GRIDNO,IJ_VALUE,I_Value,J_Value,BedElev,I_Parent,J_Parent,Area,Mask,WSElev,ZRough,Sim_Result,Sim_Dir,Map_Value,Dry_Flag,Grid_Label,I_J_index,sig_thick,Area_ha,Num_layers,Wat_depth,sigma_layer
122,123,2013,August,Summer,Ontario,ON1321-SV,O33MG13,ON33M,135.9,43.6,-78.802,8/12/2013,EDT,16.2,Deep Chlorophyll Layer,surface water,INSITU_MEAS,routine field sample,13GO58S75,P-tot,"Phosphorus, Total as P",4.075,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.322,ug/l,Total/Bulk,LG204,,3624,9.07E+03,"(97,91)",97,91,-1.36E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.749612,,4.749612,0,,97-91,13.6241,180.3009047,10,136.241,2
43,44,2013,April,Spring,Ontario,ON1311-SV,O041M13,ON41,129,43.7166,-78.02755,4/4/2013,EDT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,13GO24I32,P-tot,"Phosphorus, Total as P",3.23,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.962,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,1
55,56,2013,April,Spring,Ontario,ON1311-SV,O041M13,ON41,129,43.7166,-78.02755,4/4/2013,EDT,1.7,Surface,surface water,INSITU_MEAS,routine field sample,13GO24S21,P-tot,"Phosphorus, Total as P",1.712,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.053,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,1
56,57,2013,April,Spring,Ontario,ON1311-SV,O041M13,ON41,129,43.7166,-78.02755,4/4/2013,EDT,64,Middle Depth,surface water,INSITU_MEAS,routine field sample,13GO24S23,P-tot,"Phosphorus, Total as P",2.028,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.45,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,5
57,58,2013,April,Spring,Ontario,ON1311-SV,O041M13,ON41,129,43.7166,-78.02755,4/4/2013,EDT,118,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO24S30,P-tot,"Phosphorus, Total as P",3.664,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.025,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,9
58,59,2013,April,Spring,Ontario,ON1311-SV,O041M13,ON41,129,43.7166,-78.02755,4/4/2013,EDT,126.5,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO24S31,P-tot,"Phosphorus, Total as P",3.116,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.149,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,10
94,95,2013,August,Summer,Ontario,ON1321-SV,O041G13,ON41,128.2,43.716633,-78.026833,8/12/2013,EDT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,13GO58I92,P-tot,"Phosphorus, Total as P",1.785,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.434,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,1
123,124,2013,August,Summer,Ontario,ON1321-SV,O041G13,ON41,128.2,43.716633,-78.026833,8/12/2013,EDT,1.8,Surface,surface water,INSITU_MEAS,routine field sample,13GO58S81,P-tot,"Phosphorus, Total as P",2.26,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",7.196,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,1
124,125,2013,August,Summer,Ontario,ON1321-SV,O041G13,ON41,128.2,43.716633,-78.026833,8/12/2013,EDT,5,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,13GO58S82,P-tot,"Phosphorus, Total as P",2.284,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.546,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,1
125,126,2013,August,Summer,Ontario,ON1321-SV,O041G13,ON41,128.2,43.716633,-78.026833,8/12/2013,EDT,80,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,13GO58S86,P-tot,"Phosphorus, Total as P",3.831,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.127,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,7
126,127,2013,August,Summer,Ontario,ON1321-SV,O041G13,ON41,128.2,43.716633,-78.026833,8/12/2013,EDT,118.3,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO58S90,P-tot,"Phosphorus, Total as P",3.623,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.529,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,10
127,128,2013,August,Summer,Ontario,ON1321-SV,O041G13,ON41,128.2,43.716633,-78.026833,8/12/2013,EDT,126,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO58S91,P-tot,"Phosphorus, Total as P",3.63,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.117,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,10
128,129,2013,August,Summer,Ontario,ON1321-SV,O041G13,ON41,128.2,43.716633,-78.026833,8/12/2013,EDT,17,Deep Chlorophyll Layer,surface water,INSITU_MEAS,routine field sample,13GO58S95,P-tot,"Phosphorus, Total as P",2.106,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",7.218,ug/l,Total/Bulk,LG204,,6512,9.79E+03,"(145,94)",145,94,-1.31E+02,0,0,0.00E+00,0,1.92E-01,1.00E-03,4.85221,,4.85221,0,,145-94,13.1193,259.9794174,10,131.193,2
90,91,2013,August,Summer,Ontario,ON1321-SV,O063G13,ON63,89,43.731183,-77.0155,8/12/2013,EDT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,13GO58I12,P-tot,"Phosphorus, Total as P",1.686,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.678,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,1
96,97,2013,August,Summer,Ontario,ON1321-SV,O063G13,ON63,89,43.731183,-77.0155,8/12/2013,EDT,1.2,Surface,surface water,INSITU_MEAS,routine field sample,13GO58S01,P-tot,"Phosphorus, Total as P",1.657,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.754,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,1
97,98,2013,August,Summer,Ontario,ON1321-SV,O063G13,ON63,89,43.731183,-77.0155,8/12/2013,EDT,7.5,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,13GO58S02,P-tot,"Phosphorus, Total as P",2.29,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.504,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,1
98,99,2013,August,Summer,Ontario,ON1321-SV,O063G13,ON63,89,43.731183,-77.0155,8/12/2013,EDT,60.1,Mid Hypolimnion,surface water,INSITU_MEAS,routine field sample,13GO58S06,P-tot,"Phosphorus, Total as P",1.788,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",2,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,7
99,100,2013,August,Summer,Ontario,ON1321-SV,O063G13,ON63,89,43.731183,-77.0155,8/12/2013,EDT,77,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO58S10,P-tot,"Phosphorus, Total as P",1.777,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.425,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,9
100,101,2013,August,Summer,Ontario,ON1321-SV,O063G13,ON63,89,43.731183,-77.0155,8/12/2013,EDT,84.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO58S11,P-tot,"Phosphorus, Total as P",1.743,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",2.58,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,10
10,11,2013,April,Spring,Ontario,ON1311-SV,O063M13,ON63,87,43.731867,-77.018633,4/5/2013,EDT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,13GO23I52,P-tot,"Phosphorus, Total as P",2.511,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.893,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,1
29,30,2013,April,Spring,Ontario,ON1311-SV,O063M13,ON63,87,43.731867,-77.018633,4/5/2013,EDT,2.5,Surface,surface water,INSITU_MEAS,routine field sample,13GO23S41,P-tot,"Phosphorus, Total as P",2.049,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.721,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,1
30,31,2013,April,Spring,Ontario,ON1311-SV,O063M13,ON63,87,43.731867,-77.018633,4/5/2013,EDT,44.1,Middle Depth,surface water,INSITU_MEAS,routine field sample,13GO23S43,P-tot,"Phosphorus, Total as P",2.426,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.186,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,5
31,32,2013,April,Spring,Ontario,ON1311-SV,O063M13,ON63,87,43.731867,-77.018633,4/5/2013,EDT,77.8,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO23S50,P-tot,"Phosphorus, Total as P",2.585,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.309,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,9
32,33,2013,April,Spring,Ontario,ON1311-SV,O063M13,ON63,87,43.731867,-77.018633,4/5/2013,EDT,85.5,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO23S51,P-tot,"Phosphorus, Total as P",2.498,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.841,ug/l,Total/Bulk,LG204,,11594,1.11E+04,"-207,100",207,100,-8.94E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.161365,,5.161365,0,,207-100,8.9568,164.3128994,10,89.568,10
1,2,2013,April,Spring,Ontario,ON1311-SV,O049M13,ON49,48,43.771967,-77.4384,4/5/2013,EDT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,13GO22I92,P-tot,"Phosphorus, Total as P",3.213,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.35,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,1
2,3,2013,April,Spring,Ontario,ON1311-SV,O049M13,ON49,48,43.771967,-77.4384,4/5/2013,EDT,2.4,Surface,surface water,INSITU_MEAS,routine field sample,13GO22S81,P-tot,"Phosphorus, Total as P",3.254,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.884,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,1
3,4,2013,April,Spring,Ontario,ON1311-SV,O049M13,ON49,48,43.771967,-77.4384,4/5/2013,EDT,24.5,Middle Depth,surface water,INSITU_MEAS,routine field sample,13GO22S83,P-tot,"Phosphorus, Total as P",2.739,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.971,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,5
4,5,2013,April,Spring,Ontario,ON1311-SV,O049M13,ON49,48,43.771967,-77.4384,4/5/2013,EDT,38.8,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO22S90,P-tot,"Phosphorus, Total as P",2.87,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.2,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,8
5,6,2013,April,Spring,Ontario,ON1311-SV,O049M13,ON49,48,43.771967,-77.4384,4/5/2013,EDT,46.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO22S91,P-tot,"Phosphorus, Total as P",2.514,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.138,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,9
63,64,2013,August,Summer,Ontario,ON1321-SV,O049G13,ON49,49,43.772217,-77.438,8/12/2013,EDT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,13GO57I52,P-tot,"Phosphorus, Total as P",1.658,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.74,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,1
67,68,2013,August,Summer,Ontario,ON1321-SV,O049G13,ON49,49,43.772217,-77.438,8/12/2013,EDT,1.3,Surface,surface water,INSITU_MEAS,routine field sample,13GO57S41,P-tot,"Phosphorus, Total as P",2.025,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.465,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,1
68,69,2013,August,Summer,Ontario,ON1321-SV,O049G13,ON49,49,43.772217,-77.438,8/12/2013,EDT,5.9,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,13GO57S42,P-tot,"Phosphorus, Total as P",2.426,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.012,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,2
69,70,2013,August,Summer,Ontario,ON1321-SV,O049G13,ON49,49,43.772217,-77.438,8/12/2013,EDT,38.7,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,13GO57S50,P-tot,"Phosphorus, Total as P",2.364,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",2.373,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,8
70,71,2013,August,Summer,Ontario,ON1321-SV,O049G13,ON49,49,43.772217,-77.438,8/12/2013,EDT,45.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,13GO57S51,P-tot,"Phosphorus, Total as P",2.11,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.07,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,9
71,72,2013,August,Summer,Ontario,ON1321-SV,O049G13,ON49,49,43.772217,-77.438,8/12/2013,EDT,22,Deep Chlorophyll Layer,surface water,INSITU_MEAS,routine field sample,13GO57S55,P-tot,"Phosphorus, Total as P",1.173,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.352,ug/l,Total/Bulk,LG204,,9126,1.15E+04,"-177,102",177,102,-5.33E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.343503,,5.343503,0,,177-102,5.3521,209.42031,10,53.521,5
165,166,2018,August,Summer,Ontario,ON1821,O17NG18,ON17N,11.1,43.224933,-79.272617,8/14/2018,GMT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GO69I32,P-tot,"Phosphorus, Total as P",2.067,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.61,ug/l,Total/Bulk,LG204,,970,4.06E+03,"(52,67)",52,67,-1.15E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,6.335132,,6.335132,0,,52-67,1.1713,41.84388236,10,11.713,1
10,11,2018,April,Spring,Ontario,ON1811,O017M18,ON17N,12,43.225117,-79.271633,4/9/2018,GMT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,18GO02I12,P-tot,"Phosphorus, Total as P",2.94,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.133,ug/l,Total/Bulk,LG204,,970,4.06E+03,"(52,67)",52,67,-1.15E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,6.335132,,6.335132,0,,52-67,1.1713,41.84388236,10,11.713,1
188,189,2018,August,Summer,Ontario,ON1921,O65bG19,ON65B,23.7,43.307968,-76.951835,8/14/2019,GMT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,19GO56I92,P-tot,"Phosphorus, Total as P",2.786,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",8.334,ug/l,Total/Bulk,LG204,,11634,3.36E+03,"(208,62)",208,62,-2.87E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.667582,,5.667582,0,,208-62,2.8862,25.63837023,10,28.862,1
200,201,2018,August,Summer,Ontario,ON1921,O65bG19,ON65B,23.7,43.307968,-76.951835,8/14/2019,GMT,23.6,Bottom Minus,surface water,INSITU_MEAS,routine field sample,19GO56S91,P-tot,"Phosphorus, Total as P",4.577,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.4,ug/l,Total/Bulk,LG204,,11634,3.36E+03,"(208,62)",208,62,-2.87E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.667582,,5.667582,0,,208-62,2.8862,25.63837023,10,28.862,9
117,118,2018,August,Summer,Ontario,ON1821,O65bG18,ON65B,23,43.308,-76.95105,8/15/2018,GMT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GO56I92,P-tot,"Phosphorus, Total as P",2.086,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.647,ug/l,Total/Bulk,LG204,,11634,3.36E+03,"(208,62)",208,62,-2.87E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.667582,,5.667582,0,,208-62,2.8862,25.63837023,10,28.862,1
148,149,2018,August,Summer,Ontario,ON1821,O65bG18,ON65B,23,43.308,-76.95105,8/15/2018,GMT,20.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GO56S91,P-tot,"Phosphorus, Total as P",2.489,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",2.708,ug/l,Total/Bulk,LG204,,11634,3.36E+03,"(208,62)",208,62,-2.87E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.667582,,5.667582,0,,208-62,2.8862,25.63837023,10,28.862,8
4,5,2018,April,Spring,Ontario,ON1811,O69bM18,ON69B,13.5,43.318267,-78.999667,4/10/2018,GMT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,18GO00I92,P-tot,"Phosphorus, Total as P",4.268,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",6.626,ug/l,Total/Bulk,LG204,,2272,4.79E+03,"(75,71)",75,71,-1.65E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,6.092903,,6.092903,0,,75-71,1.6675,73.08597473,10,16.675,1
151,152,2018,August,Summer,Ontario,ON1821,O69bG18,ON69B,13,43.318333,-79.000352,8/14/2018,GMT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GO57I32,P-tot,"Phosphorus, Total as P",1.982,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.742,ug/l,Total/Bulk,LG204,,2272,4.79E+03,"(75,71)",75,71,-1.65E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,6.092903,,6.092903,0,,75-71,1.6675,73.08597473,10,16.675,1
154,155,2018,August,Summer,Ontario,ON1821,O69bG18,ON69B,13,43.318333,-79.000352,8/14/2018,GMT,11.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GO57S31,P-tot,"Phosphorus, Total as P",2.305,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.699,ug/l,Total/Bulk,LG204,,2272,4.79E+03,"(75,71)",75,71,-1.65E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,6.092903,,6.092903,0,,75-71,1.6675,73.08597473,10,16.675,8
203,204,2018,August,Summer,Ontario,ON1921,O69bG19,ON69B,14,43.318502,-78.999853,8/16/2019,GMT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,19GO57I32,P-tot,"Phosphorus, Total as P",3.276,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.8,ug/l,Total/Bulk,LG204,,2272,4.79E+03,"(75,71)",75,71,-1.65E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,6.092903,,6.092903,0,,75-71,1.6675,73.08597473,10,16.675,1
205,206,2018,August,Summer,Ontario,ON1921,O69bG19,ON69B,14,43.318502,-78.999853,8/16/2019,GMT,13.9,Bottom Minus,surface water,INSITU_MEAS,routine field sample,19GO57S31,P-tot,"Phosphorus, Total as P",4.163,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.229,ug/l,Total/Bulk,LG204,,2272,4.79E+03,"(75,71)",75,71,-1.65E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,6.092903,,6.092903,0,,75-71,1.6675,73.08597473,10,16.675,9
0,1,2018,April,Spring,Ontario,ON1811,O67bM18,ON67B,54,43.374733,-78.73015,4/10/2018,GMT,0,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,18GO00I12,P-tot,"Phosphorus, Total as P",0.6,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",5.103,ug/l,Total/Bulk,LG204,,3604,4.81E+03,"(97,71)",97,71,-6.01E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.644989,,5.644989,0,,97-71,6.0335,73.38480416,10,60.335,1
152,153,2018,August,Summer,Ontario,ON1821,O67bG18,ON67B,54,43.375052,-78.730122,8/14/2018,GMT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,18GO57I52,P-tot,"Phosphorus, Total as P",2.62,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",4.096,ug/l,Total/Bulk,LG204,,3604,4.81E+03,"(97,71)",97,71,-6.01E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.644989,,5.644989,0,,97-71,6.0335,73.38480416,10,60.335,1
156,157,2018,August,Summer,Ontario,ON1821,O67bG18,ON67B,54,43.375052,-78.730122,8/14/2018,GMT,49.8,Bottom Minus,surface water,INSITU_MEAS,routine field sample,18GO57S51,P-tot,"Phosphorus, Total as P",1.8,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",2.551,ug/l,Total/Bulk,LG204,,3604,4.81E+03,"(97,71)",97,71,-6.01E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.644989,,5.644989,0,,97-71,6.0335,73.38480416,10,60.335,9
204,205,2018,August,Summer,Ontario,ON1921,O67bG19,ON67B,55,43.375202,-78.728653,8/16/2019,GMT,0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,19GO57I52,P-tot,"Phosphorus, Total as P",3.315,ug/l,Filtrate,LG204,,P-tot,"Phosphorus, Total as P",3.376,ug/l,Total/Bulk,LG204,,3604,4.81E+03,"(97,71)",97,71,-6.01E+01,0,0,0.00E+00,0,1.92E-01,1.00E-03,5.644989,,5.644989,0,,97-71,6.0335,73.38480416,10,60.335,1
