"Date","JulianDate","I_Index","J_Index","K_Index","TP","WaterDepth","Modeled_TP"
2013-05-21,1369094400,52,67,10,5.79,11.713,6.21223853158881
2013-05-21,1369094400,52,67,5,7.602,11.713,6.17129626334645
2013-05-23,1369267200,181,25,10,5.383,13.147,13.659891919815
2013-05-23,1369267200,181,25,4,4.154,13.147,13.2776312966598
2013-05-23,1369267200,181,25,10,4.476,13.147,13.659891919815
2013-07-21,1374364800,181,25,4,4.086,13.147,11.6694018288399
2013-07-21,1374364800,181,25,10,4.861,13.147,11.73798864329
2013-05-22,1369180800,214,71,9,5,17.489,11.9815167636261
2013-05-22,1369180800,214,71,3,4.276,17.489,11.7240033432608
2013-07-22,1374451200,214,71,3,5.353,17.489,9.76074807113037
2013-07-22,1374451200,214,71,7,5.343,17.489,9.73134501691675
2013-09-12,1378944000,214,71,3,7.12,17.489,6.78977721690899
2013-09-12,1378944000,214,71,9,7.504,17.489,6.88282307237387
2013-05-21,1369094400,56,105,4,7.747,15.142,6.13729980614153
2013-05-21,1369094400,56,105,8,8.587,15.142,6.36128879705211
2013-05-21,1369094400,56,105,7,7.536,15.142,6.27484769211151
2013-07-20,1374278400,143,108,5,5.202,8.264,5.40672408533283
2013-07-20,1374278400,143,108,8,4.199,8.264,5.61212254979182
2013-05-22,1369180800,176,2,1,33.1,3.421,15.0246141856769
2013-06-19,1371600000,176,2,1,140.2,3.421,50.5780117237009
2013-07-23,1374537600,176,2,1,73.1,3.421,11.9455908134114
2013-08-20,1376956800,176,2,1,22.7,3.421,10.6352590591996
2013-09-16,1379289600,176,2,1,18.8,3.421,9.46533782553161
2013-05-20,1369008000,172,7,1,53.9,3.814,15.5904544953955
2013-06-19,1371600000,172,7,1,55.4,3.814,33.0995972035453
2013-07-22,1374451200,172,7,1,42.9,3.814,12.6559771160828
2013-08-19,1376870400,172,7,1,224.1,3.814,10.485122402315
2013-09-16,1379289600,172,7,1,142.2,3.814,11.5038401418133
2013-06-12,1370995200,174,8,1,9,10.377,39.211445255205
2013-07-16,1373932800,174,8,1,7.6,10.377,12.4779198813485
2013-08-20,1376956800,174,8,1,6,10.377,9.88822648650967
2013-09-18,1379462400,174,8,1,6.3,10.377,8.57769919093698
2013-06-12,1370995200,174,12,1,12.8,16.64,23.2749480346683
2013-07-16,1373932800,174,12,1,5.2,16.64,11.1854087663232
2013-08-20,1376956800,174,12,1,5.4,16.64,9.30935766518814
2013-09-18,1379462400,174,12,1,6.3,16.64,8.32941623229999
2013-05-20,1369008000,167,23,1,19,2.036,17.3218322743196
2013-06-19,1371600000,167,23,1,37.3,2.036,11.4122040031361
2013-07-22,1374451200,167,23,1,136.2,2.036,11.2429997898289
2013-08-19,1376870400,167,23,1,44,2.036,10.6315146695124
2013-09-16,1379289600,167,23,1,45.4,2.036,8.47046158014564
2013-04-17,1366156800,52,67,1,8.3,11.713,8.28004340291955
2013-04-17,1366156800,52,67,1,8.6,11.713,8.28004340291955
2013-04-17,1366156800,52,67,9,8.5,11.713,8.34760430734605
2013-08-27,1377561600,52,67,1,8.9,11.713,18.129914678866
2013-08-27,1377561600,52,67,5,8.7,11.713,18.2335588760907
2013-08-27,1377561600,52,67,8,8.9,11.713,18.2074982149061
2013-08-27,1377561600,52,67,10,8.6,11.713,18.4459895535838
2013-04-16,1366070400,58,67,1,16.3,12.252,15.9497121785535
2013-04-16,1366070400,58,67,1,16.2,12.252,15.9497121785535
2013-04-16,1366070400,58,67,9,15,12.252,12.9751279018819
2013-08-27,1377561600,58,67,1,10.7,12.252,19.1540457308292
2013-08-27,1377561600,58,67,1,11.4,12.252,19.1540457308292
2013-08-27,1377561600,58,67,9,8.5,12.252,18.3013762580231
2013-09-05,1378339200,9,91,1,32.7,3.192,7.83620271249674
2013-09-05,1378339200,9,91,1,34.3,3.192,7.83620271249674
2013-09-05,1378339200,12,90,1,32.4,3.192,8.51329969009385
2013-04-17,1366156800,12,90,1,44.1,3.192,8.48432136990596
2013-09-05,1378339200,15,91,1,44.5,3.192,9.04566059034551
2013-09-05,1378339200,15,91,3,42.9,3.192,10.2439644251717
2013-09-05,1378339200,15,91,3,30.9,3.192,10.2439644251717
2013-09-05,1378339200,15,91,3,32.2,3.192,10.2439644251717
2013-04-17,1366156800,15,91,1,44,3.192,8.35931768961018
2013-04-17,1366156800,15,91,1,45.4,3.192,8.35931768961018
2013-04-17,1366156800,15,91,3,44.3,3.192,8.48330455482937
2013-08-27,1377561600,73,64,1,8.6,10.87,25.9875632764306
2013-08-27,1377561600,73,64,1,8.9,10.87,25.9875632764306
2013-08-27,1377561600,73,64,10,8.9,10.87,26.8978201347636
2013-04-16,1366070400,74,64,1,20.8,12.192,29.2058430204634
2013-04-16,1366070400,74,64,9,22.1,12.192,29.7277147183195
2013-08-27,1377561600,65,73,1,7.1,14.277,21.5271629713243
2013-04-16,1366070400,65,73,1,9.1,14.277,13.0682192320819
2013-04-10,1365552000,173,14,1,12.6,15.578,10.5059552879538
2013-04-10,1365552000,173,14,8,13.4,15.578,10.6294455690659
2013-08-28,1377648000,173,14,1,8.4,15.578,9.7064394140034
2013-08-28,1377648000,173,14,8,7.7,15.578,9.98854193312582
2013-04-08,1365379200,85,61,1,17.2,17.667,22.712440113537
2013-08-27,1377561600,85,61,1,7,17.667,19.3586820387281
2013-08-28,1377648000,214,71,1,8,17.489,6.79460936225951
2013-04-10,1365552000,214,71,1,7.4,17.489,9.52796199271688
2013-08-28,1377648000,148,60,1,10.4,19.525,11.2511788756819
2013-08-28,1377648000,148,60,6,6.6,19.525,11.4713593575289
2013-08-28,1377648000,148,60,9,6.8,19.525,11.907342923223
