"t","TP_conc","TP_conc_ug_L","mass_settled_kg"
791,5.74438774097523e-06,5.74438774097523,8653.40864519951
792,5.7442068926817e-06,5.7442068926817,8653.13621334824
793,5.74402628789924e-06,5.74402628789924,8652.86414832471
794,5.74384592629997e-06,5.74384592629997,8652.592449635
795,5.74366580755644e-06,5.74366580755644,8652.32111678584
796,5.74348593134164e-06,5.74348593134164,8652.05014928463
797,5.74330629732903e-06,5.74330629732903,8651.77954663943
798,5.74312690519246e-06,5.74312690519246,8651.50930835897
799,5.74294775460627e-06,5.74294775460627,8651.23943395263
800,5.74276884524519e-06,5.74276884524519,8650.96992293045
801,5.74259017678443e-06,5.74259017678443,8650.70077480315
802,5.74241174889961e-06,5.74241174889961,8650.43198908208
803,5.74223356126679e-06,5.74223356126679,8650.16356527927
804,5.74205561356249e-06,5.74205561356249,8649.89550290739
805,5.74187790546364e-06,5.74187790546364,8649.6278014798
806,5.7417004366476e-06,5.7417004366476,8649.36046051046
807,5.7415232067922e-06,5.7415232067922,8649.09347951403
808,5.74134621557566e-06,5.74134621557566,8648.82685800582
809,5.74116946267667e-06,5.74116946267667,8648.56059550176
810,5.74099294777433e-06,5.74099294777433,8648.29469151846
811,5.74081667054818e-06,5.74081667054818,8648.02914557318
812,5.74064063067819e-06,5.74064063067819,8647.76395718382
813,5.74046482784476e-06,5.74046482784476,8647.49912586894
814,5.74028926172872e-06,5.74028926172872,8647.23465114773
815,5.74011393201134e-06,5.74011393201134,8646.97053254004
816,5.7399388383743e-06,5.7399388383743,8646.70676956638
817,5.73976398049973e-06,5.73976398049973,8646.44336174787
818,5.73958935807017e-06,5.73958935807017,8646.18030860631
819,5.7394149707686e-06,5.7394149707686,8645.91760966413
820,5.73924081827842e-06,5.73924081827842,8645.6552644444
821,5.73906690028345e-06,5.73906690028345,8645.39327247083
822,5.73889321646796e-06,5.73889321646796,8645.13163326779
823,5.73871976651661e-06,5.73871976651661,8644.87034636026
824,5.73854655011452e-06,5.73854655011452,8644.60941127388
825,5.7383735669472e-06,5.7383735669472,8644.34882753493
826,5.73820081670062e-06,5.73820081670062,8644.08859467033
827,5.73802829906114e-06,5.73802829906114,8643.82871220761
828,5.73785601371556e-06,5.73785601371556,8643.56917967498
829,5.73768396035111e-06,5.73768396035111,8643.30999660124
830,5.7375121386554e-06,5.7375121386554,8643.05116251586
831,5.73734054831652e-06,5.73734054831652,8642.79267694892
832,5.73716918902293e-06,5.73716918902293,8642.53453943115
833,5.73699806046354e-06,5.73699806046354,8642.27674949389
834,5.73682716232766e-06,5.73682716232766,8642.01930666915
835,5.73665649430503e-06,5.73665649430503,8641.76221048952
836,5.7364860560858e-06,5.7364860560858,8641.50546048826
837,5.73631584736055e-06,5.73631584736055,8641.24905619924
838,5.73614586782026e-06,5.73614586782026,8640.99299715696
839,5.73597611715633e-06,5.73597611715633,8640.73728289654
840,5.73580659506059e-06,5.73580659506059,8640.48191295374
841,5.73563730122527e-06,5.73563730122527,8640.22688686495
842,5.73546823534303e-06,5.73546823534303,8639.97220416715
843,5.73529939710691e-06,5.73529939710691,8639.71786439798
844,5.7351307862104e-06,5.7351307862104,8639.46386709569
845,5.73496240234738e-06,5.73496240234738,8639.21021179914
846,5.73479424521217e-06,5.73479424521217,8638.95689804783
847,5.73462631449946e-06,5.73462631449946,8638.70392538187
848,5.73445860990439e-06,5.73445860990439,8638.45129334199
849,5.73429113112248e-06,5.73429113112248,8638.19900146954
850,5.73412387784968e-06,5.73412387784968,8637.94704930649
851,5.73395684978235e-06,5.73395684978235,8637.69543639542
852,5.73379004661725e-06,5.73379004661725,8637.44416227952
853,5.73362346805154e-06,5.73362346805154,8637.19322650263
854,5.73345711378281e-06,5.73345711378281,8636.94262860915
855,5.73329098350904e-06,5.73329098350904,8636.69236814413
856,5.73312507692862e-06,5.73312507692862,8636.44244465324
857,5.73295939374035e-06,5.73295939374035,8636.19285768273
858,5.73279393364344e-06,5.73279393364344,8635.94360677948
859,5.7326286963375e-06,5.7326286963375,8635.69469149099
860,5.73246368152253e-06,5.73246368152253,8635.44611136534
861,5.73229888889896e-06,5.73229888889896,8635.19786595125
862,5.73213431816761e-06,5.73213431816761,8634.94995479802
863,5.73196996902969e-06,5.73196996902969,8634.70237745558
864,5.73180584118684e-06,5.73180584118684,8634.45513347445
865,5.73164193434108e-06,5.73164193434108,8634.20822240576
866,5.73147824819485e-06,5.73147824819485,8633.96164380125
867,5.73131478245096e-06,5.73131478245096,8633.71539721326
868,5.73115153681266e-06,5.73115153681266,8633.46948219472
869,5.73098851098357e-06,5.73098851098357,8633.22389829919
870,5.73082570466771e-06,5.73082570466771,8632.97864508081
871,5.73066311756953e-06,5.73066311756953,8632.73372209432
872,5.73050074939383e-06,5.73050074939383,8632.48912889507
873,5.73033859984584e-06,5.73033859984584,8632.24486503901
874,5.73017666863119e-06,5.73017666863119,8632.00093008266
875,5.73001495545588e-06,5.73001495545588,8631.75732358318
876,5.72985346002633e-06,5.72985346002633,8631.5140450983
877,5.72969218204935e-06,5.72969218204935,8631.27109418634
878,5.72953112123213e-06,5.72953112123213,8631.02847040623
879,5.72937027728228e-06,5.72937027728228,8630.7861733175
880,5.72920964990778e-06,5.72920964990778,8630.54420248025
881,5.72904923881701e-06,5.72904923881701,8630.30255745519
882,5.72888904371875e-06,5.72888904371875,8630.06123780361
883,5.72872906432217e-06,5.72872906432217,8629.82024308741
884,5.72856930033683e-06,5.72856930033683,8629.57957286905
885,5.72840975147267e-06,5.72840975147267,8629.3392267116
886,5.72825041744004e-06,5.72825041744004,8629.09920417872
887,5.72809129794967e-06,5.72809129794967,8628.85950483466
888,5.72793239271268e-06,5.72793239271268,8628.62012824422
889,5.72777370144058e-06,5.72777370144058,8628.38107397284
890,5.72761522384526e-06,5.72761522384526,8628.14234158651
891,5.72745695963901e-06,5.72745695963901,8627.90393065182
892,5.72729890853451e-06,5.72729890853451,8627.66584073593
893,5.7271410702448e-06,5.7271410702448,8627.42807140658
894,5.72698344448335e-06,5.72698344448335,8627.19062223213
895,5.72682603096399e-06,5.72682603096399,8626.95349278147
896,5.72666882940091e-06,5.72666882940091,8626.71668262411
897,5.72651183950875e-06,5.72651183950875,8626.48019133011
898,5.72635506100247e-06,5.72635506100247,8626.24401847013
899,5.72619849359744e-06,5.72619849359744,8626.0081636154
900,5.72604213700943e-06,5.72604213700943,8625.77262633772
901,5.72588599095457e-06,5.72588599095457,8625.53740620948
902,5.72573005514938e-06,5.72573005514938,8625.30250280365
903,5.72557432931075e-06,5.72557432931075,8625.06791569376
904,5.72541881315596e-06,5.72541881315597,8624.83364445391
905,5.72526350640269e-06,5.72526350640269,8624.59968865879
906,5.72510840876897e-06,5.72510840876897,8624.36604788365
907,5.72495351997323e-06,5.72495351997323,8624.13272170433
908,5.72479883973426e-06,5.72479883973426,8623.89970969722
909,5.72464436777124e-06,5.72464436777124,8623.66701143929
910,5.72449010380374e-06,5.72449010380374,8623.43462650808
911,5.72433604755169e-06,5.72433604755169,8623.2025544817
912,5.72418219873539e-06,5.72418219873539,8622.97079493882
913,5.72402855707555e-06,5.72402855707555,8622.73934745868
914,5.72387512229322e-06,5.72387512229322,8622.5082116211
915,5.72372189410984e-06,5.72372189410984,8622.27738700645
916,5.72356887224724e-06,5.72356887224724,8622.04687319567
917,5.72341605642759e-06,5.72341605642759,8621.81666977027
918,5.72326344637348e-06,5.72326344637348,8621.58677631231
919,5.72311104180783e-06,5.72311104180783,8621.35719240442
920,5.72295884245395e-06,5.72295884245395,8621.1279176298
921,5.72280684803553e-06,5.72280684803553,8620.89895157221
922,5.72265505827662e-06,5.72265505827662,8620.67029381594
923,5.72250347290166e-06,5.72250347290166,8620.44194394589
924,5.72235209163544e-06,5.72235209163544,8620.21390154748
925,5.72220091420313e-06,5.72220091420313,8619.9861662067
926,5.72204994033026e-06,5.72204994033026,8619.75873751011
927,5.72189916974275e-06,5.72189916974275,8619.53161504481
928,5.72174860216688e-06,5.72174860216688,8619.30479839845
929,5.72159823732928e-06,5.72159823732928,8619.07828715927
930,5.72144807495698e-06,5.72144807495698,8618.85208091602
931,5.72129811477735e-06,5.72129811477735,8618.62617925803
932,5.72114835651815e-06,5.72114835651815,8618.40058177518
933,5.7209987999075e-06,5.7209987999075,8618.17528805791
934,5.72084944467386e-06,5.72084944467386,8617.95029769719
935,5.72070029054609e-06,5.72070029054609,8617.72561028455
936,5.7205513372534e-06,5.7205513372534,8617.50122541208
937,5.72040258452537e-06,5.72040258452537,8617.27714267241
938,5.72025403209194e-06,5.72025403209194,8617.05336165872
939,5.72010567968342e-06,5.72010567968342,8616.82988196474
940,5.71995752703046e-06,5.71995752703046,8616.60670318474
941,5.71980957386411e-06,5.71980957386411,8616.38382491354
942,5.71966181991575e-06,5.71966181991575,8616.16124674651
943,5.71951426491714e-06,5.71951426491714,8615.93896827956
944,5.71936690860039e-06,5.71936690860039,8615.71698910915
945,5.71921975069798e-06,5.71921975069798,8615.49530883227
946,5.71907279094276e-06,5.71907279094276,8615.27392704648
947,5.7189260290679e-06,5.7189260290679,8615.05284334984
948,5.71877946480697e-06,5.71877946480697,8614.832057341
949,5.71863309789388e-06,5.71863309789388,8614.6115686191
950,5.71848692806291e-06,5.71848692806291,8614.39137678386
951,5.71834095504868e-06,5.71834095504868,8614.17148143553
952,5.71819517858618e-06,5.71819517858618,8613.95188217487
953,5.71804959841077e-06,5.71804959841077,8613.73257860322
954,5.71790421425812e-06,5.71790421425812,8613.51357032243
955,5.71775902586432e-06,5.71775902586432,8613.29485693489
956,5.71761403296575e-06,5.71761403296575,8613.07643804353
957,5.7174692352992e-06,5.7174692352992,8612.85831325182
958,5.71732463260179e-06,5.71732463260179,8612.64048216374
959,5.71718022461098e-06,5.71718022461098,8612.42294438384
960,5.71703601106461e-06,5.71703601106461,8612.20569951717
961,5.71689199170086e-06,5.71689199170086,8611.98874716932
962,5.71674816625827e-06,5.71674816625827,8611.77208694643
963,5.71660453447572e-06,5.71660453447572,8611.55571845515
964,5.71646109609244e-06,5.71646109609244,8611.33964130265
965,5.71631785084803e-06,5.71631785084803,8611.12385509667
966,5.71617479848243e-06,5.71617479848243,8610.90835944543
967,5.71603193873593e-06,5.71603193873593,8610.69315395771
968,5.71588927134917e-06,5.71588927134917,8610.47823824281
969,5.71574679606313e-06,5.71574679606313,8610.26361191055
970,5.71560451261915e-06,5.71560451261915,8610.04927457127
971,5.71546242075892e-06,5.71546242075893,8609.83522583586
972,5.71532052022448e-06,5.71532052022448,8609.6214653157
973,5.7151788107582e-06,5.7151788107582,8609.40799262271
974,5.71503729210282e-06,5.71503729210282,8609.19480736935
975,5.71489596400139e-06,5.71489596400139,8608.98190916857
976,5.71475482619736e-06,5.71475482619736,8608.76929763385
977,5.71461387843448e-06,5.71461387843448,8608.55697237922
978,5.71447312045686e-06,5.71447312045686,8608.34493301918
979,5.71433255200896e-06,5.71433255200896,8608.13317916879
980,5.71419217283558e-06,5.71419217283558,8607.9217104436
981,5.71405198268186e-06,5.71405198268186,8607.71052645971
982,5.71391198129328e-06,5.71391198129329,8607.4996268337
983,5.71377216841569e-06,5.71377216841569,8607.28901118269
984,5.71363254379524e-06,5.71363254379524,8607.07867912431
985,5.71349310717845e-06,5.71349310717845,8606.86863027671
986,5.71335385831218e-06,5.71335385831218,8606.65886425854
987,5.71321479694361e-06,5.71321479694361,8606.44938068897
988,5.71307592282029e-06,5.71307592282029,8606.2401791877
989,5.7129372356901e-06,5.7129372356901,8606.03125937491
990,5.71279873530123e-06,5.71279873530123,8605.82262087131
991,5.71266042140226e-06,5.71266042140226,8605.61426329813
992,5.71252229374207e-06,5.71252229374207,8605.4061862771
993,5.71238435206989e-06,5.71238435206989,8605.19838943044
994,5.7122465961353e-06,5.7122465961353,8604.99087238091
995,5.71210902568819e-06,5.71210902568819,8604.78363475176
996,5.71197164047881e-06,5.71197164047881,8604.57667616676
997,5.71183444025774e-06,5.71183444025774,8604.36999625018
998,5.71169742477589e-06,5.71169742477589,8604.16359462678
999,5.71156059378451e-06,5.71156059378451,8603.95747092185
1000,5.71142394703519e-06,5.71142394703519,8603.75162476117
1001,5.71128748427984e-06,5.71128748427984,8603.54605577104
1002,5.71115120527073e-06,5.71115120527073,8603.34076357824
1003,5.71101510976043e-06,5.71101510976043,8603.13574781006
1004,5.71087919750186e-06,5.71087919750186,8602.93100809431
1005,5.71074346824829e-06,5.71074346824829,8602.72654405929
1006,5.71060792175329e-06,5.71060792175329,8602.52235533377
1007,5.71047255777078e-06,5.71047255777078,8602.31844154708
1008,5.710337376055e-06,5.710337376055,8602.114802329
1009,5.71020237636055e-06,5.71020237636055,8601.91143730982
1010,5.71006755844232e-06,5.71006755844232,8601.70834612035
1011,5.70993292205556e-06,5.70993292205556,8601.50552839186
1012,5.70979846695584e-06,5.70979846695584,8601.30298375616
1013,5.70966419289905e-06,5.70966419289905,8601.10071184551
1014,5.70953009964142e-06,5.70953009964142,8600.8987122927
1015,5.7093961869395e-06,5.7093961869395,8600.696984731
1016,5.70926245455019e-06,5.70926245455019,8600.49552879418
1017,5.70912890223068e-06,5.70912890223068,8600.29434411648
1018,5.70899552973852e-06,5.70899552973852,8600.09343033268
1019,5.70886233683157e-06,5.70886233683157,8599.892787078
1020,5.70872932326801e-06,5.70872932326801,8599.69241398818
1021,5.70859648880638e-06,5.70859648880637,8599.49231069944
1022,5.70846383320549e-06,5.70846383320549,8599.29247684852
1023,5.70833135622453e-06,5.70833135622453,8599.09291207259
1024,5.70819905762298e-06,5.70819905762298,8598.89361600936
1025,5.70806693716065e-06,5.70806693716064,8598.69458829701
1026,5.70793499459767e-06,5.70793499459767,8598.49582857421
1027,5.70780322969452e-06,5.70780322969452,8598.2973364801
1028,5.70767164221197e-06,5.70767164221197,8598.09911165433
1029,5.70754023191113e-06,5.70754023191113,8597.90115373702
1030,5.70740899855341e-06,5.70740899855341,8597.70346236879
1031,5.70727794190058e-06,5.70727794190058,8597.50603719072
1032,5.70714706171469e-06,5.70714706171469,8597.3088778444
1033,5.70701635775813e-06,5.70701635775813,8597.11198397187
1034,5.70688582979363e-06,5.70688582979363,8596.91535521569
1035,5.70675547758419e-06,5.70675547758419,8596.71899121888
1036,5.70662530089317e-06,5.70662530089317,8596.52289162493
1037,5.70649529948423e-06,5.70649529948423,8596.32705607783
1038,5.70636547312136e-06,5.70636547312136,8596.13148422205
1039,5.70623582156886e-06,5.70623582156886,8595.93617570253
1040,5.70610634459135e-06,5.70610634459135,8595.74113016468
1041,5.70597704195376e-06,5.70597704195376,8595.5463472544
1042,5.70584791342135e-06,5.70584791342135,8595.35182661807
1043,5.70571895875968e-06,5.70571895875968,8595.15756790253
1044,5.70559017773465e-06,5.70559017773465,8594.96357075512
1045,5.70546157011244e-06,5.70546157011244,8594.76983482362
1046,5.70533313565957e-06,5.70533313565957,8594.57635975632
1047,5.70520487414287e-06,5.70520487414287,8594.38314520197
1048,5.70507678532949e-06,5.70507678532949,8594.19019080978
1049,5.70494886898688e-06,5.70494886898688,8593.99749622944
1050,5.70482112488281e-06,5.70482112488281,8593.80506111113
1051,5.70469355278536e-06,5.70469355278536,8593.61288510548
1052,5.70456615246292e-06,5.70456615246292,8593.4209678636
1053,5.70443892368421e-06,5.70443892368421,8593.22930903705
1054,5.70431186621823e-06,5.70431186621823,8593.03790827789
1055,5.70418497983432e-06,5.70418497983432,8592.84676523864
1056,5.70405826430212e-06,5.70405826430212,8592.65587957226
1057,5.70393171939157e-06,5.70393171939157,8592.46525093222
1058,5.70380534487293e-06,5.70380534487293,8592.27487897242
1059,5.70367914051678e-06,5.70367914051678,8592.08476334726
1060,5.70355310609399e-06,5.70355310609399,8591.89490371157
1061,5.70342724137575e-06,5.70342724137575,8591.70529972066
1062,5.70330154613355e-06,5.70330154613355,8591.51595103033
1063,5.70317602013918e-06,5.70317602013918,8591.32685729679
1064,5.70305066316477e-06,5.70305066316477,8591.13801817676
1065,5.70292547498272e-06,5.70292547498272,8590.9494333274
1066,5.70280045536577e-06,5.70280045536577,8590.76110240634
1067,5.70267560408693e-06,5.70267560408693,8590.57302507166
1068,5.70255092091953e-06,5.70255092091953,8590.38520098191
1069,5.70242640563723e-06,5.70242640563723,8590.1976297961
1070,5.70230205801396e-06,5.70230205801396,8590.01031117369
1071,5.70217787782398e-06,5.70217787782398,8589.82324477462
1072,5.70205386484182e-06,5.70205386484182,8589.63643025925
1073,5.70193001884236e-06,5.70193001884236,8589.44986728844
1074,5.70180633960074e-06,5.70180633960074,8589.26355552348
1075,5.70168282689243e-06,5.70168282689243,8589.07749462612
1076,5.7015594804932e-06,5.7015594804932,8588.89168425857
1077,5.7014363001791e-06,5.7014363001791,8588.7061240835
1078,5.70131328572651e-06,5.70131328572651,8588.52081376402
1079,5.7011904369121e-06,5.7011904369121,8588.3357529637
1080,5.70106775351283e-06,5.70106775351283,8588.15094134657
1081,5.70094523530598e-06,5.70094523530598,8587.9663785771
1082,5.70082288206911e-06,5.70082288206911,8587.78206432022
1083,5.70070069358009e-06,5.70070069358009,8587.59799824131
1084,5.7005786696171e-06,5.7005786696171,8587.41418000621
1085,5.70045680995859e-06,5.70045680995859,8587.23060928118
1086,5.70033511438333e-06,5.70033511438333,8587.04728573296
1087,5.70021358267039e-06,5.70021358267039,8586.86420902874
1088,5.70009221459913e-06,5.70009221459913,8586.68137883612
1089,5.6999710099492e-06,5.6999710099492,8586.4987948232
1090,5.69984996850055e-06,5.69984996850055,8586.31645665848
1091,5.69972909003345e-06,5.69972909003345,8586.13436401093
1092,5.69960837432843e-06,5.69960837432843,8585.95251654998
1093,5.69948782116633e-06,5.69948782116633,8585.77091394547
1094,5.6993674303283e-06,5.6993674303283,8585.58955586771
1095,5.69924720159576e-06,5.69924720159576,8585.40844198744
1096,5.69912713475045e-06,5.69912713475045,8585.22757197586
1097,5.69900722957438e-06,5.69900722957438,8585.04694550459
1098,5.69888748584986e-06,5.69888748584986,8584.86656224572
1099,5.6987679033595e-06,5.6987679033595,8584.68642187175
1100,5.6986484818862e-06,5.6986484818862,8584.50652405564
1101,5.69852922121316e-06,5.69852922121316,8584.3268684708
1102,5.69841012112384e-06,5.69841012112384,8584.14745479105
1103,5.69829118140204e-06,5.69829118140204,8583.96828269068
1104,5.69817240183182e-06,5.69817240183182,8583.7893518444
1105,5.69805378219753e-06,5.69805378219753,8583.61066192737
1106,5.69793532228382e-06,5.69793532228382,8583.43221261516
1107,5.69781702187563e-06,5.69781702187563,8583.25400358382
1108,5.69769888075818e-06,5.69769888075818,8583.0760345098
1109,5.69758089871699e-06,5.69758089871699,8582.89830507
1110,5.69746307553787e-06,5.69746307553787,8582.72081494176
1111,5.69734541100691e-06,5.69734541100691,8582.54356380284
1112,5.69722790491048e-06,5.69722790491048,8582.36655133145
1113,5.69711055703527e-06,5.69711055703527,8582.18977720623
1114,5.69699336716822e-06,5.69699336716822,8582.01324110623
1115,5.69687633509658e-06,5.69687633509658,8581.83694271097
1116,5.69675946060788e-06,5.69675946060788,8581.66088170037
1117,5.69664274348993e-06,5.69664274348993,8581.4850577548
1118,5.69652618353083e-06,5.69652618353083,8581.30947055505
1119,5.69640978051898e-06,5.69640978051898,8581.13411978235
1120,5.69629353424304e-06,5.69629353424304,8580.95900511834
1121,5.69617744449197e-06,5.69617744449197,8580.7841262451
1122,5.696061511055e-06,5.696061511055,8580.60948284516
1123,5.69594573372167e-06,5.69594573372167,8580.43507460144
1124,5.69583011228178e-06,5.69583011228178,8580.2609011973
1125,5.69571464652542e-06,5.69571464652542,8580.08696231655
1126,5.69559933624297e-06,5.69559933624297,8579.91325764338
1127,5.69548418122507e-06,5.69548418122507,8579.73978686245
1128,5.69536918126268e-06,5.69536918126268,8579.56654965882
1129,5.69525433614699e-06,5.69525433614699,8579.39354571798
1130,5.69513964566952e-06,5.69513964566952,8579.22077472584
1131,5.69502510962205e-06,5.69502510962205,8579.04823636874
1132,5.69491072779664e-06,5.69491072779664,8578.87593033344
1133,5.69479649998562e-06,5.69479649998562,8578.70385630711
1134,5.69468242598162e-06,5.69468242598162,8578.53201397736
1135,5.69456850557755e-06,5.69456850557755,8578.36040303221
1136,5.69445473856656e-06,5.69445473856656,8578.18902316011
1137,5.69434112474214e-06,5.69434112474214,8578.01787404991
1138,5.694227663898e-06,5.694227663898,8577.84695539089
1139,5.69411435582816e-06,5.69411435582816,8577.67626687276
1140,5.69400120032692e-06,5.69400120032692,8577.50580818562
1141,5.69388819718884e-06,5.69388819718884,8577.33557902003
1142,5.69377534620876e-06,5.69377534620876,8577.16557906691
1143,5.6936626471818e-06,5.6936626471818,8576.99580801765
1144,5.69355009990337e-06,5.69355009990337,8576.82626556403
1145,5.69343770416913e-06,5.69343770416913,8576.65695139823
1146,5.69332545977503e-06,5.69332545977503,8576.48786521288
1147,5.69321336651729e-06,5.69321336651729,8576.319006701
1148,5.6931014241924e-06,5.6931014241924,8576.15037555603
1149,5.69298963259714e-06,5.69298963259714,8575.98197147182
1150,5.69287799152855e-06,5.69287799152855,8575.81379414263
1151,5.69276650078395e-06,5.69276650078395,8575.64584326314
1152,5.69265516016092e-06,5.69265516016092,8575.47811852844
1153,5.69254396945733e-06,5.69254396945733,8575.31061963403
1154,5.69243292847132e-06,5.69243292847132,8575.14334627581
1155,5.69232203700128e-06,5.69232203700128,8574.9762981501
1156,5.6922112948459e-06,5.6922112948459,8574.80947495362
1157,5.69210070180413e-06,5.69210070180413,8574.64287638351
1158,5.69199025767518e-06,5.69199025767518,8574.47650213732
1159,5.69187996225855e-06,5.69187996225854,8574.31035191298
1160,5.69176981535399e-06,5.69176981535399,8574.14442540887
1161,5.69165981676153e-06,5.69165981676153,8573.97872232373
1162,5.69154996628148e-06,5.69154996628148,8573.81324235673
1163,5.6914402637144e-06,5.6914402637144,8573.64798520746
1164,5.69133070886112e-06,5.69133070886112,8573.48295057588
1165,5.69122130152275e-06,5.69122130152275,8573.31813816239
1166,5.69111204150067e-06,5.69111204150067,8573.15354766775
1167,5.69100292859651e-06,5.69100292859651,8572.98917879317
1168,5.69089396261218e-06,5.69089396261218,8572.82503124023
1169,5.69078514334985e-06,5.69078514334985,8572.66110471091
1170,5.69067647061197e-06,5.69067647061197,8572.49739890763
1171,5.69056794420123e-06,5.69056794420123,8572.33391353316
1172,5.69045956392061e-06,5.69045956392061,8572.17064829071
1173,5.69035132957335e-06,5.69035132957335,8572.00760288387
1174,5.69024324096295e-06,5.69024324096295,8571.84477701662
1175,5.69013529789317e-06,5.69013529789317,8571.68217039337
1176,5.69002750016804e-06,5.69002750016804,8571.5197827189
1177,5.68991984759187e-06,5.68991984759187,8571.35761369839
1178,5.6898123399692e-06,5.6898123399692,8571.19566303744
1179,5.68970497710486e-06,5.68970497710486,8571.03393044201
1180,5.68959775880393e-06,5.68959775880393,8570.8724156185
1181,5.68949068487176e-06,5.68949068487176,8570.71111827366
1182,5.68938375511395e-06,5.68938375511395,8570.55003811467
1183,5.68927696933638e-06,5.68927696933638,8570.38917484909
1184,5.68917032734518e-06,5.68917032734518,8570.22852818487
1185,5.68906382894674e-06,5.68906382894674,8570.06809783035
1186,5.68895747394772e-06,5.68895747394772,8569.90788349428
1187,5.68885126215502e-06,5.68885126215502,8569.7478848858
1188,5.68874519337582e-06,5.68874519337582,8569.58810171442
1189,5.68863926741756e-06,5.68863926741756,8569.42853369006
1190,5.68853348408792e-06,5.68853348408792,8569.26918052302
1191,5.68842784319486e-06,5.68842784319486,8569.11004192401
1192,5.68832234454659e-06,5.68832234454659,8568.95111760411
1193,5.68821698795158e-06,5.68821698795158,8568.79240727479
1194,5.68811177321855e-06,5.68811177321855,8568.63391064791
1195,5.68800670015649e-06,5.68800670015649,8568.47562743574
1196,5.68790176857463e-06,5.68790176857463,8568.31755735089
1197,5.68779697828248e-06,5.68779697828248,8568.15970010641
1198,5.68769232908979e-06,5.68769232908979,8568.0020554157
1199,5.68758782080657e-06,5.68758782080657,8567.84462299256
1200,5.68748345324309e-06,5.68748345324309,8567.68740255118
1201,5.68737922620986e-06,5.68737922620986,8567.53039380611
1202,5.68727513951767e-06,5.68727513951767,8567.37359647232
1203,5.68717119297755e-06,5.68717119297755,8567.21701026513
1204,5.68706738640078e-06,5.68706738640078,8567.06063490028
1205,5.6869637195989e-06,5.6869637195989,8566.90447009386
1206,5.68686019238371e-06,5.68686019238371,8566.74851556235
1207,5.68675680456725e-06,5.68675680456725,8566.59277102262
1208,5.68665355596183e-06,5.68665355596183,8566.43723619193
1209,5.68655044638e-06,5.68655044638,8566.28191078789
1210,5.68644747563456e-06,5.68644747563456,8566.12679452851
1211,5.68634464353857e-06,5.68634464353857,8565.97188713219
1212,5.68624194990535e-06,5.68624194990535,8565.81718831769
1213,5.68613939454844e-06,5.68613939454844,8565.66269780415
1214,5.68603697728167e-06,5.68603697728167,8565.50841531111
1215,5.6859346979191e-06,5.6859346979191,8565.35434055846
1216,5.68583255627503e-06,5.68583255627503,8565.20047326648
1217,5.68573055216404e-06,5.68573055216404,8565.04681315582
1218,5.68562868540093e-06,5.68562868540093,8564.89335994753
1219,5.68552695580077e-06,5.68552695580077,8564.740113363
1220,5.68542536317886e-06,5.68542536317886,8564.58707312402
1221,5.68532390735078e-06,5.68532390735078,8564.43423895274
1222,5.68522258813231e-06,5.68522258813231,8564.2816105717
1223,5.68512140533953e-06,5.68512140533953,8564.12918770381
1224,5.68502035878874e-06,5.68502035878874,8563.97697007233
1225,5.68491944829648e-06,5.68491944829648,8563.82495740092
1226,5.68481867367955e-06,5.68481867367955,8563.6731494136
1227,5.684718034755e-06,5.684718034755,8563.52154583476
1228,5.68461753134012e-06,5.68461753134012,8563.37014638918
1229,5.68451716325245e-06,5.68451716325245,8563.21895080199
1230,5.68441693030977e-06,5.68441693030977,8563.06795879869
1231,5.6843168323301e-06,5.6843168323301,8562.91717010516
1232,5.68421686913173e-06,5.68421686913173,8562.76658444765
1233,5.68411704053316e-06,5.68411704053316,8562.61620155276
1234,5.68401734635317e-06,5.68401734635317,8562.46602114747
1235,5.68391778641075e-06,5.68391778641075,8562.31604295915
1236,5.68381836052516e-06,5.68381836052516,8562.1662667155
1237,5.68371906851589e-06,5.68371906851589,8562.0166921446
1238,5.68361991020268e-06,5.68361991020268,8561.86731897491
1239,5.68352088540551e-06,5.68352088540551,8561.71814693524
1240,5.68342199394459e-06,5.68342199394459,8561.56917575477
1241,5.68332323564039e-06,5.68332323564039,8561.42040516305
1242,5.68322461031362e-06,5.68322461031362,8561.27183488997
1243,5.68312611778522e-06,5.68312611778522,8561.12346466582
1244,5.68302775787638e-06,5.68302775787638,8560.97529422123
1245,5.68292953040853e-06,5.68292953040853,8560.8273232872
1246,5.68283143520335e-06,5.68283143520335,8560.67955159509
1247,5.68273347208272e-06,5.68273347208272,8560.53197887662
1248,5.68263564086882e-06,5.68263564086882,8560.38460486387
1249,5.68253794138402e-06,5.68253794138402,8560.23742928929
1250,5.68244037345095e-06,5.68244037345095,8560.09045188568
1251,5.68234293689249e-06,5.68234293689249,8559.94367238621
1252,5.68224563153172e-06,5.68224563153172,8559.79709052439
1253,5.68214845719201e-06,5.68214845719201,8559.65070603412
1254,5.68205141369692e-06,5.68205141369692,8559.50451864963
1255,5.68195450087028e-06,5.68195450087028,8559.35852810552
1256,5.68185771853614e-06,5.68185771853614,8559.21273413674
1257,5.6817610665188e-06,5.6817610665188,8559.06713647862
1258,5.68166454464278e-06,5.68166454464278,8558.92173486681
1259,5.68156815273285e-06,5.68156815273285,8558.77652903735
1260,5.68147189061402e-06,5.68147189061402,8558.63151872661
1261,5.68137575811151e-06,5.68137575811151,8558.48670367132
1262,5.6812797550508e-06,5.6812797550508,8558.34208360859
1263,5.68118388125761e-06,5.68118388125761,8558.19765827584
