0.5 0.5 0 0 0 0 0 0 0 0
0.16666 0.16666 0.16666 0.16666 0.16666 0.166664 0 0 0 0
0.25 0.25 0.25 0.25 0 0 0 0 0 0
0.33 0.33 0.34 0 0 0 0 0 0 0
0.25 0.25 0.25 0.25 0 0 0 0 0 0
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1
1.0 0 0 0 0 0 0 0 0 0
1.0 0 0 0 0 0 0 0 0 0
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1
