recnum,date_time,Year,Longitude,Latitude,station_id,region,Agency,Program,I_Index,J_Index,K_Index,No_Layers,Sigma_layer_thickness,water_depth_m,TP_ugL,TP_mgL,sample_depth,Model_source
1911,8/14/2018,2018,-79.352,43.503,ON12,offshore,USEPA,GLNPO,58,94,10,10,10.6864,106.864,5.112,0.005112,101.3,LOEM
2020,8/14/2018,2018,-79.01611,43.60806,,offshore,ECCC,ECCC,84,95,1,10,12.0319,120.319,5.2,0.0052,1,LOEM
2025,8/14/2018,2018,-79.017,43.60814,PSN 26,offshore,ECCC,GLSP,84,95,1,10,12.0319,120.319,5.2,0.0052,1,LOEM
2068,8/14/2018,2018,-78.027165,43.716503,,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,4.128,0.004128,0,LOEM
2069,8/14/2018,2018,-78.027165,43.716503,,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,5.128,0.005128,2,LOEM
2070,8/14/2018,2018,-78.027165,43.716503,,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,6.124,0.006124,5,LOEM
2071,8/14/2018,2018,-78.027165,43.716503,,offshore,USEPA,GLNPO,145,94,6,10,13.1193,131.193,4.824,0.004824,75,LOEM
2072,8/14/2018,2018,-78.027165,43.716503,,offshore,USEPA,GLNPO,145,94,9,10,13.1193,131.193,4.128,0.004128,117,LOEM
2073,8/14/2018,2018,-78.027165,43.716503,,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,3.152,0.003152,124.7,LOEM
2074,8/14/2018,2018,-78.027165,43.716503,,offshore,USEPA,GLNPO,145,94,2,10,13.1193,131.193,4.486,0.004486,24,LOEM
2124,8/14/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,5.128,0.005128,2,LOEM
2125,8/14/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,6.124,0.006124,5,LOEM
2126,8/14/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,2,10,13.1193,131.193,4.486,0.004486,24,LOEM
2127,8/14/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,6,10,13.1193,131.193,4.824,0.004824,75,LOEM
2128,8/14/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,9,10,13.1193,131.193,4.128,0.004128,117,LOEM
2129,8/14/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,3.152,0.003152,124.7,LOEM
2220,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,6.9,0.0069,1,LOEM
2221,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,5.2,0.0052,5,LOEM
2222,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,2,10,13.6241,136.24,6,0.006,14,LOEM
2223,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,3,10,13.6241,136.24,6.2,0.0062,33,LOEM
2224,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,2.9,0.0029,127,LOEM
2225,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,3.4,0.0034,135,LOEM
2226,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,5.889,0.005889,2,LOEM
2227,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,5.873,0.005873,5,LOEM
2228,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,5.333,0.005333,8.4,LOEM
2229,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,3,10,13.6241,136.24,5.106,0.005106,37,LOEM
2230,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,3,10,13.6241,136.24,5.976,0.005976,40,LOEM
2231,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,4,10,13.6241,136.24,6.154,0.006154,50,LOEM
2232,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,8,10,13.6241,136.24,5.95,0.00595,100,LOEM
2233,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,4.219,0.004219,125.4,LOEM
2234,8/14/2018,2018,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,6.151,0.006151,133.1,LOEM
2270,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,5.6,0.0056,1,LOEM
2271,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,5.5,0.0055,1,LOEM
2272,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,5.92,0.00592,2,LOEM
2273,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,5.519,0.005519,5,LOEM
2274,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,2,10,13.8518,138.518,5.614,0.005614,20,LOEM
2275,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,6,10,13.8518,138.518,5.513,0.005513,82,LOEM
2276,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,5.835,0.005835,124.7,LOEM
2277,8/14/2018,2018,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,4.803,0.004803,132.3,LOEM
2291,8/14/2018,2018,-79.080518,43.517253,,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,4.402,0.004402,0,LOEM
2292,8/14/2018,2018,-79.080518,43.517253,,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,5.92,0.00592,2,LOEM
2293,8/14/2018,2018,-79.080518,43.517253,,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,5.519,0.005519,5,LOEM
2294,8/14/2018,2018,-79.080518,43.517253,,offshore,USEPA,GLNPO,77,89,6,10,13.8518,138.518,5.513,0.005513,82,LOEM
2295,8/14/2018,2018,-79.080518,43.517253,,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,5.835,0.005835,124.7,LOEM
2296,8/14/2018,2018,-79.080518,43.517253,,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,4.803,0.004803,132.3,LOEM
2297,8/14/2018,2018,-79.080518,43.517253,,offshore,USEPA,GLNPO,77,89,2,10,13.8518,138.518,5.614,0.005614,20,LOEM
2298,8/14/2018,2018,-79.07972,43.5175,,offshore,ECCC,ECCC,77,89,1,10,13.8518,138.518,5.6,0.0056,1,LOEM
2299,8/14/2018,2018,-79.07972,43.5175,,offshore,ECCC,ECCC,77,89,1,10,13.8518,138.518,5.5,0.0055,1,LOEM
2317,8/14/2018,2018,-78.80139,43.59639,,offshore,ECCC,ECCC,97,90,1,10,13.8647,138.647,6.9,0.0069,1,LOEM
2318,8/14/2018,2018,-78.80139,43.59639,,offshore,ECCC,ECCC,97,90,1,10,13.8647,138.647,5.2,0.0052,5,LOEM
2319,8/14/2018,2018,-78.80139,43.59639,,offshore,ECCC,ECCC,97,90,2,10,13.8647,138.647,6,0.006,14,LOEM
2320,8/14/2018,2018,-78.80139,43.59639,,offshore,ECCC,ECCC,97,90,3,10,13.8647,138.647,6.2,0.0062,33,LOEM
2321,8/14/2018,2018,-78.80139,43.59639,,offshore,ECCC,ECCC,97,90,10,10,13.8647,138.647,2.9,0.0029,127,LOEM
2322,8/14/2018,2018,-78.80139,43.59639,,offshore,ECCC,ECCC,97,90,10,10,13.8647,138.647,3.4,0.0034,135,LOEM
2351,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,1,10,13.8729,138.729,4.89,0.00489,0,LOEM
2352,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,1,10,13.8729,138.729,5.889,0.005889,2,LOEM
2353,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,1,10,13.8729,138.729,4.241333,0.004241333,5,LOEM
2354,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,3,10,13.8729,138.729,5.106,0.005106,37,LOEM
2355,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,3,10,13.8729,138.729,5.976,0.005976,40,LOEM
2356,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,4,10,13.8729,138.729,6.154,0.006154,50,LOEM
2357,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,8,10,13.8729,138.729,5.95,0.00595,100,LOEM
2358,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,10,10,13.8729,138.729,4.219,0.004219,125.4,LOEM
2359,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,10,10,13.8729,138.729,6.151,0.006151,133.1,LOEM
2360,8/14/2018,2018,-78.8145,43.59595,,offshore,USEPA,GLNPO,96,90,1,10,13.8729,138.729,3.861575,0.003861575,8.4,LOEM
195,8/15/2018,2018,-76.95,43.283333,ON65B,nearshore,USEPA,GLNPO,208,48,6,6,1.0625,6.375,2.708,0.002708,20.8,LOTP
275,8/15/2018,2018,-76.961,43.289,SOL,nearshore,NYSDEC,BMP,208,51,1,9,1.0261,9.235,4.93,0.00493,0,LOTP
622,8/15/2018,2018,-77.58694,43.95139,,nearshore,ECCC,ECCC,166,112,1,10,1.7575,17.575,5,0.005,1,LOTP
623,8/15/2018,2018,-77.58694,43.95139,,nearshore,ECCC,ECCC,166,112,1,10,1.7575,17.575,4.9,0.0049,1,LOTP
627,8/15/2018,2018,-77.58831,43.95156,PSN 47,nearshore,ECCC,GLSP,166,112,1,10,1.7575,17.575,5,0.005,1,LOTP
628,8/15/2018,2018,-77.58831,43.95156,PSN 47,nearshore,ECCC,GLSP,166,112,1,10,1.7575,17.575,4.9,0.0049,1,LOTP
672,8/15/2018,2018,-76.52133,44.07483,PSN 79,nearshore,ECCC,GLSP,236,120,1,10,1.8642,18.642,15.2,0.0152,1,LOTP
674,8/15/2018,2018,-76.52056,44.07556,,nearshore,ECCC,ECCC,236,120,1,10,1.8642,18.642,15.2,0.0152,1,LOTP
735,8/15/2018,2018,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,1,10,2.0493,20.493,7.4,0.0074,1,LOTP
736,8/15/2018,2018,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,1,10,2.0493,20.493,6.1,0.0061,1,LOTP
737,8/15/2018,2018,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,2,10,2.0493,20.493,8.2,0.0082,3.5,LOTP
738,8/15/2018,2018,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,7,10,2.0493,20.493,2.6,0.0026,14,LOTP
739,8/15/2018,2018,-76.23492,43.9331,PSN 98,nearshore,ECCC,GLSP,249,108,10,10,2.0493,20.493,2.2,0.0022,20,LOTP
743,8/15/2018,2018,-76.23167,43.93472,,nearshore,ECCC,ECCC,249,108,1,10,2.0493,20.493,7.4,0.0074,1,LOTP
744,8/15/2018,2018,-76.23167,43.93472,,nearshore,ECCC,ECCC,249,108,1,10,2.0493,20.493,6.1,0.0061,1,LOTP
745,8/15/2018,2018,-76.23167,43.93472,,nearshore,ECCC,ECCC,249,108,2,10,2.0493,20.493,8.2,0.0082,3.5,LOTP
746,8/15/2018,2018,-76.23167,43.93472,,nearshore,ECCC,ECCC,249,108,7,10,2.0493,20.493,2.6,0.0026,14,LOTP
747,8/15/2018,2018,-76.23167,43.93472,,nearshore,ECCC,ECCC,249,108,10,10,2.0493,20.493,2.2,0.0022,20,LOTP
772,8/15/2018,2018,-77.9893,43.383453,,nearshore,USEPA,GLNPO,148,61,1,10,2.1032,21.032,3.962,0.003962,0,LOEM
799,8/15/2018,2018,-76.81111,44.06556,,nearshore,ECCC,ECCC,221,122,1,10,2.3466,23.466,4.9,0.0049,1,LOTP
805,8/15/2018,2018,-76.81139,44.06647,PSN 82,nearshore,ECCC,GLSP,221,122,1,10,2.3466,23.466,4.9,0.0049,1,LOTP
821,8/15/2018,2018,-76.4082,43.957,77,nearshore,GLWQA,CSMI,241,110,1,10,2.3917,23.917,5.1,0.0051,1,LOTP
822,8/15/2018,2018,-76.40722,43.95722,,nearshore,ECCC,ECCC,241,110,1,10,2.3917,23.917,5.1,0.0051,1,LOTP
877,8/15/2018,2018,-76.95105,43.308,,nearshore,USEPA,GLNPO,208,62,1,10,2.8862,28.862,3.647,0.003647,0,LOTP
878,8/15/2018,2018,-76.95105,43.308,,nearshore,USEPA,GLNPO,208,62,8,10,2.8862,28.862,2.708,0.002708,20.8,LOTP
978,8/15/2018,2018,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,1,10,3.2977,32.977,5,0.005,1,LOTP
979,8/15/2018,2018,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,3,10,3.2977,32.977,6.2,0.0062,9,LOTP
980,8/15/2018,2018,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,5,10,3.2977,32.977,5.4,0.0054,14,LOTP
981,8/15/2018,2018,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,7,10,3.2977,32.977,4.5,0.0045,22,LOTP
982,8/15/2018,2018,-76.82499,44.1362,PSN 90,offshore,ECCC,GLSP,221,127,10,10,3.2977,32.977,4.3,0.0043,43,LOTP
983,8/15/2018,2018,-76.82361,44.13639,,offshore,ECCC,ECCC,221,127,1,10,3.2977,32.977,5,0.005,1,LOTP
984,8/15/2018,2018,-76.82361,44.13639,,offshore,ECCC,ECCC,221,127,3,10,3.2977,32.977,6.2,0.0062,9,LOTP
985,8/15/2018,2018,-76.82361,44.13639,,offshore,ECCC,ECCC,221,127,5,10,3.2977,32.977,5.4,0.0054,14,LOTP
986,8/15/2018,2018,-76.82361,44.13639,,offshore,ECCC,ECCC,221,127,7,10,3.2977,32.977,4.5,0.0045,22,LOTP
987,8/15/2018,2018,-76.82361,44.13639,,offshore,ECCC,ECCC,221,127,10,10,3.2977,32.977,4.3,0.0043,43,LOTP
994,8/15/2018,2018,-76.35474,43.84325,PSN 75,offshore,ECCC,GLSP,242,103,1,10,3.3095,33.095,7.1,0.0071,1,LOTP
995,8/15/2018,2018,-76.35389,43.84361,,offshore,ECCC,ECCC,242,103,1,10,3.3095,33.095,7.1,0.0071,1,LOTP
1002,8/15/2018,2018,-76.734,43.886,ON84N,offshore,USEPA,GLNPO,223,108,1,10,3.4369,34.369,5.2,0.0052,1,LOTP
1004,8/15/2018,2018,-76.734053,43.886133,,offshore,USEPA,GLNPO,223,108,1,10,3.4369,34.369,3.4,0.0034,0,LOTP
1006,8/15/2018,2018,-76.7325,43.88667,,offshore,ECCC,ECCC,223,108,1,10,3.4369,34.369,5.2,0.0052,1,LOTP
1029,8/15/2018,2018,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,1,10,3.5354,35.354,5.9,0.0059,1,LOTP
1030,8/15/2018,2018,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,1,10,3.5354,35.354,6.2,0.0062,1,LOTP
1031,8/15/2018,2018,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,3,10,3.5354,35.354,5.4,0.0054,8.5,LOTP
1032,8/15/2018,2018,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,6,10,3.5354,35.354,5.8,0.0058,18,LOTP
1033,8/15/2018,2018,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,9,10,3.5354,35.354,3.1,0.0031,31,LOTP
1034,8/15/2018,2018,-76.6708,44.0167,81,offshore,GLWQA,CSMI,228,117,10,10,3.5354,35.354,3,0.003,33,LOTP
1041,8/15/2018,2018,-76.67056,44.01694,,offshore,ECCC,ECCC,228,117,1,10,3.5354,35.354,5.9,0.0059,1,LOTP
1042,8/15/2018,2018,-76.67056,44.01694,,offshore,ECCC,ECCC,228,117,1,10,3.5354,35.354,6.2,0.0062,1,LOTP
1043,8/15/2018,2018,-76.67056,44.01694,,offshore,ECCC,ECCC,228,117,3,10,3.5354,35.354,5.4,0.0054,8.5,LOTP
1044,8/15/2018,2018,-76.67056,44.01694,,offshore,ECCC,ECCC,228,117,6,10,3.5354,35.354,5.8,0.0058,18,LOTP
1045,8/15/2018,2018,-76.67056,44.01694,,offshore,ECCC,ECCC,228,117,9,10,3.5354,35.354,3.1,0.0031,31,LOTP
1046,8/15/2018,2018,-76.67056,44.01694,,offshore,ECCC,ECCC,228,117,10,10,3.5354,35.354,3,0.003,33,LOTP
1064,8/15/2018,2018,-76.290867,43.62975,,offshore,USEPA,GLNPO,244,89,1,10,3.5416,35.416,2.31,0.00231,0,LOTP
1204,8/15/2018,2018,-76.994368,43.827783,,offshore,USEPA,GLNPO,209,107,1,10,4.3503,43.503,4.649,0.004649,0,LOTP
1220,8/15/2018,2018,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,1,10,4.659,46.59,5.1,0.0051,1,LOTP
1221,8/15/2018,2018,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,2,10,4.659,46.59,5.4,0.0054,9,LOTP
1222,8/15/2018,2018,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,4,10,4.659,46.59,6.4,0.0064,15,LOTP
1223,8/15/2018,2018,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,5,10,4.659,46.59,14.9,0.0149,22,LOTP
1224,8/15/2018,2018,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,9,10,4.659,46.59,3.7,0.0037,41,LOTP
1225,8/15/2018,2018,-77.15694,43.78639,,offshore,ECCC,ECCC,197,104,10,10,4.659,46.59,3.1,0.0031,49,LOTP
1245,8/15/2018,2018,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,1,10,4.659,46.59,5.1,0.0051,1,LOTP
1246,8/15/2018,2018,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,2,10,4.659,46.59,5.4,0.0054,9,LOTP
1247,8/15/2018,2018,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,4,10,4.659,46.59,6.4,0.0064,15,LOTP
1248,8/15/2018,2018,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,5,10,4.659,46.59,14.9,0.0149,22,LOTP
1249,8/15/2018,2018,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,9,10,4.659,46.59,3.7,0.0037,41,LOTP
1250,8/15/2018,2018,-77.158,43.789,ON61N,offshore,USEPA,GLNPO,197,104,10,10,4.659,46.59,3.1,0.0031,49,LOTP
1272,8/15/2018,2018,-77.159022,43.79135,,offshore,USEPA,GLNPO,196,104,1,10,4.9535,49.535,3.118,0.003118,0,LOTP
1274,8/15/2018,2018,-77.43955,43.77025,,offshore,USEPA,GLNPO,177,101,1,10,5.1167,51.167,3.531,0.003531,0,LOTP
1275,8/15/2018,2018,-77.43955,43.77025,,offshore,USEPA,GLNPO,177,101,1,10,5.1167,51.167,3.248,0.003248,2,LOTP
1276,8/15/2018,2018,-77.43955,43.77025,,offshore,USEPA,GLNPO,177,101,1,10,5.1167,51.167,3.789,0.003789,5,LOTP
1277,8/15/2018,2018,-77.43955,43.77025,,offshore,USEPA,GLNPO,177,101,7,10,5.1167,51.167,4.099,0.004099,33,LOTP
1278,8/15/2018,2018,-77.43955,43.77025,,offshore,USEPA,GLNPO,177,101,8,10,5.1167,51.167,2.931,0.002931,38,LOTP
1279,8/15/2018,2018,-77.43955,43.77025,,offshore,USEPA,GLNPO,177,101,9,10,5.1167,51.167,2.833,0.002833,45.8,LOTP
1280,8/15/2018,2018,-77.43955,43.77025,,offshore,USEPA,GLNPO,177,101,3,10,5.1167,51.167,3.768,0.003768,14.4,LOTP
1299,8/15/2018,2018,-77.43806,43.77139,,offshore,ECCC,ECCC,177,101,1,10,5.1167,51.167,4.6,0.0046,1,LOTP
1336,8/15/2018,2018,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,1,10,5.3521,53.521,3.248,0.003248,2,LOTP
1337,8/15/2018,2018,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,1,10,5.3521,53.521,3.789,0.003789,5,LOTP
1338,8/15/2018,2018,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,3,10,5.3521,53.521,3.768,0.003768,14.4,LOTP
1339,8/15/2018,2018,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,7,10,5.3521,53.521,4.099,0.004099,33,LOTP
1340,8/15/2018,2018,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,8,10,5.3521,53.521,2.931,0.002931,38,LOTP
1341,8/15/2018,2018,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,9,10,5.3521,53.521,2.833,0.002833,45.8,LOTP
1342,8/15/2018,2018,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,1,10,5.3521,53.521,4.6,0.0046,1,LOTP
1566,8/15/2018,2018,-78.03639,43.84028,,offshore,ECCC,ECCC,144,102,1,10,6.6857,66.857,4.4,0.0044,1,LOEM
1596,8/15/2018,2018,-78.0364,43.8413,42,offshore,GLWQA,CSMI,144,102,1,10,6.6857,66.857,4.4,0.0044,1,LOEM
1615,8/15/2018,2018,-76.794083,43.408217,,offshore,USEPA,GLNPO,217,76,1,10,6.8871,68.871,3.073,0.003073,0,LOTP
1622,8/15/2018,2018,-77.78222,43.82,,offshore,ECCC,ECCC,157,102,1,10,7.1424,71.424,4.5,0.0045,1,LOTP
1627,8/15/2018,2018,-77.78351,43.82001,PSN 45,offshore,ECCC,GLSP,156,102,1,10,7.2162,72.162,4.5,0.0045,1,LOTP
1737,8/15/2018,2018,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,4.8,0.0048,1,LOTP
1738,8/15/2018,2018,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,3.8,0.0038,2,LOTP
1739,8/15/2018,2018,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,4.355,0.004355,5.5,LOTP
1740,8/15/2018,2018,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,3,10,8.9568,89.568,3.553,0.003553,18.6,LOTP
1741,8/15/2018,2018,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,7,10,8.9568,89.568,4.018,0.004018,55,LOTP
1742,8/15/2018,2018,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,9,10,8.9568,89.568,3.4,0.0034,75.9,LOTP
1743,8/15/2018,2018,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,10,10,8.9568,89.568,3.8,0.0038,83.4,LOTP
1750,8/15/2018,2018,-77.017835,43.731267,,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,4.361,0.004361,0,LOTP
1751,8/15/2018,2018,-77.017835,43.731267,,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,3.8,0.0038,2,LOTP
1752,8/15/2018,2018,-77.017835,43.731267,,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,4.355,0.004355,5.5,LOTP
1753,8/15/2018,2018,-77.017835,43.731267,,offshore,USEPA,GLNPO,207,100,7,10,8.9568,89.568,4.018,0.004018,55,LOTP
1754,8/15/2018,2018,-77.017835,43.731267,,offshore,USEPA,GLNPO,207,100,9,10,8.9568,89.568,3.4,0.0034,75.9,LOTP
1755,8/15/2018,2018,-77.017835,43.731267,,offshore,USEPA,GLNPO,207,100,10,10,8.9568,89.568,3.8,0.0038,83.4,LOTP
1756,8/15/2018,2018,-77.017835,43.731267,,offshore,USEPA,GLNPO,207,100,3,10,8.9568,89.568,3.553,0.003553,18.6,LOTP
1760,8/15/2018,2018,-77.01583,43.73167,,offshore,ECCC,ECCC,207,100,1,10,8.9568,89.568,4.8,0.0048,1,LOTP
2062,8/15/2018,2018,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,1,10,13.1193,131.193,4.2,0.0042,1,LOEM
2063,8/15/2018,2018,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,1,10,13.1193,131.193,5.1,0.0051,9,LOEM
2064,8/15/2018,2018,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,2,10,13.1193,131.193,6,0.006,16,LOEM
2065,8/15/2018,2018,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,3,10,13.1193,131.193,5.6,0.0056,31,LOEM
2066,8/15/2018,2018,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,9,10,13.1193,131.193,3.2,0.0032,118,LOEM
2067,8/15/2018,2018,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,10,10,13.1193,131.193,3,0.003,126,LOEM
2130,8/15/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,4.2,0.0042,1,LOEM
2131,8/15/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,5.1,0.0051,9,LOEM
2132,8/15/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,2,10,13.1193,131.193,6,0.006,16,LOEM
2133,8/15/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,3,10,13.1193,131.193,5.6,0.0056,31,LOEM
2134,8/15/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,3.2,0.0032,118,LOEM
2135,8/15/2018,2018,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,3,0.003,126,LOEM
2462,8/15/2018,2018,-77.199715,43.579985,,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,4.845,0.004845,0,LOTP
2463,8/15/2018,2018,-77.199715,43.579985,,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,5.4,0.0054,2,LOTP
2464,8/15/2018,2018,-77.199715,43.579985,,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,4.966,0.004966,5,LOTP
2465,8/15/2018,2018,-77.199715,43.579985,,offshore,USEPA,GLNPO,194,89,7,10,14.3209,143.209,4.578,0.004578,90.1,LOTP
2466,8/15/2018,2018,-77.199715,43.579985,,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,2.89,0.00289,141.6,LOTP
2467,8/15/2018,2018,-77.199715,43.579985,,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,4.543,0.004543,149.3,LOTP
2468,8/15/2018,2018,-77.199715,43.579985,,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,5.033,0.005033,11.7,LOTP
2494,8/15/2018,2018,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,5.4,0.0054,2,LOTP
2495,8/15/2018,2018,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,4.966,0.004966,5,LOTP
2496,8/15/2018,2018,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,5.033,0.005033,11.7,LOTP
