recnum,date_time,Year,Longitude,Latitude,station_id,region,Agency,Program,I_Index,J_Index,K_Index,No_Layers,Sigma_layer_thickness,water_depth_m,TP_ugL,TP_mgL,sample_depth,Model_source
1878,4/4/2013,2013,-79.352,43.503,ON12,offshore,USEPA,GLNPO,58,94,1,10,10.6864,106.864,4.138,0.004138,3.5,LOEM
1879,4/4/2013,2013,-79.352,43.503,ON12,offshore,USEPA,GLNPO,58,94,5,10,10.6864,106.864,3.922,0.003922,52,LOEM
1880,4/4/2013,2013,-79.352,43.503,ON12,offshore,USEPA,GLNPO,58,94,9,10,10.6864,106.864,3.897,0.003897,93.6,LOEM
1881,4/4/2013,2013,-79.352,43.503,ON12,offshore,USEPA,GLNPO,58,94,10,10,10.6864,106.864,3.597,0.003597,103,LOEM
1923,4/4/2013,2013,-79.35405,43.504083,,offshore,USEPA,GLNPO,58,94,1,10,10.6864,106.864,3.693,0.003693,0,LOEM
1924,4/4/2013,2013,-79.35405,43.504083,,offshore,USEPA,GLNPO,58,94,1,10,10.6864,106.864,4.138,0.004138,3.5,LOEM
1925,4/4/2013,2013,-79.35405,43.504083,,offshore,USEPA,GLNPO,58,94,5,10,10.6864,106.864,3.922,0.003922,52,LOEM
1926,4/4/2013,2013,-79.35405,43.504083,,offshore,USEPA,GLNPO,58,94,9,10,10.6864,106.864,3.897,0.003897,93.6,LOEM
1927,4/4/2013,2013,-79.35405,43.504083,,offshore,USEPA,GLNPO,58,94,10,10,10.6864,106.864,3.597,0.003597,103,LOEM
2075,4/4/2013,2013,-78.02755,43.7166,,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,3.962,0.003962,0,LOEM
2076,4/4/2013,2013,-78.02755,43.7166,,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,4.053,0.004053,1.7,LOEM
2077,4/4/2013,2013,-78.02755,43.7166,,offshore,USEPA,GLNPO,145,94,5,10,13.1193,131.193,4.45,0.00445,64,LOEM
2078,4/4/2013,2013,-78.02755,43.7166,,offshore,USEPA,GLNPO,145,94,9,10,13.1193,131.193,4.025,0.004025,118,LOEM
2079,4/4/2013,2013,-78.02755,43.7166,,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,4.149,0.004149,126.5,LOEM
2080,4/4/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,4.053,0.004053,1.7,LOEM
2081,4/4/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,5,10,13.1193,131.193,4.45,0.00445,64,LOEM
2082,4/4/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,4.025,0.004025,118,LOEM
2083,4/4/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,4.149,0.004149,126.5,LOEM
2161,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,3.717,0.003717,2.7,LOEM
2162,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,3.673,0.003673,4.9,LOEM
2163,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,1,10,13.6241,136.24,3.635,0.003635,9.9,LOEM
2164,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,2,10,13.6241,136.24,3.834,0.003834,20,LOEM
2165,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,3,10,13.6241,136.24,3.552,0.003552,29.9,LOEM
2166,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,3,10,13.6241,136.24,3.411,0.003411,40,LOEM
2167,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,4,10,13.6241,136.24,3.447,0.003447,50,LOEM
2168,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,8,10,13.6241,136.24,3.361,0.003361,100,LOEM
2169,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,3.03,0.00303,128.3,LOEM
2170,4/4/2013,2013,-78.802,43.6,ON33M,offshore,USEPA,GLNPO,97,91,10,10,13.6241,136.24,3.34,0.00334,136,LOEM
2250,4/4/2013,2013,-79.079033,43.515867,,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,3.369,0.003369,0,LOEM
2251,4/4/2013,2013,-79.079033,43.515867,,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,4.112,0.004112,3.5,LOEM
2252,4/4/2013,2013,-79.079033,43.515867,,offshore,USEPA,GLNPO,77,89,5,10,13.8518,138.518,3.759,0.003759,68,LOEM
2253,4/4/2013,2013,-79.079033,43.515867,,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,4.246,0.004246,127.2,LOEM
2254,4/4/2013,2013,-79.079033,43.515867,,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,4.316,0.004316,134.7,LOEM
2255,4/4/2013,2013,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,1,10,13.8518,138.518,4.112,0.004112,3.5,LOEM
2256,4/4/2013,2013,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,5,10,13.8518,138.518,3.759,0.003759,68,LOEM
2257,4/4/2013,2013,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,4.246,0.004246,127.2,LOEM
2258,4/4/2013,2013,-79.08,43.516,ON25,offshore,USEPA,GLNPO,77,89,10,10,13.8518,138.518,4.316,0.004316,134.7,LOEM
2361,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,1,10,13.962,139.62,3.354,0.003354,0,LOEM
2362,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,1,10,13.962,139.62,3.717,0.003717,2.7,LOEM
2363,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,1,10,13.962,139.62,3.673,0.003673,4.9,LOEM
2364,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,1,10,13.962,139.62,3.635,0.003635,9.9,LOEM
2365,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,2,10,13.962,139.62,3.834,0.003834,20,LOEM
2366,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,3,10,13.962,139.62,3.552,0.003552,29.9,LOEM
2367,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,3,10,13.962,139.62,3.411,0.003411,40,LOEM
2368,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,4,10,13.962,139.62,3.447,0.003447,50,LOEM
2369,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,8,10,13.962,139.62,3.361,0.003361,100,LOEM
2370,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,10,10,13.962,139.62,3.03,0.00303,128.3,LOEM
2371,4/4/2013,2013,-78.798233,43.5968,,offshore,USEPA,GLNPO,98,90,10,10,13.962,139.62,3.34,0.00334,136,LOEM
1303,4/5/2013,2013,-77.4384,43.771967,,offshore,USEPA,GLNPO,177,102,1,10,5.3521,53.521,4.35,0.00435,0,LOTP
1304,4/5/2013,2013,-77.4384,43.771967,,offshore,USEPA,GLNPO,177,102,1,10,5.3521,53.521,3.884,0.003884,2.4,LOTP
1305,4/5/2013,2013,-77.4384,43.771967,,offshore,USEPA,GLNPO,177,102,5,10,5.3521,53.521,3.971,0.003971,24.5,LOTP
1306,4/5/2013,2013,-77.4384,43.771967,,offshore,USEPA,GLNPO,177,102,8,10,5.3521,53.521,4.2,0.0042,38.8,LOTP
1307,4/5/2013,2013,-77.4384,43.771967,,offshore,USEPA,GLNPO,177,102,9,10,5.3521,53.521,4.138,0.004138,46.9,LOTP
1308,4/5/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,1,10,5.3521,53.521,3.884,0.003884,2.4,LOTP
1309,4/5/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,5,10,5.3521,53.521,3.971,0.003971,24.5,LOTP
1310,4/5/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,8,10,5.3521,53.521,4.2,0.0042,38.8,LOTP
1311,4/5/2013,2013,-77.438,43.772,ON49,offshore,USEPA,GLNPO,177,102,9,10,5.3521,53.521,4.138,0.004138,46.9,LOTP
1708,4/5/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,6.721,0.006721,2.5,LOTP
1709,4/5/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,5,10,8.9568,89.568,4.186,0.004186,44.1,LOTP
1710,4/5/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,9,10,8.9568,89.568,4.309,0.004309,77.8,LOTP
1711,4/5/2013,2013,-77.0155,43.731183,ON63,offshore,USEPA,GLNPO,207,100,10,10,8.9568,89.568,4.841,0.004841,85.5,LOTP
1772,4/5/2013,2013,-77.018633,43.731867,,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,4.893,0.004893,0,LOTP
1773,4/5/2013,2013,-77.018633,43.731867,,offshore,USEPA,GLNPO,207,100,1,10,8.9568,89.568,6.721,0.006721,2.5,LOTP
1774,4/5/2013,2013,-77.018633,43.731867,,offshore,USEPA,GLNPO,207,100,5,10,8.9568,89.568,4.186,0.004186,44.1,LOTP
1775,4/5/2013,2013,-77.018633,43.731867,,offshore,USEPA,GLNPO,207,100,9,10,8.9568,89.568,4.309,0.004309,77.8,LOTP
1776,4/5/2013,2013,-77.018633,43.731867,,offshore,USEPA,GLNPO,207,100,10,10,8.9568,89.568,4.841,0.004841,85.5,LOTP
2446,4/5/2013,2013,-77.199883,43.5797,,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,5.215,0.005215,0,LOTP
2447,4/5/2013,2013,-77.199883,43.5797,,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,5.16,0.00516,3.3,LOTP
2448,4/5/2013,2013,-77.199883,43.5797,,offshore,USEPA,GLNPO,194,89,6,10,14.3209,143.209,4.765,0.004765,76,LOTP
2449,4/5/2013,2013,-77.199883,43.5797,,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,4.26,0.00426,143.5,LOTP
2450,4/5/2013,2013,-77.199883,43.5797,,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,6.126,0.006126,151.2,LOTP
2469,4/5/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,1,10,14.3209,143.209,5.16,0.00516,3.3,LOTP
2470,4/5/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,6,10,14.3209,143.209,4.765,0.004765,76,LOTP
2471,4/5/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,4.26,0.00426,143.5,LOTP
2472,4/5/2013,2013,-77.2,43.58,ON60,offshore,USEPA,GLNPO,194,89,10,10,14.3209,143.209,6.126,0.006126,151.2,LOTP
2796,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,1,10,19.53,195.3,4.659,0.004659,3.4,LOTP
2797,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,1,10,19.53,195.3,4.013,0.004013,5,LOTP
2798,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,1,10,19.53,195.3,4.613,0.004613,10,LOTP
2799,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,2,10,19.53,195.3,5.339,0.005339,19.9,LOTP
2800,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,2,10,19.53,195.3,4.426,0.004426,30,LOTP
2801,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,3,10,19.53,195.3,4.742,0.004742,40,LOTP
2802,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,3,10,19.53,195.3,4.197,0.004197,50,LOTP
2803,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,6,10,19.53,195.3,4.459,0.004459,100,LOTP
2804,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,10,10,19.53,195.3,4.473,0.004473,183.1,LOTP
2805,4/5/2013,2013,-77.4381,43.4431,ON55M,offshore,USEPA,GLNPO,180,78,10,10,19.53,195.3,4.596,0.004596,191.2,LOTP
2857,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,1,10,19.53,195.3,4.672,0.004672,0,LOTP
2858,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,1,10,19.53,195.3,4.659,0.004659,3.4,LOTP
2859,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,1,10,19.53,195.3,4.013,0.004013,5,LOTP
2860,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,1,10,19.53,195.3,4.613,0.004613,10,LOTP
2861,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,2,10,19.53,195.3,5.339,0.005339,19.9,LOTP
2862,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,2,10,19.53,195.3,4.426,0.004426,30,LOTP
2863,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,3,10,19.53,195.3,4.742,0.004742,40,LOTP
2864,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,3,10,19.53,195.3,4.197,0.004197,50,LOTP
2865,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,6,10,19.53,195.3,4.459,0.004459,100,LOTP
2866,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,10,10,19.53,195.3,4.473,0.004473,183.1,LOTP
2867,4/5/2013,2013,-77.4381,43.4431,,offshore,GLWQA,LOLA,180,78,10,10,19.53,195.3,4.596,0.004596,191.2,LOTP
1786,4/7/2013,2013,-77.917383,43.4164,,offshore,USEPA,GLNPO,152,73,1,10,9.1009,91.009,4.8,0.0048,0,LOTP
1787,4/7/2013,2013,-77.917383,43.4164,,offshore,USEPA,GLNPO,152,73,1,10,9.1009,91.009,4.845,0.004845,2.4,LOTP
1788,4/7/2013,2013,-77.917383,43.4164,,offshore,USEPA,GLNPO,152,73,5,10,9.1009,91.009,4.673,0.004673,43.1,LOTP
1789,4/7/2013,2013,-77.917383,43.4164,,offshore,USEPA,GLNPO,152,73,9,10,9.1009,91.009,5.783,0.005783,75.8,LOTP
1790,4/7/2013,2013,-77.917383,43.4164,,offshore,USEPA,GLNPO,152,73,10,10,9.1009,91.009,4.597,0.004597,84,LOTP
1797,4/7/2013,2013,-77.9165,43.417,ONFO,offshore,USEPA,GLNPO,152,73,1,10,9.1009,91.009,4.845,0.004845,2.4,LOTP
1798,4/7/2013,2013,-77.9165,43.417,ONFO,offshore,USEPA,GLNPO,152,73,5,10,9.1009,91.009,4.673,0.004673,43.1,LOTP
1799,4/7/2013,2013,-77.9165,43.417,ONFO,offshore,USEPA,GLNPO,152,73,9,10,9.1009,91.009,5.783,0.005783,75.8,LOTP
1800,4/7/2013,2013,-77.9165,43.417,ONFO,offshore,USEPA,GLNPO,152,73,10,10,9.1009,91.009,4.597,0.004597,84,LOTP
647,4/8/2013,2013,-78.86833,43.32639,,nearshore,ECCC,ECCC,85,61,1,10,1.7667,17.667,17.2,0.0172,1,LOEM
648,4/8/2013,2013,-78.86816,43.32651,PSN 93,nearshore,ECCC,GLSP,85,61,1,10,1.7667,17.667,17.2,0.0172,1,LOEM
1808,4/8/2013,2013,-79.06722,43.36944,,offshore,ECCC,ECCC,72,77,1,10,9.5395,95.395,6,0.006,1,LOEM
1810,4/8/2013,2013,-79.0666,43.37006,PSN 23,offshore,ECCC,GLSP,72,77,1,10,9.5395,95.395,6,0.006,1,LOEM
680,4/9/2013,2013,-77.989,43.383,ON38N,nearshore,USEPA,GLNPO,148,60,1,10,1.9525,19.525,9.2,0.0092,1,LOEM
681,4/9/2013,2013,-77.989,43.383,ON38N,nearshore,USEPA,GLNPO,148,60,5,10,1.9525,19.525,8.8,0.0088,10,LOEM
682,4/9/2013,2013,-77.989,43.383,ON38N,nearshore,USEPA,GLNPO,148,60,8,10,1.9525,19.525,8.9,0.0089,16.5,LOEM
752,4/9/2013,2013,-77.71167,43.34972,,nearshore,ECCC,ECCC,165,58,1,10,2.0957,20.957,11,0.011,1,LOTP
753,4/9/2013,2013,-77.71208,43.3498,PSN 53,nearshore,ECCC,GLSP,165,58,1,10,2.0957,20.957,11,0.011,1,LOTP
769,4/9/2013,2013,-77.98889,43.38333,,nearshore,ECCC,ECCC,148,61,1,10,2.1032,21.032,9.2,0.0092,1,LOTP
770,4/9/2013,2013,-77.98889,43.38333,,nearshore,ECCC,ECCC,148,61,5,10,2.1032,21.032,8.8,0.0088,10,LOTP
771,4/9/2013,2013,-77.98889,43.38333,,nearshore,ECCC,ECCC,148,61,8,10,2.1032,21.032,8.9,0.0089,16.5,LOTP
863,4/9/2013,2013,-78.36969,43.39152,PSN 37,nearshore,ECCC,GLSP,124,60,1,10,2.4864,24.864,11,0.011,1,LOEM
872,4/9/2013,2013,-78.36972,43.39194,,nearshore,ECCC,ECCC,124,61,1,10,2.661,26.61,11,0.011,1,LOEM
907,4/9/2013,2013,-78.73028,43.35917,,offshore,ECCC,ECCC,96,67,1,10,3.0324,30.324,9.8,0.0098,1,LOEM
910,4/9/2013,2013,-78.73,43.3599,35,offshore,GLWQA,CSMI,96,67,1,10,3.0324,30.324,9.8,0.0098,1,LOEM
2030,4/9/2013,2013,-77.71131,43.43363,PSN 52,offshore,ECCC,GLSP,164,76,1,10,12.3003,123.003,6,0.006,1,LOTP
2032,4/9/2013,2013,-77.71111,43.43389,,offshore,ECCC,ECCC,164,76,1,10,12.3003,123.003,6,0.006,1,LOTP
2056,4/9/2013,2013,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,1,10,13.1193,131.193,5.7,0.0057,1,LOEM
2057,4/9/2013,2013,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,1,10,13.1193,131.193,5.7,0.0057,1,LOEM
2058,4/9/2013,2013,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,1,10,13.1193,131.193,5.7,0.0057,10,LOEM
2059,4/9/2013,2013,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,2,10,13.1193,131.193,5.7,0.0057,25,LOEM
2060,4/9/2013,2013,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,9,10,13.1193,131.193,8.4,0.0084,117.5,LOEM
2061,4/9/2013,2013,-78.02639,43.71639,,offshore,ECCC,ECCC,145,94,10,10,13.1193,131.193,6.5,0.0065,125.5,LOEM
2084,4/9/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,5.7,0.0057,1,LOEM
2086,4/9/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,1,10,13.1193,131.193,5.7,0.0057,10,LOEM
2087,4/9/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,2,10,13.1193,131.193,5.7,0.0057,25,LOEM
2088,4/9/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,9,10,13.1193,131.193,8.4,0.0084,117.5,LOEM
2089,4/9/2013,2013,-78.026833,43.716633,ON41,offshore,USEPA,GLNPO,145,94,10,10,13.1193,131.193,6.5,0.0065,125.5,LOEM
2380,4/9/2013,2013,-78.75778,43.46056,,offshore,ECCC,ECCC,97,79,1,10,14.1192,141.192,7.1,0.0071,1,LOEM
2391,4/9/2013,2013,-78.7586,43.4613,34,offshore,GLWQA,CSMI,97,79,1,10,14.1192,141.192,7.1,0.0071,1,LOEM
2560,4/9/2013,2013,-78.0007,43.4806,39,offshore,GLWQA,CSMI,147,77,1,10,15.0669,150.669,6.3,0.0063,1,LOEM
2619,4/9/2013,2013,-77.57472,43.41278,,offshore,ECCC,ECCC,173,75,1,10,15.6466,156.466,5.9,0.0059,1,LOTP
2622,4/9/2013,2013,-77.57481,43.41322,PSN 54,offshore,ECCC,GLSP,172,75,1,10,15.6645,156.645,5.9,0.0059,1,LOTP
2638,4/9/2013,2013,-77.99944,43.48667,,offshore,GLWQA,LOLA,147,78,1,10,16.0868,160.868,6.3,0.0063,1,LOEM
2652,4/9/2013,2013,-78.38694,43.49111,,offshore,ECCC,ECCC,123,78,1,10,16.2931,162.931,7.8,0.0078,1,LOEM
2653,4/9/2013,2013,-78.38694,43.49111,,offshore,ECCC,ECCC,123,78,1,10,16.2931,162.931,6.6,0.0066,1,LOEM
2655,4/9/2013,2013,-78.38683,43.49151,PSN 36,offshore,ECCC,GLSP,123,78,1,10,16.2931,162.931,7.8,0.0078,1,LOEM
2656,4/9/2013,2013,-78.38683,43.49151,PSN 36,offshore,ECCC,GLSP,123,78,1,10,16.2931,162.931,6.6,0.0066,1,LOEM
2706,4/9/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,1,10,18.4184,184.184,6.6,0.0066,1,LOEM
2707,4/9/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,1,10,18.4184,184.184,6.8,0.0068,10,LOEM
2708,4/9/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,2,10,18.4184,184.184,6.7,0.0067,25,LOEM
2709,4/9/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,10,10,18.4184,184.184,5.7,0.0057,172,LOEM
2710,4/9/2013,2013,-78.0109,43.59,40,offshore,GLWQA,CSMI,146,85,10,10,18.4184,184.184,6.5,0.0065,180,LOEM
2750,4/9/2013,2013,-78.01222,43.59,,offshore,ECCC,ECCC,146,85,1,10,18.4184,184.184,6.6,0.0066,1,LOEM
2751,4/9/2013,2013,-78.01222,43.59,,offshore,ECCC,ECCC,146,85,1,10,18.4184,184.184,6.8,0.0068,10,LOEM
2752,4/9/2013,2013,-78.01222,43.59,,offshore,ECCC,ECCC,146,85,2,10,18.4184,184.184,6.7,0.0067,25,LOEM
2753,4/9/2013,2013,-78.01222,43.59,,offshore,ECCC,ECCC,146,85,10,10,18.4184,184.184,5.7,0.0057,172,LOEM
2754,4/9/2013,2013,-78.01222,43.59,,offshore,ECCC,ECCC,146,85,10,10,18.4184,184.184,6.5,0.0065,180,LOEM
532,4/10/2013,2013,-77.59164,43.27519,PSN 57,nearshore,ECCC,GLSP,173,14,1,10,1.5578,15.578,12.6,0.0126,1,LOTP
533,4/10/2013,2013,-77.59164,43.27519,PSN 57,nearshore,ECCC,GLSP,173,14,8,10,1.5578,15.578,13.4,0.0134,11,LOTP
538,4/10/2013,2013,-77.59111,43.27528,,nearshore,ECCC,ECCC,173,14,1,10,1.5578,15.578,12.6,0.0126,1,LOTP
539,4/10/2013,2013,-77.59111,43.27528,,nearshore,ECCC,ECCC,173,14,8,10,1.5578,15.578,13.4,0.0134,11,LOTP
598,4/10/2013,2013,-76.8392,43.3326,66,nearshore,GLWQA,CSMI,214,71,1,10,1.7489,17.489,7.4,0.0074,1,LOTP
613,4/10/2013,2013,-76.84,43.33333,,nearshore,ECCC,ECCC,214,71,1,10,1.7489,17.489,7.4,0.0074,1,LOTP
633,4/10/2013,2013,-76.527,43.477,71,nearshore,GLWQA,CSMI,230,80,1,10,1.7601,17.601,7.7,0.0077,1,LOTP
634,4/10/2013,2013,-76.527,43.477,71,nearshore,GLWQA,CSMI,230,80,7,10,1.7601,17.601,10.5,0.0105,11,LOTP
640,4/10/2013,2013,-76.52667,43.47722,,nearshore,ECCC,ECCC,230,80,1,10,1.7601,17.601,7.7,0.0077,1,LOTP
641,4/10/2013,2013,-76.52667,43.47722,,nearshore,ECCC,ECCC,230,80,7,10,1.7601,17.601,10.5,0.0105,11,LOTP
1065,4/10/2013,2013,-76.289,43.631,ON73N,offshore,USEPA,GLNPO,244,89,1,10,3.5416,35.416,8.8,0.0088,1,LOTP
1068,4/10/2013,2013,-76.28778,43.63222,,offshore,ECCC,ECCC,244,89,1,10,3.5416,35.416,8.8,0.0088,1,LOTP
1111,4/10/2013,2013,-77.00028,43.31333,,offshore,ECCC,ECCC,205,65,1,10,3.8412,38.412,8.8,0.0088,1,LOTP
1112,4/10/2013,2013,-77.00028,43.31333,,offshore,ECCC,ECCC,205,65,1,10,3.8412,38.412,9.1,0.0091,1,LOTP
1113,4/10/2013,2013,-77.00028,43.31333,,offshore,ECCC,ECCC,205,65,3,10,3.8412,38.412,8.7,0.0087,10,LOTP
1114,4/10/2013,2013,-77.00028,43.31333,,offshore,ECCC,ECCC,205,65,7,10,3.8412,38.412,8.4,0.0084,25,LOTP
1115,4/10/2013,2013,-77.00028,43.31333,,offshore,ECCC,ECCC,205,65,10,10,3.8412,38.412,8.2,0.0082,35.8,LOTP
1146,4/10/2013,2013,-76.9988,43.3138,95,offshore,GLWQA,CSMI,206,66,1,10,3.9486,39.486,8.8,0.0088,1,LOTP
1147,4/10/2013,2013,-76.9988,43.3138,95,offshore,GLWQA,CSMI,206,66,1,10,3.9486,39.486,9.1,0.0091,1,LOTP
1148,4/10/2013,2013,-76.9988,43.3138,95,offshore,GLWQA,CSMI,206,66,3,10,3.9486,39.486,8.7,0.0087,10,LOTP
1149,4/10/2013,2013,-76.9988,43.3138,95,offshore,GLWQA,CSMI,206,66,7,10,3.9486,39.486,8.4,0.0084,25,LOTP
1150,4/10/2013,2013,-76.9988,43.3138,95,offshore,GLWQA,CSMI,206,66,9,10,3.9486,39.486,8.2,0.0082,35.8,LOTP
1376,4/10/2013,2013,-77.21646,43.32472,PSN 94,offshore,ECCC,GLSP,193,67,1,10,5.7466,57.466,5.8,0.0058,1,LOTP
1380,4/10/2013,2013,-77.21639,43.32528,,offshore,ECCC,ECCC,193,67,1,10,5.7466,57.466,5.8,0.0058,1,LOTP
1510,4/10/2013,2013,-76.518,43.7485,74,offshore,GLWQA,CSMI,233,98,1,10,6.3904,63.904,6.7,0.0067,1,LOTP
1511,4/10/2013,2013,-76.518,43.7485,74,offshore,GLWQA,CSMI,233,98,2,10,6.3904,63.904,6.6,0.0066,10,LOTP
1512,4/10/2013,2013,-76.518,43.7485,74,offshore,GLWQA,CSMI,233,98,4,10,6.3904,63.904,7.2,0.0072,25,LOTP
1513,4/10/2013,2013,-76.518,43.7485,74,offshore,GLWQA,CSMI,233,98,8,10,6.3904,63.904,6.3,0.0063,50.4,LOTP
1514,4/10/2013,2013,-76.518,43.7485,74,offshore,GLWQA,CSMI,233,98,10,10,6.3904,63.904,6.7,0.0067,58.4,LOTP
1542,4/10/2013,2013,-76.51722,43.75,,offshore,ECCC,ECCC,233,98,1,10,6.3904,63.904,6.7,0.0067,1,LOTP
1543,4/10/2013,2013,-76.51722,43.75,,offshore,ECCC,ECCC,233,98,2,10,6.3904,63.904,6.6,0.0066,10,LOTP
1544,4/10/2013,2013,-76.51722,43.75,,offshore,ECCC,ECCC,233,98,4,10,6.3904,63.904,7.2,0.0072,25,LOTP
1545,4/10/2013,2013,-76.51722,43.75,,offshore,ECCC,ECCC,233,98,8,10,6.3904,63.904,6.3,0.0063,50.4,LOTP
