"interval_number","vel1","vel2","vel3"
479,-0.077702382190277,-0.120391760212303,-0.0700909637969577
480,-0.0671334297672688,-0.109204558735239,-0.0703421331721204
481,-0.0512091439378329,-0.0800589468232048,-0.0636642272386381
482,-0.0513708841645506,-0.0777192462346794,-0.0709675429901499
483,-0.0636731429232034,-0.0929274935928882,-0.0818749297926003
484,-0.0761934694427914,-0.107430920846938,-0.083468380622122
485,-0.0655775511164868,-0.0937653609297917,-0.0749222492696577
486,-0.045774509462944,-0.07002080936014,-0.0576143697476772
487,-0.0224601220972206,-0.0410511421941578,-0.0257354404919121
488,-0.00977855621238432,-0.023185146734575,-0.00831795510412255
489,0.00286512273612355,-0.00486437540778559,-0.000223070149352726
490,0.0194853401021752,0.0189863655918062,0.0201156970663754
491,0.0248394330692875,0.0267004329190907,0.0263843412033808
492,0.0294384615142365,0.0337274420695014,0.0299534165227789
493,0.0386726070716424,0.0452580087365621,0.0277230648301647
494,0.0483108596209541,0.0451338621309216,0.0177593275652265
495,0.0448446396993147,0.0259514653853068,-0.00416993583190045
496,0.036936196929946,0.0075939718090357,-0.00861174618121698
497,0.0395174696655832,0.015855377598612,0.0182371994177388
498,0.0347255525932275,0.00503112990665629,0.04888547115754
499,0.00932471601175997,-0.0183963792370383,0.0377710397410933
500,-0.018890875567909,-0.0353555667564484,0.0411121857630332
501,-0.0400879105157572,-0.0531539770427287,0.0450431753135664
502,-0.0472550891536673,-0.0599379584721693,0.045542757011934
503,-0.0362968967360735,-0.0390361354033704,0.0423255685712274
504,-0.0209591930395302,-0.018466498087384,0.0346845942140732
505,-0.0122337164868777,-0.00879765425541394,0.0323370901601368
506,-0.0110204693022029,-0.00791352214880478,0.0285698157101092
507,-0.0173121010598474,-0.0108338942130714,0.0278154905063278
508,-0.0345285473489194,-0.0259262131877271,0.0182353354750457
509,-0.0546131132109531,-0.0452541518266639,-0.0153310714212548
510,-0.0505220807750872,-0.0409589760424691,-0.0069367450290421
511,-0.0469561504983071,-0.04220706470843,-0.0194685927355469
512,-0.0449630220285133,-0.0480339184868428,-0.0461216977673142
513,-0.0433209218656949,-0.0499458296274619,-0.0507190553537936
514,-0.0268157371362596,-0.0315525531266184,-0.0485935075659743
515,0.0050576354824525,0.00705304882292402,-0.0355348802861352
516,0.0622200914441309,0.077497231066718,0.0197475397024421
517,0.144828396075119,0.167998192007543,0.0832266825517524
518,0.208750915910098,0.240095492821425,0.112884341987228
519,0.220382064221135,0.2682203383683,0.132149229251067
520,0.223028307067288,0.280136192013786,0.155794307944935
521,0.169293161727454,0.234366646726032,0.121269829432984
522,0.134850427141099,0.199193339215152,0.0932160310865925
523,0.122232297893406,0.195721720213692,0.0803529742922542
524,0.126738366511918,0.20710835727504,0.0807154025416615
525,0.163503959522584,0.234803175661584,0.113039819187067
526,0.177110002688397,0.243877110300392,0.142193918096553
527,0.168702089359486,0.24572550217603,0.152278822270428
528,0.152591726244721,0.234975290701273,0.142349513619269
529,0.133811473120683,0.211205196692186,0.117023650036254
530,0.115852132511176,0.191655828208739,0.0974470579302734
531,0.102038281579944,0.173766476480972,0.0818317136763271
532,0.100048052614927,0.169846197823417,0.0854723152053925
533,0.0933665071870531,0.158205497516388,0.079152202767515
534,0.105698393329677,0.168974879451662,0.078866149971679
535,0.109643316376697,0.173076990847025,0.0807254987637668
536,0.0946734665889884,0.156547617767241,0.0738512620420931
537,0.0786113391533624,0.137421828005877,0.0568633334128854
538,0.063640555279471,0.116374075351783,0.0378911337641057
539,0.0582635930622161,0.0958416894322607,0.0279798236008189
540,0.0540629960170696,0.0853110423430134,0.0183313684088868
541,0.0612422992981595,0.0976615116078391,0.0237420034015747
542,0.0587576900765789,0.10167411634407,-0.00198377701047532
543,0.0394065405963306,0.07992098787861,-0.047495633390631
544,0.0231418368991061,0.0570447461756897,-0.0398551557644516
545,0.0139235513657879,0.0409133013185876,-0.0360544142586657
546,0.0115159998724901,0.0334105187148877,-0.0268549716896973
547,0.0103939573798304,0.0271982951585222,-0.0123957839173014
548,0.00527481088640479,0.0180965473632376,-0.00501781697033949
549,-0.0161360979780376,-0.010084265305151,-0.0186142582967971
550,-0.0491437180961922,-0.0449944073945032,-0.0557283425319712
551,-0.0479401364691713,-0.0437913279735356,-0.0571741574117238
552,-0.0315212137156578,-0.026198522788928,-0.0393291788673663
553,-0.0230524682894139,-0.0156101086962068,-0.0170318503981587
