"date","latitude","longitude","i_value","j_value","vertical_layer","temperature","layer_depth"
"23-May-2018 15:14:50",43.3067981241,-79.0738249528,69,72,5,13.9923486709595,4.45557698607445
"23-May-2018 15:14:50",43.3067981241,-79.0738249528,69,72,6,14.0257415771484,5.4457052052021
"23-May-2018 15:14:50",43.3067981241,-79.0738249528,69,72,7,14.0664091110229,6.43583342432976
"23-May-2018 15:14:50",43.3067981241,-79.0738249528,69,72,8,14.1118192672729,7.42596164345741
"23-May-2018 15:14:50",43.3067981241,-79.0738249528,69,72,9,14.1328172683716,8.41608986258507
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,1,15.4572734832764,0.67182320356369
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,2,15.4094772338867,2.01546961069107
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,3,14.8196516036987,3.35911601781845
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,4,14.0285673141479,4.70276242494583
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,5,13.277271270752,6.04640883207321
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,6,12.630763053894,7.39005523920059
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,7,11.9986581802368,8.73370164632797
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,8,11.4572925567627,10.0773480534554
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,9,11.3820657730103,11.4209944605827
"23-May-2018 15:27:40",43.3147520137,-79.0783828489,69,73,10,11.3432941436768,12.7646408677101
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,1,13.6217460632324,2.16288018226624
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,2,13.2794761657715,6.48864054679871
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,3,12.2048254013062,10.8144009113312
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,4,11.0840606689453,15.1401612758636
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,5,10.8109836578369,19.4659216403961
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,6,10.356068611145,23.7916820049286
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,7,10.0241813659668,28.1174423694611
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,8,9.57394027709961,32.4432027339935
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,9,9.22439289093018,36.768963098526
"05-Jun-2018 15:39:05",43.311333198,-77.3822983232,184,50,10,8.87747669219971,41.0947234630585
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,1,15.9721546173096,0.880511939525604
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,2,14.5781145095825,2.64153581857681
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,3,13.96546459198,4.40255969762802
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,4,12.7027540206909,6.16358357667923
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,5,12.1069345474243,7.92460745573044
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,6,11.5784511566162,9.68563133478165
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,7,11.1326971054077,11.4466552138329
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,8,10.8101100921631,13.2076790928841
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,9,10.4407005310059,14.9687029719353
"23-May-2018 16:05:26",43.3176441505,-79.0658230324,70,73,10,10.3914432525635,16.7297268509865
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,1,15.9721546173096,0.880511939525604
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,2,14.5781145095825,2.64153581857681
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,3,13.96546459198,4.40255969762802
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,4,12.7027540206909,6.16358357667923
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,5,12.1069345474243,7.92460745573044
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,6,11.5784511566162,9.68563133478165
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,7,11.1326971054077,11.4466552138329
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,8,10.8101100921631,13.2076790928841
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,9,10.4407005310059,14.9687029719353
"23-May-2018 16:34:20",43.3176441505,-79.0658230324,70,73,10,10.3914432525635,16.7297268509865
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,1,13.482102394104,2.50150656700134
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,2,13.2186040878296,7.50451970100403
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,3,12.3540487289429,12.5075328350067
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,4,11.1274452209473,17.5105459690094
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,5,10.2473697662354,22.5135591030121
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,6,9.92145729064941,27.5165722370148
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,7,8.75508594512939,32.5195853710175
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,8,7.69903326034546,37.5225985050201
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,9,7.21394968032837,42.5256116390228
"05-Jun-2018 17:36:06",43.3159570032,-77.3638231566,185,54,10,7.07205104827881,47.5286247730255
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,1,14.3616323471069,3.33411765098572
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,2,12.450270652771,10.0023529529572
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,3,11.0886993408203,16.6705882549286
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,4,9.98496055603027,23.3388235569
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,5,8.05104160308838,30.0070588588715
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,6,6.58002233505249,36.6752941608429
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,7,6.22542190551758,43.3435294628143
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,8,6.07522869110107,50.0117647647858
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,9,5.99389171600342,56.6800000667572
"05-Jun-2018 13:40:46",43.3192584122,-77.4354856094,181,52,10,5.97922229766846,63.3482353687286
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,1,15.9721546173096,0.880511939525604
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,2,14.5781145095825,2.64153581857681
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,3,13.96546459198,4.40255969762802
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,4,12.7027540206909,6.16358357667923
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,5,12.1069345474243,7.92460745573044
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,6,11.5784511566162,9.68563133478165
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,7,11.1326971054077,11.4466552138329
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,8,10.8101100921631,13.2076790928841
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,9,10.4407005310059,14.9687029719353
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,10,10.3914432525635,16.7297268509865
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,1,15.9721546173096,0.880511939525604
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,2,14.5781145095825,2.64153581857681
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,3,13.96546459198,4.40255969762802
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,4,12.7027540206909,6.16358357667923
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,5,12.1069345474243,7.92460745573044
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,6,11.5784511566162,9.68563133478165
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,7,11.1326971054077,11.4466552138329
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,8,10.8101100921631,13.2076790928841
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,9,10.4407005310059,14.9687029719353
"23-May-2018 17:57:15",43.3176441505,-79.0658230324,70,73,10,10.3914432525635,16.7297268509865
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,1,14.5829238891602,4.25043153762817
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,2,12.4194030761719,12.7512946128845
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,3,9.14576625823975,21.2521576881409
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,4,7.15596866607666,29.7530207633972
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,5,6.23708820343018,38.2538838386536
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,6,6.0482292175293,46.7547469139099
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,7,5.94493818283081,55.2556099891663
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,8,5.64073324203491,63.7564730644226
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,9,5.33175897598267,72.257336139679
"05-Jun-2018 11:36:35",43.3222754528,-77.4701393518,179,52,10,5.02908086776733,80.7581992149353
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,1,12.6939945220947,2.77827119827271
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,2,11.5686883926392,8.33481359481812
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,3,10.0375652313232,13.8913559913635
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,4,9.68006610870361,19.4478983879089
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,5,8.46138572692871,25.0044407844543
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,6,8.39752960205078,30.5609831809998
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,7,7.27025079727173,36.1175255775452
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,8,6.46799421310425,41.6740679740906
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,9,6.41986131668091,47.230610370636
"25-May-2018 02:25:37",43.3282866781,-79.071998658,70,74,10,3.9781129360199,52.7871527671814
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,1,10.3357467651367,1.71209740638733
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,2,10.299015045166,5.13629221916199
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,3,10.2715759277344,8.56048703193665
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,4,10.1267356872559,11.9846818447113
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,5,9.79375267028809,15.408876657486
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,6,9.35140800476074,18.8330714702606
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,7,7.79696130752563,22.2572662830353
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,8,7.29872894287109,25.6814610958099
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,9,7.29997539520264,29.1056559085846
"25-May-2018 00:07:00",43.3222701077,-79.0970549676,68,74,10,6.27468395233154,32.5298507213593
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,1,14.3217658996582,3.36063647270203
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,2,12.599383354187,10.0819094181061
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,3,10.5649690628052,16.8031823635101
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,4,9.06597709655762,23.5244553089142
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,5,7.01949310302734,30.2457282543182
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,6,6.23674488067627,36.9670011997223
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,7,5.90431547164917,43.6882741451263
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,8,5.73021459579468,50.4095470905304
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,9,5.60493087768555,57.1308200359344
"05-Jun-2018 09:40:00",43.3267380587,-77.5043630531,177,53,10,5.34373188018799,63.8520929813385
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,1,13.2997617721558,1.79690587520599
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,2,13.273551940918,5.39071762561798
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,3,13.180438041687,8.98452937602997
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,4,12.8156652450562,12.578341126442
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,5,12.2554473876953,16.1721528768539
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,6,11.7882242202759,19.7659646272659
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,7,11.0624685287476,23.3597763776779
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,8,10.2791633605957,26.9535881280899
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,9,9.62069797515869,30.5473998785019
"25-May-2018 09:55:11",43.3266717754,-78.9576271862,78,71,10,9.19863224029541,34.1412116289139
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,1,13.1645317077637,1.88647496700287
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,2,12.8744764328003,5.65942490100861
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,3,12.7267065048218,9.43237483501434
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,4,12.3824014663696,13.2053247690201
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,5,11.9010801315308,16.9782747030258
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,6,11.256462097168,20.7512246370316
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,7,10.5532865524292,24.5241745710373
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,8,9.73989868164062,28.297124505043
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,9,8.87996196746826,32.0700744390488
"25-May-2018 10:44:01",43.3296158364,-78.9453723402,79,71,10,8.53612041473389,35.8430243730545
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,1,13.3846874237061,2.08567500114441
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,2,13.353497505188,6.25702500343323
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,3,13.0864200592041,10.428375005722
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,4,11.9999294281006,14.5997250080109
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,5,11.0377426147461,18.7710750102997
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,6,10.2897853851318,22.9424250125885
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,7,9.56222820281982,27.1137750148773
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,8,8.73500919342041,31.2851250171661
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,9,7.93447303771973,35.456475019455
"25-May-2018 08:44:51",43.3293467684,-78.9732358757,77,72,10,7.35645961761475,39.6278250217438
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,1,12.0216846466064,2.72332072257996
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,2,11.2590408325195,8.16996216773987
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,3,11.2534284591675,13.6166036128998
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,4,11.2510290145874,19.0632450580597
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,5,10.409984588623,24.5098865032196
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,6,7.55347490310669,29.9565279483795
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,7,7.54677295684814,35.4031693935394
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,8,7.35842227935791,40.8498108386993
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,9,7.042396068573,46.2964522838593
"05-Jun-2018 07:38:38",43.329669094,-77.5412783724,175,53,10,6.96053457260132,51.7430937290192
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,1,14.4843463897705,2.2543523311615
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,2,14.0796632766724,6.7630569934845
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,3,12.3174886703491,11.2717616558075
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,4,12.1198568344116,15.7804663181305
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,5,11.0802564620972,20.2891709804535
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,6,10.3797578811646,24.7978756427765
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,7,10.0659074783325,29.3065803050995
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,8,9.19089031219482,33.8152849674225
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,9,8.21989440917969,38.3239896297455
"25-May-2018 04:41:36",43.3262869964,-79.0281359136,73,73,10,7.20691585540771,42.8326942920685
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,1,14.1955404281616,2.51526594161987
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,2,13.8038692474365,7.54579782485962
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,3,11.4878005981445,12.5763297080994
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,4,11.2852239608765,17.6068615913391
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,5,10.3484764099121,22.6373934745789
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,6,9.94991111755371,27.6679253578186
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,7,9.00031089782715,32.6984572410583
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,8,7.96533393859863,37.7289891242981
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,9,6.67983865737915,42.7595210075378
"25-May-2018 06:42:30",43.3319687665,-79.0029986326,75,73,10,6.26666498184204,47.7900528907776
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,1,11.3729104995728,1.95377767086029
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,2,11.3720397949219,5.86133301258087
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,3,11.3269739151001,9.76888835430145
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,4,11.2463092803955,13.676443696022
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,5,11.135892868042,17.5839990377426
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,6,10.9485712051392,21.4915543794632
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,7,10.7162437438965,25.3991097211838
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,8,10.3305788040161,29.3066650629044
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,9,9.55123901367188,33.2142204046249
"05-Jun-2018 02:49:22",43.3323913978,-77.6150990182,171,51,10,8.76899719238281,37.1217757463455
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,1,11.6112804412842,2.17824196815491
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,2,11.4975728988647,6.53472590446472
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,3,11.3856201171875,10.8912098407745
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,4,11.2841091156006,15.2476937770844
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,5,11.0146532058716,19.6041777133942
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,6,10.5622415542603,23.960661649704
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,7,9.34475135803223,28.3171455860138
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,8,8.92834186553955,32.6736295223236
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,9,8.22579956054688,37.0301134586334
"05-Jun-2018 03:37:55",43.3310298729,-77.5977280168,172,51,10,8.21714973449707,41.3865973949432
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,1,11.2685194015503,2.77866888046265
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,2,10.0989542007446,8.33600664138794
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,3,9.87171268463135,13.8933444023132
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,4,9.08133316040039,19.4506821632385
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,5,7.87988376617432,25.0080199241638
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,6,7.49394989013672,30.5653576850891
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,7,6.73181581497192,36.1226954460144
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,8,5.95133590698242,41.6800332069397
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,9,5.13103723526001,47.237370967865
"23-May-2018 19:26:32",43.3282866781,-79.071998658,70,74,10,3.93011665344238,52.7947087287903
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,1,11.4905939102173,2.29161858558655
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,2,11.4471826553345,6.87485575675964
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,3,11.358060836792,11.4580929279327
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,4,11.2151832580566,16.0413300991058
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,5,11.0631446838379,20.6245672702789
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,6,10.1703720092773,25.207804441452
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,7,8.87435436248779,29.7910416126251
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,8,8.12749576568604,34.3742787837982
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,9,7.51838445663452,38.9575159549713
"05-Jun-2018 05:38:11",43.3340778965,-77.5787905509,173,54,10,7.47030067443848,43.5407531261444
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,1,13.865234375,1.66831207275391
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,2,13.6401815414429,5.00493621826172
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,3,12.2504949569702,8.34156036376953
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,4,11.7927961349487,11.6781845092773
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,5,11.6736354827881,15.0148086547852
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,6,11.3427591323853,18.351432800293
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,7,10.8228302001953,21.6880569458008
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,8,10.1330785751343,25.0246810913086
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,9,9.69354343414307,28.3613052368164
"25-May-2018 12:44:31",43.3314459303,-78.9054850417,82,69,10,9.51662349700928,31.6979293823242
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,1,11.8247213363647,1.56816673278809
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,2,11.8263339996338,4.70450019836426
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,3,11.7985563278198,7.84083366394043
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,4,11.742057800293,10.9771671295166
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,5,11.6715812683105,14.1135005950928
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,6,11.5748062133789,17.2498340606689
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,7,11.3964319229126,20.3861675262451
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,8,11.2301340103149,23.5225009918213
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,9,11.0460062026978,26.6588344573975
"05-Jun-2018 01:37:13",43.3379733319,-77.6493370586,169,53,10,10.4316873550415,29.7951679229736
"24-May-2018 21:38:15",43.3327759966,-79.1032592234,68,75,1,10.0963678359985,3.55628633499146
"24-May-2018 21:38:15",43.3327759966,-79.1032592234,68,75,2,8.25274276733398,10.6688590049744
