"date","latitude","longitude","i_value","j_value","vertical_layer","temperature","layer_depth"
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,1,26.4000205993652,3.16503262519836
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,2,25.1781997680664,6.33006525039673
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,3,23.6651458740234,9.49509787559509
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,4,21.732889175415,12.6601305007935
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,5,18.5847473144531,15.8251631259918
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,6,15.4636220932007,18.9901957511902
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,7,13.3327865600586,22.1552283763885
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,8,11.9218826293945,25.3202610015869
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,9,10.6666269302368,28.4852936267853
"30-Jul-2018 02:53:11",43.3285351987,-78.9306250174,80,70,10,9.75363731384277,31.6503262519836
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,1,26.2707901000977,4.54889249801636
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,2,23.4677886962891,9.09778499603271
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,3,19.3425941467285,13.6466774940491
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,4,16.4797916412354,18.1955699920654
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,5,14.1943092346191,22.7444624900818
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,6,12.6040554046631,27.2933549880981
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,7,11.0418176651001,31.8422474861145
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,8,9.62711620330811,36.3911399841309
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,9,7.91754245758057,40.9400324821472
"29-Jul-2018 14:45:38",43.3253290771,-79.0845612379,69,74,10,7.38089990615845,45.4889249801636
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,1,26.8956336975098,5.0412654876709
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,2,24.530445098877,10.0825309753418
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,3,21.1783027648926,15.1237964630127
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,4,17.6776161193848,20.1650619506836
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,5,14.9562711715698,25.2063274383545
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,6,11.541392326355,30.2475929260254
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,7,9.05596446990967,35.2888584136963
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,8,7.53473043441772,40.3301239013672
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,9,6.79798555374146,45.3713893890381
"29-Jul-2018 20:49:29",43.3319687665,-79.0029986326,75,73,10,6.31177186965942,50.412654876709
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,1,27.0183963775635,8.5685453414917
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,2,22.6466903686523,17.1370906829834
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,3,16.7926216125488,25.7056360244751
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,4,10.1827507019043,34.2741813659668
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,5,5.7458324432373,42.8427267074585
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,6,4.72680950164795,51.4112720489502
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,7,4.72712230682373,59.9798173904419
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,8,4.7177619934082,68.5483627319336
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,9,4.68591976165771,77.1169080734253
"10-Aug-2018 08:25:38",43.328228348,-77.4346351143,181,58,10,4.6618447303772,85.685453414917
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,1,27.4367427825928,4.51959896087646
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,2,25.0903549194336,9.03919792175293
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,3,22.0838069915771,13.5587968826294
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,4,19.2724895477295,18.0783958435059
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,5,16.5289573669434,22.5979948043823
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,6,14.3598394393921,27.1175937652588
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,7,11.521577835083,31.6371927261353
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,8,9.80308628082275,36.1567916870117
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,9,9.31359767913818,40.6763906478882
"29-Jul-2018 18:48:39",43.3262869964,-79.0281359136,73,73,10,7.88694429397583,45.1959896087646
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,1,27.5554847717285,10.3007192611694
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,2,20.2911396026611,20.6014385223389
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,3,12.5297050476074,30.9021577835083
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,4,5.10471630096436,41.2028770446777
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,5,4.22759628295898,51.5035963058472
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,6,4.18312740325928,61.8043155670166
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,7,4.02373361587524,72.105034828186
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,8,4.01842498779297,82.4057540893555
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,9,4.01733827590942,92.7064733505249
"12-Aug-2018 22:10:34",43.3311131951,-77.4519944806,180,59,10,4.01522827148438,103.007192611694
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,1,26.2432346343994,6.3915114402771
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,2,22.4991798400879,12.7830228805542
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,3,18.2201080322266,19.1745343208313
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,4,13.663950920105,25.5660457611084
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,5,11.5916862487793,31.9575572013855
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,6,8.63007354736328,38.3490686416626
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,7,2.81780910491943,44.7405800819397
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,8,2.78553247451782,51.1320915222168
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,9,2.75689220428467,57.5236029624939
"29-Jul-2018 16:51:34",43.3312428739,-79.0594349024,71,74,10,2.73683881759644,63.915114402771
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,1,26.2358570098877,3.56002497673035
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,2,24.9840049743652,7.12004995346069
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,3,23.1586837768555,10.680074930191
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,4,20.5725116729736,14.2400999069214
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,5,17.0856437683105,17.8001248836517
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,6,13.6603336334229,21.3601498603821
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,7,11.5886182785034,24.9201748371124
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,8,10.2864141464233,28.4801998138428
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,9,9.12187194824219,32.0402247905731
"30-Jul-2018 04:54:44",43.3313898075,-78.9187042424,81,70,10,8.73591041564941,35.6002497673035
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,1,26.1410121917725,7.95480966567993
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,2,22.9059619903564,15.9096193313599
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,3,17.3928451538086,23.8644289970398
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,4,11.7081575393677,31.8192386627197
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,5,7.35426712036133,39.7740483283997
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,6,5.08966398239136,47.7288579940796
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,7,4.97647857666016,55.6836676597595
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,8,4.86145687103271,63.6384773254395
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,9,4.81234073638916,71.5932869911194
"10-Aug-2018 09:39:06",43.3308223714,-77.4165240235,182,61,10,4.62084341049194,79.5480966567993
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,1,28.2201290130615,3.73994135856628
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,2,28.2133407592773,7.47988271713257
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,3,27.1042652130127,11.2198240756989
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,4,24.1023464202881,14.9597654342651
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,5,19.3118476867676,18.6997067928314
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,6,13.8279132843018,22.4396481513977
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,7,9.40770816802979,26.179589509964
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,8,8.07476615905762,29.9195308685303
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,9,7.60154390335083,33.6594722270966
"14-Aug-2018 06:36:38",43.330928751,-77.6153677794,171,50,10,6.29719591140747,37.3994135856628
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,1,26.730842590332,3.59105181694031
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,2,25.520544052124,7.18210363388062
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,3,23.5187339782715,10.7731554508209
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,4,21.0218067169189,14.3642072677612
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,5,17.6546592712402,17.9552590847015
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,6,13.7089500427246,21.5463109016418
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,7,10.7101392745972,25.1373627185822
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,8,8.71120452880859,28.7284145355225
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,9,8.31629371643066,32.3194663524628
"27-Jul-2018 21:15:45",43.3341557386,-78.8939186166,83,69,10,7.90458631515503,35.9105181694031
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,1,26.6039638519287,3.59097290039062
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,2,25.8910522460938,7.18194580078125
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,3,23.3233451843262,10.7729187011719
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,4,20.4888114929199,14.3638916015625
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,5,16.9872741699219,17.9548645019531
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,6,13.1826543807983,21.5458374023438
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,7,10.2014045715332,25.1368103027344
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,8,8.44435977935791,28.727783203125
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,9,8.09811210632324,32.3187561035156
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,10,7.73207855224609,35.9097290039062
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,1,26.6039638519287,3.59097290039062
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,2,25.8910522460938,7.18194580078125
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,3,23.3233451843262,10.7729187011719
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,4,20.4888114929199,14.3638916015625
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,5,16.9872741699219,17.9548645019531
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,6,13.1826543807983,21.5458374023438
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,7,10.2014045715332,25.1368103027344
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,8,8.44435977935791,28.727783203125
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,9,8.09811210632324,32.3187561035156
"27-Jul-2018 20:39:39",43.3341557386,-78.8939186166,83,69,10,7.73207855224609,35.9097290039062
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,1,26.730842590332,3.59105181694031
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,2,25.520544052124,7.18210363388062
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,3,23.5187339782715,10.7731554508209
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,4,21.0218067169189,14.3642072677612
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,5,17.6546592712402,17.9552590847015
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,6,13.7089500427246,21.5463109016418
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,7,10.7101392745972,25.1373627185822
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,8,8.71120452880859,28.7284145355225
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,9,8.31629371643066,32.3194663524628
"27-Jul-2018 21:53:59",43.3341557386,-78.8939186166,83,69,10,7.90458631515503,35.9105181694031
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,1,25.6608657836914,8.14891242980957
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,2,22.7794284820557,16.2978248596191
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,3,17.165132522583,24.4467372894287
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,4,11.41419506073,32.5956497192383
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,5,7.20246934890747,40.7445621490479
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,6,4.99799537658691,48.8934745788574
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,7,4.64316034317017,57.042387008667
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,8,4.64009809494019,65.1912994384766
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,9,4.55779266357422,73.3402118682861
"10-Aug-2018 11:37:28",43.3334499396,-77.3984695732,183,64,10,4.49536561965942,81.4891242980957
"27-Jul-2018 20:23:49",43.3367834144,-78.8955537483,83,70,1,26.9684562683105,4.36853933334351
"27-Jul-2018 20:23:49",43.3367834144,-78.8955537483,83,70,2,25.1525936126709,8.73707866668701
"27-Jul-2018 20:23:49",43.3367834144,-78.8955537483,83,70,3,21.8706111907959,13.1056180000305
