I 	 	 J 	 lat 	 lon
126 	 	 80 	 43.51611174 	 -78.3514409
127 	 	 80 	 43.51744588 	 -78.33651965
128 	 	 80 	 43.51877806 	 -78.32159784
129 	 	 80 	 43.51954106 	 -78.30564532
130 	 	 80 	 43.51973619 	 -78.28865997
131 	 	 80 	 43.51992793 	 -78.27167592
132 	 	 80 	 43.52011714 	 -78.25469189
133 	 	 80 	 43.52027828 	 -78.23765708
134 	 	 80 	 43.52041043 	 -78.22057156
135 	 	 80 	 43.52054002 	 -78.20348609
136 	 	 80 	 43.52066706 	 -78.18640068
137 	 	 80 	 43.52068623 	 -78.16928067
138 	 	 80 	 43.52059747 	 -78.15212367
139 	 	 80 	 43.52050614 	 -78.13496686
140 	 	 80 	 43.52041226 	 -78.11781147
141 	 	 80 	 43.52016053 	 -78.10064021
142 	 	 80 	 43.51975099 	 -78.08345444
143 	 	 80 	 43.51933889 	 -78.06627028
144 	 	 80 	 43.51892332 	 -78.04908653
145 	 	 80 	 43.51832353 	 -78.03191208
146 	 	 80 	 43.51753865 	 -78.01474835
147 	 	 80 	 43.51675031 	 -77.99758525
148 	 	 80 	 43.51596034 	 -77.98042393
149 	 	 80 	 43.51498672 	 -77.96329332
150 	 	 80 	 43.51383135 	 -77.94619596
151 	 	 80 	 43.51267341 	 -77.92909816
152 	 	 80 	 43.51151296 	 -77.91200239
153 	 	 80 	 43.51020975 	 -77.89494925
154 	 	 80 	 43.50876467 	 -77.87793759
155 	 	 80 	 43.50731621 	 -77.86092816
156 	 	 80 	 43.50586614 	 -77.84391965
157 	 	 80 	 43.50433807 	 -77.82694945
158 	 	 80 	 43.50273205 	 -77.81001886
159 	 	 80 	 43.50112358 	 -77.79309056
160 	 	 80 	 43.4995135 	 -77.77616201
161 	 	 80 	 43.4978962 	 -77.75925827
162 	 	 80 	 43.49627174 	 -77.74238057
163 	 	 80 	 43.49464571 	 -77.72550387
164 	 	 80 	 43.49301632 	 -77.70862827
165 	 	 80 	 43.49160939 	 -77.69162396
166 	 	 80 	 43.4904231 	 -77.67449209
167 	 	 80 	 43.48923515 	 -77.657361
168 	 	 80 	 43.48804376 	 -77.64023079
169 	 	 80 	 43.4867295 	 -77.62323425
170 	 	 80 	 43.4852924 	 -77.60637024
171 	 	 80 	 43.48385287 	 -77.58950842
172 	 	 80 	 43.48241083 	 -77.57264632
173 	 	 80 	 43.48107468 	 -77.55576542
174 	 	 80 	 43.47984432 	 -77.53886316
175 	 	 80 	 43.47861152 	 -77.52196298
176 	 	 80 	 43.47737531 	 -77.50506246
177 	 	 80 	 43.47618759 	 -77.48818085
178 	 	 80 	 43.47504657 	 -77.47131822
179 	 	 80 	 43.47390395 	 -77.4544551
180 	 	 80 	 43.47275889 	 -77.43759402
181 	 	 80 	 43.47165394 	 -77.42077077
182 	 	 80 	 43.47058919 	 -77.4039878
183 	 	 80 	 43.46952289 	 -77.38720553
184 	 	 80 	 43.46845321 	 -77.37042284
185 	 	 80 	 43.46744388 	 -77.35369027
186 	 	 80 	 43.46649484 	 -77.33700532
187 	 	 80 	 43.46554338 	 -77.32032105
188 	 	 80 	 43.4645895 	 -77.30363747
189 	 	 80 	 43.46372853 	 -77.28700684
190 	 	 80 	 43.46295956 	 -77.27042789
191 	 	 80 	 43.46218909 	 -77.25384947
192 	 	 80 	 43.46141533 	 -77.23727169
193 	 	 80 	 43.46077333 	 -77.22074918
194 	 	 80 	 43.46026128 	 -77.20428068
195 	 	 80 	 43.45974781 	 -77.18781381
196 	 	 80 	 43.45923192 	 -77.17134615
197 	 	 80 	 43.45889131 	 -77.15494059
198 	 	 80 	 43.45872681 	 -77.13859445
199 	 	 80 	 43.45855911 	 -77.12224986
200 	 	 80 	 43.45838903 	 -77.1059043
201 	 	 80 	 43.45846225 	 -77.08963336
202 	 	 80 	 43.45877695 	 -77.07343574
203 	 	 80 	 43.45909024 	 -77.05723806
204 	 	 80 	 43.45940032 	 -77.04104043
205 	 	 80 	 43.46002453 	 -77.02498396
206 	 	 80 	 43.460962 	 -77.00906844
207 	 	 80 	 43.46189813 	 -76.99315254
208 	 	 80 	 43.46283112 	 -76.97723636
209 	 	 80 	 43.46303122 	 -76.95893979
210 	 	 80 	 43.46249727 	 -76.93826232
211 	 	 80 	 43.46195953 	 -76.91758425
212 	 	 80 	 43.46141811 	 -76.89690808
213 	 	 80 	 43.46131338 	 -76.87636201
214 	 	 80 	 43.46164548 	 -76.85594806
215 	 	 80 	 43.46197478 	 -76.83553287
216 	 	 80 	 43.46229955 	 -76.81511904
217 	 	 80 	 43.46286456 	 -76.79480081
218 	 	 80 	 43.463669 	 -76.77457924
219 	 	 80 	 43.46446988 	 -76.75435863
220 	 	 80 	 43.465268 	 -76.73413648
221 	 	 80 	 43.46622883 	 -76.71400366
222 	 	 80 	 43.46735336 	 -76.69396118
223 	 	 80 	 43.46847433 	 -76.67391822
224 	 	 80 	 43.46959169 	 -76.65387358
225 	 	 80 	 43.4708353 	 -76.63392665
226 	 	 80 	 43.47220505 	 -76.61407363
227 	 	 80 	 43.47357136 	 -76.59422122
228 	 	 80 	 43.47493327 	 -76.57436825
229 	 	 80 	 43.47640383 	 -76.55462017
230 	 	 80 	 43.47798129 	 -76.534977
231 	 	 80 	 43.47955532 	 -76.51533308
232 	 	 80 	 43.48112592 	 -76.49568841
22 	 	 81 	 43.22429349 	 -79.67258308
23 	 	 81 	 43.22792297 	 -79.66189573
24 	 	 81 	 43.23155144 	 -79.65120835
25 	 	 81 	 43.23516652 	 -79.64053848
26 	 	 81 	 43.2387682 	 -79.62988612
27 	 	 81 	 43.24236797 	 -79.61923255
28 	 	 81 	 43.24596764 	 -79.60857895
29 	 	 81 	 43.24954852 	 -79.597943
30 	 	 81 	 43.25310972 	 -79.58732473
31 	 	 81 	 43.25667081 	 -79.57670523
32 	 	 81 	 43.26023091 	 -79.56608574
33 	 	 81 	 43.26376498 	 -79.55548041
34 	 	 81 	 43.26727396 	 -79.54489047
35 	 	 81 	 43.27078193 	 -79.53429933
36 	 	 81 	 43.2742889 	 -79.523707
37 	 	 81 	 43.27776169 	 -79.51312413
38 	 	 81 	 43.28120119 	 -79.50254951
39 	 	 81 	 43.28463971 	 -79.49197495
40 	 	 81 	 43.28807721 	 -79.48139798
41 	 	 81 	 43.29147049 	 -79.4708197
42 	 	 81 	 43.29481957 	 -79.46024135
43 	 	 81 	 43.29816763 	 -79.44966063
44 	 	 81 	 43.3015147 	 -79.43907877
45 	 	 81 	 43.30494983 	 -79.42842444
46 	 	 81 	 43.3084739 	 -79.41769754
47 	 	 81 	 43.31199692 	 -79.4069682
48 	 	 81 	 43.31551804 	 -79.39623889
49 	 	 81 	 43.31953915 	 -79.38438764
50 	 	 81 	 43.32405812 	 -79.37141646
51 	 	 81 	 43.32857558 	 -79.35844216
52 	 	 81 	 43.33309244 	 -79.34546717
53 	 	 81 	 43.33752899 	 -79.3325196
54 	 	 81 	 43.34188797 	 -79.31960188
55 	 	 81 	 43.34624453 	 -79.30668114
56 	 	 81 	 43.35059962 	 -79.29375981
57 	 	 81 	 43.35483792 	 -79.28089423
58 	 	 81 	 43.35895946 	 -79.26808447
59 	 	 81 	 43.36307954 	 -79.25527425
60 	 	 81 	 43.36719815 	 -79.24246109
61 	 	 81 	 43.37117367 	 -79.22968862
62 	 	 81 	 43.37500699 	 -79.21695444
63 	 	 81 	 43.37883887 	 -79.20421993
64 	 	 81 	 43.38266929 	 -79.19148262
65 	 	 81 	 43.3863635 	 -79.1787626
66 	 	 81 	 43.38991964 	 -79.1660563
67 	 	 81 	 43.39347526 	 -79.15334977
68 	 	 81 	 43.39702853 	 -79.14064181
69 	 	 81 	 43.40046532 	 -79.1279446
70 	 	 81 	 43.40378471 	 -79.11525824
71 	 	 81 	 43.40710268 	 -79.10257177
72 	 	 81 	 43.41041922 	 -79.08988395
73 	 	 81 	 43.41363399 	 -79.07722514
74 	 	 81 	 43.41674789 	 -79.06459538
75 	 	 81 	 43.4198595 	 -79.05196563
76 	 	 81 	 43.42296966 	 -79.0393334
77 	 	 81 	 43.42598039 	 -79.02675993
78 	 	 81 	 43.42889256 	 -79.0142428
79 	 	 81 	 43.43180424 	 -79.00172448
80 	 	 81 	 43.43471364 	 -78.98920627
81 	 	 81 	 43.43751579 	 -78.97675963
82 	 	 81 	 43.44021253 	 -78.96438581
83 	 	 81 	 43.44290698 	 -78.95200973
84 	 	 81 	 43.44560099 	 -78.9396338
85 	 	 81 	 43.44812484 	 -78.92733303
86 	 	 81 	 43.45048121 	 -78.91510496
87 	 	 81 	 43.45283538 	 -78.90287726
88 	 	 81 	 43.45518822 	 -78.89064866
89 	 	 81 	 43.45800141 	 -78.87753407
90 	 	 81 	 43.46127466 	 -78.86353431
91 	 	 81 	 43.46454616 	 -78.8495331
92 	 	 81 	 43.46781592 	 -78.83553044
93 	 	 81 	 43.47095338 	 -78.82152732
94 	 	 81 	 43.47395676 	 -78.80752388
95 	 	 81 	 43.47695839 	 -78.79351912
96 	 	 81 	 43.47995827 	 -78.77951304
97 	 	 81 	 43.48281712 	 -78.76551943
98 	 	 81 	 43.48553585 	 -78.75153959
99 	 	 81 	 43.48825284 	 -78.73755856
100 	 	 81 	 43.4909681 	 -78.72357634
101 	 	 81 	 43.49352217 	 -78.70958907
102 	 	 81 	 43.49591685 	 -78.69559679
103 	 	 81 	 43.49830979 	 -78.68160347
104 	 	 81 	 43.50070099 	 -78.66760912
105 	 	 81 	 43.50290363 	 -78.65359252
106 	 	 81 	 43.50491684 	 -78.63955507
107 	 	 81 	 43.5069283 	 -78.62551677
108 	 	 81 	 43.50893801 	 -78.6114776
109 	 	 81 	 43.51073741 	 -78.59740998
110 	 	 81 	 43.51232468 	 -78.58331411
111 	 	 81 	 43.5139111 	 -78.56921755
112 	 	 81 	 43.51549488 	 -78.55512159
113 	 	 81 	 43.51687299 	 -78.54096274
114 	 	 81 	 43.51804448 	 -78.52674117
115 	 	 81 	 43.5192142 	 -78.51251913
116 	 	 81 	 43.52038213 	 -78.49829661
117 	 	 81 	 43.52137031 	 -78.48396472
118 	 	 81 	 43.52217956 	 -78.46952231
119 	 	 81 	 43.52298607 	 -78.45507963
120 	 	 81 	 43.52379162 	 -78.44063538
121 	 	 81 	 43.52445268 	 -78.42609296
122 	 	 81 	 43.52496917 	 -78.41145124
123 	 	 81 	 43.52548464 	 -78.39680808
124 	 	 81 	 43.52599826 	 -78.38216599
125 	 	 81 	 43.52696179 	 -78.36731971
126 	 	 81 	 43.52837694 	 -78.35226882
127 	 	 81 	 43.52979101 	 -78.33721852
128 	 	 81 	 43.53120214 	 -78.32216641
129 	 	 81 	 43.53203778 	 -78.30612198
130 	 	 81 	 43.53229659 	 -78.28908571
131 	 	 81 	 43.53255373 	 -78.27204815
132 	 	 81 	 43.53280835 	 -78.25501181
133 	 	 81 	 43.53303555 	 -78.23791471
134 	 	 81 	 43.53323537 	 -78.22075935
135 	 	 81 	 43.5334326 	 -78.20360401
136 	 	 81 	 43.53362814 	 -78.18644865
137 	 	 81 	 43.5337084 	 -78.16925033
138 	 	 81 	 43.53367518 	 -78.15201029
139 	 	 81 	 43.53363939 	 -78.13477164
140 	 	 81 	 43.53360007 	 -78.11753195
141 	 	 81 	 43.53339651 	 -78.10027419
142 	 	 81 	 43.53302696 	 -78.08299982
143 	 	 81 	 43.53265566 	 -78.06572451
144 	 	 81 	 43.53228176 	 -78.04844957
145 	 	 81 	 43.53171734 	 -78.03118544
146 	 	 81 	 43.53096236 	 -78.01392981
147 	 	 81 	 43.53020482 	 -77.996676
148 	 	 81 	 43.52944468 	 -77.97942277
149 	 	 81 	 43.52849824 	 -77.96220285
150 	 	 81 	 43.52736646 	 -77.9450176
151 	 	 81 	 43.52623124 	 -77.92783442
152 	 	 81 	 43.52509343 	 -77.91065079
153 	 	 81 	 43.52380667 	 -77.89351507
154 	 	 81 	 43.52237099 	 -77.87642738
155 	 	 81 	 43.52093274 	 -77.85933941
156 	 	 81 	 43.51949199 	 -77.84225363
157 	 	 81 	 43.51796264 	 -77.82521416
158 	 	 81 	 43.51634291 	 -77.80822116
159 	 	 81 	 43.51472154 	 -77.79122794
160 	 	 81 	 43.5130977 	 -77.77423701
161 	 	 81 	 43.51145512 	 -77.7572777
162 	 	 81 	 43.50979385 	 -77.74035125
163 	 	 81 	 43.50813007 	 -77.72342466
164 	 	 81 	 43.5064647 	 -77.70649909
165 	 	 81 	 43.50503275 	 -77.68945037
166 	 	 81 	 43.50383407 	 -77.67227585
167 	 	 81 	 43.50263377 	 -77.65510336
168 	 	 81 	 43.50143091 	 -77.63793171
169 	 	 81 	 43.50013104 	 -77.62094674
170 	 	 81 	 43.49873333 	 -77.60414736
171 	 	 81 	 43.4973332 	 -77.58735013
172 	 	 81 	 43.49593153 	 -77.57055378
173 	 	 81 	 43.4946295 	 -77.55374019
174 	 	 81 	 43.49342886 	 -77.53690793
175 	 	 81 	 43.4922258 	 -77.52007774
176 	 	 81 	 43.49101935 	 -77.50324718
177 	 	 81 	 43.48986156 	 -77.48644046
178 	 	 81 	 43.48875058 	 -77.46965516
179 	 	 81 	 43.48763805 	 -77.45287059
180 	 	 81 	 43.48652217 	 -77.43608684
181 	 	 81 	 43.48544845 	 -77.41934823
182 	 	 81 	 43.48441507 	 -77.40265358
183 	 	 81 	 43.48338017 	 -77.3859596
184 	 	 81 	 43.48234199 	 -77.36926765
185 	 	 81 	 43.4813643 	 -77.35262952
186 	 	 81 	 43.48044623 	 -77.33604521
187 	 	 81 	 43.47952581 	 -77.3194628
188 	 	 81 	 43.47860296 	 -77.30287982
189 	 	 81 	 43.47777056 	 -77.2863561
190 	 	 81 	 43.47702854 	 -77.26988911
191 	 	 81 	 43.47628421 	 -77.25342392
192 	 	 81 	 43.47553841 	 -77.23695924
193 	 	 81 	 43.47491824 	 -77.2205539
194 	 	 81 	 43.47442556 	 -77.20420891
195 	 	 81 	 43.47393055 	 -77.18786436
196 	 	 81 	 43.4734323 	 -77.1715203
197 	 	 81 	 43.473105 	 -77.15524231
198 	 	 81 	 43.47294589 	 -77.13902797
199 	 	 81 	 43.47278541 	 -77.12281506
200 	 	 81 	 43.47262259 	 -77.10660116
201 	 	 81 	 43.47269331 	 -77.09046501
202 	 	 81 	 43.47299664 	 -77.07440523
203 	 	 81 	 43.47329771 	 -77.05834546
204 	 	 81 	 43.47359655 	 -77.04228692
205 	 	 81 	 43.47417234 	 -77.02636089
206 	 	 81 	 43.47502426 	 -77.01056844
207 	 	 81 	 43.47587397 	 -76.99477571
208 	 	 81 	 43.47672148 	 -76.97898269
209 	 	 81 	 43.47694832 	 -76.96077284
210 	 	 81 	 43.47655511 	 -76.94014544
211 	 	 81 	 43.47615728 	 -76.91951864
212 	 	 81 	 43.47575573 	 -76.8988924
213 	 	 81 	 43.47576112 	 -76.87839452
214 	 	 81 	 43.47617165 	 -76.85802348
215 	 	 81 	 43.47657768 	 -76.83765373
216 	 	 81 	 43.47698091 	 -76.8172827
217 	 	 81 	 43.47760998 	 -76.79700701
218 	 	 81 	 43.47846407 	 -76.77682772
219 	 	 81 	 43.47931452 	 -76.75664691
220 	 	 81 	 43.48016142 	 -76.73646705
221 	 	 81 	 43.48116282 	 -76.71637338
222 	 	 81 	 43.48231796 	 -76.69636828
223 	 	 81 	 43.48346956 	 -76.6763627
224 	 	 81 	 43.48461757 	 -76.65635539
225 	 	 81 	 43.48588446 	 -76.63644141
226 	 	 81 	 43.48726923 	 -76.61661699
227 	 	 81 	 43.48865056 	 -76.59679316
228 	 	 81 	 43.49002926 	 -76.57696742
229 	 	 81 	 43.4915083 	 -76.557241
230 	 	 81 	 43.49308762 	 -76.53761134
231 	 	 81 	 43.49466441 	 -76.51798087
232 	 	 81 	 43.49623778 	 -76.49834965
233 	 	 81 	 43.49791255 	 -76.47881868
234 	 	 81 	 43.49969062 	 -76.45938895
240 	 	 81 	 43.51122708 	 -76.34349068
241 	 	 81 	 43.51346545 	 -76.32434747
242 	 	 81 	 43.51591409 	 -76.30529537
243 	 	 81 	 43.51835864 	 -76.2862433
244 	 	 81 	 43.52080082 	 -76.26718988
22 	 	 82 	 43.23527989 	 -79.67942235
23 	 	 82 	 43.23889746 	 -79.66873989
24 	 	 82 	 43.24251399 	 -79.65805494
25 	 	 82 	 43.2461171 	 -79.64738627
26 	 	 82 	 43.2497086 	 -79.63673385
27 	 	 82 	 43.25329819 	 -79.62608021
28 	 	 82 	 43.25688767 	 -79.61542532
29 	 	 82 	 43.26045836 	 -79.60478808
30 	 	 82 	 43.26401113 	 -79.59416603
31 	 	 82 	 43.2675629 	 -79.58354276
32 	 	 82 	 43.27111366 	 -79.57291828
33 	 	 82 	 43.27464019 	 -79.56230792
34 	 	 82 	 43.27814249 	 -79.55171046
35 	 	 82 	 43.28164378 	 -79.5411118
36 	 	 82 	 43.28514409 	 -79.53051319
37 	 	 82 	 43.28861199 	 -79.51992153
38 	 	 82 	 43.29204838 	 -79.50933684
39 	 	 82 	 43.29548288 	 -79.49875223
40 	 	 82 	 43.29891727 	 -79.48816519
41 	 	 82 	 43.30231013 	 -79.47757676
42 	 	 82 	 43.30566147 	 -79.46698697
43 	 	 82 	 43.30901272 	 -79.45639601
44 	 	 82 	 43.31236206 	 -79.44580393
45 	 	 82 	 43.31582745 	 -79.43514481
46 	 	 82 	 43.31940706 	 -79.4244174
47 	 	 82 	 43.32298653 	 -79.41368749
48 	 	 82 	 43.32656499 	 -79.40295759
49 	 	 82 	 43.33058761 	 -79.39110087
50 	 	 82 	 43.33505583 	 -79.37811682
51 	 	 82 	 43.33952164 	 -79.36513092
52 	 	 82 	 43.34398684 	 -79.35214314
53 	 	 82 	 43.34838703 	 -79.33918236
54 	 	 82 	 43.35272402 	 -79.32624981
55 	 	 82 	 43.35705951 	 -79.31331546
56 	 	 82 	 43.3613935 	 -79.30037931
57 	 	 82 	 43.36562142 	 -79.28749242
58 	 	 82 	 43.36974325 	 -79.27465365
59 	 	 82 	 43.37386362 	 -79.26181441
60 	 	 82 	 43.3779825 	 -79.24897223
61 	 	 82 	 43.38196903 	 -79.23616671
62 	 	 82 	 43.3858232 	 -79.22339548
63 	 	 82 	 43.3896768 	 -79.21062264
64 	 	 82 	 43.39352807 	 -79.19784948
65 	 	 82 	 43.39724938 	 -79.18509092
66 	 	 82 	 43.40083985 	 -79.17234832
67 	 	 82 	 43.40442887 	 -79.15960425
68 	 	 82 	 43.40801646 	 -79.14685996
69 	 	 82 	 43.41148844 	 -79.13412635
70 	 	 82 	 43.41484399 	 -79.12140723
71 	 	 82 	 43.41819807 	 -79.10868552
72 	 	 82 	 43.42155161 	 -79.09596242
73 	 	 82 	 43.42479974 	 -79.08326718
74 	 	 82 	 43.42794521 	 -79.07060102
75 	 	 82 	 43.43108834 	 -79.05793363
76 	 	 82 	 43.43423002 	 -79.04526373
77 	 	 82 	 43.43727035 	 -79.03264646
78 	 	 82 	 43.44020843 	 -79.02008069
79 	 	 82 	 43.44314511 	 -79.00751375
80 	 	 82 	 43.44608035 	 -78.9949444
81 	 	 82 	 43.44891003 	 -78.98244161
82 	 	 82 	 43.45163412 	 -78.97000175
83 	 	 82 	 43.45435684 	 -78.95756205
84 	 	 82 	 43.45707817 	 -78.94512005
85 	 	 82 	 43.45965199 	 -78.9327623
86 	 	 82 	 43.46207922 	 -78.92048765
87 	 	 82 	 43.46450419 	 -78.90821085
88 	 	 82 	 43.46692874 	 -78.89593432
89 	 	 82 	 43.46977619 	 -78.8827408
90 	 	 82 	 43.47304621 	 -78.86863113
91 	 	 82 	 43.47631447 	 -78.85451999
92 	 	 82 	 43.47958094 	 -78.8404074
93 	 	 82 	 43.48272962 	 -78.82629998
94 	 	 82 	 43.48575959 	 -78.81219785
95 	 	 82 	 43.48878778 	 -78.79809314
96 	 	 82 	 43.49181511 	 -78.78398829
97 	 	 82 	 43.49469952 	 -78.76989347
98 	 	 82 	 43.49744283 	 -78.75580873
99 	 	 82 	 43.50018525 	 -78.7417215
100 	 	 82 	 43.50292503 	 -78.72763434
101 	 	 82 	 43.50549992 	 -78.71353852
102 	 	 82 	 43.50790995 	 -78.69943539
103 	 	 82 	 43.51031909 	 -78.68532995
104 	 	 82 	 43.51272559 	 -78.67122472
105 	 	 82 	 43.51494162 	 -78.65709358
106 	 	 82 	 43.51696635 	 -78.64293916
107 	 	 82 	 43.51898929 	 -78.62878387
108 	 	 82 	 43.52101136 	 -78.61462767
109 	 	 82 	 43.52282208 	 -78.60043807
110 	 	 82 	 43.52442324 	 -78.58621516
111 	 	 82 	 43.52602261 	 -78.57199157
112 	 	 82 	 43.5276202 	 -78.55776731
113 	 	 82 	 43.52901201 	 -78.54347765
114 	 	 82 	 43.53019807 	 -78.52912396
115 	 	 82 	 43.5313823 	 -78.51476979
116 	 	 82 	 43.53256382 	 -78.50041518
117 	 	 82 	 43.53356471 	 -78.48595366
118 	 	 82 	 43.53438408 	 -78.47138788
119 	 	 82 	 43.53520156 	 -78.45682056
120 	 	 82 	 43.53601719 	 -78.44225416
121 	 	 82 	 43.53668827 	 -78.42758833
122 	 	 82 	 43.53721298 	 -78.41282448
123 	 	 82 	 43.53773578 	 -78.39806047
124 	 	 82 	 43.53825756 	 -78.38329625
125 	 	 82 	 43.53923009 	 -78.36832652
126 	 	 82 	 43.54065414 	 -78.35314965
127 	 	 82 	 43.54207526 	 -78.33797221
128 	 	 82 	 43.54349524 	 -78.32279411
129 	 	 82 	 43.54439005 	 -78.30665961
130 	 	 82 	 43.54476109 	 -78.28956903
131 	 	 82 	 43.54512957 	 -78.27247836
132 	 	 82 	 43.54549456 	 -78.25538642
133 	 	 82 	 43.54582201 	 -78.23822544
134 	 	 82 	 43.54611188 	 -78.22099547
135 	 	 82 	 43.54639914 	 -78.20376546
136 	 	 82 	 43.5466838 	 -78.18653542
137 	 	 82 	 43.5468431 	 -78.16925664
138 	 	 82 	 43.54687699 	 -78.15192799
139 	 	 82 	 43.54690915 	 -78.13459941
140 	 	 82 	 43.54693868 	 -78.11727096
141 	 	 82 	 43.54679217 	 -78.09992124
142 	 	 82 	 43.5464705 	 -78.08255036
143 	 	 82 	 43.54614617 	 -78.06517858
144 	 	 82 	 43.5458192 	 -78.04780712
145 	 	 82 	 43.54529266 	 -78.03044568
146 	 	 82 	 43.54456747 	 -78.01309436
147 	 	 82 	 43.54383962 	 -77.99574238
148 	 	 82 	 43.54310915 	 -77.97839095
149 	 	 82 	 43.54218439 	 -77.9610782
150 	 	 82 	 43.54106533 	 -77.94380304
151 	 	 82 	 43.53994367 	 -77.92652867
152 	 	 82 	 43.53882032 	 -77.90925504
153 	 	 82 	 43.53753738 	 -77.89203606
154 	 	 82 	 43.53609577 	 -77.87487182
155 	 	 82 	 43.53465161 	 -77.85770855
156 	 	 82 	 43.53320486 	 -77.84054501
157 	 	 82 	 43.53165626 	 -77.8234384
158 	 	 82 	 43.53000666 	 -77.80638503
159 	 	 82 	 43.52835367 	 -77.78933402
160 	 	 82 	 43.52669902 	 -77.77228281
161 	 	 82 	 43.52501059 	 -77.75527273
162 	 	 82 	 43.52328834 	 -77.73830254
163 	 	 82 	 43.5215645 	 -77.72133343
164 	 	 82 	 43.5198382 	 -77.70436666
165 	 	 82 	 43.51834739 	 -77.68728654
166 	 	 82 	 43.51709383 	 -77.67009399
167 	 	 82 	 43.51583681 	 -77.65290237
168 	 	 82 	 43.51457811 	 -77.63571157
169 	 	 82 	 43.51328824 	 -77.61874097
170 	 	 82 	 43.51196814 	 -77.6019893
171 	 	 82 	 43.51064564 	 -77.58523975
172 	 	 82 	 43.50932067 	 -77.56848984
173 	 	 82 	 43.50807936 	 -77.55172974
174 	 	 82 	 43.50692257 	 -77.53495807
175 	 	 82 	 43.50576334 	 -77.5181872
176 	 	 82 	 43.50460166 	 -77.50141714
177 	 	 82 	 43.50348164 	 -77.48467623
178 	 	 82 	 43.50240327 	 -77.46796445
179 	 	 82 	 43.50132247 	 -77.45125343
180 	 	 82 	 43.50023831 	 -77.43454198
181 	 	 82 	 43.49919387 	 -77.41788321
182 	 	 82 	 43.49818819 	 -77.40127467
183 	 	 82 	 43.49717925 	 -77.38466813
184 	 	 82 	 43.49616877 	 -77.36806102
185 	 	 82 	 43.4952155 	 -77.35151658
186 	 	 82 	 43.49432027 	 -77.33503223
187 	 	 82 	 43.49342362 	 -77.31854971
188 	 	 82 	 43.49252371 	 -77.30206789
189 	 	 82 	 43.4917117 	 -77.2856492
190 	 	 82 	 43.49098765 	 -77.26929479
191 	 	 82 	 43.49026038 	 -77.252941
192 	 	 82 	 43.48953171 	 -77.23658893
193 	 	 82 	 43.48892434 	 -77.22030019
194 	 	 82 	 43.48843836 	 -77.20407713
195 	 	 82 	 43.48795099 	 -77.18785444
196 	 	 82 	 43.48746042 	 -77.17163223
197 	 	 82 	 43.48713099 	 -77.15547796
198 	 	 82 	 43.48696275 	 -77.13939275
199 	 	 82 	 43.48679225 	 -77.12330778
200 	 	 82 	 43.48661859 	 -77.10722312
201 	 	 82 	 43.48666323 	 -77.09121722
202 	 	 82 	 43.48692533 	 -77.07529117
203 	 	 82 	 43.48718517 	 -77.05936392
204 	 	 82 	 43.48744278 	 -77.04343669
205 	 	 82 	 43.4878469 	 -77.02761844
206 	 	 82 	 43.48839851 	 -77.01191021
207 	 	 82 	 43.48894706 	 -76.99620191
208 	 	 82 	 43.48949432 	 -76.98049343
209 	 	 82 	 43.48973688 	 -76.96236523
210 	 	 82 	 43.48967544 	 -76.94181878
211 	 	 82 	 43.48960939 	 -76.92127271
212 	 	 82 	 43.48953964 	 -76.90072695
213 	 	 82 	 43.48977641 	 -76.88029519
214 	 	 82 	 43.49031797 	 -76.85997847
215 	 	 82 	 43.49085676 	 -76.83966036
216 	 	 82 	 43.49139195 	 -76.8193434
217 	 	 82 	 43.4921204 	 -76.79911656
218 	 	 82 	 43.49304393 	 -76.77897952
219 	 	 82 	 43.49396392 	 -76.75884337
220 	 	 82 	 43.49488033 	 -76.73870689
221 	 	 82 	 43.49593676 	 -76.7186539
222 	 	 82 	 43.49713143 	 -76.69868439
223 	 	 82 	 43.49832347 	 -76.6787143
224 	 	 82 	 43.49951198 	 -76.6587437
225 	 	 82 	 43.50080832 	 -76.63885979
226 	 	 82 	 43.50221344 	 -76.6190624
227 	 	 82 	 43.50361423 	 -76.59926566
228 	 	 82 	 43.50501239 	 -76.57946698
229 	 	 82 	 43.50650243 	 -76.55975837
230 	 	 82 	 43.5080845 	 -76.54014221
231 	 	 82 	 43.50966309 	 -76.52052407
232 	 	 82 	 43.51123826 	 -76.50090517
233 	 	 82 	 43.51290557 	 -76.48137981
234 	 	 82 	 43.51466497 	 -76.46194544
235 	 	 82 	 43.516421 	 -76.44251021
239 	 	 82 	 43.52400401 	 -76.3652077
240 	 	 82 	 43.52598013 	 -76.34594651
241 	 	 82 	 43.52813173 	 -76.32676328
242 	 	 82 	 43.53045703 	 -76.30765801
243 	 	 82 	 43.53278001 	 -76.2885527
244 	 	 82 	 43.53509878 	 -76.26944502
245 	 	 82 	 43.53771847 	 -76.25039884
246 	 	 82 	 43.5406382 	 -76.23141393
20 	 	 83 	 43.23904637 	 -79.70763285
21 	 	 83 	 43.24265929 	 -79.69694409
22 	 	 83 	 43.24626592 	 -79.68626528
23 	 	 83 	 43.24987153 	 -79.67558524
24 	 	 83 	 43.25347613 	 -79.66490395
25 	 	 83 	 43.25706818 	 -79.65423646
26 	 	 83 	 43.26064861 	 -79.64358398
27 	 	 83 	 43.26422892 	 -79.63293026
28 	 	 83 	 43.26780732 	 -79.62227533
29 	 	 83 	 43.27136869 	 -79.61163432
30 	 	 83 	 43.27491214 	 -79.6010085
31 	 	 83 	 43.27845458 	 -79.59038146
