I 	 	 J 	 lat 	 lon
45 	 	 61 	 43.18770499 	 -79.35521491
46 	 	 61 	 43.19080689 	 -79.34521502
47 	 	 61 	 43.19390792 	 -79.33521536
48 	 	 61 	 43.19700804 	 -79.32521349
49 	 	 61 	 43.20102822 	 -79.31305836
50 	 	 61 	 43.2059668 	 -79.29874535
51 	 	 61 	 43.21090446 	 -79.28443128
52 	 	 61 	 43.21584029 	 -79.27011495
53 	 	 61 	 43.22095764 	 -79.25624668
54 	 	 61 	 43.22625666 	 -79.24282647
55 	 	 61 	 43.23155407 	 -79.22940397
56 	 	 61 	 43.23685076 	 -79.21597915
57 	 	 61 	 43.24180758 	 -79.20337489
58 	 	 61 	 43.24642575 	 -79.19159403
59 	 	 61 	 43.25104267 	 -79.17981142
60 	 	 61 	 43.25565833 	 -79.16802583
61 	 	 61 	 43.25958623 	 -79.15627153
62 	 	 61 	 43.26282726 	 -79.14454643
63 	 	 61 	 43.26606705 	 -79.13282013
64 	 	 61 	 43.26930473 	 -79.12109264
65 	 	 61 	 43.27219306 	 -79.10916771
66 	 	 61 	 43.27473023 	 -79.09704802
67 	 	 61 	 43.27726608 	 -79.08492613
68 	 	 61 	 43.27980063 	 -79.07280328
69 	 	 61 	 43.28226133 	 -79.06043774
70 	 	 61 	 43.2846472 	 -79.04782832
71 	 	 61 	 43.28703166 	 -79.03521797
72 	 	 61 	 43.2894147 	 -79.02260667
73 	 	 61 	 43.29201542 	 -79.00975185
74 	 	 61 	 43.29483283 	 -78.99665337
75 	 	 61 	 43.2976496 	 -78.9835537
76 	 	 61 	 43.30046486 	 -78.97045287
77 	 	 61 	 43.30349721 	 -78.9577948
78 	 	 61 	 43.30674861 	 -78.94557936
79 	 	 61 	 43.30999778 	 -78.93336269
80 	 	 61 	 43.31324651 	 -78.92114473
81 	 	 61 	 43.3162581 	 -78.90927519
82 	 	 61 	 43.31903261 	 -78.89775302
83 	 	 61 	 43.32180685 	 -78.88622981
84 	 	 61 	 43.32457902 	 -78.87470686
85 	 	 61 	 43.32706579 	 -78.86411543
86 	 	 61 	 43.32926652 	 -78.85445581
87 	 	 61 	 43.33146643 	 -78.84479553
88 	 	 61 	 43.3336655 	 -78.83513458
89 	 	 61 	 43.33606921 	 -78.82330566
90 	 	 61 	 43.33867597 	 -78.80930845
91 	 	 61 	 43.341281 	 -78.79531012
92 	 	 61 	 43.34388428 	 -78.78131065
93 	 	 61 	 43.34621487 	 -78.76777524
94 	 	 61 	 43.34827201 	 -78.7547017
95 	 	 61 	 43.35032852 	 -78.74162729
96 	 	 61 	 43.35238262 	 -78.7285521
97 	 	 61 	 43.35488149 	 -78.71582087
98 	 	 61 	 43.35782347 	 -78.70343468
99 	 	 61 	 43.36076406 	 -78.6910461
100 	 	 61 	 43.3637042 	 -78.67865757
101 	 	 61 	 43.36634884 	 -78.6661064
102 	 	 61 	 43.36869882 	 -78.65339272
103 	 	 61 	 43.37104737 	 -78.6406781
104 	 	 61 	 43.37339451 	 -78.6279638
105 	 	 61 	 43.37577902 	 -78.61508041
106 	 	 61 	 43.37819999 	 -78.6020304
107 	 	 61 	 43.38061947 	 -78.58898065
108 	 	 61 	 43.38303652 	 -78.57592872
109 	 	 61 	 43.38483448 	 -78.56338822
110 	 	 61 	 43.38601179 	 -78.55136086
111 	 	 61 	 43.38718781 	 -78.5393331
112 	 	 61 	 43.38836256 	 -78.52730493
113 	 	 61 	 43.38894978 	 -78.51556205
114 	 	 61 	 43.38894957 	 -78.5041048
115 	 	 61 	 43.38894731 	 -78.49264765
116 	 	 61 	 43.38894479 	 -78.48119052
117 	 	 61 	 43.38930117 	 -78.46879249
118 	 	 61 	 43.39001518 	 -78.45545214
119 	 	 61 	 43.39072853 	 -78.44211151
120 	 	 61 	 43.39144029 	 -78.42876941
121 	 	 61 	 43.3918569 	 -78.41474814
122 	 	 61 	 43.391979 	 -78.40004663
123 	 	 61 	 43.3920992 	 -78.38534515
124 	 	 61 	 43.39221751 	 -78.37064371
125 	 	 61 	 43.39217331 	 -78.35670614
126 	 	 61 	 43.39196867 	 -78.34353123
127 	 	 61 	 43.39176341 	 -78.33035645
128 	 	 61 	 43.39155573 	 -78.31718187
129 	 	 61 	 43.39122862 	 -78.30232986
130 	 	 61 	 43.39078324 	 -78.28580171
131 	 	 61 	 43.39033455 	 -78.26927273
132 	 	 61 	 43.3898844 	 -78.25274531
133 	 	 61 	 43.38972908 	 -78.23622203
134 	 	 61 	 43.38987046 	 -78.21970502
135 	 	 61 	 43.39000944 	 -78.20318807
136 	 	 61 	 43.390146 	 -78.18666992
137 	 	 61 	 43.39057179 	 -78.17018393
138 	 	 61 	 43.39128592 	 -78.1537299
139 	 	 61 	 43.39199763 	 -78.13727437
140 	 	 61 	 43.392707 	 -78.12081982
141 	 	 61 	 43.39238448 	 -78.10442147
142 	 	 61 	 43.39102831 	 -78.08808025
143 	 	 61 	 43.38967074 	 -78.07173984
144 	 	 61 	 43.38830994 	 -78.05540032
145 	 	 61 	 43.38710104 	 -78.03910601
146 	 	 61 	 43.38604226 	 -78.02285685
147 	 	 61 	 43.38498207 	 -78.00660834
148 	 	 61 	 43.38391867 	 -77.99035934
149 	 	 61 	 43.38250485 	 -77.97405553
150 	 	 61 	 43.3807397 	 -77.95769724
151 	 	 61 	 43.37897315 	 -77.94133999
152 	 	 61 	 43.37720334 	 -77.92498264
153 	 	 61 	 43.37529022 	 -77.90870636
154 	 	 61 	 43.37323284 	 -77.8925076
155 	 	 61 	 43.37117322 	 -77.87631131
156 	 	 61 	 43.3691113 	 -77.86011501
157 	 	 61 	 43.36712868 	 -77.84387375
158 	 	 61 	 43.36522713 	 -77.82758737
159 	 	 61 	 43.36332235 	 -77.81130096
160 	 	 61 	 43.36141622 	 -77.79501688
161 	 	 61 	 43.35979889 	 -77.77883948
162 	 	 61 	 43.35847043 	 -77.76276974
163 	 	 61 	 43.35713974 	 -77.74670083
164 	 	 61 	 43.3558068 	 -77.73063276
165 	 	 61 	 43.35442507 	 -77.71429289
166 	 	 61 	 43.35299357 	 -77.69768257
167 	 	 61 	 43.35155881 	 -77.68107446
168 	 	 61 	 43.35012252 	 -77.664466
169 	 	 61 	 43.34879669 	 -77.64743895
170 	 	 61 	 43.34758018 	 -77.62999208
171 	 	 61 	 43.34636102 	 -77.61254606
172 	 	 61 	 43.34513926 	 -77.59510215
173 	 	 61 	 43.34382789 	 -77.57710022
174 	 	 61 	 43.34242585 	 -77.55854415
175 	 	 61 	 43.34102169 	 -77.53998784
176 	 	 61 	 43.33961364 	 -77.52143264
177 	 	 61 	 43.33818996 	 -77.50352434
178 	 	 61 	 43.33675088 	 -77.48626044
179 	 	 61 	 43.33530925 	 -77.46899876
180 	 	 61 	 43.33386415 	 -77.45173811
181 	 	 61 	 43.33236875 	 -77.43424814
182 	 	 61 	 43.33082297 	 -77.41652891
183 	 	 61 	 43.32927451 	 -77.39881199
184 	 	 61 	 43.32772333 	 -77.38109615
185 	 	 61 	 43.32618441 	 -77.36320167
186 	 	 61 	 43.32465678 	 -77.34512863
187 	 	 61 	 43.32312722 	 -77.32705663
188 	 	 61 	 43.32159398 	 -77.30898702
189 	 	 61 	 43.32016699 	 -77.29108944
190 	 	 61 	 43.31884635 	 -77.27336377
191 	 	 61 	 43.31752298 	 -77.25563907
192 	 	 61 	 43.31619693 	 -77.23791655
193 	 	 61 	 43.3148122 	 -77.22016395
194 	 	 61 	 43.31337071 	 -77.20238489
195 	 	 61 	 43.31192554 	 -77.18460569
196 	 	 61 	 43.31047853 	 -77.16682747
197 	 	 61 	 43.30938604 	 -77.14928538
198 	 	 61 	 43.30864996 	 -77.13197898
199 	 	 61 	 43.30791034 	 -77.11467202
200 	 	 61 	 43.30716904 	 -77.09736683
201 	 	 61 	 43.30672787 	 -77.07959648
202 	 	 61 	 43.30658835 	 -77.06135939
203 	 	 61 	 43.30644596 	 -77.04312382
204 	 	 61 	 43.30630061 	 -77.02488732
205 	 	 61 	 43.30618843 	 -77.00716778
206 	 	 61 	 43.3061096 	 -76.98996392
207 	 	 61 	 43.30602818 	 -76.97276029
208 	 	 61 	 43.30594417 	 -76.95555691
209 	 	 61 	 43.30595423 	 -76.93659178
210 	 	 61 	 43.30605754 	 -76.91586613
211 	 	 61 	 43.30615704 	 -76.89513945
212 	 	 61 	 43.30625371 	 -76.87441417
213 	 	 61 	 43.30651111 	 -76.85360764
214 	 	 61 	 43.30693018 	 -76.83272209
44 	 	 62 	 43.18541489 	 -79.36600428
45 	 	 62 	 43.18874363 	 -79.35587
46 	 	 62 	 43.19185527 	 -79.34585494
47 	 	 62 	 43.19496694 	 -79.33584009
48 	 	 62 	 43.19807681 	 -79.32582426
49 	 	 62 	 43.20210165 	 -79.31367498
50 	 	 62 	 43.20703806 	 -79.29939261
51 	 	 62 	 43.21197356 	 -79.28510917
52 	 	 62 	 43.21690721 	 -79.27082225
53 	 	 62 	 43.22201326 	 -79.25697505
54 	 	 62 	 43.22729006 	 -79.24356762
55 	 	 62 	 43.23256523 	 -79.23015791
56 	 	 62 	 43.23783971 	 -79.21674713
57 	 	 62 	 43.24277946 	 -79.20413953
58 	 	 62 	 43.24738564 	 -79.19233549
59 	 	 62 	 43.25199058 	 -79.18053093
60 	 	 62 	 43.25659337 	 -79.16872465
61 	 	 62 	 43.2605219 	 -79.15694925
62 	 	 62 	 43.26377444 	 -79.14520764
63 	 	 62 	 43.26702572 	 -79.13346359
64 	 	 62 	 43.27027487 	 -79.12171834
65 	 	 62 	 43.27317928 	 -79.10978166
66 	 	 62 	 43.27573705 	 -79.0976513
67 	 	 62 	 43.27829264 	 -79.08552122
68 	 	 62 	 43.2808478 	 -79.07338891
69 	 	 62 	 43.28332742 	 -79.06102011
70 	 	 62 	 43.28573229 	 -79.04841235
71 	 	 62 	 43.28813486 	 -79.03580491
72 	 	 62 	 43.29053691 	 -79.02319525
73 	 	 62 	 43.2931469 	 -79.01035224
74 	 	 62 	 43.29596474 	 -78.99727449
75 	 	 62 	 43.29878193 	 -78.98419431
76 	 	 62 	 43.30159672 	 -78.97111424
77 	 	 62 	 43.30462122 	 -78.9584661
78 	 	 62 	 43.30785555 	 -78.94624857
79 	 	 62 	 43.31108852 	 -78.93402856
80 	 	 62 	 43.31431928 	 -78.92180857
81 	 	 62 	 43.31732006 	 -78.90993552
82 	 	 62 	 43.3200892 	 -78.89841089
83 	 	 62 	 43.32285803 	 -78.886884
84 	 	 62 	 43.32562479 	 -78.87535736
85 	 	 62 	 43.32811023 	 -78.86473992
86 	 	 62 	 43.33031469 	 -78.85503562
87 	 	 62 	 43.33251828 	 -78.84532942
88 	 	 62 	 43.33472102 	 -78.83562255
89 	 	 62 	 43.33713077 	 -78.82377719
90 	 	 62 	 43.33974685 	 -78.80979299
91 	 	 62 	 43.34236119 	 -78.79580766
92 	 	 62 	 43.34497381 	 -78.78182243
93 	 	 62 	 43.34732065 	 -78.7682862
94 	 	 62 	 43.34940196 	 -78.75520291
95 	 	 62 	 43.35148083 	 -78.74211757
96 	 	 62 	 43.3535591 	 -78.72903261
97 	 	 62 	 43.35606222 	 -78.71628619
98 	 	 62 	 43.35899036 	 -78.70388055
99 	 	 62 	 43.36191799 	 -78.6914725
100 	 	 62 	 43.36484335 	 -78.67906334
101 	 	 62 	 43.36748415 	 -78.66649852
102 	 	 62 	 43.3698403 	 -78.65377573
103 	 	 62 	 43.37219503 	 -78.64105325
104 	 	 62 	 43.37454742 	 -78.62832987
105 	 	 62 	 43.37692916 	 -78.61544142
106 	 	 62 	 43.37933842 	 -78.60238917
107 	 	 62 	 43.38174617 	 -78.58933595
108 	 	 62 	 43.3841524 	 -78.57628175
109 	 	 62 	 43.38594918 	 -78.56372626
110 	 	 62 	 43.38713673 	 -78.55167111
111 	 	 62 	 43.3883221 	 -78.53961559
112 	 	 62 	 43.38950705 	 -78.52755839
113 	 	 62 	 43.39011513 	 -78.51577986
114 	 	 62 	 43.3901473 	 -78.5042791
115 	 	 62 	 43.39017832 	 -78.49277837
116 	 	 62 	 43.39020814 	 -78.48127645
117 	 	 62 	 43.39057564 	 -78.46885177
118 	 	 62 	 43.3912814 	 -78.45550408
119 	 	 62 	 43.39198468 	 -78.44215619
120 	 	 62 	 43.39268728 	 -78.42880679
121 	 	 62 	 43.39310315 	 -78.41479267
122 	 	 62 	 43.39323298 	 -78.40011399
123 	 	 62 	 43.39336091 	 -78.38543533
124 	 	 62 	 43.39348693 	 -78.37075547
125 	 	 62 	 43.39345618 	 -78.35681456
126 	 	 62 	 43.39326893 	 -78.34361268
127 	 	 62 	 43.39308015 	 -78.33041097
128 	 	 62 	 43.39288986 	 -78.31720941
129 	 	 62 	 43.39257951 	 -78.30234274
130 	 	 62 	 43.39214935 	 -78.28581108
131 	 	 62 	 43.39171684 	 -78.269281
132 	 	 62 	 43.39128281 	 -78.25275001
133 	 	 62 	 43.39113016 	 -78.23622499
134 	 	 62 	 43.39125884 	 -78.21970448
135 	 	 62 	 43.39138603 	 -78.20318398
136 	 	 62 	 43.39151083 	 -78.18666354
137 	 	 62 	 43.39190948 	 -78.17017226
138 	 	 62 	 43.39258294 	 -78.15371237
139 	 	 62 	 43.39325491 	 -78.13725218
140 	 	 62 	 43.39392358 	 -78.12079057
141 	 	 62 	 43.39359456 	 -78.1043848
142 	 	 62 	 43.39226874 	 -78.08803316
143 	 	 62 	 43.39094063 	 -78.07168359
144 	 	 62 	 43.3896102 	 -78.05533485
145 	 	 62 	 43.38841721 	 -78.03902954
146 	 	 62 	 43.38736078 	 -78.02276757
147 	 	 62 	 43.38630116 	 -78.00650634
148 	 	 62 	 43.38524016 	 -77.99024699
149 	 	 62 	 43.38383241 	 -77.97393512
150 	 	 62 	 43.38207704 	 -77.95757229
151 	 	 62 	 43.38032021 	 -77.94120926
152 	 	 62 	 43.3785602 	 -77.92484858
153 	 	 62 	 43.37665678 	 -77.90856528
154 	 	 62 	 43.37460908 	 -77.8923595
155 	 	 62 	 43.37255908 	 -77.87615372
156 	 	 62 	 43.37050775 	 -77.85995034
157 	 	 62 	 43.36853302 	 -77.84370213
158 	 	 62 	 43.36663583 	 -77.82741145
159 	 	 62 	 43.3647363 	 -77.81112069
160 	 	 62 	 43.36283449 	 -77.79483108
161 	 	 62 	 43.36121418 	 -77.77864483
162 	 	 62 	 43.35987358 	 -77.76256055
163 	 	 62 	 43.35853167 	 -77.74647831
164 	 	 62 	 43.35718748 	 -77.73039568
165 	 	 62 	 43.35578848 	 -77.71405144
166 	 	 62 	 43.35433367 	 -77.69744573
167 	 	 62 	 43.3528774 	 -77.68084213
168 	 	 62 	 43.3514178 	 -77.6642383
169 	 	 62 	 43.35008649 	 -77.64720996
170 	 	 62 	 43.34888327 	 -77.62975705
171 	 	 62 	 43.34767737 	 -77.61230376
172 	 	 62 	 43.34646886 	 -77.59485256
173 	 	 62 	 43.34516697 	 -77.57686821
174 	 	 62 	 43.34377233 	 -77.55834957
175 	 	 62 	 43.34237474 	 -77.5398332
176 	 	 62 	 43.34097329 	 -77.52131791
177 	 	 62 	 43.33955542 	 -77.50342369
178 	 	 62 	 43.33811964 	 -77.48615058
179 	 	 62 	 43.33668038 	 -77.46887851
180 	 	 62 	 43.33523943 	 -77.45160737
181 	 	 62 	 43.33374939 	 -77.43411669
182 	 	 62 	 43.33220932 	 -77.41640782
183 	 	 62 	 43.33066652 	 -77.39870003
184 	 	 62 	 43.32912097 	 -77.38099209
185 	 	 62 	 43.32758891 	 -77.3631153
186 	 	 62 	 43.32607017 	 -77.34506721
187 	 	 62 	 43.32454767 	 -77.32701903
188 	 	 62 	 43.32302328 	 -77.30897313
189 	 	 62 	 43.32160407 	 -77.29109315
190 	 	 62 	 43.32029014 	 -77.27338023
191 	 	 62 	 43.31897435 	 -77.25566697
192 	 	 62 	 43.31765584 	 -77.23795466
193 	 	 62 	 43.31628776 	 -77.22021539
194 	 	 62 	 43.31487016 	 -77.20245044
195 	 	 62 	 43.31344977 	 -77.18468528
196 	 	 62 	 43.31202666 	 -77.16692114
197 	 	 62 	 43.31095148 	 -77.14938491
198 	 	 62 	 43.3102252 	 -77.13207497
199 	 	 62 	 43.30949632 	 -77.11476564
200 	 	 62 	 43.30876482 	 -77.09745691
201 	 	 62 	 43.30832962 	 -77.07970297
202 	 	 62 	 43.30818953 	 -77.06150118
203 	 	 62 	 43.30804568 	 -77.04330098
204 	 	 62 	 43.30789984 	 -77.02510102
205 	 	 62 	 43.3077955 	 -77.00739899
206 	 	 62 	 43.30773119 	 -76.99019741
207 	 	 62 	 43.30766514 	 -76.97299478
208 	 	 62 	 43.30759565 	 -76.95579366
209 	 	 62 	 43.30760659 	 -76.93682673
210 	 	 62 	 43.30769537 	 -76.91609655
211 	 	 62 	 43.30778124 	 -76.89536531
212 	 	 62 	 43.30786333 	 -76.87463429
213 	 	 62 	 43.30811101 	 -76.85383157
214 	 	 62 	 43.30852502 	 -76.83295445
44 	 	 63 	 43.18645001 	 -79.36666947
45 	 	 63 	 43.18978136 	 -79.35652514
46 	 	 63 	 43.19290457 	 -79.34649609
47 	 	 63 	 43.19602598 	 -79.33646606
48 	 	 63 	 43.19914647 	 -79.3264338
49 	 	 63 	 43.20317419 	 -79.31429289
50 	 	 63 	 43.20810931 	 -79.30003989
51 	 	 63 	 43.21304353 	 -79.28578583
52 	 	 63 	 43.21797501 	 -79.27152832
53 	 	 63 	 43.22306798 	 -79.25770348
54 	 	 63 	 43.22832344 	 -79.2443088
55 	 	 63 	 43.23357641 	 -79.23091311
56 	 	 63 	 43.23882867 	 -79.21751513
57 	 	 63 	 43.24375132 	 -79.20490297
58 	 	 63 	 43.24834554 	 -79.19307821
59 	 	 63 	 43.25293761 	 -79.18125172
60 	 	 63 	 43.25752931 	 -79.16942347
61 	 	 63 	 43.2614567 	 -79.15762825
62 	 	 63 	 43.26472072 	 -79.14586889
63 	 	 63 	 43.2679844 	 -79.13410829
64 	 	 63 	 43.27124593 	 -79.12234527
65 	 	 63 	 43.27416548 	 -79.11039439
66 	 	 63 	 43.27674299 	 -79.09825585
67 	 	 63 	 43.27932009 	 -79.0861163
68 	 	 63 	 43.28189498 	 -79.07397579
69 	 	 63 	 43.2843944 	 -79.06160247
70 	 	 63 	 43.28681739 	 -79.04899763
71 	 	 63 	 43.28923895 	 -79.03639061
72 	 	 63 	 43.29165912 	 -79.02378386
73 	 	 63 	 43.29427836 	 -79.01095143
74 	 	 63 	 43.29709663 	 -78.9978944
75 	 	 63 	 43.29991428 	 -78.98483618
76 	 	 63 	 43.30272949 	 -78.97177561
77 	 	 63 	 43.30574521 	 -78.95913618
78 	 	 63 	 43.30896247 	 -78.94691657
79 	 	 63 	 43.31217838 	 -78.93469572
80 	 	 63 	 43.31539297 	 -78.92247362
81 	 	 63 	 43.31838205 	 -78.91059709
82 	 	 63 	 43.32114576 	 -78.89906755
83 	 	 63 	 43.3239092 	 -78.8875382
84 	 	 63 	 43.32667054 	 -78.87600665
85 	 	 63 	 43.3291556 	 -78.86536563
86 	 	 63 	 43.33136285 	 -78.85561545
87 	 	 63 	 43.33357012 	 -78.84586333
88 	 	 63 	 43.33577565 	 -78.83611057
89 	 	 63 	 43.33819236 	 -78.82424997
90 	 	 63 	 43.34081775 	 -78.81027879
91 	 	 63 	 43.3434414 	 -78.79630646
92 	 	 63 	 43.34606421 	 -78.78233296
93 	 	 63 	 43.34842646 	 -78.76879842
94 	 	 63 	 43.35053102 	 -78.75570417
95 	 	 63 	 43.35263406 	 -78.74260908
96 	 	 63 	 43.35473468 	 -78.72951317
97 	 	 63 	 43.35724298 	 -78.71675275
98 	 	 63 	 43.36015724 	 -78.70432644
99 	 	 63 	 43.36307102 	 -78.69189895
100 	 	 63 	 43.36598253 	 -78.67947035
101 	 	 63 	 43.36861947 	 -78.66689065
102 	 	 63 	 43.3709818 	 -78.65415999
103 	 	 63 	 43.37334178 	 -78.64142844
104 	 	 63 	 43.37570033 	 -78.62869595
105 	 	 63 	 43.37807931 	 -78.61580244
106 	 	 63 	 43.38047683 	 -78.60274672
107 	 	 63 	 43.38287286 	 -78.58969126
108 	 	 63 	 43.38526828 	 -78.57663479
109 	 	 63 	 43.38706388 	 -78.56406431
110 	 	 63 	 43.38826075 	 -78.55198018
111 	 	 63 	 43.38945635 	 -78.53989686
112 	 	 63 	 43.39065064 	 -78.52781189
113 	 	 63 	 43.39128048 	 -78.51599769
114 	 	 63 	 43.39134501 	 -78.50445216
115 	 	 63 	 43.3914084 	 -78.49290789
116 	 	 63 	 43.39147149 	 -78.48136238
117 	 	 63 	 43.39185014 	 -78.46891229
118 	 	 63 	 43.39254674 	 -78.45555729
119 	 	 63 	 43.39324083 	 -78.44220087
120 	 	 63 	 43.39393426 	 -78.42884417
121 	 	 63 	 43.39434941 	 -78.4148372
122 	 	 63 	 43.39448696 	 -78.40018135
123 	 	 63 	 43.3946226 	 -78.38552428
124 	 	 63 	 43.39475725 	 -78.3708672
125 	 	 63 	 43.39473907 	 -78.35692421
126 	 	 63 	 43.39456831 	 -78.34369541
127 	 	 63 	 43.3943969 	 -78.33046549
128 	 	 63 	 43.39422398 	 -78.31723694
129 	 	 63 	 43.3939304 	 -78.30235563
130 	 	 63 	 43.39351639 	 -78.28582164
131 	 	 63 	 43.3931 	 -78.26928799
132 	 	 63 	 43.39268123 	 -78.2527547
133 	 	 63 	 43.3925303 	 -78.23622675
134 	 	 63 	 43.39264719 	 -78.21970269
135 	 	 63 	 43.39276262 	 -78.20317989
136 	 	 63 	 43.39287473 	 -78.18665596
137 	 	 63 	 43.39324809 	 -78.17016179
138 	 	 63 	 43.39388085 	 -78.15369479
139 	 	 63 	 43.39451126 	 -78.1372288
140 	 	 63 	 43.39513926 	 -78.12076137
141 	 	 63 	 43.39480554 	 -78.10434808
142 	 	 63 	 43.39350919 	 -78.08798729
143 	 	 63 	 43.39221142 	 -78.07162729
144 	 	 63 	 43.39091043 	 -78.05526815
145 	 	 63 	 43.38973335 	 -78.03895183
146 	 	 63 	 43.38867841 	 -78.02267833
147 	 	 63 	 43.38762117 	 -78.00640552
148 	 	 63 	 43.38656162 	 -77.9901334
149 	 	 63 	 43.38515905 	 -77.97381352
150 	 	 63 	 43.38341434 	 -77.9574461
151 	 	 63 	 43.3816673 	 -77.94107975
152 	 	 63 	 43.37991795 	 -77.92471447
153 	 	 63 	 43.37802426 	 -77.90842538
154 	 	 63 	 43.37598619 	 -77.89221012
155 	 	 63 	 43.37394588 	 -77.8759973
156 	 	 63 	 43.37190331 	 -77.8597857
157 	 	 63 	 43.36993649 	 -77.84353178
158 	 	 63 	 43.36804452 	 -77.82723552
159 	 	 63 	 43.36614936 	 -77.81094046
160 	 	 63 	 43.3642528 	 -77.7946465
161 	 	 63 	 43.36262858 	 -77.77845021
162 	 	 63 	 43.36127766 	 -77.76235254
163 	 	 63 	 43.35992447 	 -77.7462545
164 	 	 63 	 43.35856816 	 -77.73015858
165 	 	 63 	 43.3571519 	 -77.71380998
166 	 	 63 	 43.35567467 	 -77.69720881
167 	 	 63 	 43.35419508 	 -77.68060984
168 	 	 63 	 43.35271311 	 -77.66401181
169 	 	 63 	 43.35137633 	 -77.64698218
170 	 	 63 	 43.35018636 	 -77.629522
171 	 	 63 	 43.34899375 	 -77.61206267
172 	 	 63 	 43.34779849 	 -77.59460419
173 	 	 63 	 43.34650692 	 -77.57663492
174 	 	 63 	 43.34511884 	 -77.55815621
175 	 	 63 	 43.3437278 	 -77.53967854
176 	 	 63 	 43.34233383 	 -77.52120313
177 	 	 63 	 43.34091998 	 -77.50332308
178 	 	 63 	 43.33948747 	 -77.48603953
179 	 	 63 	 43.3380524 	 -77.4687582
180 	 	 63 	 43.33661471 	 -77.45147661
181 	 	 63 	 43.33512917 	 -77.43398651
182 	 	 63 	 43.33359566 	 -77.41628673
183 	 	 63 	 43.3320585 	 -77.39858684
184 	 	 63 	 43.33051956 	 -77.38088921
185 	 	 63 	 43.3289943 	 -77.36302887
186 	 	 63 	 43.32748261 	 -77.34500461
187 	 	 63 	 43.325969 	 -77.32698138
188 	 	 63 	 43.32445172 	 -77.30896052
189 	 	 63 	 43.32304028 	 -77.29109815
190 	 	 63 	 43.32173479 	 -77.27339539
191 	 	 63 	 43.32042568 	 -77.25569363
192 	 	 63 	 43.31911389 	 -77.23799405
193 	 	 63 	 43.31776243 	 -77.22026689
194 	 	 63 	 43.3163687 	 -77.20251605
195 	 	 63 	 43.31497311 	 -77.18476493
196 	 	 63 	 43.31357392 	 -77.1670161
197 	 	 63 	 43.31251693 	 -77.14948444
198 	 	 63 	 43.31180138 	 -77.13217214
199 	 	 63 	 43.31108229 	 -77.11485926
200 	 	 63 	 43.31036149 	 -77.09754693
201 	 	 63 	 43.30993047 	 -77.07980951
202 	 	 63 	 43.30978986 	 -77.06164427
203 	 	 63 	 43.30964631 	 -77.04347809
204 	 	 63 	 43.30949991 	 -77.02531344
205 	 	 63 	 43.30940171 	 -77.0076315
206 	 	 63 	 43.30935278 	 -76.99043092
207 	 	 63 	 43.30930125 	 -76.97323056
208 	 	 63 	 43.30924713 	 -76.95603043
209 	 	 63 	 43.30925804 	 -76.93706175
210 	 	 63 	 43.30933315 	 -76.91632576
211 	 	 63 	 43.30940454 	 -76.89559123
212 	 	 63 	 43.309473 	 -76.87485565
213 	 	 63 	 43.3097109 	 -76.85405551
214 	 	 63 	 43.31012081 	 -76.83318798
215 	 	 63 	 43.31052693 	 -76.8123217
44 	 	 64 	 43.18748603 	 -79.36733466
45 	 	 64 	 43.19082 	 -79.35718028
46 	 	 64 	 43.19395294 	 -79.34713605
47 	 	 64 	 43.19708409 	 -79.33709085
48 	 	 64 	 43.20021524 	 -79.32704462
49 	 	 64 	 43.20424763 	 -79.31491079
50 	 	 64 	 43.20918146 	 -79.30068716
51 	 	 64 	 43.2141126 	 -79.28646254
52 	 	 64 	 43.21904283 	 -79.27223565
53 	 	 64 	 43.22412359 	 -79.2584319
54 	 	 64 	 43.22935684 	 -79.24505123
55 	 	 64 	 43.23458759 	 -79.23166833
56 	 	 64 	 43.23981762 	 -79.21828316
57 	 	 64 	 43.24472319 	 -79.20566766
58 	 	 64 	 43.24930452 	 -79.19381974
59 	 	 64 	 43.25388551 	 -79.18197128
60 	 	 64 	 43.25846433 	 -79.1701211
61 	 	 64 	 43.26239238 	 -79.15830724
62 	 	 64 	 43.26566789 	 -79.14653014
63 	 	 64 	 43.26894216 	 -79.13475182
64 	 	 64 	 43.27221609 	 -79.12297224
65 	 	 64 	 43.2751517 	 -79.11100838
66 	 	 64 	 43.27774982 	 -79.0988604
67 	 	 64 	 43.28034664 	 -79.08671142
68 	 	 64 	 43.28294214 	 -79.07456146
69 	 	 64 	 43.28546138 	 -79.06218486
70 	 	 64 	 43.28790247 	 -79.0495817
71 	 	 64 	 43.29034305 	 -79.03697756
72 	 	 64 	 43.29278132 	 -79.02437248
73 	 	 64 	 43.29541074 	 -79.01155184
74 	 	 64 	 43.29822942 	 -78.9985143
75 	 	 64 	 43.3010466 	 -78.98547684
76 	 	 64 	 43.30386225 	 -78.972437
77 	 	 64 	 43.3068701 	 -78.95980626
78 	 	 64 	 43.31007028 	 -78.94758457
79 	 	 64 	 43.31326822 	 -78.93536167
80 	 	 64 	 43.31646573 	 -78.9231375
81 	 	 64 	 43.31944403 	 -78.9112587
82 	 	 64 	 43.32220233 	 -78.89972547
83 	 	 64 	 43.32496035 	 -78.8881912
84 	 	 64 	 43.3277163 	 -78.8766572
85 	 	 64 	 43.33020006 	 -78.86599139
86 	 	 64 	 43.33241098 	 -78.85619407
87 	 	 64 	 43.33462196 	 -78.84639726
88 	 	 64 	 43.33683119 	 -78.83659981
89 	 	 64 	 43.33925392 	 -78.82472153
