I	J	XCent	YCent	CUE	CVE	CUN	CVN	WNDSHLT	lat	lon
90	78	674154.1	4810450.6	0.94461	-0.3282	0.3282	0.94461	1	43.42671223	-78.84843856
91	78	675257.1	4810841.1	0.94614	-0.32375	0.32375	0.94614	1	43.4299688	-78.83469593
92	78	676360.2	4811231.6	0.94766	-0.31928	0.31928	0.94766	1	43.43322367	-78.82095065
93	78	677463	4811603.8	0.94931	-0.31434	0.31434	0.94931	1	43.43631226	-78.80721362
94	78	678565.5	4811957.8	0.95109	-0.30892	0.30892	0.95109	1	43.43923548	-78.7934849
95	78	679668.1	4812311.7	0.95283	-0.30349	0.30349	0.95283	1	43.4421561	-78.77975372
96	78	680770.7	4812665.7	0.95454	-0.29807	0.29807	0.95454	1	43.44507594	-78.76602124
97	78	681869.8	4813005.6	0.9564	-0.29206	0.29206	0.9564	1	43.44786808	-78.75233543
98	78	682965.5	4813331.6	0.95839	-0.28546	0.28546	0.95839	1	43.45053432	-78.73869507
99	78	684061.2	4813657.5	0.96034	-0.27884	0.27884	0.96034	1	43.45319801	-78.72505361
100	78	685156.9	4813983.4	0.96224	-0.2722	0.2722	0.96224	1	43.45586004	-78.71141102
101	78	686252.8	4814294.1	0.9641	-0.26555	0.26555	0.9641	1	43.4583836	-78.69777001
102	78	687348.9	4814589.6	0.9659	-0.2589	0.2589	0.9659	1	43.46076871	-78.68413068
103	78	688444.9	4814885.1	0.96767	-0.25221	0.25221	0.96767	1	43.46315219	-78.67049158
104	78	689541	4815180.5	0.9694	-0.24549	0.24549	0.9694	1	43.46553309	-78.65685028
105	78	690639.1	4815455.5	0.97108	-0.23874	0.23874	0.97108	1	43.46772829	-78.6431904
106	78	691739.3	4815710	0.97273	-0.23195	0.23195	0.97273	1	43.46973687	-78.62951087
107	78	692839.6	4815964.5	0.97433	-0.22513	0.22513	0.97433	1	43.47174376	-78.61582926
108	78	693939.8	4816218.9	0.97589	-0.21828	0.21828	0.97589	1	43.47374812	-78.60214809
109	78	695040.2	4816447.8	0.97759	-0.21052	0.21052	0.97759	1	43.47552136	-78.58847274
110	78	696140.7	4816651.1	0.97942	-0.20185	0.20185	0.97942	1	43.47706261	-78.57480464
111	78	697241.1	4816854.3	0.98117	-0.19316	0.19316	0.98117	1	43.47860134	-78.56113719
112	78	698341.6	4817057.6	0.98284	-0.18445	0.18445	0.98284	1	43.48013928	-78.54746785
113	78	699446.5	4817236.5	0.98452	-0.17528	0.17528	0.98452	1	43.4814549	-78.53375246
114	78	700555.6	4817391	0.98619	-0.16564	0.16564	0.98619	1	43.48254824	-78.51999364
115	78	701664.8	4817545.6	0.98775	-0.15602	0.15602	0.98775	1	43.48364077	-78.50623313
116	78	702773.9	4817700.1	0.98923	-0.1464	0.1464	0.98923	1	43.48473077	-78.49247347
117	78	703896.8	4817835.4	0.99043	-0.13801	0.13801	0.99043	1	43.48564261	-78.47855009
118	78	705033.5	4817951.5	0.9914	-0.13086	0.13086	0.9914	1	43.48637626	-78.4644631
119	78	706170.1	4818067.5	0.99232	-0.12372	0.12372	0.99232	1	43.48710728	-78.45037713
120	78	707306.8	4818183.6	0.99318	-0.11661	0.11661	0.99318	1	43.48783743	-78.43628962
121	78	708454.3	4818285.3	0.99391	-0.11021	0.11021	0.99391	1	43.4884333	-78.42207394
122	78	709612.5	4818372.7	0.99452	-0.10452	0.10452	0.99452	1	43.48889576	-78.40773137
123	78	710770.8	4818460.1	0.9951	-0.09885	0.09885	0.9951	1	43.48935638	-78.39338743
124	78	711929	4818547.5	0.99565	-0.09318	0.09318	0.99565	1	43.48981523	-78.3790446
125	78	713098.8	4818667.6	0.99628	-0.08613	0.08613	0.99628	1	43.49056309	-78.36454553
126	78	714280.1	4818820.5	0.99697	-0.07778	0.07778	0.99697	1	43.49160083	-78.34989121
127	78	715461.3	4818973.3	0.99757	-0.06961	0.06961	0.99757	1	43.49263581	-78.33523775
128	78	716642.6	4819126.1	0.9981	-0.06163	0.06163	0.9981	1	43.49366887	-78.32058264
129	78	717915.6	4819233.4	0.99841	-0.05632	0.05632	0.99841	1	43.49426407	-78.30481242
130	78	719280.2	4819295.2	0.99856	-0.05359	0.05359	0.99856	1	43.494421	-78.28792864
131	78	720644.8	4819357	0.99871	-0.05087	0.05087	0.99871	1	43.49457542	-78.27104491
132	78	722009.3	4819418.8	0.99884	-0.04816	0.04816	0.99884	1	43.49472738	-78.25416245
133	78	723376.9	4819474.8	0.99899	-0.04499	0.04499	0.99899	1	43.49482375	-78.23724412
134	78	724747.4	4819524.9	0.99914	-0.04136	0.04136	0.99914	1	43.49486368	-78.22029246
135	78	726118	4819575	0.99929	-0.03776	0.03776	0.99929	1	43.49490106	-78.20333968
136	78	727488.5	4819625.1	0.99942	-0.03418	0.03418	0.99942	1	43.49493595	-78.18638825
137	78	728861.4	4819663.9	0.99954	-0.03033	0.03033	0.99954	1	43.49486597	-78.16941203
138	78	730236.8	4819691.6	0.99966	-0.0262	0.0262	0.99966	1	43.49469287	-78.15240979
139	78	731612.2	4819719.2	0.99976	-0.0221	0.0221	0.99976	1	43.49451634	-78.13540782
140	78	732987.6	4819746.9	0.99984	-0.01803	0.01803	0.99984	1	43.49433819	-78.11840605
141	78	734364.2	4819758.2	0.9999	-0.0138	0.0138	0.9999	1	43.49400965	-78.10139674
142	78	735742.1	4819753.1	0.99996	-0.00943	0.00943	0.99996	1	43.49353069	-78.0843788
143	78	737120	4819748.1	0.99999	-0.00507	0.00507	0.99999	1	43.4930501	-78.06736122
144	78	738497.9	4819743.1	1	-0.00074	0.00074	1	1	43.49256698	-78.05034405
145	78	739875.5	4819718	0.99999	0.00363	-0.00363	0.99999	1	43.49190069	-78.03333985
146	78	741252.9	4819673	0.99997	0.00803	-0.00803	0.99997	1	43.491053	-78.01634745
147	78	742630.3	4819627.9	0.99992	0.01242	-0.01242	0.99992	1	43.49020189	-77.99935571
148	78	744007.6	4819582.9	0.99986	0.01678	-0.01678	0.99986	1	43.4893492	-77.98236577
149	78	745383.3	4819517.6	0.99978	0.02107	-0.02107	0.99978	1	43.48831199	-77.96540536
150	78	746757.3	4819432.1	0.99968	0.0253	-0.0253	0.99968	1	43.48709121	-77.94847582
151	78	748131.3	4819346.6	0.99956	0.0295	-0.0295	0.99956	1	43.48586794	-77.9315471
152	78	749505.3	4819261.1	0.99943	0.03368	-0.03368	0.99943	1	43.48464219	-77.91461921
153	78	750876.9	4819160.8	0.99929	0.03768	-0.03768	0.99929	1	43.48328167	-77.89772859
154	78	752246.3	4819045.7	0.99914	0.04151	-0.04151	0.99914	1	43.48178636	-77.88087289
155	78	753615.7	4818930.6	0.99897	0.04532	-0.04532	0.99897	1	43.48028858	-77.86401816
156	78	754985	4818815.4	0.99879	0.04911	-0.04911	0.99879	1	43.47878748	-77.8471657
157	78	756352.5	4818694.1	0.99861	0.05266	-0.05266	0.99861	1	43.47722969	-77.8303393
158	78	757717.9	4818566.6	0.99843	0.05596	-0.05596	0.99843	1	43.47561442	-77.81354276
159	78	759083.4	4818439.2	0.99824	0.05926	-0.05926	0.99824	1	43.47399758	-77.79674599
160	78	760448.9	4818311.7	0.99804	0.06255	-0.06255	0.99804	1	43.4723774	-77.7799503
161	78	761813.2	4818185.7	0.99784	0.06564	-0.06564	0.99784	1	43.47076867	-77.76316975
162	78	763176.2	4818061.4	0.99765	0.06853	-0.06853	0.99765	1	43.46917325	-77.74640546
163	78	764539.3	4817937	0.99745	0.07142	-0.07142	0.99745	1	43.46757446	-77.72964101
164	78	765902.4	4817812.6	0.99723	0.07432	-0.07432	0.99723	1	43.46597323	-77.7128776
165	78	767274.5	4817708.3	0.99701	0.07723	-0.07723	0.99701	1	43.46454705	-77.69599429
166	78	768655.6	4817624.2	0.99678	0.08015	-0.08015	0.99678	1	43.46329674	-77.67899091
167	78	770036.7	4817540.1	0.99655	0.08305	-0.08305	0.99655	1	43.46204393	-77.66198838
168	78	771417.8	4817456.1	0.9963	0.08594	-0.08594	0.9963	1	43.4607895	-77.64498666
169	78	772800.5	4817361.9	0.99637	0.08512	-0.08512	0.99637	1	43.4594403	-77.62797116
170	78	774184.6	4817257.8	0.99675	0.08059	-0.08059	0.99675	1	43.45799909	-77.61094427
171	78	775568.8	4817153.7	0.9971	0.07606	-0.07606	0.9971	1	43.45655532	-77.59391711
172	78	776953	4817049.5	0.99744	0.07152	-0.07152	0.99744	1	43.45510815	-77.57689098
173	78	778338.3	4816956	0.99775	0.06698	-0.06698	0.99775	1	43.45375422	-77.55984679
174	78	779724.6	4816873.2	0.99805	0.06246	-0.06246	0.99805	1	43.45249357	-77.54278569
175	78	781110.9	4816790.4	0.99832	0.05795	-0.05795	0.99832	1	43.4512304	-77.52572547
176	78	782497.3	4816707.5	0.99857	0.05344	-0.05344	0.99857	1	43.44996376	-77.50866494
177	78	783882.3	4816628.8	0.99881	0.04879	-0.04879	0.99881	1	43.44873288	-77.49162037
178	78	785266.1	4816554.2	0.99903	0.04401	-0.04401	0.99903	1	43.44753678	-77.47458932
179	78	786649.9	4816479.6	0.99923	0.03924	-0.03924	0.99923	1	43.44633816	-77.4575591
180	78	788033.7	4816404.9	0.9994	0.0345	-0.0345	0.9994	1	43.44513612	-77.44052978
181	78	789414.8	4816334.1	0.99956	0.02953	-0.02953	0.99956	1	43.44396765	-77.42353253
182	78	790793.4	4816267	0.9997	0.02436	-0.02436	0.9997	1	43.4428309	-77.40656496
183	78	792171.9	4816200	0.99982	0.0192	-0.0192	0.99982	1	43.44169259	-77.38959938
184	78	793550.5	4816132.9	0.9999	0.01408	-0.01408	0.9999	1	43.44055084	-77.37263342
185	78	794925.7	4816072.4	0.99996	0.0087	-0.0087	0.99996	1	43.43946723	-77.35570663
186	78	796297.6	4816018.3	1	0.00307	-0.00307	1	1	43.43843995	-77.33881784
187	78	797669.4	4815964.2	1	-0.00253	0.00253	1	1	43.43741023	-77.32193102
188	78	799041.3	4815910.2	0.99997	-0.0081	0.0081	0.99997	1	43.43637889	-77.30504365
189	78	800409.5	4815866.9	0.9999	-0.01393	0.01393	0.9999	1	43.4354427	-77.28819677
190	78	801773.9	4815834.3	0.9998	-0.02003	0.02003	0.9998	1	43.43460171	-77.27139152
191	78	803138.3	4815801.7	0.99966	-0.02609	0.02609	0.99966	1	43.43375827	-77.25458691
192	78	804502.7	4815769	0.99948	-0.03213	0.03213	0.99948	1	43.43291147	-77.23778299
193	78	805862.9	4815751.9	0.99926	-0.03842	0.03842	0.99926	1	43.43220409	-77.22102275
194	78	807219	4815750.1	0.99899	-0.04497	0.04497	0.99899	1	43.4316334	-77.20430502
195	78	808575.1	4815748.3	0.99867	-0.05149	0.05149	0.99867	1	43.43106028	-77.18758778
196	78	809931.1	4815746.6	0.99832	-0.05798	0.05798	0.99832	1	43.43048566	-77.1708722
197	78	811282.2	4815765.1	0.9979	-0.0647	0.0647	0.9979	1	43.43009211	-77.15420601
198	78	812628.2	4815803.8	0.99743	-0.07166	0.07166	0.99743	1	43.42987974	-77.13759152
199	78	813974.3	4815842.5	0.99691	-0.07859	0.07859	0.99691	1	43.42966492	-77.12097608
200	78	815320.3	4815881.3	0.99634	-0.0855	0.0855	0.99634	1	43.42944861	-77.10436211
201	78	816659.9	4815947.6	0.9957	-0.0926	0.0926	0.9957	1	43.42947964	-77.08781139
202	78	817992.9	4816041.4	0.995	-0.09991	0.09991	0.995	1	43.42975811	-77.07132617
203	78	819325.9	4816135.3	0.99424	-0.10719	0.10719	0.99424	1	43.43003508	-77.05484091
204	78	820658.9	4816229.1	0.99343	-0.11444	0.11444	0.99343	1	43.43030877	-77.03835573
205	78	821980.8	4816345.3	0.99255	-0.12181	0.12181	0.99255	1	43.43078605	-77.02199419
206	78	823291.7	4816483.7	0.99161	-0.12925	0.12925	0.99161	1	43.43146513	-77.00575501
207	78	824602.6	4816622.1	0.99063	-0.13654	0.13654	0.99063	1	43.43214188	-76.98951563
208	78	825913.5	4816760.5	0.98962	-0.14369	0.14369	0.98962	1	43.4328163	-76.97327606
209	78	827408.7	4816846.6	0.98899	-0.14801	0.14801	0.98899	1	43.43293818	-76.95479613
210	78	829088.2	4816880.4	0.98875	-0.14958	0.14958	0.98875	1	43.43250645	-76.93407642
211	78	830767.7	4816914.2	0.98851	-0.15116	0.15116	0.98851	1	43.43207096	-76.91335729
212	78	832447.2	4816947.9	0.98826	-0.15276	0.15276	0.98826	1	43.43163082	-76.89263879
213	78	834115.2	4817021.8	0.98801	-0.15442	0.15442	0.98801	1	43.43155309	-76.87203803
214	78	835771.7	4817135.8	0.98773	-0.15615	0.15615	0.98773	1	43.43183692	-76.85155467
215	78	837428.3	4817249.8	0.98746	-0.15787	0.15787	0.98746	1	43.43211702	-76.83107017
216	78	839084.8	4817363.8	0.98718	-0.15959	0.15959	0.98718	1	43.43239348	-76.81058699
217	78	840732.6	4817503.9	0.98689	-0.16139	0.16139	0.98689	1	43.43290458	-76.79019484
218	78	842371.6	4817670	0.98658	-0.16327	0.16327	0.98658	1	43.43364951	-76.76989478
219	78	844010.6	4817836.1	0.98627	-0.16514	0.16514	0.98627	1	43.43439082	-76.74959449
220	78	845649.5	4818002.3	0.98596	-0.16701	0.16701	0.98596	1	43.43512943	-76.72929516
221	78	847280.2	4818187.5	0.98564	-0.16888	0.16888	0.98564	1	43.4360388	-76.70908458
222	78	848902.5	4818391.9	0.98531	-0.17075	0.17075	0.98531	1	43.43712088	-76.68896491
223	78	850524.8	4818596.3	0.98499	-0.17262	0.17262	0.98499	1	43.43819937	-76.66884481
224	78	852147.2	4818800.7	0.98466	-0.17449	0.17449	0.98466	1	43.43927423	-76.64872303
225	78	853760.1	4819020.3	0.98436	-0.17619	0.17619	0.98436	1	43.44048647	-76.62870804
226	78	855363.8	4819254.9	0.98408	-0.17773	0.17773	0.98408	1	43.44183418	-76.60879612
227	78	856967.5	4819489.5	0.9838	-0.17926	0.17926	0.9838	1	43.44317838	-76.58888359
228	78	858571.2	4819724.1	0.98352	-0.18079	0.18079	0.98352	1	43.44451906	-76.56897046
26	79	612400.1	4785834	0.90093	-0.43397	0.43397	0.90093	1	43.21692499	-79.61612931
27	79	613258.6	4786251	0.90069	-0.43447	0.43447	0.90069	1	43.22055053	-79.60547695
28	79	614117.1	4786668	0.90044	-0.43497	0.43497	0.90044	1	43.22417505	-79.59482335
29	79	614973.7	4787082.9	0.90027	-0.43533	0.43533	0.90027	1	43.22777994	-79.58419233
30	79	615828.3	4787495.6	0.90018	-0.43552	0.43552	0.90018	1	43.23136433	-79.57358516
31	79	616682.9	4787908.3	0.90008	-0.43572	0.43572	0.90008	1	43.23494771	-79.56297677
32	79	617537.5	4788321	0.89998	-0.43592	0.43592	0.89998	1	43.23853009	-79.55236716
33	79	618390.5	4788730.9	0.89995	-0.43599	0.43599	0.89995	1	43.24208651	-79.54177663
34	79	619241.8	4789137.8	0.89999	-0.43591	0.43591	0.89999	1	43.2456152	-79.53120647
35	79	620093.1	4789544.8	0.90003	-0.43583	0.43583	0.90003	1	43.24914378	-79.52063508
36	79	620944.4	4789951.7	0.90006	-0.43576	0.43576	0.90006	1	43.25267047	-79.51006252
37	79	621794.6	4790354.7	0.90018	-0.43553	0.43553	0.90018	1	43.25616124	-79.49950317
38	79	622643.8	4790753.8	0.90036	-0.43515	0.43515	0.90036	1	43.25961606	-79.48895582
39	79	623492.9	4791152.9	0.90054	-0.43477	0.43477	0.90054	1	43.26306991	-79.47840853
40	79	624342.1	4791552	0.90073	-0.43438	0.43438	0.90073	1	43.26652275	-79.46785883
41	79	625191.1	4791945.6	0.901	-0.43381	0.43381	0.901	1	43.26992512	-79.45731168
42	79	626040	4792333.7	0.90137	-0.43305	0.43305	0.90137	1	43.27327701	-79.44676587
43	79	626888.9	4792721.8	0.90173	-0.43229	0.43229	0.90173	1	43.27662791	-79.43621893
44	79	627737.8	4793109.9	0.9021	-0.43153	0.43153	0.9021	1	43.27997781	-79.42567084
45	79	628593.4	4793501	0.90282	-0.43002	0.43002	0.90282	1	43.28335258	-79.41503838
46	79	629455.6	4793895.3	0.90389	-0.42776	0.42776	0.90389	1	43.28675401	-79.40432269
47	79	630317.9	4794289.5	0.90495	-0.42552	0.42552	0.90495	1	43.2901535	-79.39360461
48	79	631180.1	4794683.8	0.90599	-0.42329	0.42329	0.90599	1	43.29355287	-79.38288658
49	79	632133.1	4795149.7	0.90575	-0.42381	0.42381	0.90575	1	43.29757976	-79.37103122
50	79	633176.8	4795687.2	0.90422	-0.42706	0.42706	0.90422	1	43.30223381	-79.35803918
51	79	634220.5	4796224.7	0.90267	-0.43034	0.43034	0.90267	1	43.30688635	-79.34504519
52	79	635264.1	4796762.3	0.90108	-0.43365	0.43365	0.90108	1	43.3115383	-79.33205046
53	79	636304.6	4797287.5	0.89993	-0.43604	0.43604	0.89993	1	43.31607768	-79.31909508
54	79	637341.8	4797800.5	0.89922	-0.4375	0.4375	0.89922	1	43.32050636	-79.30618153
55	79	638379	4798313.5	0.89851	-0.43896	0.43896	0.89851	1	43.32493354	-79.29326614
56	79	639416.2	4798826.4	0.89779	-0.44043	0.44043	0.89779	1	43.32935833	-79.28034894
57	79	640446.2	4799323.5	0.89778	-0.44045	0.44045	0.89778	1	43.33364076	-79.26752271
58	79	641469.2	4799804.8	0.89849	-0.43899	0.43899	0.89849	1	43.33778083	-79.25478511
59	79	642492.1	4800286	0.8992	-0.43753	0.43753	0.8992	1	43.34191857	-79.24204707
60	79	643515.1	4800767.2	0.89991	-0.43607	0.43607	0.89991	1	43.34605483	-79.22930611
61	79	644534.2	4801229	0.90106	-0.43368	0.43368	0.90106	1	43.35001579	-79.21661666
62	79	645549.6	4801671.4	0.90264	-0.43039	0.43039	0.90264	1	43.35380143	-79.20397639
63	79	646564.9	4802113.8	0.90421	-0.42709	0.42709	0.90421	1	43.35758565	-79.19133582
64	79	647580.2	4802556.1	0.90576	-0.42379	0.42379	0.90576	1	43.36136755	-79.17869374
65	79	648595.3	4802981.4	0.90731	-0.42047	0.42047	0.90731	1	43.36499506	-79.1660572
66	79	649610	4803389.6	0.90884	-0.41714	0.41714	0.90884	1	43.36846732	-79.15342881
67	79	650624.6	4803797.8	0.91036	-0.41381	0.41381	0.91036	1	43.37193818	-79.14080025
68	79	651639.3	4804206	0.91186	-0.4105	0.4105	0.91186	1	43.3754076	-79.12816905
69	79	652654.2	4804601.3	0.91317	-0.40758	0.40758	0.91317	1	43.37875946	-79.11553758
70	79	653669.3	4804983.6	0.91429	-0.40506	0.40506	0.91429	1	43.38199286	-79.10290595
71	79	654684.4	4805366	0.9154	-0.40254	0.40254	0.9154	1	43.38522574	-79.09027299
72	79	655699.4	4805748.3	0.9165	-0.40004	0.40004	0.9165	1	43.38845631	-79.07763999
73	79	656712.3	4806120.6	0.91748	-0.39778	0.39778	0.91748	1	43.39159591	-79.06503446
74	79	657723	4806482.7	0.91835	-0.39576	0.39576	0.91835	1	43.39464276	-79.05245778
75	79	658733.7	4806844.9	0.91922	-0.39375	0.39375	0.91922	1	43.3976891	-79.03987984
76	79	659744.4	4807207.1	0.92007	-0.39175	0.39175	0.92007	1	43.40073402	-79.02730069
77	79	660749.2	4807559.4	0.92105	-0.38943	0.38943	0.92105	1	43.40368972	-79.01479606
78	79	661748.2	4807901.9	0.92216	-0.38681	0.38681	0.92216	1	43.40655708	-79.00236474
79	79	662747.1	4808244.5	0.92326	-0.38418	0.38418	0.92326	1	43.40942398	-78.9899335
80	79	663746	4808587	0.92435	-0.38155	0.38155	0.92435	1	43.41228861	-78.97750116
81	79	664736.7	4808917.1	0.92586	-0.37788	0.37788	0.92586	1	43.41504208	-78.96517265
82	79	665719.1	4809234.9	0.92777	-0.37315	0.37315	0.92777	1	43.41768535	-78.95294926
83	79	666701.6	4809552.6	0.92966	-0.36841	0.36841	0.92966	1	43.42032636	-78.94072365
84	79	667684	4809870.4	0.93153	-0.36366	0.36366	0.93153	1	43.42296697	-78.92849823
85	79	668659.7	4810166.5	0.93373	-0.35798	0.35798	0.93373	1	43.42541249	-78.91636121
86	79	669628.6	4810441	0.93624	-0.35137	0.35137	0.93624	1	43.42766387	-78.90431392
87	79	670597.6	4810715.4	0.93869	-0.34476	0.34476	0.93869	1	43.42991304	-78.89226458
88	79	671566.5	4810989.9	0.94109	-0.33815	0.33815	0.94109	1	43.43216184	-78.88021559
89	79	672605.7	4811322.8	0.94306	-0.33263	0.33263	0.94306	1	43.43491866	-78.86727927
90	79	673715.1	4811714.1	0.94461	-0.3282	0.3282	0.94461	1	43.43818319	-78.85345641
91	79	674824.5	4812105.4	0.94614	-0.32375	0.32375	0.94614	1	43.44144602	-78.83963212
92	79	675933.9	4812496.8	0.94766	-0.31928	0.31928	0.94766	1	43.44470804	-78.82580637
93	79	677043.4	4812871	0.94931	-0.31434	0.31434	0.94931	1	43.44781357	-78.81198353
94	79	678152.9	4813228.1	0.95109	-0.30892	0.30892	0.95109	1	43.45076354	-78.79816493
95	79	679262.5	4813585.1	0.95283	-0.30349	0.30349	0.95283	1	43.45371088	-78.78434385
96	79	680372.1	4813942.2	0.95454	-0.29807	0.29807	0.95454	1	43.45665741	-78.77052145
97	79	681479.2	4814284.7	0.9564	-0.29206	0.29206	0.9564	1	43.45947149	-78.75673351
98	79	682584	4814612.6	0.95839	-0.28546	0.28546	0.95839	1	43.46215307	-78.74297765
99	79	683688.7	4814940.6	0.96034	-0.27884	0.27884	0.96034	1	43.4648339	-78.72922184
100	79	684793.4	4815268.5	0.96224	-0.2722	0.2722	0.96224	1	43.46751214	-78.71546491
101	79	685898.5	4815580.3	0.9641	-0.26555	0.26555	0.9641	1	43.47004374	-78.70170738
102	79	687004	4815876.1	0.9659	-0.2589	0.2589	0.9659	1	43.47242961	-78.68794932
103	79	688109.5	4816171.9	0.96767	-0.25221	0.25221	0.96767	1	43.47481379	-78.67419024
104	79	689215	4816467.6	0.9694	-0.24549	0.24549	0.9694	1	43.47719539	-78.66043018
105	79	690322.6	4816742.9	0.97108	-0.23874	0.23874	0.97108	1	43.47939125	-78.64665029
106	79	691432.3	4816997.5	0.97273	-0.23195	0.23195	0.97273	1	43.48139864	-78.63285079
107	79	692542	4817252.2	0.97433	-0.22513	0.22513	0.97433	1	43.48340525	-78.61905042
108	79	693651.7	4817506.9	0.97589	-0.21828	0.21828	0.97589	1	43.48541017	-78.6052492
109	79	694762.6	4817736.9	0.97759	-0.21052	0.21052	0.97759	1	43.48719088	-78.59144115
110	79	695874.6	4817942.2	0.97942	-0.20185	0.20185	0.97942	1	43.48874741	-78.57762765
111	79	696986.6	4818147.6	0.98117	-0.19316	0.19316	0.98117	1	43.49030314	-78.56381348
112	79	698098.5	4818352.9	0.98284	-0.18445	0.18445	0.98284	1	43.49185632	-78.54999994
113	79	699215.4	4818534.6	0.98452	-0.17528	0.17528	0.98452	1	43.49319417	-78.53613262
114	79	700337	4818692.6	0.98619	-0.16564	0.16564	0.98619	1	43.49431586	-78.52221541
115	79	701458.6	4818850.7	0.98775	-0.15602	0.15602	0.98775	1	43.49543674	-78.50829772
116	79	702580.3	4819008.7	0.98923	-0.1464	0.1464	0.98923	1	43.49655499	-78.4943784
117	79	703714	4819147.4	0.99043	-0.13801	0.13801	0.99043	1	43.49749464	-78.48031758
118	79	704859.9	4819266.9	0.9914	-0.13086	0.13086	0.9914	1	43.4982565	-78.46611287
119	79	706005.7	4819386.3	0.99232	-0.12372	0.12372	0.99232	1	43.49901571	-78.45190917
120	79	707151.6	4819505.8	0.99318	-0.11661	0.11661	0.99318	1	43.49977401	-78.43770391
121	79	708307.3	4819610.4	0.99391	-0.11021	0.11021	0.99391	1	43.50039378	-78.42338299
122	79	709473	4819700.3	0.99452	-0.10452	0.10452	0.99452	1	43.50087672	-78.40894395
123	79	710638.7	4819790.2	0.9951	-0.09885	0.09885	0.9951	1	43.50135783	-78.39450476
124	79	711804.3	4819880	0.99565	-0.09318	0.09318	0.99565	1	43.50183623	-78.38006671
125	79	712982.8	4820009.8	0.99628	-0.08613	0.08613	0.99628	1	43.50266892	-78.36545346
126	79	714174.1	4820179.6	0.99697	-0.07778	0.07778	0.99697	1	43.50385585	-78.35066598
127	79	715365.4	4820349.4	0.99757	-0.06961	0.06961	0.99757	1	43.50504084	-78.33587801
128	79	716556.6	4820519.2	0.9981	-0.06163	0.06163	0.9981	1	43.50622394	-78.3210908
129	79	717836.4	4820636	0.99841	-0.05632	0.05632	0.99841	1	43.50690259	-78.30522946
130	79	719204.8	4820700.1	0.99856	-0.05359	0.05359	0.99856	1	43.50707905	-78.28829428
131	79	720573.1	4820764.1	0.99871	-0.05087	0.05087	0.99871	1	43.50725214	-78.2713604
132	79	721941.4	4820828.1	0.99884	-0.04816	0.04816	0.99884	1	43.5074227	-78.25442654
133	79	723313.3	4820887.8	0.99899	-0.04499	0.04499	0.99899	1	43.50755101	-78.23745
134	79	724688.7	4820943.2	0.99914	-0.04136	0.04136	0.99914	1	43.50763706	-78.22043205
135	79	726064.2	4820998.6	0.99929	-0.03776	0.03776	0.99929	1	43.50772055	-78.20341294
136	79	727439.6	4821054	0.99942	-0.03418	0.03418	0.99942	1	43.50780153	-78.18639515
137	79	728817.9	4821098	0.99954	-0.03033	0.03033	0.99954	1	43.50777656	-78.16934641
138	79	730199.1	4821130.6	0.99966	-0.0262	0.0262	0.99966	1	43.50764564	-78.15226681
139	79	731580.3	4821163.1	0.99976	-0.0221	0.0221	0.99976	1	43.50751126	-78.13518746
140	79	732961.5	4821195.7	0.99984	-0.01803	0.01803	0.99984	1	43.50737522	-78.11810828
141	79	734344.2	4821211.5	0.9999	-0.0138	0.0138	0.9999	1	43.50708509	-78.10101802
142	79	735728.4	4821210.5	0.99996	-0.00943	0.00943	0.99996	1	43.50664085	-78.0839168
143	79	737112.6	4821209.5	0.99999	-0.00507	0.00507	0.99999	1	43.50619406	-78.06681597
144	79	738496.8	4821208.5	1	-0.00074	0.00074	1	1	43.50574472	-78.04971553
145	79	739880.9	4821187.4	0.99999	0.00363	-0.00363	0.99999	1	43.50511211	-78.03262558
146	79	741264.7	4821146.1	0.99997	0.00803	-0.00803	0.99997	1	43.50429541	-78.01554879
147	79	742648.6	4821104.8	0.99992	0.01242	-0.01242	0.99992	1	43.50347614	-77.99847137
148	79	744032.5	4821063.5	0.99986	0.01678	-0.01678	0.99986	1	43.50265433	-77.98139455
149	79	745414.6	4821002.1	0.99978	0.02107	-0.02107	0.99978	1	43.50164983	-77.96434963
150	79	746795	4820920.5	0.99968	0.0253	-0.0253	0.99968	1	43.50046174	-77.94733558
151	79	748175.3	4820838.9	0.99956	0.0295	-0.0295	0.99956	1	43.49927117	-77.93032358
152	79	749555.7	4820757.3	0.99943	0.03368	-0.03368	0.99943	1	43.49807805	-77.91331115
153	79	750933.5	4820660.4	0.99929	0.03768	-0.03768	0.99929	1	43.49674573	-77.8963387
154	79	752308.7	4820548.3	0.99914	0.04151	-0.04151	0.99914	1	43.49527511	-77.87940629
155	79	753684	4820436.3	0.99897	0.04532	-0.04532	0.99897	1	43.49380288	-77.86247357
156	79	755059.2	4820324.2	0.99879	0.04911	-0.04911	0.99879	1	43.4923273	-77.8455431
157	79	756432.1	4820204.8	0.99861	0.05266	-0.05266	0.99861	1	43.49078438	-77.82864543
158	79	757802.6	4820078	0.99843	0.05596	-0.05596	0.99843	1	43.48917329	-77.81178191
159	79	759173.2	4819951.3	0.99824	0.05926	-0.05926	0.99824	1	43.48756061	-77.79491815
160	79	760543.7	4819824.6	0.99804	0.06255	-0.06255	0.99804	1	43.48594549	-77.77805667
161	79	761912.7	4819698.4	0.99784	0.06564	-0.06564	0.99784	1	43.48433293	-77.76121452
162	79	763280.1	4819572.6	0.99765	0.06853	-0.06853	0.99765	1	43.48272207	-77.74439296
