I	J	XCent	YCent	CUE	CVE	CUN	CVN	WNDSHLT	lat	lon
165	37	766031.9	4801662.1	0.99953	0.03053	-0.03053	0.99953	1	43.32073992	-77.7191295
166	37	767397.3	4801576.4	0.99969	0.02496	-0.02496	0.99969	1	43.31948552	-77.70235956
167	37	768762.6	4801490.6	0.99981	0.01951	-0.01951	0.99981	1	43.31822781	-77.68559175
168	37	770127.9	4801404.8	0.9999	0.01418	-0.01418	0.9999	1	43.31696766	-77.66882477
169	37	771518.7	4801311	0.99995	0.01045	-0.01045	0.99995	1	43.31562396	-77.65174866
170	37	772934.9	4801209.1	0.99997	0.00826	-0.00826	0.99997	1	43.31419571	-77.6343648
171	37	774351.2	4801107.1	0.99998	0.00607	-0.00607	0.99998	1	43.3127639	-77.61698074
172	37	775767.4	4801005.2	0.99999	0.00389	-0.00389	0.99999	1	43.31133041	-77.59959884
173	37	777239.1	4800902.8	0.99993	0.01221	-0.01221	0.99993	1	43.30986936	-77.58153504
174	37	778766.4	4800800	0.99952	0.03103	-0.03103	0.99952	1	43.30838131	-77.56278814
175	37	780293.6	4800697.2	0.99876	0.04981	-0.04981	0.99876	1	43.30689024	-77.54404359
176	37	781820.8	4800594.4	0.99765	0.06853	-0.06853	0.99765	1	43.30539613	-77.52530015
177	37	783291.4	4800490.5	0.99739	0.07218	-0.07218	0.99739	1	43.30391038	-77.50725494
178	37	784705.3	4800385.3	0.99815	0.06074	-0.06074	0.99815	1	43.30243157	-77.48990924
179	37	786119.2	4800280.2	0.99879	0.04925	-0.04925	0.99879	1	43.30095105	-77.47256449
180	37	787533.1	4800175.1	0.99929	0.03771	-0.03771	0.99929	1	43.29946792	-77.45522075
181	37	788969.9	4800066.1	0.99953	0.03076	-0.03076	0.99953	1	43.29793835	-77.43759831
182	37	790429.6	4799953.1	0.9996	0.02841	-0.02841	0.9996	1	43.29636132	-77.41969728
183	37	791889.3	4799840.2	0.99966	0.02604	-0.02604	0.99966	1	43.2947824	-77.4017973
184	37	793349	4799727.3	0.99972	0.02365	-0.02365	0.99972	1	43.29320072	-77.38389844
185	37	794827.3	4799616.5	0.99971	0.02425	-0.02425	0.99971	1	43.29162785	-77.36577075
186	37	796324.3	4799508	0.99961	0.02786	-0.02786	0.99961	1	43.29006544	-77.3474129
187	37	797821.3	4799399.5	0.9995	0.03151	-0.03151	0.9995	1	43.28850012	-77.3290562
188	37	799318.3	4799291	0.99938	0.0352	-0.0352	0.99938	1	43.28693189	-77.31070063
189	37	800800.6	4799193.2	0.99942	0.03418	-0.03418	0.99942	1	43.28546275	-77.29252117
190	37	802268.2	4799106.2	0.9996	0.02841	-0.02841	0.9996	1	43.28409368	-77.27451766
191	37	803735.8	4799019.1	0.99974	0.02259	-0.02259	0.99974	1	43.28272091	-77.25651521
192	37	805203.4	4798932.1	0.99986	0.01671	-0.01671	0.99986	1	43.28134623	-77.2385137
204	37	822917.8	4798512.5	0.99537	-0.09611	0.09611	0.99537	1	43.27019579	-77.0209406
205	37	824403.5	4798557.2	0.99358	-0.11311	0.11311	0.99358	1	43.26995954	-77.00265079
165	38	766036.4	4801809.7	0.99953	0.03053	-0.03053	0.99953	1	43.32206523	-77.71900262
166	38	767401	4801725.5	0.99969	0.02496	-0.02496	0.99969	1	43.32082456	-77.70224144
167	38	768765.5	4801641.4	0.99981	0.01951	-0.01951	0.99981	1	43.31958239	-77.68548227
168	38	770130.1	4801557.3	0.9999	0.01418	-0.01418	0.9999	1	43.31833775	-77.66872271
169	38	771520.3	4801464.3	0.99995	0.01045	-0.01045	0.99995	1	43.31700143	-77.65165321
170	38	772936.2	4801362.6	0.99997	0.00826	-0.00826	0.99997	1	43.31557505	-77.63427256
171	38	774352.1	4801260.9	0.99998	0.00607	-0.00607	0.99998	1	43.31414606	-77.61689289
172	38	775768	4801159.2	0.99999	0.00389	-0.00389	0.99999	1	43.31271445	-77.59951419
173	38	777241	4801056.9	0.99993	0.01221	-0.01221	0.99993	1	43.3112538	-77.58143393
174	38	778771.1	4800954.1	0.99952	0.03103	-0.03103	0.99952	1	43.30976468	-77.56265215
175	38	780301.3	4800851.3	0.99876	0.04981	-0.04981	0.99876	1	43.30827246	-77.54387025
176	38	781831.4	4800748.5	0.99765	0.06853	-0.06853	0.99765	1	43.30677722	-77.5250907
177	38	783302.5	4800644.4	0.99739	0.07218	-0.07218	0.99739	1	43.30528944	-77.50703905
178	38	784714.7	4800539.1	0.99815	0.06074	-0.06074	0.99815	1	43.30381032	-77.48971393
179	38	786126.8	4800433.8	0.99879	0.04925	-0.04925	0.99879	1	43.30232864	-77.47239105
180	38	787538.9	4800328.5	0.99929	0.03771	-0.03771	0.99929	1	43.30084437	-77.45506919
181	38	788974.6	4800219.1	0.99953	0.03076	-0.03076	0.99953	1	43.29931159	-77.4374601
182	38	790433.9	4800105.5	0.9996	0.02841	-0.02841	0.9996	1	43.29772928	-77.41956391
183	38	791893.3	4799992	0.99966	0.02604	-0.02604	0.99966	1	43.29614506	-77.40166755
184	38	793352.6	4799878.4	0.99972	0.02365	-0.02365	0.99972	1	43.2945572	-77.38377359
185	38	794831	4799767	0.99971	0.02425	-0.02425	0.99971	1	43.29297886	-77.36564459
186	38	796328.5	4799657.7	0.99961	0.02786	-0.02786	0.99961	1	43.29140904	-77.34728062
187	38	797826	4799548.3	0.9995	0.03151	-0.03151	0.9995	1	43.2898354	-77.32891785
188	38	799323.6	4799439	0.99938	0.0352	-0.0352	0.99938	1	43.2882597	-77.31055495
189	38	800805.7	4799340.5	0.99942	0.03418	-0.03418	0.99942	1	43.28678431	-77.29237794
190	38	802272.4	4799252.8	0.9996	0.02841	-0.02841	0.9996	1	43.28540928	-77.2743855
191	38	803739.1	4799165.1	0.99974	0.02259	-0.02259	0.99974	1	43.28403145	-77.25639407
192	38	805205.8	4799077.4	0.99986	0.01671	-0.01671	0.99986	1	43.28265081	-77.23840364
203	38	821380.2	4798604.2	0.99545	-0.09532	0.09532	0.99545	1	43.27167654	-77.03978923
204	38	822904.7	4798648.7	0.99537	-0.09611	0.09611	0.99537	1	43.27142487	-77.02102181
205	38	824387.9	4798693.6	0.99358	-0.11311	0.11311	0.99358	1	43.27119149	-77.00276225
207	38	827272.1	4798783.9	0.98373	-0.17967	0.17967	0.98373	1	43.27075616	-76.96725432
165	39	766040.9	4801957.2	0.99953	0.03053	-0.03053	0.99953	1	43.32338963	-77.71887577
166	39	767404.7	4801874.7	0.99969	0.02496	-0.02496	0.99969	1	43.3221645	-77.70212325
167	39	768768.5	4801792.2	0.99981	0.01951	-0.01951	0.99981	1	43.32093693	-77.68537156
168	39	770132.2	4801709.7	0.9999	0.01418	-0.01418	0.9999	1	43.31970697	-77.66862193
169	39	771521.9	4801617.7	0.99995	0.01045	-0.01045	0.99995	1	43.31837979	-77.65155771
170	39	772937.5	4801516.2	0.99997	0.00826	-0.00826	0.99997	1	43.3169553	-77.63418027
171	39	774353	4801414.6	0.99998	0.00607	-0.00607	0.99998	1	43.31552732	-77.61680508
172	39	775768.6	4801313.1	0.99999	0.00389	-0.00389	0.99999	1	43.31409759	-77.59942958
173	39	777242.9	4801211	0.99993	0.01221	-0.01221	0.99993	1	43.31263823	-77.58133281
174	39	778775.9	4801108.2	0.99952	0.03103	-0.03103	0.99952	1	43.31114801	-77.56251491
175	39	780309	4801005.4	0.99876	0.04981	-0.04981	0.99876	1	43.30965467	-77.5436969
176	39	781842	4800902.5	0.99765	0.06853	-0.06853	0.99765	1	43.3081574	-77.52488129
177	39	783313.7	4800798.4	0.99739	0.07218	-0.07218	0.99739	1	43.30666935	-77.50682185
178	39	784724	4800692.9	0.99815	0.06074	-0.06074	0.99815	1	43.30518911	-77.48951984
179	39	786134.4	4800587.4	0.99879	0.04925	-0.04925	0.99879	1	43.30370624	-77.4722176
180	39	787544.7	4800481.9	0.99929	0.03771	-0.03771	0.99929	1	43.30222081	-77.45491761
181	39	788979.3	4800372.1	0.99953	0.03076	-0.03076	0.99953	1	43.30068482	-77.43732188
182	39	790438.3	4800257.9	0.9996	0.02841	-0.02841	0.9996	1	43.2990972	-77.4194293
183	39	791897.2	4800143.8	0.99966	0.02604	-0.02604	0.99966	1	43.29750775	-77.40153901
184	39	793356.1	4800029.6	0.99972	0.02365	-0.02365	0.99972	1	43.29591462	-77.3836499
185	39	794834.6	4799917.5	0.99971	0.02425	-0.02425	0.99971	1	43.29432992	-77.36551965
186	39	796332.7	4799807.3	0.99961	0.02786	-0.02786	0.99961	1	43.29275174	-77.34714839
187	39	797830.7	4799697.2	0.9995	0.03151	-0.03151	0.9995	1	43.29117158	-77.32877945
188	39	799328.8	4799587.1	0.99938	0.0352	-0.0352	0.99938	1	43.28958845	-77.31041043
189	39	800810.7	4799487.8	0.99942	0.03418	-0.03418	0.99942	1	43.28810592	-77.29223594
190	39	802276.6	4799399.4	0.9996	0.02841	-0.02841	0.9996	1	43.28672488	-77.27425333
191	39	803742.4	4799311.1	0.99974	0.02259	-0.02259	0.99974	1	43.28534198	-77.25627292
192	39	805208.2	4799222.7	0.99986	0.01671	-0.01671	0.99986	1	43.28395539	-77.23829357
203	39	821367.3	4798739.1	0.99545	-0.09532	0.09532	0.99545	1	43.27289386	-77.03986912
204	39	822891.5	4798785	0.99537	-0.09611	0.09611	0.99537	1	43.2726549	-77.02110419
205	39	824372.4	4798829.9	0.99358	-0.11311	0.11311	0.99358	1	43.27242251	-77.00287253
206	39	825810	4798873.9	0.98923	-0.14636	0.14636	0.98923	1	43.27219784	-76.98517404
207	39	827247.6	4798918	0.98373	-0.17967	0.17967	0.98373	1	43.27197132	-76.96747583
165	40	766045.4	4802104.8	0.99953	0.03053	-0.03053	0.99953	1	43.32471493	-77.71874887
166	40	767408.4	4802023.9	0.99969	0.02496	-0.02496	0.99969	1	43.32350444	-77.70200506
167	40	768771.4	4801943	0.99981	0.01951	-0.01951	0.99981	1	43.32229151	-77.68526208
168	40	770134.4	4801862.1	0.9999	0.01418	-0.01418	0.9999	1	43.32107615	-77.6685199
169	40	771523.5	4801771	0.99995	0.01045	-0.01045	0.99995	1	43.31975725	-77.65146225
170	40	772938.7	4801669.7	0.99997	0.00826	-0.00826	0.99997	1	43.31833468	-77.63408924
171	40	774354	4801568.4	0.99998	0.00607	-0.00607	0.99998	1	43.31690945	-77.61671598
172	40	775769.2	4801467.1	0.99999	0.00389	-0.00389	0.99999	1	43.31548163	-77.59934492
173	40	777244.8	4801365.1	0.99993	0.01221	-0.01221	0.99993	1	43.31402267	-77.58123169
174	40	778780.7	4801262.2	0.99952	0.03103	-0.03103	0.99952	1	43.31253044	-77.56237772
175	40	780316.6	4801159.4	0.99876	0.04981	-0.04981	0.99876	1	43.31103602	-77.54352483
176	40	781852.6	4801056.6	0.99765	0.06853	-0.06853	0.99765	1	43.30953849	-77.52467182
177	40	783324.8	4800952.4	0.99739	0.07218	-0.07218	0.99739	1	43.3080493	-77.50660588
178	40	784733.4	4800846.7	0.99815	0.06074	-0.06074	0.99815	1	43.30656786	-77.48932451
179	40	786141.9	4800741	0.99879	0.04925	-0.04925	0.99879	1	43.30508387	-77.47204538
180	40	787550.5	4800635.4	0.99929	0.03771	-0.03771	0.99929	1	43.30359816	-77.45476597
181	40	788984.1	4800525.1	0.99953	0.03076	-0.03076	0.99953	1	43.30205802	-77.43718242
182	40	790442.6	4800410.3	0.9996	0.02841	-0.02841	0.9996	1	43.30046516	-77.41929591
183	40	791901.2	4800295.6	0.99966	0.02604	-0.02604	0.99966	1	43.2988704	-77.40140924
184	40	793359.7	4800180.8	0.99972	0.02365	-0.02365	0.99972	1	43.297272	-77.38352498
185	40	794838.3	4800067.9	0.99971	0.02425	-0.02425	0.99971	1	43.29568004	-77.36539353
186	40	796336.9	4799957	0.99961	0.02786	-0.02786	0.99961	1	43.29409534	-77.34701609
187	40	797835.4	4799846	0.9995	0.03151	-0.03151	0.9995	1	43.29250685	-77.32864109
188	40	799334	4799735.1	0.99938	0.0352	-0.0352	0.99938	1	43.2909163	-77.31026596
189	40	800815.7	4799635.1	0.99942	0.03418	-0.03418	0.99942	1	43.28942752	-77.29209392
190	40	802280.7	4799546.1	0.9996	0.02841	-0.02841	0.9996	1	43.28804142	-77.27412234
191	40	803745.7	4799457	0.99974	0.02259	-0.02259	0.99974	1	43.28665162	-77.25615182
192	40	805210.7	4799368	0.99986	0.01671	-0.01671	0.99986	1	43.28525992	-77.23818226
193	40	806672.9	4799270.7	0.99996	0.00939	-0.00939	0.99996	1	43.28379199	-77.22025278
194	40	808132.5	4799165.1	1	5.00E-04	-5.00E-04	1	1	43.28224776	-77.20236098
203	40	821354.4	4798874	0.99545	-0.09532	0.09532	0.99545	1	43.27411118	-77.03994901
204	40	822878.4	4798921.2	0.99537	-0.09611	0.09611	0.99537	1	43.27388398	-77.02118541
205	40	824356.9	4798966.2	0.99358	-0.11311	0.11311	0.99358	1	43.27365352	-77.00298282
206	40	825790	4799009.1	0.98923	-0.14636	0.14636	0.98923	1	43.27342092	-76.98533994
207	40	827223.1	4799052	0.98373	-0.17967	0.17967	0.98373	1	43.27318559	-76.9676974
165	41	766049.9	4802252.3	0.99953	0.03053	-0.03053	0.99953	1	43.32603933	-77.71862201
166	41	767412.1	4802173.1	0.99969	0.02496	-0.02496	0.99969	1	43.32484438	-77.70188687
167	41	768774.4	4802093.8	0.99981	0.01951	-0.01951	0.99981	1	43.32364606	-77.68515135
168	41	770136.6	4802014.5	0.9999	0.01418	-0.01418	0.9999	1	43.32244534	-77.66841787
169	41	771525.1	4801924.4	0.99995	0.01045	-0.01045	0.99995	1	43.32113562	-77.65136674
170	41	772940	4801823.3	0.99997	0.00826	-0.00826	0.99997	1	43.31971492	-77.63399693
171	41	774354.9	4801722.2	0.99998	0.00607	-0.00607	0.99998	1	43.31829161	-77.6166281
172	41	775769.8	4801621.1	0.99999	0.00389	-0.00389	0.99999	1	43.31686568	-77.59926025
173	41	777246.6	4801519.1	0.99993	0.01221	-0.01221	0.99993	1	43.31540624	-77.58113184
174	41	778785.5	4801416.3	0.99952	0.03103	-0.03103	0.99952	1	43.31391377	-77.56224047
175	41	780324.3	4801313.5	0.99876	0.04981	-0.04981	0.99876	1	43.31241823	-77.54335146
176	41	781863.2	4801210.7	0.99765	0.06853	-0.06853	0.99765	1	43.31091957	-77.52446234
177	41	783336	4801106.3	0.99739	0.07218	-0.07218	0.99739	1	43.30942831	-77.50638872
178	41	784742.7	4801000.5	0.99815	0.06074	-0.06074	0.99815	1	43.30794665	-77.4891304
179	41	786149.5	4800894.6	0.99879	0.04925	-0.04925	0.99879	1	43.30646146	-77.47187191
180	41	787556.3	4800788.8	0.99929	0.03771	-0.03771	0.99929	1	43.3049746	-77.45461438
181	41	788988.8	4800678.2	0.99953	0.03076	-0.03076	0.99953	1	43.30343215	-77.43704413
182	41	790446.9	4800562.8	0.9996	0.02841	-0.02841	0.9996	1	43.30183402	-77.41916246
183	41	791905.1	4800447.4	0.99966	0.02604	-0.02604	0.99966	1	43.30023308	-77.40128069
184	41	793363.3	4800332	0.99972	0.02365	-0.02365	0.99972	1	43.29862938	-77.38340005
185	41	794841.9	4800218.4	0.99971	0.02425	-0.02425	0.99971	1	43.29703109	-77.36526858
186	41	796341	4800106.6	0.99961	0.02786	-0.02786	0.99961	1	43.29543807	-77.34688507
187	41	797840.1	4799994.9	0.9995	0.03151	-0.03151	0.9995	1	43.29384303	-77.32850267
188	41	799339.2	4799883.1	0.99938	0.0352	-0.0352	0.99938	1	43.29224415	-77.31012148
189	41	800820.8	4799782.4	0.99942	0.03418	-0.03418	0.99942	1	43.29074909	-77.29195067
190	41	802284.9	4799692.7	0.9996	0.02841	-0.02841	0.9996	1	43.28935702	-77.27399015
191	41	803749	4799603	0.99974	0.02259	-0.02259	0.99974	1	43.28796216	-77.25603066
192	41	805213.1	4799513.3	0.99986	0.01671	-0.01671	0.99986	1	43.2865645	-77.23807218
193	41	806674.3	4799414.4	0.99996	0.00939	-0.00939	0.99996	1	43.28508257	-77.22015551
194	41	808132.6	4799306.3	1	5.00E-04	-5.00E-04	1	1	43.28351638	-77.20228072
203	41	821341.4	4799009	0.99545	-0.09532	0.09532	0.99545	1	43.27532944	-77.04003007
204	41	822865.2	4799057.4	0.99537	-0.09611	0.09611	0.99537	1	43.27511311	-77.02126785
205	41	824341.4	4799102.6	0.99358	-0.11311	0.11311	0.99358	1	43.27488543	-77.00309305
206	41	825770	4799144.3	0.98923	-0.14636	0.14636	0.98923	1	43.274644	-76.98550585
207	41	827198.7	4799186.1	0.98373	-0.17967	0.17967	0.98373	1	43.27440071	-76.96791769
208	41	828627.3	4799227.9	0.97707	-0.21292	0.21292	0.97707	1	43.27415476	-76.95033111
165	42	766054.4	4802399.9	0.99953	0.03053	-0.03053	0.99953	1	43.32736463	-77.71849509
166	42	767415.9	4802322.2	0.99969	0.02496	-0.02496	0.99969	1	43.32618338	-77.70176748
167	42	768777.3	4802244.6	0.99981	0.01951	-0.01951	0.99981	1	43.32500063	-77.68504185
168	42	770138.7	4802167	0.9999	0.01418	-0.01418	0.9999	1	43.32381546	-77.66831702
169	42	771526.7	4802077.7	0.99995	0.01045	-0.01045	0.99995	1	43.32251308	-77.65127127
170	42	772941.3	4801976.8	0.99997	0.00826	-0.00826	0.99997	1	43.32109426	-77.63390467
171	42	774355.8	4801876	0.99998	0.00607	-0.00607	0.99998	1	43.31967376	-77.61654022
172	42	775770.4	4801775.1	0.99999	0.00389	-0.00389	0.99999	1	43.31824972	-77.59917557
173	42	777248.5	4801673.2	0.99993	0.01221	-0.01221	0.99993	1	43.31679067	-77.5810307
174	42	778790.3	4801570.4	0.99952	0.03103	-0.03103	0.99952	1	43.31529709	-77.56210321
175	42	780332	4801467.6	0.99876	0.04981	-0.04981	0.99876	1	43.31380044	-77.54317808
176	42	781873.8	4801364.7	0.99765	0.06853	-0.06853	0.99765	1	43.31229975	-77.5242529
177	42	783347.1	4801260.3	0.99739	0.07218	-0.07218	0.99739	1	43.31080826	-77.50617272
178	42	784752.1	4801154.3	0.99815	0.06074	-0.06074	0.99815	1	43.3093254	-77.48893505
179	42	786157.1	4801048.2	0.99879	0.04925	-0.04925	0.99879	1	43.30783906	-77.47169843
180	42	787562.1	4800942.2	0.99929	0.03771	-0.03771	0.99929	1	43.30635104	-77.45446277
181	42	788993.5	4800831.2	0.99953	0.03076	-0.03076	0.99953	1	43.30480539	-77.43690588
182	42	790451.3	4800715.2	0.9996	0.02841	-0.02841	0.9996	1	43.30320194	-77.41902783
183	42	791909.1	4800599.1	0.99966	0.02604	-0.02604	0.99966	1	43.30159484	-77.40115096
184	42	793366.9	4800483.1	0.99972	0.02365	-0.02365	0.99972	1	43.29998586	-77.38327516
185	42	794845.6	4800368.8	0.99971	0.02425	-0.02425	0.99971	1	43.29838121	-77.36514244
186	42	796345.2	4800256.3	0.99961	0.02786	-0.02786	0.99961	1	43.29678167	-77.34675276
187	42	797844.8	4800143.7	0.9995	0.03151	-0.03151	0.9995	1	43.2951783	-77.32836429
188	42	799344.4	4800031.1	0.99938	0.0352	-0.0352	0.99938	1	43.293572	-77.309977
189	42	800825.8	4799929.7	0.99942	0.03418	-0.03418	0.99942	1	43.29207069	-77.29180863
190	42	802289.1	4799839.3	0.9996	0.02841	-0.02841	0.9996	1	43.29067262	-77.27385796
191	42	803752.3	4799749	0.99974	0.02259	-0.02259	0.99974	1	43.28927269	-77.25590949
192	42	805215.5	4799658.6	0.99986	0.01671	-0.01671	0.99986	1	43.28786908	-77.23796208
193	42	806675.6	4799558.1	0.99996	0.00939	-0.00939	0.99996	1	43.28637318	-77.22005946
194	42	808132.7	4799447.5	1	5.00E-04	-5.00E-04	1	1	43.28478499	-77.20220045
202	42	819805	4799094.1	0.99552	-0.09452	0.09452	0.99552	1	43.27674732	-77.05887005
203	42	821328.5	4799143.9	0.99545	-0.09532	0.09532	0.99545	1	43.27654676	-77.04010997
204	42	822852	4799193.7	0.99537	-0.09611	0.09611	0.99537	1	43.27634313	-77.02135024
205	42	824325.9	4799238.9	0.99358	-0.11311	0.11311	0.99358	1	43.27611644	-77.00320335
206	42	825750	4799279.5	0.98923	-0.14636	0.14636	0.98923	1	43.27586707	-76.98567176
207	42	827174.2	4799320.2	0.98373	-0.17967	0.17967	0.98373	1	43.27561587	-76.96813922
208	42	828598.3	4799360.8	0.97707	-0.21292	0.21292	0.97707	1	43.27536113	-76.95060831
164	43	764733.5	4802621.6	0.99916	0.04103	-0.04103	0.99916	1	43.32982372	-77.7346541
165	43	766058.9	4802547.4	0.99953	0.03053	-0.03053	0.99953	1	43.32868903	-77.71836822
166	43	767419.6	4802471.4	0.99969	0.02496	-0.02496	0.99969	1	43.32752332	-77.70164927
167	43	768780.2	4802395.4	0.99981	0.01951	-0.01951	0.99981	1	43.32635521	-77.68493234
168	43	770140.9	4802319.4	0.9999	0.01418	-0.01418	0.9999	1	43.32518464	-77.66821498
169	43	771528.3	4802231	0.99995	0.01045	-0.01045	0.99995	1	43.32389054	-77.65117579
170	43	772942.5	4802130.4	0.99997	0.00826	-0.00826	0.99997	1	43.32247454	-77.63381358
171	43	774356.8	4802029.7	0.99998	0.00607	-0.00607	0.99998	1	43.32105499	-77.61645116
172	43	775771	4801929.1	0.99999	0.00389	-0.00389	0.99999	1	43.31963376	-77.59909089
173	43	777250.4	4801827.3	0.99993	0.01221	-0.01221	0.99993	1	43.31817511	-77.58092956
174	43	778795	4801724.5	0.99952	0.03103	-0.03103	0.99952	1	43.31668046	-77.56196718
175	43	780339.7	4801621.6	0.99876	0.04981	-0.04981	0.99876	1	43.31518176	-77.54300474
176	43	781884.3	4801518.8	0.99765	0.06853	-0.06853	0.99765	1	43.31368087	-77.52404462
177	43	783358.3	4801414.3	0.99739	0.07218	-0.07218	0.99739	1	43.31218817	-77.50595548
178	43	784761.5	4801308.1	0.99815	0.06074	-0.06074	0.99815	1	43.31070414	-77.48873968
179	43	786164.7	4801201.9	0.99879	0.04925	-0.04925	0.99879	1	43.30921755	-77.47152489
180	43	787567.9	4801095.6	0.99929	0.03771	-0.03771	0.99929	1	43.30772748	-77.45431116
181	43	788998.2	4800984.2	0.99953	0.03076	-0.03076	0.99953	1	43.30617862	-77.43676763
182	43	790455.6	4800867.6	0.9996	0.02841	-0.02841	0.9996	1	43.3045699	-77.41889442
183	43	791913	4800750.9	0.99966	0.02604	-0.02604	0.99966	1	43.30295752	-77.4010224
184	43	793370.5	4800634.3	0.99972	0.02365	-0.02365	0.99972	1	43.30134324	-77.38315022
185	43	794849.2	4800519.3	0.99971	0.02425	-0.02425	0.99971	1	43.29973227	-77.36501747
186	43	796349.4	4800405.9	0.99961	0.02786	-0.02786	0.99961	1	43.29812437	-77.34662049
187	43	797849.5	4800292.5	0.9995	0.03151	-0.03151	0.9995	1	43.29651357	-77.32822591
188	43	799349.6	4800179.2	0.99938	0.0352	-0.0352	0.99938	1	43.29490075	-77.30983245
189	43	800830.9	4800077	0.99942	0.03418	-0.03418	0.99942	1	43.29339225	-77.29166536
190	43	802293.2	4799986	0.9996	0.02841	-0.02841	0.9996	1	43.29198915	-77.27372694
191	43	803755.6	4799894.9	0.99974	0.02259	-0.02259	0.99974	1	43.29058233	-77.25578837
192	43	805218	4799803.9	0.99986	0.01671	-0.01671	0.99986	1	43.28917361	-77.23785076
193	43	806677	4799701.8	0.99996	0.00939	-0.00939	0.99996	1	43.28766376	-77.21996217
194	43	808132.7	4799588.7	1	5.00E-04	-5.00E-04	1	1	43.28605365	-77.20212141
202	43	819792.3	4799227.7	0.99552	-0.09452	0.09452	0.99552	1	43.27795288	-77.05894862
203	43	821315.6	4799278.8	0.99545	-0.09532	0.09532	0.99545	1	43.27776409	-77.04018986
204	43	822838.9	4799329.9	0.99537	-0.09611	0.09611	0.99537	1	43.27757222	-77.02143145
205	43	824310.4	4799375.2	0.99358	-0.11311	0.11311	0.99358	1	43.27734746	-77.00331365
206	43	825730	4799414.7	0.98923	-0.14636	0.14636	0.98923	1	43.27709015	-76.98583767
207	43	827149.7	4799454.2	0.98373	-0.17967	0.17967	0.98373	1	43.27683014	-76.96836081
208	43	828569.3	4799493.8	0.97707	-0.21292	0.21292	0.97707	1	43.27656839	-76.95088547
164	44	764739.4	4802767.4	0.99916	0.04103	-0.04103	0.99916	1	43.33113237	-77.73451115
165	44	766063.5	4802695	0.99953	0.03053	-0.03053	0.99953	1	43.3300143	-77.71824005
166	44	767423.3	4802620.6	0.99969	0.02496	-0.02496	0.99969	1	43.32886326	-77.70153105
167	44	768783.2	4802546.2	0.99981	0.01951	-0.01951	0.99981	1	43.32770975	-77.6848216
168	44	770143	4802471.8	0.9999	0.01418	-0.01418	0.9999	1	43.32655386	-77.66811416
169	44	771529.9	4802384.4	0.99995	0.01045	-0.01045	0.99995	1	43.32526891	-77.65108026
170	44	772943.8	4802283.9	0.99997	0.00826	-0.00826	0.99997	1	43.32385388	-77.6337213
171	44	774357.7	4802183.5	0.99998	0.00607	-0.00607	0.99998	1	43.32243714	-77.61636327
172	44	775771.6	4802083	0.99999	0.00389	-0.00389	0.99999	1	43.3210169	-77.59900625
173	44	777252.3	4801981.4	0.99993	0.01221	-0.01221	0.99993	1	43.31955954	-77.58082841
174	44	778799.8	4801878.6	0.99952	0.03103	-0.03103	0.99952	1	43.31806378	-77.5618299
175	44	780347.4	4801775.7	0.99876	0.04981	-0.04981	0.99876	1	43.31656396	-77.54283135
176	44	781894.9	4801672.9	0.99765	0.06853	-0.06853	0.99765	1	43.31506195	-77.52383511
177	44	783369.4	4801568.3	0.99739	0.07218	-0.07218	0.99739	1	43.31356812	-77.50573946
178	44	784770.8	4801461.9	0.99815	0.06074	-0.06074	0.99815	1	43.31208293	-77.48854554
179	44	786172.2	4801355.5	0.99879	0.04925	-0.04925	0.99879	1	43.31059517	-77.47135263
180	44	787573.7	4801249.1	0.99929	0.03771	-0.03771	0.99929	1	43.30910482	-77.45415949
181	44	789002.9	4801137.2	0.99953	0.03076	-0.03076	0.99953	1	43.30755185	-77.43662936
182	44	790459.9	4801020	0.9996	0.02841	-0.02841	0.9996	1	43.30593786	-77.418761
183	44	791917	4800902.7	0.99966	0.02604	-0.02604	0.99966	1	43.30432017	-77.40089259
184	44	793374	4800785.5	0.99972	0.02365	-0.02365	0.99972	1	43.30270065	-77.38302649
185	44	794852.9	4800669.8	0.99971	0.02425	-0.02425	0.99971	1	43.30108328	-77.36489127
186	44	796353.5	4800555.6	0.99961	0.02786	-0.02786	0.99961	1	43.299468	-77.34648939
187	44	797854.2	4800441.4	0.9995	0.03151	-0.03151	0.9995	1	43.29784975	-77.32808747
188	44	799354.8	4800327.2	0.99938	0.0352	-0.0352	0.99938	1	43.2962286	-77.30968795
189	44	800835.9	4800224.3	0.99942	0.03418	-0.03418	0.99942	1	43.29471385	-77.29152332
190	44	802297.4	4800132.6	0.9996	0.02841	-0.02841	0.9996	1	43.29330475	-77.27359474
191	44	803758.9	4800040.9	0.99974	0.02259	-0.02259	0.99974	1	43.29189286	-77.25566718
192	44	805220.4	4799949.2	0.99986	0.01671	-0.01671	0.99986	1	43.29047819	-77.23774065
193	44	806678.4	4799845.6	0.99996	0.00939	-0.00939	0.99996	1	43.28895523	-77.21986483
194	44	808132.8	4799729.9	1	5.00E-04	-5.00E-04	1	1	43.28732227	-77.20204114
195	44	809587.3	4799614.2	0.99996	-0.00871	0.00871	0.99996	1	43.28568651	-77.18421737
202	44	819779.6	4799361.3	0.99552	-0.09452	0.09452	0.99552	1	43.27915844	-77.05902719
203	44	821302.7	4799413.7	0.99545	-0.09532	0.09532	0.99545	1	43.27898141	-77.04026976
204	44	822825.7	4799466.2	0.99537	-0.09611	0.09611	0.99537	1	43.27880224	-77.02151384
