"I_Value","J_Value","TP_Base","TP_Slow_Settling","Conc_Change","Percent_Change"
129,108,4.86439967062324e-06,5.22239815836656e-06,3.57998487743316e-07,7.35956154888581
130,48,5.28834561919211e-06,5.92246124142548e-06,6.34115622233367e-07,11.9908127776686
130,49,5.34313767275307e-06,5.96920608586515e-06,6.2606841311208e-07,11.7172427786143
130,50,5.75673402636312e-06,6.28559519100236e-06,5.28861164639238e-07,9.18682645780236
130,51,5.93699178352836e-06,6.42559461994097e-06,4.8860283641261e-07,8.22980482755921
130,52,6.22120569460094e-06,6.6343222897558e-06,4.13116595154861e-07,6.64045870583227
130,53,6.28265252089477e-06,6.67404674459249e-06,3.91394223697716e-07,6.22976079603356
130,54,6.33744502920308e-06,6.70672989144805e-06,3.69284862244967e-07,5.8270306179114
130,55,6.50641186439316e-06,6.8281551648397e-06,3.21743300446542e-07,4.94501896209963
130,56,6.62275260765455e-06,6.91447576173232e-06,2.91723154077772e-07,4.40486262072661
130,57,6.68523216518224e-06,6.96029292157618e-06,2.75060756393941e-07,4.11445331437405
130,58,6.71517500450136e-06,6.97938139637699e-06,2.64206391875632e-07,3.93446770484057
130,59,6.6695633904601e-06,6.94077061780263e-06,2.71207227342529e-07,4.06634154988997
130,60,6.61379590383149e-06,6.8937411015213e-06,2.79945197689813e-07,4.23274624376654
130,61,6.54711857350776e-06,6.83774896970135e-06,2.90630396193592e-07,4.43905808227757
130,62,6.46764374323539e-06,6.76987519909744e-06,3.02231455862056e-07,4.67297624700132
130,63,6.46864873488084e-06,6.7674941419682e-06,2.98845407087356e-07,4.61990470244418
130,64,6.49244020678452e-06,6.78353262628661e-06,2.91092419502093e-07,4.48355949736594
130,65,6.47332490189001e-06,6.76453100822982e-06,2.91206106339814e-07,4.49855539082846
130,66,6.43326211502426e-06,6.72864098305581e-06,2.95378868031548e-07,4.59143219645473
130,67,6.35590413367026e-06,6.65756306261756e-06,3.0165892894729e-07,4.74612144241224
130,68,6.26837891104515e-06,6.574638064194e-06,3.06259153148858e-07,4.88577920216687
130,69,6.17677824266138e-06,6.48112927592592e-06,3.04351033264538e-07,4.92734272314433
130,70,6.06092589805485e-06,6.36145341559313e-06,3.00527517538285e-07,4.95844236661488
130,71,5.88975444770767e-06,6.18378453509649e-06,2.94030087388819e-07,4.99222998173137
130,72,5.70213387618423e-06,5.98142150920467e-06,2.79287633020431e-07,4.89794941832066
130,73,5.55643600819167e-06,5.8240784710506e-06,2.6764246285893e-07,4.81680095774259
130,74,5.42288898941479e-06,5.68224277230911e-06,2.59353782894323e-07,4.78257591849231
130,75,5.18661681780941e-06,5.43499663763214e-06,2.4837981982273e-07,4.78886003241772
130,76,5.06807145939092e-06,5.30451325175818e-06,2.36441792367259e-07,4.66532080815756
130,77,4.94188498123549e-06,5.16966201757896e-06,2.27777036343468e-07,4.60911245826938
130,78,4.76523018733133e-06,4.98649978908361e-06,2.21269601752283e-07,4.64341895467175
130,79,4.57467831438407e-06,4.79063874081476e-06,2.15960426430684e-07,4.72077841520885
130,80,4.39234827354085e-06,4.60201590612996e-06,2.09667632589117e-07,4.77347467759189
130,81,4.2356309677416e-06,4.43869748778525e-06,2.03066520043649e-07,4.79424486198622
130,82,4.10911707149353e-06,4.3070140236523e-06,1.97896952158771e-07,4.81604560579829
130,83,4.004836682725e-06,4.20009746449068e-06,1.95260781765683e-07,4.87562408244877
130,84,3.91772937291535e-06,4.11249448006856e-06,1.94765107153216e-07,4.97137725999393
130,85,3.84646773454733e-06,4.04234515372082e-06,1.95877419173485e-07,5.09239730296441
130,86,3.77836067855242e-06,3.97979965782724e-06,2.01438979274826e-07,5.33138565670238
130,87,3.71899932360975e-06,3.92673291571555e-06,2.07733592105797e-07,5.58573890527534
130,88,3.66617837244121e-06,3.88111311622197e-06,2.14934743780759e-07,5.86263738274251
130,89,3.62112928087299e-06,3.84393024432939e-06,2.22800963456393e-07,6.1528033432344
130,90,3.58516604137549e-06,3.81589507014723e-06,2.30729028771748e-07,6.43565810087909
130,91,3.55431961907016e-06,3.79429320673808e-06,2.39973587667919e-07,6.75160405891404
130,92,3.5309381019033e-06,3.7811071251781e-06,2.50169023274793e-07,7.08505830617487
130,93,3.51854532709694e-06,3.77910077986598e-06,2.6055545276904e-07,7.40520381427109
130,94,3.52072538589709e-06,3.79091875402082e-06,2.70193368123728e-07,7.67436645885636
130,95,3.51929679709428e-06,3.80506730834895e-06,2.85770511254668e-07,8.12010261511946
130,96,3.51778248841583e-06,3.82478401661501e-06,3.0700152819918e-07,8.72713219791575
130,97,3.53445966538857e-06,3.86287547371467e-06,3.28415808326099e-07,9.29182504307894
130,98,3.57646263182687e-06,3.92584206565516e-06,3.4937943382829e-07,9.76885458606973
130,99,3.64925813300943e-06,4.01625493395841e-06,3.66996800948982e-07,10.0567509223123
130,100,3.74560886484687e-06,4.12941653848975e-06,3.83807673642877e-07,10.2468700681743
130,101,3.86843566957396e-06,4.26837686973158e-06,3.99941200157627e-07,10.3385769938802
130,102,4.02282057621051e-06,4.43656472270959e-06,4.13744146499084e-07,10.2849266742299
130,103,4.18240733779385e-06,4.60533010482322e-06,4.22922767029377e-07,10.1119458931626
130,104,4.34011781180743e-06,4.76548029837431e-06,4.25362486566883e-07,9.80071290713976
130,105,4.47557067673188e-06,4.90519505547127e-06,4.29624378739391e-07,9.5993206178817
130,106,4.62407251689001e-06,5.0542366807349e-06,4.30164163844893e-07,9.30271232282071
130,107,4.75292608825839e-06,5.16197360411752e-06,4.09047515859129e-07,8.60622505512211
130,108,4.83501708004042e-06,5.19835430168314e-06,3.63337221642723e-07,7.5147039943794
131,48,5.25738323631231e-06,5.89629598835018e-06,6.38912752037868e-07,12.152676023786
131,49,5.44335534868878e-06,6.04201068199473e-06,5.98655333305942e-07,10.9979102034951
131,50,5.82144502914161e-06,6.32952060186653e-06,5.0807557272492e-07,8.72765387599712
131,51,6.03420903644292e-06,6.49024741505855e-06,4.56038378615631e-07,7.55755022508234
131,52,6.22339075562195e-06,6.62825459585292e-06,4.04863840230973e-07,6.50551855297269
131,53,6.33387207926717e-06,6.70555982651422e-06,3.71687747247051e-07,5.8682547199478
131,54,6.41087171970867e-06,6.75476712785894e-06,3.43895408150274e-07,5.36425346171023
131,55,6.53866982247564e-06,6.84871611156268e-06,3.1004628908704e-07,4.74173337245605
131,56,6.62550246488536e-06,6.91470177116571e-06,2.89199306280352e-07,4.3649414940691
131,57,6.67153153699473e-06,6.94849222782068e-06,2.76960690825945e-07,4.15138097287186
131,58,6.67146650812356e-06,6.94471691531362e-06,2.73250407190062e-07,4.09580722405391
131,59,6.6545330810186e-06,6.92734465701506e-06,2.72811575996457e-07,4.0996351310451
131,60,6.64390381643898e-06,6.91639706928981e-06,2.72493252850836e-07,4.10140273519023
131,61,6.59785609968822e-06,6.87778401697869e-06,2.79927917290479e-07,4.2427102540734
131,62,6.49740650260355e-06,6.79407185089076e-06,2.96665348287206e-07,4.5659040752388
131,63,6.46743910692749e-06,6.76687250233954e-06,2.99433395412052e-07,4.62986029650158
131,64,6.50460560791544e-06,6.79387130730902e-06,2.89265699393582e-07,4.44709052062395
131,65,6.48513378109783e-06,6.77454909236985e-06,2.89415311272023e-07,4.46275005329234
131,66,6.44325564280734e-06,6.73731801725808e-06,2.94062374450732e-07,4.56387874007445
131,67,6.36622507954598e-06,6.66677033223095e-06,3.00545252684969e-07,4.72093350344445
131,68,6.27595682090032e-06,6.58175622447743e-06,3.05799403577112e-07,4.87255429417125
131,69,6.17208434050553e-06,6.47889282845426e-06,3.06808487948729e-07,4.97090562964665
131,70,6.0577986005228e-06,6.36018921795767e-06,3.02390617434867e-07,4.99175752407434
131,71,5.8911023188557e-06,6.18669901086832e-06,2.95596692012623e-07,5.01768049532095
131,72,5.70405109101557e-06,5.98519000050146e-06,2.8113890948589e-07,4.92875861383343
131,73,5.56761960979202e-06,5.8372911553306e-06,2.69671545538586e-07,4.84356986357873
131,74,5.38671201866237e-06,5.64803303859662e-06,2.61321019934257e-07,4.85121571431526
131,75,5.1904880820075e-06,5.44230215382413e-06,2.51814071816625e-07,4.85145265412558
131,76,5.12595534019056e-06,5.36653169547208e-06,2.40576355281519e-07,4.69329791844373
131,77,5.00028727401514e-06,5.22998243468464e-06,2.29695160669507e-07,4.59363928674975
131,78,4.81183087686077e-06,5.03348383062985e-06,2.2165295376908e-07,4.6064161322662
131,79,4.61874378743232e-06,4.83330086353817e-06,2.14557076105848e-07,4.6453556633659
131,80,4.43502176494803e-06,4.64283448309288e-06,2.07812718144851e-07,4.68572036753659
131,81,4.27771010436118e-06,4.47855973106925e-06,2.00849626708077e-07,4.69526035678081
131,82,4.15176236856496e-06,4.34665253123967e-06,1.9489016267471e-07,4.69415504486287
131,83,4.04894262828748e-06,4.24038216806366e-06,1.91439539776184e-07,4.72813663593831
131,84,3.96312407247024e-06,4.15294425692991e-06,1.89820184459677e-07,4.78966040397925
131,85,3.88771650250419e-06,4.07922607337241e-06,1.9150957086822e-07,4.92601687249735
131,86,3.81632389689912e-06,4.01311945097405e-06,1.96795554074924e-07,5.15667850506155
131,87,3.75140416508657e-06,3.95496545024798e-06,2.03561285161413e-07,5.42626910360419
131,88,3.69172107639315e-06,3.90361128665973e-06,2.11890210266574e-07,5.73960507529982
131,89,3.64087668458524e-06,3.8616594792984e-06,2.20782794713159e-07,6.06400089428764
131,90,3.60128797183279e-06,3.83075666832156e-06,2.29468696488766e-07,6.37185080125607
131,91,3.57173848897219e-06,3.81007043870341e-06,2.38331949731219e-07,6.6727155548222
131,92,3.55012571162661e-06,3.79836410502321e-06,2.48238393396605e-07,6.9923831875482
131,93,3.540671286828e-06,3.79901712221908e-06,2.58345835391083e-07,7.29652132216228
131,94,3.54134795088612e-06,3.81137556360045e-06,2.7002761271433e-07,7.62499524077444
131,95,3.53014434040233e-06,3.82236930818181e-06,2.92224967779475e-07,8.27798921519935
131,96,3.52847973772441e-06,3.84711120204884e-06,3.18631464324426e-07,9.03027615314912
131,97,3.55311794919544e-06,3.89533533962094e-06,3.42217390425503e-07,9.63146721608255
131,98,3.60542640009953e-06,3.96914219891187e-06,3.63715798812336e-07,10.0880106386944
131,99,3.6852827633993e-06,4.06628942073439e-06,3.81006657335092e-07,10.3386003679037
131,100,3.78443519366556e-06,4.17878482039669e-06,3.94349626731128e-07,10.4203033359164
131,101,3.90031027563964e-06,4.30768750447896e-06,4.07377228839323e-07,10.4447390091937
131,102,4.04550928578828e-06,4.46322655989206e-06,4.17717274103779e-07,10.3254558226131
131,103,4.19803745899117e-06,4.62321804661769e-06,4.25180587626528e-07,10.1280798892324
131,104,4.34754974776297e-06,4.77485627925489e-06,4.27306531491922e-07,9.82867491537717
131,105,4.46751801064238e-06,4.90176444145618e-06,4.34246430813801e-07,9.72008237637436
131,106,4.59309512734762e-06,5.02836701343767e-06,4.3527188609005e-07,9.4766573306616
131,107,4.77008552479674e-06,5.17014814249706e-06,4.00062617700314e-07,8.38690659990549
131,108,4.76856075692922e-06,5.14580688104616e-06,3.77246124116937e-07,7.91111078051713
132,48,5.43989744983264e-06,6.0338684306771e-06,5.9397098084446e-07,10.9187900382706
132,49,5.58457577426452e-06,6.14662576481351e-06,5.62049990548985e-07,10.0643274129986
132,50,5.76554839426535e-06,6.28440147920628e-06,5.18853084940929e-07,8.9991974650148
132,51,5.99990107730264e-06,6.46031139694969e-06,4.60410319647053e-07,7.67363184351097
132,52,6.18484500591876e-06,6.59570014249766e-06,4.10855136578903e-07,6.64293343140731
132,53,6.36067261439166e-06,6.7230689637654e-06,3.62396349373739e-07,5.6974532623135
132,54,6.45570526103256e-06,6.78977130519343e-06,3.34066044160863e-07,5.17474126610655
132,55,6.56879228699836e-06,6.87276633470901e-06,3.03974047710653e-07,4.62754848120728
132,56,6.64066010358511e-06,6.92486582920537e-06,2.84205725620268e-07,4.27978124444034
132,57,6.65659763399162e-06,6.93425681674853e-06,2.77659182756906e-07,4.17118771516325
132,58,6.62792444927618e-06,6.9083121161384e-06,2.80387666862225e-07,4.23039926010089
132,59,6.61542981106322e-06,6.89440412315889e-06,2.7897431209567e-07,4.21702474462251
132,60,6.59018087389995e-06,6.87265082888189e-06,2.82469954981934e-07,4.28622461791058
132,61,6.54652922094101e-06,6.83514008414932e-06,2.88610863208305e-07,4.40860879815671
132,62,6.47085062155384e-06,6.77120351610938e-06,3.00352894555544e-07,4.64162924044476
132,63,6.46861508357688e-06,6.76674017086043e-06,2.98125087283552e-07,4.60879312544751
132,64,6.49652292850078e-06,6.7861660681956e-06,2.89643139694817e-07,4.45843327088294
132,65,6.46455237074406e-06,6.75690125717665e-06,2.92348886432592e-07,4.52233766030954
132,66,6.43139355815947e-06,6.72628175379941e-06,2.94888195639942e-07,4.58513684434408
132,67,6.356691756082e-06,6.65792322251946e-06,3.01231466437457e-07,4.73880877028909
132,68,6.25763641437516e-06,6.56536440146738e-06,3.07727987092221e-07,4.91763929245398
132,69,6.14252530795056e-06,6.45271711618989e-06,3.10191808239324e-07,5.04990688174826
132,70,6.02032014285214e-06,6.32688352197874e-06,3.06563379126601e-07,5.09214413606526
132,71,5.86693249715609e-06,6.16596389590995e-06,2.99031398753868e-07,5.09689516453138
132,72,5.69165558772511e-06,5.97590224060696e-06,2.84246652881848e-07,4.99409439838326
132,73,5.57290650249342e-06,5.84569443162763e-06,2.72787929134211e-07,4.89489513258764
132,74,5.40565724804765e-06,5.66980133953621e-06,2.64144091488561e-07,4.88643802904746
132,75,5.26368512510089e-06,5.52075925952522e-06,2.57074134424329e-07,4.8839193134563
132,76,5.20578123541782e-06,5.45200464330264e-06,2.46223407884827e-07,4.72980705008563
132,77,5.07472077515558e-06,5.30804891241132e-06,2.33328137255739e-07,4.59785173596248
132,78,4.87023498862982e-06,5.09392066305736e-06,2.23685674427543e-07,4.59291337994502
132,79,4.67173776996788e-06,4.88657769892598e-06,2.14839928958099e-07,4.59871550024043
132,80,4.48958826382295e-06,4.69635597255547e-06,2.06767708732514e-07,4.60549379101521
132,81,4.33452760262298e-06,4.53350412499276e-06,1.98976522369776e-07,4.59050075605397
132,82,4.20749120166874e-06,4.40042185800849e-06,1.9293065633974e-07,4.58540843206568
132,83,4.10312031817739e-06,4.29203691965085e-06,1.88916601473466e-07,4.60421793230237
132,84,4.01477063860511e-06,4.20131709688576e-06,1.86546458280645e-07,4.6465035010184
132,85,3.93398249798338e-06,4.12214330935967e-06,1.88160811376292e-07,4.7829600531458
132,86,3.85345538234105e-06,4.04737829740043e-06,1.93922915059375e-07,5.03244220623524
132,87,3.78189565708453e-06,3.98282463720534e-06,2.00928980120807e-07,5.31291707491748
132,88,3.71928058484627e-06,3.92809806726291e-06,2.08817482416634e-07,5.61445897003399
132,89,3.66671542906261e-06,3.88393573302892e-06,2.17220303966315e-07,5.92411132439167
132,90,3.62478726856352e-06,3.8508874240506e-06,2.26100155487075e-07,6.23761171994726
132,91,3.59228033630643e-06,3.82806138077285e-06,2.35781044466421e-07,6.56354800830634
132,92,3.57438898390683e-06,3.8190341911104e-06,2.44645207203575e-07,6.8443923788109
132,93,3.56615964847151e-06,3.82078997063218e-06,2.54630322160665e-07,7.14018292113764
132,94,3.56413193003391e-06,3.83212363885832e-06,2.67991708824411e-07,7.51912987749197
132,95,3.54427174897864e-06,3.83955966754002e-06,2.95287918561371e-07,8.33141303700723
132,96,3.53934888153162e-06,3.86636929761153e-06,3.27020416079904e-07,9.23956431043861
132,97,3.56866121364874e-06,3.9213482523337e-06,3.52687038684962e-07,9.88289494491861
132,98,3.6266208098823e-06,4.00143198930891e-06,3.74811179426615e-07,10.3349977589408
132,99,3.70889006262587e-06,4.10073744205874e-06,3.91847379432875e-07,10.5650847778284
132,100,3.80712344849599e-06,4.20969081460498e-06,4.02567366108997e-07,10.5740560177536
132,101,3.91803678212455e-06,4.33140758104855e-06,4.13370798924007e-07,10.5504573313336
132,102,4.0542126953369e-06,4.47391721536405e-06,4.19704520027153e-07,10.3523063925554
132,103,4.19788739236537e-06,4.62409889223636e-06,4.26211499870988e-07,10.1529998314421
132,104,4.33350714956759e-06,4.76543618788128e-06,4.31929038313683e-07,9.96719339338766
132,105,4.45132582171937e-06,4.88925934405415e-06,4.37933522334788e-07,9.83827155940771
132,106,4.56302814200171e-06,5.00295209349133e-06,4.39923951489618e-07,9.64105277896953
132,107,4.6841150833643e-06,5.10406880493974e-06,4.19953721575439e-07,8.96548684439693
132,108,4.75025581181399e-06,5.1315946620889e-06,3.81338850274915e-07,8.02775398593308
133,50,5.91740945310448e-06,6.39726204099134e-06,4.79852587886853e-07,8.10916654812699
133,51,6.06574258199544e-06,6.50823676551227e-06,4.42494183516828e-07,7.29497134992599
133,52,6.23326832283055e-06,6.63087394059403e-06,3.97605617763475e-07,6.37876627751074
133,53,6.34765501672518e-06,6.71330917612067e-06,3.6565415939549e-07,5.76046049182008
133,54,6.45601858195732e-06,6.79098775435705e-06,3.34969172399724e-07,5.18847906255822
133,55,6.54869108984713e-06,6.85838949721074e-06,3.09698407363612e-07,4.72916500587054
133,56,6.61879039398627e-06,6.90835395289469e-06,2.89563558908412e-07,4.37487126305594
133,57,6.64231311020558e-06,6.92122830514563e-06,2.78915194940055e-07,4.19906725733112
133,58,6.60666455587489e-06,6.88970385454013e-06,2.83039298665244e-07,4.28414816994992
133,59,6.59116585666197e-06,6.87351757733268e-06,2.82351720670704e-07,4.28379025518405
133,60,6.61524791212287e-06,6.89042690282804e-06,2.75178990705172e-07,4.15976837694757
133,61,6.49149023956852e-06,6.7889873207605e-06,2.97497081191977e-07,4.5828780482269
133,62,6.42913846604642e-06,6.73562635711278e-06,3.06487891066354e-07,4.76716892449864
133,63,6.44740566713153e-06,6.74787816024036e-06,3.00472493108828e-07,4.66036276638552
133,64,6.45205636828905e-06,6.74822877044789e-06,2.96172402158845e-07,4.59035670572394
133,65,6.41248379906756e-06,6.71296129439725e-06,3.00477495329687e-07,4.68582073257448
133,66,6.39097424937063e-06,6.6913157752424e-06,3.00341525871772e-07,4.69946387127674
133,67,6.32219462204375e-06,6.62763841319247e-06,3.05443791148718e-07,4.83129371063206
133,68,6.21706931269728e-06,6.52909511700273e-06,3.12025804305449e-07,5.01885677337055
133,69,6.09668450124445e-06,6.41086853647721e-06,3.14184035232756e-07,5.1533589308849
133,70,5.9735139075201e-06,6.28347561359988e-06,3.09961706079775e-07,5.18893419984446
133,71,5.83283508603927e-06,6.13528936810326e-06,3.02454282063991e-07,5.18537345223264
133,72,5.67289816899574e-06,5.96180325374007e-06,2.88905084744329e-07,5.09272467331231
133,73,5.57850171389873e-06,5.8560881370795e-06,2.77586423180765e-07,4.97600318897749
133,74,5.45794728168403e-06,5.72446788282832e-06,2.66520601144293e-07,4.88316554538173
133,75,5.34520768269431e-06,5.60707030672347e-06,2.61862624029163e-07,4.89901683103861
133,76,5.29792032466503e-06,5.54902771909838e-06,2.51107394433348e-07,4.73973519881548
133,77,5.15397277922602e-06,5.39059283255483e-06,2.36620053328807e-07,4.5910225657874
133,78,4.92953267894336e-06,5.15465853823116e-06,2.251258592878e-07,4.56688035053367
133,79,4.72342026114347e-06,4.9385312195227e-06,2.15110958379228e-07,4.55413548840459
133,80,4.5417332330544e-06,4.74800981464796e-06,2.06276581593556e-07,4.54180311807595
133,81,4.39016002928838e-06,4.5877472985012e-06,1.97587269212818e-07,4.50068489291142
133,82,4.2634601413738e-06,4.45490832134965e-06,1.91448179975851e-07,4.49044141677283
133,83,4.15559770772234e-06,4.3439226828923e-06,1.88324975169962e-07,4.5318384602051
133,84,4.06218578063999e-06,4.24799054599134e-06,1.85804765351349e-07,4.57400954522755
133,85,3.97431085730204e-06,4.16134207625873e-06,1.8703121895669e-07,4.70600377454259
133,86,3.8854377635289e-06,4.07816651204485e-06,1.92728748515947e-07,4.96028402063255
133,87,3.80746769224061e-06,4.00687986257253e-06,1.99412170331925e-07,5.23739625521486
133,88,3.74117985302291e-06,3.94811559090158e-06,2.06935737878666e-07,5.53129616881316
133,89,3.68806036021851e-06,3.9027800085023e-06,2.1471964828379e-07,5.82202098967458
133,90,3.64389052265324e-06,3.86776446248405e-06,2.2387393983081e-07,6.14381629851491
133,91,3.61205388799135e-06,3.84522672902676e-06,2.33172841035412e-07,6.45540870280532
133,92,3.59408068106859e-06,3.83625592803583e-06,2.42175246967236e-07,6.73816946410987
133,93,3.58393276655988e-06,3.83691804017872e-06,2.52985273618833e-07,7.05887331311928
133,94,3.57814860763028e-06,3.84619170290534e-06,2.68043095275061e-07,7.49111131671469
133,95,3.55605698132422e-06,3.8536327338079e-06,2.97575752483681e-07,8.36813791360757
133,96,3.54709732164338e-06,3.88050011679297e-06,3.33402795149595e-07,9.39931343623606
133,97,3.57640510628698e-06,3.93710024582106e-06,3.60695139534073e-07,10.0854105956846
133,98,3.63495564670302e-06,4.01658962800866e-06,3.8163398130564e-07,10.4989996687247
133,99,3.71442365576513e-06,4.11284418078139e-06,3.98420525016263e-07,10.7263080881438
133,100,3.80626147489238e-06,4.21593540522736e-06,4.09673930334975e-07,10.7631578397162
133,101,3.91234243579675e-06,4.33133300248301e-06,4.18990566686261e-07,10.7094553598536
133,102,4.03925150749274e-06,4.46305375589873e-06,4.23802248405991e-07,10.4920985390448
133,103,4.17637465943699e-06,4.60690171166789e-06,4.305270522309e-07,10.3086309859216
133,104,4.30558839070727e-06,4.74179159937194e-06,4.36203208664665e-07,10.1310940359771
133,105,4.43093313151621e-06,4.8691722440708e-06,4.38239112554584e-07,9.89044744181512
133,106,4.55335612059571e-06,4.98882718602545e-06,4.35471065429738e-07,9.56373834807293
133,107,4.71569774163072e-06,5.12212864123285e-06,4.06430899602128e-07,8.61868003146405
133,108,4.77084222438862e-06,5.14047360411496e-06,3.69631379726343e-07,7.74771753793873
134,49,6.1977916629985e-06,6.59860597806983e-06,4.00814315071329e-07,6.46705047322315
134,50,6.08057916906546e-06,6.5159510995727e-06,4.35371930507245e-07,7.16004048959958
134,51,6.23998221271904e-06,6.63386754240491e-06,3.93885329685872e-07,6.31228289213727
134,52,6.35482638244866e-06,6.71805946694803e-06,3.6323308449937e-07,5.71586165599394
134,53,6.44357623968972e-06,6.78169544698903e-06,3.38119207299314e-07,5.24738428974647
134,54,6.50373294774909e-06,6.82538257024135e-06,3.21649622492259e-07,4.945615465401
134,55,6.57936971037998e-06,6.87991314407554e-06,3.00543433695566e-07,4.56796694706807
134,56,6.62196407574811e-06,6.90880324327736e-06,2.86839167529251e-07,4.33163279426046
134,57,6.62276806906448e-06,6.90441856932011e-06,2.81650500255637e-07,4.252761040678
134,58,6.59326860841247e-06,6.87779947838862e-06,2.84530869976152e-07,4.31547517437881
134,59,6.55666508464492e-06,6.84518909110921e-06,2.88524006464286e-07,4.40046887769182
134,60,6.51676418783609e-06,6.81106530464604e-06,2.94301116809947e-07,4.51606208736657
134,61,6.43231396679766e-06,6.74017155688489e-06,3.07857590087224e-07,4.7861095039254
134,62,6.38239862382761e-06,6.69655673846137e-06,3.14158114633756e-07,4.92225780854394
134,63,6.40081816527527e-06,6.70870485919295e-06,3.07886693917681e-07,4.81011467546415
134,64,6.40319149169954e-06,6.70701592753176e-06,3.03824435832212e-07,4.74489067250385
134,65,6.36038976153941e-06,6.66883988742484e-06,3.08450125885429e-07,4.84954755053839
134,66,6.34071193417185e-06,6.64829985908e-06,3.07587924908148e-07,4.85099982622569
134,67,6.27466124569764e-06,6.58665385344648e-06,3.11992607748834e-07,4.97226217531279
134,68,6.1716032178083e-06,6.48900550004328e-06,3.1740228223498e-07,5.14294699502244
134,69,6.05542663834058e-06,6.37356106381048e-06,3.18134425469907e-07,5.25370786354846
134,70,5.93704999118927e-06,6.25068469162215e-06,3.13634700432885e-07,5.28266901741315
134,71,5.80657069804147e-06,6.112484697951e-06,3.05913999909535e-07,5.26841083692856
134,72,5.67466258871718e-06,5.96746303926921e-06,2.92800450552022e-07,5.1597860837434
134,73,5.62149489269359e-06,5.90023410040885e-06,2.78739207715262e-07,4.95845345474825
134,74,5.53096015210031e-06,5.80011283091153e-06,2.69152678811224e-07,4.86629213390766
134,75,5.44476051800302e-06,5.70988913750625e-06,2.6512861950323e-07,4.86942664652717
134,76,5.4003226068744e-06,5.65609752811724e-06,2.55774921242846e-07,4.73628966012613
134,77,5.23445987710147e-06,5.47412219020771e-06,2.39662313106237e-07,4.57854905249455
134,78,4.98189183417708e-06,5.2076952670177e-06,2.25803432840621e-07,4.5324836499169
134,79,4.76483364764135e-06,4.97963765155873e-06,2.14804003917379e-07,4.5081112962613
134,80,4.58555359728052e-06,4.79104437545175e-06,2.05490778171225e-07,4.48126434053876
134,81,4.43838234787108e-06,4.63492733615567e-06,1.96544988284586e-07,4.42830231556911
134,82,4.31208900408819e-06,4.50278912467184e-06,1.90700120583642e-07,4.42245325648065
134,83,4.20152082369896e-06,4.38962479165639e-06,1.88103967957431e-07,4.47704476189713
134,84,4.10128996009007e-06,4.28764406024129e-06,1.8635410015122e-07,4.54379236690516
134,85,4.00736007577507e-06,4.1946195779019e-06,1.87259502126835e-07,4.67288934824798
134,86,3.91502362617757e-06,4.10662642025272e-06,1.91602794075152e-07,4.89403927971242
134,87,3.83035694540013e-06,4.02865634896443e-06,1.98299403564306e-07,5.17704763266107
134,88,3.75941840502492e-06,3.96519817513763e-06,2.05779770112713e-07,5.47371289765628
134,89,3.70319889952953e-06,3.91664798371494e-06,2.13449084185413e-07,5.7639108774992
134,90,3.65960681847355e-06,3.88172702514566e-06,2.22120206672116e-07,6.06951013291543
134,91,3.6243920931156e-06,3.85677685699193e-06,2.32384763876325e-07,6.41168940627951
134,92,3.60450712832971e-06,3.84662234864663e-06,2.42115220316919e-07,6.71701321975501
134,93,3.59729756382876e-06,3.84949225917808e-06,2.52194695349317e-07,7.0106709515822
134,94,3.5889149785362e-06,3.85737939723185e-06,2.68464418695658e-07,7.48037834000614
134,95,3.56311966243084e-06,3.86309193345369e-06,2.99972271022853e-07,8.41880990374051
134,96,3.54989128936722e-06,3.88695752917556e-06,3.37066239808337e-07,9.49511442274109
134,97,3.57326098310295e-06,3.93891286876169e-06,3.65651885658735e-07,10.2330024979371
134,98,3.62746686732862e-06,4.01239321945468e-06,3.84926352126058e-07,10.611436746479
134,99,3.70056932297302e-06,4.10264965466922e-06,4.02080331696197e-07,10.8653641265438
134,100,3.78623485630669e-06,4.20128981204471e-06,4.15054955738015e-07,10.9622084072958
134,101,3.88742500945227e-06,4.30897216574522e-06,4.21547156292945e-07,10.8438659335667
134,102,4.00762246499653e-06,4.43192311649909e-06,4.24300651502563e-07,10.5873408787504
134,103,4.1414482438995e-06,4.57599026049138e-06,4.34542016591877e-07,10.4925135121988
134,104,4.27300665251096e-06,4.71015027869726e-06,4.37143626186298e-07,10.2303521088463
134,105,4.40718213212676e-06,4.8443457671965e-06,4.37163635069737e-07,9.91934578521211
134,106,4.53990014648298e-06,4.97269957122626e-06,4.3279942474328e-07,9.53323665232078
134,107,4.66789106212673e-06,5.08325638293172e-06,4.15365320804995e-07,8.89835078147155
134,108,4.70605482405517e-06,5.08700304635568e-06,3.80948222300503e-07,8.09485304661715
135,48,6.2432436607196e-06,6.62404681861517e-06,3.80803157895571e-07,6.09944411254452
135,49,6.16613124293508e-06,6.57146529192687e-06,4.0533404899179e-07,6.57355533027628
135,50,6.20127048023278e-06,6.60270779917482e-06,4.01437318942044e-07,6.4734689483658
135,51,6.29960004516761e-06,6.67610902382876e-06,3.7650897866115e-07,5.97671242557641
135,52,6.38117671769578e-06,6.7365085669735e-06,3.55331849277718e-07,5.56843768786938
135,53,6.46996704745106e-06,6.80005359754432e-06,3.30086550093256e-07,5.10182737674527
135,54,6.50470565233263e-06,6.82560175846447e-06,3.2089610613184e-07,4.93329173191357
