"I_Value","J_Value","TP_Base","TP_25Percent_GeneseeRiver","Conc_Change","Percent_Change"
170,58,6.30316753813531e-06,6.30320391792338e-06,3.63797880709171e-11,0.000577166763390197
170,59,6.22779089098913e-06,6.22781180936727e-06,2.09183781407773e-11,0.00033588761258898
170,60,6.14535292697838e-06,6.14536202192539e-06,9.09494701772928e-12,0.00014799714720699
170,61,6.0676966313622e-06,6.06770072408835e-06,4.09272615797818e-12,6.74510676229929e-05
170,62,6.00232851866167e-06,6.00233033765107e-06,1.81898940354586e-12,3.0304729204516e-05
170,63,5.95210804021917e-06,5.95210985920858e-06,1.81898940354586e-12,3.05604231518431e-05
170,64,5.91515481573879e-06,5.91515754422289e-06,2.72848410531878e-12,4.61270108782099e-05
170,65,5.88025795877911e-06,5.88026296099997e-06,5.00222085975111e-12,8.50680513476945e-05
170,66,5.84973304285086e-06,5.84974804951344e-06,1.50066625792533e-11,0.000256535853334255
170,67,5.80963433094439e-06,5.80963478569174e-06,4.54747350886464e-13,7.82746942375188e-06
170,68,5.74671594222309e-06,5.74671594222309e-06,0,0
170,69,5.71077953281929e-06,5.71078089706134e-06,1.36424205265939e-12,2.38888937109063e-05
170,70,5.67955066799186e-06,5.67955612496007e-06,5.45696821063757e-12,9.6080984740418e-05
170,71,5.62753530175542e-06,5.62754939892329e-06,1.40971678774804e-11,0.000250503410846361
170,72,5.50314371139393e-06,5.5031810006767e-06,3.72892827726901e-11,0.00067759965445723
170,73,5.47168792763841e-06,5.4717324928788e-06,4.45652403868735e-11,0.000814469702516603
170,74,5.49055403098464e-06,5.49067226529587e-06,1.18234311230481e-10,0.00215341312667635
170,75,5.47821673535509e-06,5.47839681530604e-06,1.8007995095104e-10,0.00328720019032557
170,76,5.35647313881782e-06,5.35672961632372e-06,2.56477505899966e-10,0.00478817869992289
170,77,5.21217089044512e-06,5.21250240126392e-06,3.31510818796232e-10,0.00636032136636105
170,78,5.08034008817049e-06,5.08070070281974e-06,3.60614649252966e-10,0.0070982383658262
170,79,4.94107052873005e-06,4.94144705953659e-06,3.76530806533992e-10,0.00762042970940485
170,80,4.76934064863599e-06,4.76979084851337e-06,4.50199877377599e-10,0.00943945737040936
170,81,4.57762507721782e-06,4.57825626654085e-06,6.31189323030412e-10,0.013788576224203
170,82,4.3912709770666e-06,4.39219047621009e-06,9.1949914349243e-10,0.0209392485295149
170,83,4.21802087657852e-06,4.21928461946663e-06,1.26374288811348e-09,0.0299605650396538
170,84,4.05175978812622e-06,4.05337686970597e-06,1.61708157975227e-09,0.0399105984636889
170,85,3.89481328966212e-06,3.89674733014544e-06,1.93404048332013e-09,0.0496568215080705
170,86,3.75342710867699e-06,3.75552008335944e-06,2.09297468245495e-09,0.0557616978258753
170,87,3.62849755219941e-06,3.63054641638882e-06,2.04886418941896e-09,0.0564659107507748
170,88,3.52802362613147e-06,3.52990150531696e-06,1.87787918548565e-09,0.053227511618021
170,89,3.44548834618763e-06,3.4471154322091e-06,1.62708602147177e-09,0.0472236692738232
170,90,3.38141740030551e-06,3.38278937306313e-06,1.37197275762446e-09,0.0405738953582159
170,91,3.3337321383442e-06,3.33488333126297e-06,1.15119291876908e-09,0.0345316561438214
170,92,3.29764156958845e-06,3.29862655235047e-06,9.84982762020081e-10,0.0298693093604775
170,93,3.26942267747654e-06,3.27029738400597e-06,8.74706529430114e-10,0.0267541586303929
170,94,3.24870097756502e-06,3.24949019159249e-06,7.89214027463458e-10,0.0242932185176056
170,95,3.23557583215006e-06,3.23630456477986e-06,7.28732629795559e-10,0.0225225019470896
170,96,3.23056679008005e-06,3.23122617373883e-06,6.59383658785373e-10,0.0204107731438988
170,97,3.23477024721797e-06,3.23536301038985e-06,5.92763171880506e-10,0.0183247379745225
170,98,3.24921734318195e-06,3.2497437132406e-06,5.26370058651082e-10,0.0161999030245114
170,99,3.27647194353631e-06,3.27692441715044e-06,4.52473614132032e-10,0.0138097814334914
170,100,3.30989973917895e-06,3.31027376887505e-06,3.74029696104117e-10,0.0113003331090898
170,101,3.35189793077006e-06,3.35218692271155e-06,2.88991941488348e-10,0.00862174050216246
170,102,3.41592976838001e-06,3.41614122589817e-06,2.11457518162206e-10,0.00619033564798636
170,103,3.505083896016e-06,3.50522168446332e-06,1.37788447318599e-10,0.00393110268987323
170,104,3.60972671842319e-06,3.60981925950909e-06,9.25410859053954e-11,0.00256365905576973
170,105,3.76508660338004e-06,3.76516209144029e-06,7.54880602471530e-11,0.00200494884179782
170,106,3.95112147089094e-06,3.95116876461543e-06,4.72937244921923e-11,0.00119696964116692
170,107,4.1486778172839e-06,4.14869100495707e-06,1.31876731757075e-11,0.000317876532151183
170,108,4.39516770711634e-06,4.39517953054747e-06,1.18234311230481e-11,0.000269009783265026
170,109,4.69479573439457e-06,4.69480391984689e-06,8.18545231595635e-12,0.000174351617813505
170,110,5.35725621375605e-06,5.35727212991333e-06,1.59161572810262e-11,0.000297095316071643
170,111,6.53715596854454e-06,6.53715596854454e-06,0,0
170,112,7.33743581804447e-06,7.33743581804447e-06,0,0
170,113,8.00724592409097e-06,8.00724592409097e-06,0,0
170,126,2.09868539968738e-06,2.09868539968738e-06,0,0
171,9,2.7468238840811e-05,3.32443778461311e-05,5.77613900532015e-06,21.0284286473374
171,10,1.56226669787429e-05,1.82703970494913e-05,2.64773007074837e-06,16.9480030160728
171,11,9.96650669549126e-06,1.10658484118176e-05,1.09934171632631e-06,11.0303614888819
171,12,8.19291017251089e-06,8.78498940437566e-06,5.92079231864773e-07,7.22672676006305
171,13,7.96363474364625e-06,8.48559375299374e-06,5.21959009347484e-07,6.55428113103663
171,14,7.83925133873709e-06,8.31460420158692e-06,4.75352862849832e-07,6.06375331405577
171,15,7.65404274716275e-06,8.07538071967429e-06,4.21337972511537e-07,5.50477684054903
171,16,7.5091484177392e-06,7.89767545938957e-06,3.88527041650377e-07,5.17404930674352
171,17,7.27907945474726e-06,7.61192768550245e-06,3.32848230755189e-07,4.57266928908315
171,18,7.26201415091055e-06,7.59675367589807e-06,3.34739524987526e-07,4.60945845093892
171,19,7.20252091923612e-06,7.52636469769641e-06,3.23843778460287e-07,4.49625599275083
171,20,7.17393913873821e-06,7.49543642086792e-06,3.21497282129712e-07,4.48146096464179
171,21,7.11872007741476e-06,7.42964402888902e-06,3.10923951474251e-07,4.36769458685003
171,22,7.05068259776453e-06,7.34445620764745e-06,2.93773609882919e-07,4.16659813868322
171,23,6.93890524416929e-06,7.20368552720174e-06,2.64780283032451e-07,3.81587979249239
171,24,6.79948743709247e-06,7.02551324138767e-06,2.26025804295205e-07,3.32415945152265
171,25,6.66862251819111e-06,6.85651957610389e-06,1.87897057912778e-07,2.8176292390253
171,26,6.5523440753168e-06,6.70496137900045e-06,1.52617303683655e-07,2.32920160982658
171,27,6.45647651253967e-06,6.58096178085543e-06,1.24485268315766e-07,1.92806816649906
171,28,6.44094598101219e-06,6.55609483146691e-06,1.15148850454716e-07,1.7877630210558
171,29,6.38497567706509e-06,6.48237164568854e-06,9.73959686234593e-08,1.52539294665298
171,30,6.34118441666942e-06,6.42395707473042e-06,8.27726580610033e-08,1.30531857492449
171,31,6.34663956589065e-06,6.42439727016608e-06,7.77577042754274e-08,1.22517914351601
171,32,6.35074866295327e-06,6.42201666778419e-06,7.12680048309267e-08,1.12219847790017
171,33,6.36381309959688e-06,6.43108251097146e-06,6.7269411374582e-08,1.05706139262392
171,34,6.38555229670601e-06,6.45306590740802e-06,6.7513610702008e-08,1.05728694347762
171,35,6.41062888462329e-06,6.4736545937194e-06,6.30257090961095e-08,0.983143935336589
171,36,6.44421697870712e-06,6.5043059294112e-06,6.00889507040847e-08,0.932447664357511
171,37,6.50323727313662e-06,6.56656084174756e-06,6.33235686109401e-08,0.973723792495089
171,38,6.5430599534011e-06,6.60967589283246e-06,6.66159394313581e-08,1.01811598710373
171,39,6.60328169033164e-06,6.66984533381765e-06,6.65636434860062e-08,1.00803882989676
171,40,6.65961943013826e-06,6.72530904921587e-06,6.56896190776024e-08,0.986386981519132
171,41,6.71715224598302e-06,6.7816281443811e-06,6.44758983980864e-08,0.95986954049827
171,42,6.77932393955416e-06,6.84020415064879e-06,6.08802110946272e-08,0.898027762612431
171,43,6.84606629874907e-06,6.90296883476549e-06,5.69025360164233e-08,0.831171267313328
171,44,6.91228478899575e-06,6.96226925356314e-06,4.99844645673875e-08,0.723125075039761
171,45,6.97287850925932e-06,7.01764201949118e-06,4.476351023186e-08,0.641966014070349
171,46,7.01826229487779e-06,7.05688671587268e-06,3.86244209948927e-08,0.550341656838366
171,47,7.02415127307177e-06,7.04944204699132e-06,2.52907739195507e-08,0.360054516714454
171,48,7.04161629982991e-06,7.05975662640412e-06,1.81403265742119e-08,0.257615947842118
171,49,7.05459888195037e-06,7.06991431798087e-06,1.53154360305052e-08,0.217098608819429
171,50,7.02503348293249e-06,7.0355554271373e-06,1.0521944204811e-08,0.149777851313796
171,51,6.97035511620925e-06,6.97678933647694e-06,6.43422026769258e-09,0.0923083567540209
171,52,6.90269962433376e-06,6.90691422278178e-06,4.21459844801575e-09,0.0610572482852683
171,53,6.80463972457801e-06,6.80714765621815e-06,2.50793164013885e-09,0.0368562002052854
171,54,6.68084157950943e-06,6.68230950395809e-06,1.46792444866151e-09,0.0219721487359276
171,55,6.60025534671149e-06,6.60121713735862e-06,9.61790647124872e-10,0.0145720217870673
171,56,6.53736606182065e-06,6.53800270811189e-06,6.3664629124105e-10,0.00973857491259629
171,57,6.47105116513558e-06,6.47144861432025e-06,3.9744918467477e-10,0.00614195707207706
171,58,6.39750533082406e-06,6.39774270894122e-06,2.37378117162734e-10,0.00371047939607043
171,59,6.32095179753378e-06,6.3210904954758e-06,1.38697942020372e-10,0.00219425723313515
171,60,6.24423319095513e-06,6.24431140749948e-06,7.82165443524718e-11,0.00125262048934639
171,61,6.16972874922794e-06,6.16977331446833e-06,4.45652403868735e-11,0.000722320902559131
171,62,6.09997005085461e-06,6.09999369771685e-06,2.36468622460961e-11,0.000387655382714268
171,63,6.04243268753635e-06,6.04244542046217e-06,1.2732925824821e-11,0.000210725157949795
171,64,5.99740860707243e-06,5.9974172472721e-06,8.64019966684282e-12,0.000144065549521736
171,65,5.95993924434879e-06,5.95995197727461e-06,1.2732925824821e-11,0.000213641872891479
171,66,5.92339574723155e-06,5.92340302318917e-06,7.27595761418343e-12,0.000122834230982862
171,67,5.86310670769308e-06,5.86311216466129e-06,5.45696821063757e-12,9.307298131684e-05
171,68,5.81269296162645e-06,5.81269296162645e-06,0,0
171,69,5.785401299363e-06,5.78540721107856e-06,5.91171556152403e-12,0.000102183327579626
171,70,5.76067623114795e-06,5.76068623558967e-06,1.00044417195022e-11,0.000173667835477513
171,71,5.71397413295927e-06,5.71398595639039e-06,1.18234311230481e-11,0.000206921327397132
171,72,5.65491336601553e-06,5.65494565307745e-06,3.2287061912939e-11,0.000570955907246524
171,73,5.63532876185491e-06,5.63538151254761e-06,5.27506927028298e-11,0.000936071255680682
171,74,5.63063713343581e-06,5.63073081139009e-06,9.36779542826116e-11,0.00166371854663363
171,75,5.5849732234492e-06,5.58513283976936e-06,1.59616320161149e-10,0.00285796034779505
171,76,5.45829561815481e-06,5.45858802070143e-06,2.92402546619996e-10,0.00535703023572849
171,77,5.26646454090951e-06,5.26690200786106e-06,4.37466951552778e-10,0.00830665331845619
171,78,5.08914718011511e-06,5.08965604240075e-06,5.08862285641953e-10,0.00999896972188657
171,79,4.93754987473949e-06,4.93805600854103e-06,5.06133801536635e-10,0.0102507076257805
171,80,4.78355559607735e-06,4.78409720017225e-06,5.41604094905779e-10,0.0113222075928188
171,81,4.60970068161259e-06,4.61040735899587e-06,7.06677383277565e-10,0.01533022276471
171,82,4.43635008195997e-06,4.43733324573259e-06,9.83163772616535e-10,0.0221615461911918
171,83,4.26568840339314e-06,4.26704673373024e-06,1.35833033709787e-09,0.0318431682918374
171,84,4.09144877266954e-06,4.09324138672673e-06,1.79261405719444e-09,0.0438136747347033
171,85,3.92626088796533e-06,3.9284250306082e-06,2.16414264286868e-09,0.0551196852328931
171,86,3.77728815692535e-06,3.77968831344333e-06,2.40015651797876e-09,0.0635417902544254
171,87,3.64435322808276e-06,3.64673564945406e-06,2.38242137129419e-09,0.0653729543265909
171,88,3.53618315784843e-06,3.53838277078466e-06,2.19961293623783e-09,0.0622030262023014
171,89,3.44635236615431e-06,3.44826889886463e-06,1.916532710311e-09,0.0556104688868366
171,90,3.37732376465283e-06,3.3789397093642e-06,1.61594471137505e-09,0.0478468996158312
171,91,3.32642866851529e-06,3.32778267875256e-06,1.35401023726445e-09,0.0407046226507178
171,92,3.28942132910015e-06,3.29058411807637e-06,1.16278897621669e-09,0.0353493474955602
171,93,3.26201234202017e-06,3.26304916598019e-06,1.03682396002114e-09,0.0317847957429564
171,94,3.24024767905939e-06,3.24117922900768e-06,9.31549948290922e-10,0.0287493438946414
171,95,3.22905225402792e-06,3.22992264045752e-06,8.70386429596692e-10,0.0269548573737378
171,96,3.22747860082018e-06,3.22828987009416e-06,8.11269273981452e-10,0.0251363176745863
171,97,3.23405151902989e-06,3.23479184771713e-06,7.40328687243164e-10,0.0228916788395887
171,98,3.25159749081649e-06,3.25226551467495e-06,6.68023858452216e-10,0.020544481915087
171,99,3.27974089486816e-06,3.28031660501438e-06,5.75710146222264e-10,0.0175535252532626
171,100,3.31612909576506e-06,3.31660339725204e-06,4.74301486974582e-10,0.014302865578433
171,101,3.36192715622019e-06,3.36230323227937e-06,3.76076059183106e-10,0.0111863238466454
171,102,3.42203179570788e-06,3.42231237482338e-06,2.80579115496948e-10,0.00819919662490768
171,103,3.50711525243241e-06,3.5073135222774e-06,1.98269844986498e-10,0.00565335983324144
171,104,3.59898626811628e-06,3.5991240565636e-06,1.37788447318599e-10,0.00382853495550339
171,105,3.75320973944326e-06,3.75331978830218e-06,1.10048858914524e-10,0.00293212654113086
171,106,3.95227607441484e-06,3.95235383621184e-06,7.77617970015854e-11,0.00196751936194383
171,107,4.18036688643042e-06,4.18042691308074e-06,6.00266503170133e-11,0.00143591823272405
171,108,4.51381902166759e-06,4.51385085398215e-06,3.18323145620525e-11,0.000705219115105159
171,109,4.83981193610816e-06,4.83981375509757e-06,1.81898940354586e-12,3.75838860591877e-05
171,110,5.40344944965909e-06,5.4034549066273e-06,5.45696821063757e-12,0.000100990455476212
171,111,6.78700689604739e-06,6.78700689604739e-06,0,0
171,112,7.47710555515368e-06,7.47710555515368e-06,0,0
171,126,2.11728138310718e-06,2.11728138310718e-06,0,0
171,127,2.15898489841493e-06,2.15898489841493e-06,0,0
172,6,1.10515211417805e-05,1.25241213027039e-05,1.47260016092332e-06,13.3248639895925
172,7,1.08908570837229e-05,1.22870533232344e-05,1.39619623951148e-06,12.8198931340141
172,8,9.95873870124342e-06,1.10751916508889e-05,1.11645294964546e-06,11.2107866582147
172,9,8.6999043560354e-06,9.45185911405133e-06,7.51954758015927e-07,8.64325315822894
172,10,8.37703646539012e-06,9.03461477719247e-06,6.57578311802354e-07,7.84977258388633
172,11,8.12575763120549e-06,8.7103653640952e-06,5.84607732889708e-07,7.19450123204055
172,12,7.79817764851032e-06,8.28702923172386e-06,4.88851583213545e-07,6.26879259806207
172,13,7.72256589698372e-06,8.19451815914363e-06,4.71952262159903e-07,6.1113400449485
172,14,7.68046356824925e-06,8.14239774626913e-06,4.61934178019874e-07,6.01440491078549
172,15,7.57755697122775e-06,8.01545047579566e-06,4.3789350456791e-07,5.77882167340486
172,16,7.44158023735508e-06,7.84868825576268e-06,4.07108018407598e-07,5.47072000062576
172,17,7.29633165974519e-06,7.66767880122643e-06,3.71347141481237e-07,5.08950468260657
172,18,7.17507282388397e-06,7.51532570575364e-06,3.40252881869674e-07,4.74215231289444
172,19,7.10918629920343e-06,7.43254531698767e-06,3.23359017784242e-07,4.54846735160778
172,20,7.05021602698253e-06,7.35558660380775e-06,3.05370576825226e-07,4.33136482139716
172,21,6.97257019055542e-06,7.25613926988444e-06,2.83569079329027e-07,4.06692326615989
172,22,6.89747866999824e-06,7.15956366548198e-06,2.62084995483747e-07,3.79972172474748
172,23,6.82634299664642e-06,7.06700711816666e-06,2.4066412152024e-07,3.52552049667693
172,24,6.76649915476446e-06,6.98755638950388e-06,2.21057234739419e-07,3.26693656030042
172,25,6.69533346808748e-06,6.89528633301961e-06,1.99952864932129e-07,2.98645117357008
172,26,6.63179616822163e-06,6.81087385601131e-06,1.79077687789686e-07,2.70028938235156
172,27,6.57285454508383e-06,6.73212980473181e-06,1.59275259647984e-07,2.42322812037753
172,28,6.51301161269657e-06,6.65313746139873e-06,1.40125848702155e-07,2.15147549298072
172,29,6.45090176476515e-06,6.57204191156779e-06,1.21140146802645e-07,1.87787926742759
172,30,6.39906011201674e-06,6.50318270345451e-06,1.04122591437772e-07,1.62715445104572
172,31,6.35706192042562e-06,6.44505735181156e-06,8.79954313859344e-08,1.38421542038469
172,32,6.34005118627101e-06,6.41670294498908e-06,7.66517587180715e-08,1.20900851532644
172,33,6.3308375501947e-06,6.4000928432506e-06,6.92552930559032e-08,1.09393571556378
172,34,6.32711135040154e-06,6.38942583464086e-06,6.23144842393231e-08,0.984880473699398
172,35,6.32532737654401e-06,6.3773413785384e-06,5.20140019943938e-08,0.822313200535287
172,36,6.37437369732652e-06,6.42545228402014e-06,5.10785866936203e-08,0.801311456136361
172,37,6.41537644696655e-06,6.4686500991229e-06,5.32736521563493e-08,0.830405707237012
172,38,6.4552132243989e-06,6.5095623540401e-06,5.43491296411958e-08,0.841941664076583
172,39,6.50325728202006e-06,6.55897565593477e-06,5.57183739147149e-08,0.856776404475997
172,40,6.54989571557962e-06,6.60775867800112e-06,5.78629624214955e-08,0.883418071586426
172,41,6.6054940361937e-06,6.6635607254284e-06,5.80666892346926e-08,0.879066560601309
172,42,6.65540073896409e-06,6.71387715556193e-06,5.84764165978413e-08,0.878631038030373
172,43,6.71716043143533e-06,6.77134949000902e-06,5.41890585736837e-08,0.806725686051606
172,44,6.77425941830734e-06,6.82413246977376e-06,4.98730514664203e-08,0.736214077241257
172,45,6.83331654727226e-06,6.87842020852258e-06,4.51036612503231e-08,0.660055200696471
172,46,6.88598447595723e-06,6.92491676090867e-06,3.89322849514429e-08,0.565384442665779
172,47,6.93523816153174e-06,6.97000496074907e-06,3.47667992173228e-08,0.501306493123289
172,48,6.96534880262334e-06,6.99162956152577e-06,2.62807589024305e-08,0.377307147813366
172,49,6.98876965543604e-06,7.0088326538098e-06,2.00629983737599e-08,0.287074826656426
172,50,6.99383053870406e-06,7.00884356774623e-06,1.50130290421657e-08,0.21466103530938
172,51,6.97097175361705e-06,6.98112262398354e-06,1.01508703664877e-08,0.145616288879963
172,52,6.92442836225382e-06,6.93107085680822e-06,6.64249455439858e-09,0.0959284175804012
172,53,6.84194446876063e-06,6.84582300891634e-06,3.87854015571065e-09,0.056687688323393
172,54,6.73265094519593e-06,6.73483509672224e-06,2.18415152630769e-09,0.032441181699256
172,55,6.65606012262288e-06,6.65761444906821e-06,1.55432644532993e-09,0.023352049360958
172,56,6.59763827570714e-06,6.59874876873801e-06,1.11049303086475e-09,0.0168316749791155
172,57,6.5476783674967e-06,6.54847690384486e-06,7.98536348156631e-10,0.0121957173724452
172,58,6.4897626543825e-06,6.49031380817178e-06,5.51153789274395e-10,0.00849266481112685
172,59,6.42108125248342e-06,6.42145141682704e-06,3.70164343621582e-10,0.00576482883592879
172,60,6.34962179901777e-06,6.3498669078399e-06,2.45108822127804e-10,0.00386021136196994
172,61,6.2761496337771e-06,6.27630561211845e-06,1.55978341354057e-10,0.00248525529911859
172,62,6.20445234744693e-06,6.20454147792771e-06,8.9130480773747e-11,0.00143655677862404
172,63,6.14142936683493e-06,6.14148029853823e-06,5.0931703299284e-11,0.000829313507606656
172,64,6.09307016929961e-06,6.09309881838271e-06,2.86490831058472e-11,0.00047019125514421
172,65,6.04659271630226e-06,6.04661317993305e-06,2.04636307898909e-11,0.000338432432115343
172,66,6.00122029936756e-06,6.00123348704074e-06,1.31876731757075e-11,0.000219749859492698
172,67,5.93174763707793e-06,5.9317571867723e-06,9.54969436861575e-12,0.000160992930800409
172,68,5.88789089306374e-06,5.887897714274e-06,6.82121026329696e-12,0.000115851505864905
172,69,5.85843508815742e-06,5.85844600209384e-06,1.09139364212751e-11,0.000186294398709601
172,70,5.8319014897279e-06,5.83192058911663e-06,1.90993887372315e-11,0.000327498480056161
172,71,5.78575327381259e-06,5.78578601562185e-06,3.27418092638254e-11,0.000565904000988446
172,72,5.75371268496383e-06,5.75378135181381e-06,6.86668499838561e-11,0.00119343550405815
172,73,5.75250260226312e-06,5.75266403757269e-06,1.61435309564695e-10,0.00280634917924563
172,74,5.73053330299444e-06,5.73075021748082e-06,2.16914486372843e-10,0.00378524083019457
172,75,5.67978850085638e-06,5.68002042200533e-06,2.31921148952097e-10,0.00408327086329233
172,76,5.5706891544105e-06,5.57100747755612e-06,3.18323145620525e-10,0.00571425072907717
172,77,5.34804121343768e-06,5.34855053047067e-06,5.0931703299284e-10,0.00952343133992893
172,78,5.12031192556606e-06,5.12094584337319e-06,6.33917807135731e-10,0.0123804529167557
172,79,4.94298501507728e-06,4.94364485348342e-06,6.59838406136259e-10,0.0133489865764026
172,80,4.79324626212474e-06,4.79391155749909e-06,6.65295374346897e-10,0.0138798496460306
172,81,4.63728702015942e-06,4.63808009953937e-06,7.93079379945993e-10,0.0171022275847556
172,82,4.47431148131727e-06,4.47538150183391e-06,1.07002051663585e-09,0.0239147524955242
172,83,4.30935142503586e-06,4.31083208241034e-06,1.48065737448633e-09,0.034359169825051
172,84,4.12648205383448e-06,4.12848567066249e-06,2.00361682800576e-09,0.048555084012638
172,85,3.9535107134725e-06,3.95594634028384e-06,2.4356268113479e-09,0.0616066829678226
172,86,3.79742891709611e-06,3.80019332624215e-06,2.76440914603882e-09,0.0727968635197721
172,87,3.65928030987561e-06,3.66205972568423e-06,2.77941580861807e-09,0.0759552582270624
172,88,3.54637631971855e-06,3.54896633325552e-06,2.59001353697386e-09,0.0730326762721958
172,89,3.45277976521174e-06,3.45506509802362e-06,2.28533281187993e-09,0.0661882010230031
172,90,3.37970209329796e-06,3.38163681590231e-06,1.93472260434646e-09,0.0572453592339711
172,91,3.3240480661334e-06,3.32566173710802e-06,1.61367097462062e-09,0.0485453562197635
172,92,3.28388614434516e-06,3.28526584780775e-06,1.37970346258953e-09,0.0420143513490983
172,93,3.25645601151336e-06,3.25769588016556e-06,1.23986865219194e-09,0.0380741716703166
172,94,3.23474068864016e-06,3.23587096318079e-06,1.13027454062831e-09,0.0349417356574402
172,95,3.22348614645307e-06,3.22453774970199e-06,1.05160324892495e-09,0.0326231663840736
172,96,3.22433447763615e-06,3.22533037433459e-06,9.95896698441356e-10,0.0308868917089358
172,97,3.23267340718303e-06,3.23359108733712e-06,9.17680154088885e-10,0.0283876543807299
172,98,3.25316523230867e-06,3.25400696965517e-06,8.41737346490845e-10,0.0258744111160161
172,99,3.28241253555461e-06,3.28313899444765e-06,7.26458893041126e-10,0.0221318583563836
172,100,3.32073545905587e-06,3.32133868141682e-06,6.03222360950895e-10,0.0181653241695561
172,101,3.36915809384664e-06,3.36964740199619e-06,4.89308149553835e-10,0.0145231578906166
172,102,3.42630369232211e-06,3.4266861348442e-06,3.82442522095516e-10,0.0111619563365769
172,103,3.50044570041064e-06,3.50072332366835e-06,2.77623257716186e-10,0.00793108310989136
172,104,3.58561464963714e-06,3.58582474291325e-06,2.10093276109546e-10,0.00585933784409342
172,105,3.7156266898819e-06,3.71578994418087e-06,1.63254298968241e-10,0.00439372177546258
172,106,3.90944342143484e-06,3.90957211493514e-06,1.28693500300869e-10,0.0032918624578441
172,107,4.18588342654402e-06,4.18597210227745e-06,8.86757334228605e-11,0.00211844727592124
172,108,4.78779747936642e-06,4.78782931168098e-06,3.18323145620525e-11,0.000664863430402761
172,109,5.53322888663388e-06,5.53323843632825e-06,9.54969436861575e-12,0.000172588095744315
172,110,6.22855895926477e-06,6.22856941845384e-06,1.04591890703887e-11,0.000167923096478536
172,111,6.93582887834054e-06,6.93582887834054e-06,0,0
172,112,7.5907655627816e-06,7.5907655627816e-06,0,0
172,127,2.14232932194136e-06,2.14232932194136e-06,0,0
173,5,1.08825688585057e-05,1.23159252325422e-05,1.43335637403652e-06,13.1711215676455
173,6,1.0958208804368e-05,1.23879599414067e-05,1.42975113703869e-06,13.0473069327606
173,7,1.07154437500867e-05,1.20652221085038e-05,1.3497783584171e-06,12.5965698658646
173,8,1.0459023542353e-05,1.17261324703577e-05,1.26710892800475e-06,12.1149830371228
173,9,9.77260606305208e-06,1.08388185253716e-05,1.06621246231953e-06,10.9102163275631
173,10,9.07895991986152e-06,9.94079528027214e-06,8.61835360410623e-07,9.49266620866159
173,11,8.85129156813491e-06,9.63796264841221e-06,7.86671080277301e-07,8.88764169863477
173,12,8.74713259690907e-06,9.51092988543678e-06,7.63797288527712e-07,8.73197336459278
173,13,8.4576195149566e-06,9.153437531495e-06,6.95818016538396e-07,8.22711420521932
173,14,8.31135366752278e-06,8.96772326086648e-06,6.56369593343697e-07,7.89726462860688
173,15,8.17045747680822e-06,8.78918399394024e-06,6.18726517132018e-07,7.57272795174894
173,16,8.01284113549627e-06,8.59157717059134e-06,5.78736035095062e-07,7.22260712909065
173,17,7.83273662818829e-06,8.36557046568487e-06,5.32833837496582e-07,6.80265228858878
173,18,7.64218202675693e-06,8.12444613984553e-06,4.82264113088604e-07,6.31055517128607
173,19,7.48564616515068e-06,7.92463742982363e-06,4.3899126467295e-07,5.8644404903436
173,20,7.35493676984333e-06,7.75612534198444e-06,4.01188572141109e-07,5.45468417602256
173,21,7.26056350686122e-06,7.63388197810855e-06,3.7331847124733e-07,5.1417286123115
173,22,7.13749022906995e-06,7.47509648135747e-06,3.37606252287515e-07,4.73004153354205
173,23,7.03152136338758e-06,7.33698107069358e-06,3.05459707305999e-07,4.34414817960302
173,24,6.95371409165091e-06,7.23322955309413e-06,2.79515461443225e-07,4.01965708913499
173,25,6.83791995470528e-06,7.08278093952686e-06,2.44860984821571e-07,3.58092792023806
173,26,6.7219393713458e-06,6.93108268023934e-06,2.09143308893545e-07,3.11135369332663
173,27,6.62691809338867e-06,6.80510038364446e-06,1.78182290255791e-07,2.68876554296867
173,28,6.53383358439896e-06,6.68219990984653e-06,1.48366325447569e-07,2.27073927627767
173,29,6.46463513476192e-06,6.58915814710781e-06,1.2452301234589e-07,1.92621872310007
173,30,6.40180451227934e-06,6.50503716315143e-06,1.03232650872087e-07,1.61255550171949
173,31,6.34733760307427e-06,6.43238536213175e-06,8.50477590574883e-08,1.33989657358538
173,32,6.31126067673904e-06,6.38239816908026e-06,7.11374923412222e-08,1.12715186370623
173,33,6.30638169241138e-06,6.36869208392454e-06,6.23103915131651e-08,0.988052968442184
173,34,6.30463910056278e-06,6.35757169220597e-06,5.29325916431844e-08,0.839581628684494
173,35,6.33394938631682e-06,6.38284473097883e-06,4.88953446620144e-08,0.771956668419906
173,36,6.36193453829037e-06,6.40722419120721e-06,4.52896529168356e-08,0.711884925005943
173,37,6.38346318737604e-06,6.42747227175278e-06,4.40090843767393e-08,0.689423328449232
173,38,6.40927692074911e-06,6.45315276415204e-06,4.38758434029296e-08,0.684567759287914
173,39,6.44638384983409e-06,6.49316734779859e-06,4.67834979644977e-08,0.725732426959057
173,40,6.48731611363473e-06,6.53471624900703e-06,4.74001353722997e-08,0.730658635127651
173,41,6.53894858260173e-06,6.58856697555166e-06,4.96183929499239e-08,0.758813015932625
173,42,6.59418265058775e-06,6.64543404127471e-06,5.12513906869572e-08,0.777221278248776
173,43,6.65869674776332e-06,6.71208226776798e-06,5.33855200046673e-08,0.801741272007916
