"I_Value","J_Value","TP_Base","TP_ZeroSettling","Conc_Change","Percent_Change"
93,64,6.98749636285356e-06,7.52404093873338e-06,5.36544575879816e-07,7.67863835653864
93,65,6.94903701514704e-06,7.51395464249072e-06,5.64917627343675e-07,8.12943759131382
93,66,6.91717104928102e-06,7.50381468606065e-06,5.86643636779627e-07,8.48097629218816
93,67,6.90648448653519e-06,7.49614127926179e-06,5.89656792726601e-07,8.53772702850762
93,68,6.9034085754538e-06,7.48978118281229e-06,5.86372607358498e-07,8.4939577449239
93,69,6.90249316903646e-06,7.48504180592136e-06,5.82548636884894e-07,8.43968436648542
93,70,6.91050172463292e-06,7.48008096707053e-06,5.69579242437612e-07,8.24222704998844
93,71,6.90269871483906e-06,7.46963905839948e-06,5.66940343560418e-07,8.21331434242725
93,72,6.87541341903852e-06,7.444462426065e-06,5.69049007026479e-07,8.27657876471457
93,73,6.82040035826503e-06,7.40465884518926e-06,5.84258486924227e-07,8.5663371097595
93,74,6.66466758048045e-06,7.31788850316661e-06,6.5322092268616e-07,9.80125287267619
93,75,6.45702084511868e-06,7.20240359441959e-06,7.45382749300916e-07,11.5437562798702
93,76,6.21483923168853e-06,7.04122294337139e-06,8.26383711682865e-07,13.2969443114354
93,77,5.99286568103707e-06,6.84118822391611e-06,8.48322542879032e-07,14.1555407384373
93,78,5.77647233512835e-06,6.59772695144056e-06,8.21254616312217e-07,14.2172344757533
93,79,5.50434469914762e-06,6.28590578344301e-06,7.8156108429539e-07,14.1989851110963
93,80,5.1615274969663e-06,5.90266017752583e-06,7.41132680559531e-07,14.3587858631991
93,81,4.79495156469056e-06,5.49486003365018e-06,6.9990846895962e-07,14.5967787060387
93,82,4.4602447815123e-06,5.12157657794887e-06,6.61331796436571e-07,14.8272534094494
93,83,4.19261004935834e-06,4.82301766169257e-06,6.30407612334238e-07,15.036161362794
93,84,4.0008858377405e-06,4.61700574305723e-06,6.16119905316737e-07,15.3995872490251
93,85,3.86931287721382e-06,4.48775017503067e-06,6.18437297816854e-07,15.9831297556421
93,86,3.78456547878159e-06,4.41564679931616e-06,6.31081320534577e-07,16.6751328276066
93,87,3.73679722542875e-06,4.38977122030337e-06,6.52973994874628e-07,17.4741618418888
93,88,3.71674354937568e-06,4.40046824223828e-06,6.83724692862597e-07,18.3957995427865
93,89,3.71729788639641e-06,4.44193619841826e-06,7.24638312021852e-07,19.4936842342846
93,90,3.7277302453731e-06,4.4978978621657e-06,7.70167616792605e-07,20.6604975708354
93,91,3.73858551938611e-06,4.55253712061676e-06,8.13951601230656e-07,21.7716459075226
93,92,3.74836849914573e-06,4.60364117316203e-06,8.55272674016305e-07,22.8171983147128
93,93,3.76120078726672e-06,4.65417815576075e-06,8.9297736849403e-07,23.7418159518934
93,94,3.79130551664275e-06,4.72030387754785e-06,9.28998360905098e-07,24.5033895798442
93,95,3.85598423235933e-06,4.8254914872814e-06,9.69507254922064e-07,25.1429258134922
93,96,3.96389123125118e-06,4.97826749779051e-06,1.01437626653933e-06,25.5904162692967
93,97,4.11398104915861e-06,5.17129137733718e-06,1.05731032817857e-06,25.7004180511433
93,98,4.30618138125283e-06,5.39929214937729e-06,1.09311076812446e-06,25.3846893882216
93,99,4.53490883955965e-06,5.65731625101762e-06,1.12240741145797e-06,24.7503853146243
93,100,4.78356832900317e-06,5.92594187764917e-06,1.14237354864599e-06,23.8812006033171
93,101,5.03675346408272e-06,6.18926651441143e-06,1.15251305032871e-06,22.8820619978191
93,102,5.27201837030589e-06,6.42144777884823e-06,1.14942940854235e-06,21.8024545403027
93,103,5.48288562640664e-06,6.62653701510862e-06,1.14365138870198e-06,20.8585673061268
93,104,5.65561003895709e-06,6.78908054396743e-06,1.13347050501034e-06,20.0415250910643
93,105,5.78183244215325e-06,6.90783690515673e-06,1.12600446300348e-06,19.4748719245856
93,106,5.85365614824696e-06,6.96458846505266e-06,1.1109323168057e-06,18.9784348221137
93,107,5.97161078985664e-06,6.9440920924535e-06,9.72481302596861e-07,16.2850751132126
93,108,6.01185047344188e-06,6.87524061504519e-06,8.63390141603304e-07,14.3614706556233
94,48,6.9363986767712e-06,7.47906688047806e-06,5.42668203706853e-07,7.82348635069312
94,49,6.9715879362775e-06,7.49458649806911e-06,5.2299856179161e-07,7.50185705999811
94,50,6.99260453984607e-06,7.50611843614024e-06,5.13513896294171e-07,7.34367135118262
94,51,7.03546265867772e-06,7.5199500315648e-06,4.84487372887088e-07,6.88636123012478
94,52,7.05137426848523e-06,7.52958703742479e-06,4.78212768939557e-07,6.78183784793323
94,53,7.05188904248644e-06,7.53222320781788e-06,4.80334165331442e-07,6.8114254554703
94,54,7.05207003193209e-06,7.53244239604101e-06,4.80372364108916e-07,6.81179230968735
94,55,7.05789079802344e-06,7.53422682464588e-06,4.76336026622448e-07,6.74898550082195
94,56,7.07662502463791e-06,7.53525773689034e-06,4.58632712252438e-07,6.4809525819959
94,57,7.0355313255277e-06,7.52683308746782e-06,4.91301761940122e-07,6.98315079854003
94,58,7.03643581800861e-06,7.52552932681283e-06,4.89093508804217e-07,6.95087003497512
94,59,7.03691011949559e-06,7.52597952669021e-06,4.8906940719462e-07,6.95005903002321
94,60,7.01814678905066e-06,7.52536743675591e-06,5.07220647705253e-07,7.22727328098341
94,61,6.98002804710995e-06,7.51974494050955e-06,5.397168933996e-07,7.73230264630623
94,62,6.98756502970355e-06,7.52293726691278e-06,5.35372237209231e-07,7.66178539925437
94,63,6.96102506481111e-06,7.51669631426921e-06,5.55671249458101e-07,7.98260664606843
94,64,6.964433396206e-06,7.51799007048248e-06,5.53556674276479e-07,7.94833754283641
94,65,6.93305355525808e-06,7.50965409679338e-06,5.76600541535299e-07,8.31668956455703
94,66,6.90343586029485e-06,7.50014123696019e-06,5.96705376665341e-07,8.64359992242841
94,67,6.89762237016112e-06,7.49174569136812e-06,5.94123321207007e-07,8.61345097373212
94,68,6.87277952238219e-06,7.48107913750573e-06,6.08299615123542e-07,8.85085303758876
94,69,6.87313331582118e-06,7.47660942579387e-06,6.03476109972689e-07,8.78021831154585
94,70,6.88154932504403e-06,7.47136800782755e-06,5.89818682783516e-07,8.57101584140345
94,71,6.87737428961555e-06,7.46107389204553e-06,5.83699602429988e-07,8.48724495497274
94,72,6.85127179167466e-06,7.43488590160268e-06,5.83614109928021e-07,8.51833247423057
94,73,6.79659797242493e-06,7.39481674827402e-06,5.98218775849091e-07,8.80173843261255
94,74,6.64150957163656e-06,7.30962892703246e-06,6.68119355395902e-07,10.0597514494174
94,75,6.45121554043726e-06,7.20273737897514e-06,7.51521838537883e-07,11.6493059924478
94,76,6.24172298557824e-06,7.06323316990165e-06,8.21510184323415e-07,13.1615931405727
94,77,6.05493369221222e-06,6.89874150339165e-06,8.43807811179431e-07,13.9358720354729
94,78,5.85394218433066e-06,6.67568292556098e-06,8.21740741230315e-07,14.0373907933338
94,79,5.57870816919603e-06,6.36511231277836e-06,7.86404143582331e-07,14.0965277216797
94,80,5.2087980293436e-06,5.95303299633088e-06,7.44234966987278e-07,14.2880365641873
94,81,4.80042263006908e-06,5.495969162439e-06,6.95546532369917e-07,14.4892770068436
94,82,4.43135604655254e-06,5.08435095980531e-06,6.52994913252769e-07,14.7357807947023
94,83,4.14644955526455e-06,4.76637023894e-06,6.19920683675446e-07,14.9506385020013
94,84,3.94695462091477e-06,4.55090821560589e-06,6.0395359469112e-07,15.3017618061984
94,85,3.81096629098465e-06,4.41510610471596e-06,6.04139813731308e-07,15.8526674759754
94,86,3.72331874132215e-06,4.34006960858824e-06,6.16750867266092e-07,16.5645465810183
94,87,3.67325992556289e-06,4.31167109127273e-06,6.3841116570984e-07,17.379961632092
94,88,3.6526425901684e-06,4.32218712376198e-06,6.6954453359358e-07,18.3304146810245
94,89,3.65510913979961e-06,4.36909613199532e-06,7.13986992195714e-07,19.5339445386536
94,90,3.66785889127641e-06,4.42812370238244e-06,7.60264811106026e-07,20.727755173849
94,91,3.6802050544793e-06,4.47942147729918e-06,7.99216422819882e-07,21.7166274973491
94,92,3.6901697058056e-06,4.52271615358768e-06,8.32546447782079e-07,22.5611967512569
94,93,3.70278939954005e-06,4.56647512692143e-06,8.6368572738138e-07,23.3252727656794
94,94,3.73346915694128e-06,4.63166725239716e-06,8.98198095455882e-07,24.0580022948883
94,95,3.79914035875117e-06,4.74311809739447e-06,9.43977738643298e-07,24.8471403924017
94,96,3.90649165638024e-06,4.90434877065127e-06,9.97857114271028e-07,25.5435618975734
94,97,4.05302353101433e-06,5.10243853568682e-06,1.04941500467248e-06,25.8921517884662
94,98,4.23875098931603e-06,5.33044340045308e-06,1.09169241113705e-06,25.7550493975397
94,99,4.45916020908044e-06,5.58497094971244e-06,1.12581074063201e-06,25.2471471722288
94,100,4.70022678200621e-06,5.85008046982693e-06,1.14985368782072e-06,24.4637916668763
94,101,4.94715732202167e-06,6.10973347647814e-06,1.16257615445647e-06,23.4998824331179
94,102,5.18030674356851e-06,6.3420216065424e-06,1.16171486297389e-06,22.4255998820185
94,103,5.3932726586936e-06,6.54922268950031e-06,1.15595003080671e-06,21.4331835966682
94,104,5.57750081497943e-06,6.72360920361825e-06,1.14610838863882e-06,20.5487802988882
94,105,5.71613736610743e-06,6.85768372932216e-06,1.14154636321473e-06,19.9705901048368
94,106,5.79599236516515e-06,6.92633648213814e-06,1.13034411697299e-06,19.5021671140656
94,107,5.86074884267873e-06,6.91581863065949e-06,1.05506978798076e-06,18.0023033967537
94,108,5.93641789237154e-06,6.85198847349966e-06,9.15570581128122e-07,15.4229469307519
94,109,5.7105526138912e-06,6.71941461405368e-06,1.00886200016248e-06,17.6666264786419
95,50,6.9618658926629e-06,7.49693481338909e-06,5.35068920726189e-07,7.68571140231382
95,51,7.01242424838711e-06,7.51229435991263e-06,4.99870111525524e-07,7.1283495381857
95,52,7.05571756043355e-06,7.53001813791343e-06,4.7430057747988e-07,6.72221603851637
95,53,7.04304056853289e-06,7.53172571421601e-06,4.88685145683121e-07,6.93855361087203
95,54,7.040556283755e-06,7.53293898014817e-06,4.92382696393179e-07,6.99351978094794
95,55,7.05144384482992e-06,7.53522954255459e-06,4.8378569772467e-07,6.86080338113136
95,56,7.05955244484358e-06,7.5345933510107e-06,4.75040906167123e-07,6.72905130854438
95,57,7.0130872700247e-06,7.5253601607983e-06,5.12272890773602e-07,7.30452753615595
95,58,7.01205681252759e-06,7.52327514419449e-06,5.11218331666896e-07,7.29056174721181
95,59,7.01817270964966e-06,7.5232296694594e-06,5.05056959809735e-07,7.19641679828291
95,60,6.99897009326378e-06,7.52079859012156e-06,5.21828496857779e-07,7.4557897791279
95,61,6.95756170898676e-06,7.5136381383345e-06,5.5607642934774e-07,7.99240384213168
95,62,6.97194172971649e-06,7.51732250137138e-06,5.45380771654891e-07,7.82250903403733
95,63,6.94224127073539e-06,7.51089055484044e-06,5.68649284105049e-07,8.19114839039312
95,64,6.93721858624485e-06,7.50970684748609e-06,5.72488261241233e-07,8.25241779718986
95,65,6.89167427481152e-06,7.49798073229613e-06,6.06306457484607e-07,8.79766560791483
95,66,6.88066211296245e-06,7.49325090509956e-06,6.12588792137103e-07,8.90305005652071
95,67,6.86900966684334e-06,7.48300271879998e-06,6.13993051956641e-07,8.93859641689516
95,68,6.84711767462431e-06,7.47230660635978e-06,6.25188931735465e-07,9.13068770604659
95,69,6.84775977788377e-06,7.46748037272482e-06,6.19720594841056e-07,9.04997568464024
95,70,6.85432223690441e-06,7.46176920074504e-06,6.0744696384063e-07,8.86224695667312
95,71,6.850779755041e-06,7.45081069908338e-06,6.00030944042373e-07,8.7585788114244
95,72,6.82684549246915e-06,7.42334304959513e-06,5.96497557125986e-07,8.73752830328438
95,73,6.77408706906135e-06,7.38415383239044e-06,6.10066763329087e-07,9.00588901662317
95,74,6.61762669551536e-06,7.30160354578402e-06,6.83976850268664e-07,10.3356819859933
95,75,6.44768488200498e-06,7.20322896086145e-06,7.55544078856474e-07,11.7180676891506
95,76,6.26330393060925e-06,7.08270590621396e-06,8.19401975604706e-07,13.0825836440768
95,77,6.10390088695567e-06,6.94293339620344e-06,8.39032509247772e-07,13.7458409759049
95,78,5.91593561694026e-06,6.73727299727034e-06,8.21337380330078e-07,13.8834739509027
95,79,5.63410776521778e-06,6.42010854789987e-06,7.86000782682095e-07,13.9507587613868
95,80,5.24024426340475e-06,5.98237784288358e-06,7.42133579478832e-07,14.1621943973399
95,81,4.80418430015561e-06,5.49403466720833e-06,6.89850367052713e-07,14.3593651690333
95,82,4.41592101196875e-06,5.05897378388909e-06,6.43052771920338e-07,14.5621438920088
95,83,4.11821883972152e-06,4.72568581244559e-06,6.07466972724069e-07,14.750721036601
95,84,3.90997865906684e-06,4.49945582658984e-06,5.89477167523e-07,15.0762246785175
95,85,3.76883008357254e-06,4.35694482803228e-06,5.88114744459745e-07,15.6047030887171
95,86,3.67745951734832e-06,4.27768236477277e-06,6.00222847424448e-07,16.3216711045468
95,87,3.62366222361743e-06,4.2479928197281e-06,6.24330596110667e-07,17.2292713167788
95,88,3.60147032552049e-06,4.26000406150706e-06,6.58533735986566e-07,18.2851356936113
95,89,3.60297963197809e-06,4.30540512752486e-06,7.02425495546777e-07,19.4956832204221
95,90,3.61456977771013e-06,4.35703759649186e-06,7.42467818781734e-07,20.5409734613588
95,91,3.62663786290796e-06,4.40261010226095e-06,7.75972239352996e-07,21.3964632997791
95,92,3.63669732905691e-06,4.44101851826417e-06,8.04321189207258e-07,22.1168031439074
95,93,3.64978996003629e-06,4.48182299805922e-06,8.32033038022928e-07,22.7967375419778
95,94,3.68108067050343e-06,4.54994187748525e-06,8.68861206981819e-07,23.6034274919325
95,95,3.74652199752745e-06,4.66789151687408e-06,9.21369519346626e-07,24.5926627403947
95,96,3.85089833798702e-06,4.83389112559962e-06,9.82992787612602e-07,25.5263240246026
95,97,3.99156306229997e-06,5.03281489727669e-06,1.04125183497672e-06,26.0863180344379
95,98,4.16980492445873e-06,5.25968289366574e-06,1.08987796920701e-06,26.137385056412
95,99,4.38038205174962e-06,5.50919321540277e-06,1.12881116365315e-06,25.7696965770893
95,100,4.61269291918143e-06,5.7698321143107e-06,1.15713919512928e-06,25.0859793921556
95,101,4.85452846987755e-06,6.0272482187429e-06,1.17271974886535e-06,24.1572329041244
95,102,5.08739685756154e-06,6.26210248810821e-06,1.17470563054667e-06,23.0905050939887
95,103,5.30257057107519e-06,6.47189790470293e-06,1.16932733362773e-06,22.0520843231443
95,104,5.49373680769349e-06,6.65427887724945e-06,1.16054206955596e-06,21.1248210495035
95,105,5.64174615647062e-06,6.79986897011986e-06,1.15812281364924e-06,20.5277370078229
95,106,5.73558872929425e-06,6.88322688802145e-06,1.1476381587272e-06,20.0090733993129
95,107,5.7998418014904e-06,6.88605450704927e-06,1.08621270555886e-06,18.7283160944103
95,108,5.86401529290015e-06,6.82303107168991e-06,9.59015778789762e-07,16.354250984831
95,109,5.62809691473376e-06,6.69545488563017e-06,1.06735797089641e-06,18.9648114996417
96,51,1.43332454172196e-05,1.48129902299843e-05,4.79744812764693e-07,3.34707736315141
96,52,7.64584819989977e-06,8.11798417998943e-06,4.72135980089661e-07,6.17506348211111
96,53,7.15077339918935e-06,7.64925334806321e-06,4.98479948873864e-07,6.97099350023279
96,54,7.05098045727937e-06,7.55321298129275e-06,5.0223252401338e-07,7.12287499669467
96,55,7.0366859290516e-06,7.53638187234174e-06,4.99695943290135e-07,7.10129666619189
96,56,7.02812667441322e-06,7.53059657654376e-06,5.02469902130542e-07,7.14941442304743
96,57,7.01128874425194e-06,7.52525602365495e-06,5.13967279403005e-07,7.33056786206915
96,58,6.99966722095269e-06,7.52102232581819e-06,5.21355104865506e-07,7.4482841599225
96,59,6.99055408404092e-06,7.51888137529022e-06,5.28327291249298e-07,7.55773125989314
96,60,6.98969370205305e-06,7.51792504161131e-06,5.28231339558261e-07,7.55728880370117
96,61,6.9565298872476e-06,7.51180641600513e-06,5.55276528757531e-07,7.98209075153173
96,62,6.94577647664119e-06,7.50966864870861e-06,5.63892172067426e-07,8.11849004879165
96,63,6.92263984092278e-06,7.50421986595029e-06,5.81580025027506e-07,8.4011307592449
96,64,6.90846036377479e-06,7.49987248127582e-06,5.91412117501022e-07,8.56069350273979
96,65,6.8741192080779e-06,7.49068885852466e-06,6.16569650446763e-07,8.96943494553049
96,66,6.8537556217052e-06,7.48351203583297e-06,6.29756414127769e-07,9.18848655959353
96,67,6.83599546391633e-06,7.47228705222369e-06,6.36291588307358e-07,9.30795802405094
96,68,6.82229756421293e-06,7.4625677370932e-06,6.40270172880264e-07,9.38496403673254
96,69,6.82176050759153e-06,7.45700981497066e-06,6.35249307379127e-07,9.31210215709266
96,70,6.82654263073346e-06,7.45045235817088e-06,6.23909727437422e-07,9.1394687059969
96,71,6.82266181684099e-06,7.43892996979412e-06,6.16268152953126e-07,9.03266451565773
96,72,6.80282892062678e-06,7.41059830033919e-06,6.07769379712408e-07,8.93406826488901
96,73,6.75049795972882e-06,7.37314121579402e-06,6.22643256065203e-07,9.22366408788924
96,74,6.59946408632095e-06,7.29437442714698e-06,6.94910340826027e-07,10.5297995676104
96,75,6.4494161051698e-06,7.20628258932265e-06,7.56866484152852e-07,11.7354264604846
96,76,6.28632460575318e-06,7.10200492903823e-06,8.15680323285051e-07,12.9754725446177
96,77,6.14918417340959e-06,6.98450276104268e-06,8.35318587633083e-07,13.5842180698568
96,78,5.96727613810799e-06,6.78643982610083e-06,8.19163687992841e-07,13.727598137474
96,79,5.66975541005377e-06,6.45135651211604e-06,7.81601102062268e-07,13.7854465587054
96,80,5.26016947333119e-06,5.99821805735701e-06,7.38048584025819e-07,14.0308898366809
96,81,4.81250526718213e-06,5.49632386537269e-06,6.83818598190555e-07,14.2092020730598
96,82,4.4145353967906e-06,5.04666104461649e-06,6.32125647825887e-07,14.3191885670562
96,83,4.11048176829354e-06,4.70594613943831e-06,5.95464371144772e-07,14.4864861276827
96,84,3.89511615139781e-06,4.47459797214833e-06,5.79481820750516e-07,14.8771384017024
96,85,3.745586354853e-06,4.32357046520337e-06,5.77984110350371e-07,15.4310715490914
96,86,3.64695461030351e-06,4.23604888055706e-06,5.89094270253554e-07,16.1530463962788
96,87,3.58817624146468e-06,4.19924572270247e-06,6.11069481237791e-07,17.0300854839938
96,88,3.56227997144742e-06,4.20822107116692e-06,6.45941099719494e-07,18.1327999173809
96,89,3.55959423359309e-06,4.24438167101471e-06,6.84787437421619e-07,19.2377948856937
96,90,3.56858504346746e-06,4.2874921746261e-06,7.1890713115863e-07,20.1454392259654
96,91,3.5799132547254e-06,4.3288905544614e-06,7.48977299735998e-07,20.9216605667013
96,92,3.59047453457606e-06,4.36419668403687e-06,7.73722149460809e-07,21.5493005732226
96,93,3.60479839400796e-06,4.4062530832889e-06,8.01454689280945e-07,22.2329961812332
96,94,3.63637923328497e-06,4.47952879767399e-06,8.43149564389023e-07,23.1865135701854
96,95,3.69883150597161e-06,4.60279488834203e-06,9.03963382370421e-07,24.4391608785372
96,96,3.79722314391984e-06,4.76868399346131e-06,9.71460849541472e-07,25.5834543486597
96,97,3.93077425542288e-06,4.96637812830159e-06,1.03560387287871e-06,26.3460531077305
96,98,4.1020507524081e-06,5.19334162163432e-06,1.09129086922621e-06,26.6035438148973
96,99,4.30550335295266e-06,5.43995565749356e-06,1.1344523045409e-06,26.3488891203141
96,100,4.52667063655099e-06,5.688086275768e-06,1.16141563921701e-06,25.6571712958098
96,101,4.75912065667217e-06,5.9373487601988e-06,1.17822810352664e-06,24.7572648084639
96,102,4.9906775529962e-06,6.17483146925224e-06,1.18415391625604e-06,23.7273176574014
96,103,5.2103878260823e-06,6.39281779513112e-06,1.18242996904883e-06,22.6937035882394
96,104,5.40875225851778e-06,6.58628596283961e-06,1.17753370432183e-06,21.7708936930405
96,105,5.56440363652655e-06,6.73966042086249e-06,1.17525678433594e-06,21.1209836867544
96,106,5.67378674531938e-06,6.83700000081444e-06,1.16321325549507e-06,20.5015328863861
96,107,5.74087562199566e-06,6.85547001921805e-06,1.11459439722239e-06,19.4150591410119
96,108,5.78657000005478e-06,6.78902188155917e-06,1.00245188150438e-06,17.3237666094922
97,49,8.38966298033483e-06,1.01957348306314e-05,1.80607185029658e-06,21.5273468616077
97,50,9.01504881767323e-06,1.04622322396608e-05,1.44718342198757e-06,16.0529737692656
97,51,1.05428835013299e-05,1.14104914246127e-05,8.67607923282776e-07,8.22932287142632
97,52,7.55345172365196e-06,8.14348641142715e-06,5.90034687775187e-07,7.81145771975512
97,53,7.03591695128125e-06,7.59349813961308e-06,5.57581188331824e-07,7.92478353841694
97,54,7.02751185599482e-06,7.54546044845483e-06,5.17948592460016e-07,7.37029837976267
97,55,7.02083707437851e-06,7.53372250983375e-06,5.12885435455246e-07,7.3051892533861
97,56,7.00542113918345e-06,7.52619689592393e-06,5.20775756740477e-07,7.43389649806518
97,57,6.99886277288897e-06,7.52168489270844e-06,5.22822119819466e-07,7.47010102619367
97,58,6.98819440003717e-06,7.51739662518958e-06,5.29202225152403e-07,7.5728034290172
97,59,6.98171015756088e-06,7.51538846088806e-06,5.33678303327179e-07,7.64394813424371
97,60,6.96841107128421e-06,7.51247262087418e-06,5.44061549589969e-07,7.80754097346476
97,61,6.93639913151856e-06,7.50570916352444e-06,5.69310032005887e-07,8.20757314006022
97,62,6.91509421812952e-06,7.50103117752587e-06,5.85936959396349e-07,8.47330406374189
97,63,6.90724482410587e-06,7.4979670898756e-06,5.90722265769728e-07,8.55221265225958
97,64,6.88379350322066e-06,7.49075570638524e-06,6.06962203164585e-07,8.81726337201444
97,65,6.84598717271001e-06,7.47979856896563e-06,6.33811396255624e-07,9.25814466585871
97,66,6.82077870806097e-06,7.47062085793004e-06,6.49842149869073e-07,9.52738943283812
97,67,6.80371567796101e-06,7.46070327295456e-06,6.56987594993552e-07,9.65630584948905
97,68,6.7974538069393e-06,7.45226270737476e-06,6.54808900435455e-07,9.6331496915357
97,69,6.79654431223753e-06,7.445973551512e-06,6.49429239274468e-07,9.55528588410933
97,70,6.79861750541022e-06,7.43863438401604e-06,6.4001687860582e-07,9.41392684757608
97,71,6.79269123793347e-06,7.42680549592478e-06,6.34114257991314e-07,9.33524336348651
97,72,6.77356956657604e-06,7.39854704079335e-06,6.24977474217303e-07,9.22670783955972
97,73,6.72632222631364e-06,7.3632545536384e-06,6.36932327324757e-07,9.46925089067325
97,74,6.58767658023862e-06,7.2879215622379e-06,7.00244981999276e-07,10.6296199194088
97,75,6.45498766971286e-06,7.21234346201527e-06,7.57355792302405e-07,11.7328774438402
97,76,6.31124612482381e-06,7.12138444214361e-06,8.10138317319797e-07,12.8364240800768
97,77,6.19630054643494e-06,7.02532997820526e-06,8.29029431770323e-07,13.3794257647381
97,78,5.96358404436614e-06,6.75465526001062e-06,7.91071215644479e-07,13.2650300517155
97,79,5.68997984373709e-06,6.47146225674078e-06,7.81482413003687e-07,13.7343617106809
97,80,5.25852965438389e-06,5.99517443333752e-06,7.36644778953632e-07,14.0085694551425
97,81,4.79794334751205e-06,5.47462605027249e-06,6.76682702760445e-07,14.1035992663677
97,82,4.40384610556066e-06,5.03073079016758e-06,6.26884684606921e-07,14.2349362257542
97,83,4.10438997278106e-06,4.69605492980918e-06,5.91664957028115e-07,14.4154176613781
97,84,3.88760054192971e-06,4.46294234279776e-06,5.75341800868046e-07,14.7994063346452
97,85,3.73549664800521e-06,4.30636691817199e-06,5.70870270166779e-07,15.2823124730049
97,86,3.62962600775063e-06,4.20867672801251e-06,5.79050720261876e-07,15.953454130684
97,87,3.56606415152783e-06,4.16229659094824e-06,5.96232439420419e-07,16.7196218039143
97,88,3.53416521647887e-06,4.16198827224434e-06,6.27823055765475e-07,17.7643946253023
97,89,3.52638903677871e-06,4.18765694121248e-06,6.61267904433771e-07,18.7519839001606
97,90,3.53192126567592e-06,4.22455377702136e-06,6.92632511345437e-07,19.6106441578019
97,91,3.54212943420862e-06,4.26240330853034e-06,7.2027387432172e-07,20.334487705773
97,92,3.55318729816645e-06,4.29708870797185e-06,7.43901409805403e-07,20.9361721570174
97,93,3.56838836523821e-06,4.34254798165057e-06,7.74159616412362e-07,21.6949372426474
97,94,3.59896762347489e-06,4.42228702013381e-06,8.23319396658917e-07,22.8765435756819
97,95,3.65722348760755e-06,4.54844348496408e-06,8.91219997356529e-07,24.3687595351068
97,96,3.74853379980777e-06,4.71257999379304e-06,9.64046193985268e-07,25.717953884655
97,97,3.87505042453995e-06,4.90915044792928e-06,1.03410002338933e-06,26.6861049559658
97,98,4.0402564991382e-06,5.13680697622476e-06,1.09655047708657e-06,27.1406153871782
97,99,4.23698293161578e-06,5.3756211855216e-06,1.13863825390581e-06,26.8737984618595
97,100,4.45144951299881e-06,5.61669412491028e-06,1.16524461191148e-06,26.1767455411729
97,101,4.67824565930641e-06,5.86144506087294e-06,1.18319940156653e-06,25.2915192517262
97,102,4.90247020934476e-06,6.09249718763749e-06,1.19002697829274e-06,24.2740277345161
97,103,5.12144924869062e-06,6.31282682661549e-06,1.19137757792487e-06,23.2625087172242
97,104,5.32606100023258e-06,6.51721802569227e-06,1.19115702545969e-06,22.3646898788367
97,105,5.49270544070168e-06,6.68275515636196e-06,1.19004971566028e-06,21.6660028197007
97,106,5.61641218155273e-06,6.79355707688956e-06,1.17714489533682e-06,20.9590189837418
97,107,5.68753921470488e-06,6.82847257849062e-06,1.14093336378573e-06,20.0602285226606
97,108,5.69790063309483e-06,6.77729258313775e-06,1.07939195004292e-06,18.9436780236837
98,48,8.76776630320819e-06,9.93529010884231e-06,1.16752380563412e-06,13.3160917531175
98,49,8.60512136569014e-06,9.78865591605427e-06,1.18353455036413e-06,13.7538391391323
98,50,8.53936398925725e-06,9.55684026848758e-06,1.01747627923032e-06,11.9151295167923
98,51,8.45538670546375e-06,9.24605956242885e-06,7.90672856965102e-07,9.35111408274421
98,52,7.26747430235264e-06,7.90359808888752e-06,6.36123786534881e-07,8.75302422918722
98,53,7.00429882272147e-06,7.58315218263306e-06,5.78853359911591e-07,8.26425848699987
98,54,7.02692432241747e-06,7.55789324102807e-06,5.30968918610597e-07,7.55620658837447
98,55,7.00440796208568e-06,7.53370113670826e-06,5.2929317462258e-07,7.55657262523262
98,56,6.99032716511283e-06,7.52349251342821e-06,5.33165348315379e-07,7.62718733647101
98,57,6.97957921147463e-06,7.51688730815658e-06,5.37308096681954e-07,7.69828782512568
98,58,6.95136759532033e-06,7.51040261093294e-06,5.59035015612608e-07,8.04208679726491
98,59,6.9680722845078e-06,7.51091147321858e-06,5.42839188710786e-07,7.79037826455514
98,60,6.94526397637674e-06,7.50572098695557e-06,5.6045701057883e-07,8.06962863449308
98,61,6.90581236995058e-06,7.49741775507573e-06,5.91605385125149e-07,8.56677467374316
98,62,6.89965236233547e-06,7.4942709034076e-06,5.94618541072123e-07,8.61809421468953
98,63,6.89577427692711e-06,7.49236323827063e-06,5.96588961343514e-07,8.65151522345603
98,64,6.82898144077626e-06,7.47494095776347e-06,6.45959516987205e-07,9.45909024045872
98,65,6.81027222526609e-06,7.46691421227297e-06,6.56641987006878e-07,9.6419344966966
98,66,6.78969627188053e-06,7.45787156120059e-06,6.68175289320061e-07,9.84101884037587
98,67,6.77546313454513e-06,7.44960880183498e-06,6.74145667289849e-07,9.94980939166615
98,68,6.77063644616283e-06,7.4412569119886e-06,6.70620465825778e-07,9.904836438321
98,69,6.76937497701147e-06,7.43413556847372e-06,6.64760591462255e-07,9.82011771721548
98,70,6.7709561335505e-06,7.42632619221695e-06,6.55370058666449e-07,9.67913608861015
98,71,6.76406534694252e-06,7.41482244848157e-06,6.50757101539057e-07,9.62079856063501
98,72,6.74098782837973e-06,7.3873402470781e-06,6.4635241869837e-07,9.58839320221304
