"I_Value","J_Value","TP_Base","TP_25Percent_NiagaraRiver","Conc_Change","Percent_Change"
170,107,4.1486778172839e-06,4.1486778172839e-06,0,0
170,108,4.39516770711634e-06,4.39516770711634e-06,0,0
170,109,4.69479573439457e-06,4.69479573439457e-06,0,0
170,110,5.35725621375605e-06,5.35726985617657e-06,1.36424205265939e-11,0.000254653128061408
170,111,6.53715596854454e-06,6.53715596854454e-06,0,0
170,112,7.33743581804447e-06,7.33743581804447e-06,0,0
170,113,8.00724592409097e-06,8.00724592409097e-06,0,0
170,126,2.09868539968738e-06,2.09868539968738e-06,0,0
171,9,2.7468238840811e-05,2.78989227808779e-05,4.30683940066956e-07,1.56793430610144
171,10,1.56226669787429e-05,1.61206262419e-05,4.97959263157099e-07,3.18741520788128
171,11,9.96650669549126e-06,1.05190301837865e-05,5.52523488295265e-07,5.54380291085562
171,12,8.19291017251089e-06,8.77294405654538e-06,5.80033884034492e-07,7.07970515752315
171,13,7.96363474364625e-06,8.55064263305394e-06,5.87007889407687e-07,7.37110513357017
171,14,7.83925133873709e-06,8.43462294142228e-06,5.95371602685191e-07,7.59475078625437
171,15,7.65404274716275e-06,8.25485767563805e-06,6.00814928475302e-07,7.84964166417826
171,16,7.5091484177392e-06,8.10929032013519e-06,6.0014190239599e-07,7.99214330320396
171,17,7.27907945474726e-06,7.88209945312701e-06,6.0301999837975e-07,8.28428927213418
171,18,7.26201415091055e-06,7.8600332926726e-06,5.98019141762052e-07,8.23489364430761
171,19,7.20252091923612e-06,7.79830133978976e-06,5.95780420553638e-07,8.27183186601316
171,20,7.17393913873821e-06,7.7654894994339e-06,5.91550360695692e-07,8.24582351837093
171,21,7.11872007741476e-06,7.70812312111957e-06,5.89403043704806e-07,8.27962101747445
171,22,7.05068259776453e-06,7.63994012231706e-06,5.89257524552522e-07,8.3574535710819
171,23,6.93890524416929e-06,7.52980986362672e-06,5.90904619457433e-07,8.51581911936275
171,24,6.79948743709247e-06,7.39471806809888e-06,5.95230631006416e-07,8.75405148569468
171,25,6.66862251819111e-06,7.26969028619351e-06,6.01067768002395e-07,9.01337219737302
171,26,6.5523440753168e-06,7.16032218406326e-06,6.07978108746465e-07,9.27878789266833
171,27,6.45647651253967e-06,7.07052367943106e-06,6.14047166891396e-07,9.51056146024544
171,28,6.44094598101219e-06,7.05909224052448e-06,6.18146259512287e-07,9.59713466522732
171,29,6.38497567706509e-06,7.00901455275016e-06,6.24038875685073e-07,9.77355133750359
171,30,6.34118441666942e-06,6.9727398113173e-06,6.31555394647876e-07,9.95958094181383
171,31,6.34663956589065e-06,6.9843590608798e-06,6.37719494989142e-07,10.0481441929757
171,32,6.35074866295327e-06,6.99653401170508e-06,6.45785348751815e-07,10.1686491313846
171,33,6.36381309959688e-06,7.0191435952438e-06,6.55330495646922e-07,10.2977646481861
171,34,6.38555229670601e-06,7.04514923199895e-06,6.59596935292939e-07,10.3295205276636
171,35,6.41062888462329e-06,7.08423749529175e-06,6.73608610668452e-07,10.5076837669419
171,36,6.44421697870712e-06,7.13413237463101e-06,6.8991539592389e-07,10.7059616118374
171,37,6.50323727313662e-06,7.19995932740858e-06,6.96722054271959e-07,10.7134650791531
171,38,6.5430599534011e-06,7.24195388102089e-06,6.98893927619793e-07,10.6814538243151
171,39,6.60328169033164e-06,7.31517638996593e-06,7.11894699634286e-07,10.7809227747564
171,40,6.65961943013826e-06,7.38341122996644e-06,7.23791799828177e-07,10.8683657890816
171,41,6.71715224598302e-06,7.45227407605853e-06,7.35121830075514e-07,10.9439506974869
171,42,6.77932393955416e-06,7.52868299969123e-06,7.49359060137067e-07,11.0535957098157
171,43,6.84606629874907e-06,7.6113365139463e-06,7.65270215197233e-07,11.1782472123746
171,44,6.91228478899575e-06,7.69801681599347e-06,7.85732026997721e-07,11.3671825016324
171,45,6.97287850925932e-06,7.77734567236621e-06,8.04467163106892e-07,11.5370884784331
171,46,7.01826229487779e-06,7.84200346970465e-06,8.23741174826864e-07,11.7371101309232
171,47,7.02415127307177e-06,7.87320186645957e-06,8.49050593387801e-07,12.087589808078
171,48,7.04161629982991e-06,7.91212096373783e-06,8.70504663907923e-07,12.3622848340792
171,49,7.05459888195037e-06,7.94072184362449e-06,8.86122961674118e-07,12.5609262341098
171,50,7.02503348293249e-06,7.92731952969916e-06,9.02286046766676e-07,12.8438682742055
171,51,6.97035511620925e-06,7.88578199717449e-06,9.15426880965242e-07,13.1331455241994
171,52,6.90269962433376e-06,7.82498682383448e-06,9.22287199500715e-07,13.3612535630179
171,53,6.80463972457801e-06,7.72998373577138e-06,9.25344011193374e-07,13.598721587729
171,54,6.68084157950943e-06,7.60323518989026e-06,9.22393610380823e-07,13.8065481631815
171,55,6.60025534671149e-06,7.51777088225936e-06,9.17515535547864e-07,13.9012127160354
171,56,6.53736606182065e-06,7.44891531212488e-06,9.11549250304233e-07,13.9436776476055
171,57,6.47105116513558e-06,7.37566870157025e-06,9.04617536434671e-07,13.9794526940001
171,58,6.39750533082406e-06,7.29286011846852e-06,8.95354787644465e-07,13.9953738425277
171,59,6.32095179753378e-06,7.2043062573357e-06,8.83354459801922e-07,13.9750228778295
171,60,6.24423319095513e-06,7.11235452399706e-06,8.68121333041927e-07,13.9027692671602
171,61,6.16972874922794e-06,7.0193464125623e-06,8.49617663334357e-07,13.7707458118102
171,62,6.09997005085461e-06,6.92858975526178e-06,8.28619704407174e-07,13.5839962737372
171,63,6.04243268753635e-06,6.84883525536861e-06,8.06402567832265e-07,13.3456607550734
171,64,5.99740860707243e-06,6.78110927765374e-06,7.83700670581311e-07,13.0673216038196
171,65,5.95993924434879e-06,6.72028045300976e-06,7.60341208660975e-07,12.757532878912
171,66,5.92339574723155e-06,6.65976403979585e-06,7.36368292564293e-07,12.4315227951543
171,67,5.86310670769308e-06,6.55965550322435e-06,6.96548795531271e-07,11.8801998711249
171,68,5.81269296162645e-06,6.45928321318934e-06,6.46590251562884e-07,11.1237640768481
171,69,5.785401299363e-06,6.37813263892895e-06,5.92731339565944e-07,10.2452934359317
171,70,5.76067623114795e-06,6.30284102953738e-06,5.42164798389422e-07,9.41147838613007
171,71,5.71397413295927e-06,6.18980038780137e-06,4.75826254842104e-07,8.3274135263835
171,72,5.65491336601553e-06,6.05632885708474e-06,4.01415491069201e-07,7.09852592051361
171,73,5.63532876185491e-06,5.99497116127168e-06,3.59642399416771e-07,6.38192401215634
171,74,5.63063713343581e-06,5.97272992308717e-06,3.4209278965136e-07,6.07556092755378
171,75,5.5849732234492e-06,5.90349645790411e-06,3.18523234454915e-07,5.70321864959989
171,76,5.45829561815481e-06,5.7338456826983e-06,2.75550064543495e-07,5.04828033914084
171,77,5.26646454090951e-06,5.48810794498422e-06,2.21643404074712e-07,4.20858058291292
171,78,5.08914718011511e-06,5.26221992913634e-06,1.7307274902123e-07,3.40082027294239
171,79,4.93754987473949e-06,5.07010508954409e-06,1.32555214804597e-07,2.68463546024618
171,80,4.78355559607735e-06,4.88411160404212e-06,1.00556007964769e-07,2.10211851718057
171,81,4.60970068161259e-06,4.68466805614298e-06,7.4967374530388e-08,1.62629592913531
171,82,4.43635008195997e-06,4.49078424935578e-06,5.44341673958115e-08,1.22700342376413
171,83,4.26568840339314e-06,4.30579166277312e-06,4.01032593799755e-08,0.94013569645817
171,84,4.09144877266954e-06,4.12098870583577e-06,2.95399331662338e-08,0.72199200839462
171,85,3.92626088796533e-06,3.94735980080441e-06,2.10989128390793e-08,0.537379288873827
171,86,3.77728815692535e-06,3.79205630451906e-06,1.47681475937134e-08,0.390972226109813
171,87,3.64435322808276e-06,3.65464688911743e-06,1.0293661034666e-08,0.282455085729473
171,88,3.53618315784843e-06,3.54312328454398e-06,6.94012669555377e-09,0.196260385442717
171,89,3.44635236615431e-06,3.4508357202867e-06,4.48335413238965e-09,0.130089835746903
171,90,3.37732376465283e-06,3.38012182510283e-06,2.79806045000441e-09,0.0828484517619838
171,91,3.32642866851529e-06,3.32813260683906e-06,1.70393832377158e-09,0.0512242556078051
171,92,3.28942132910015e-06,3.29043768942938e-06,1.01636032923125e-09,0.0308978457773082
171,93,3.26201234202017e-06,3.26261556438112e-06,6.03222360950895e-10,0.0184923384004525
171,94,3.24024767905939e-06,3.24060738421394e-06,3.59705154551193e-10,0.0111011623239743
171,95,3.22905225402792e-06,3.2292737159878e-06,2.21461959881708e-10,0.00685841982288941
171,96,3.22747860082018e-06,3.22761366078339e-06,1.3505996321328e-10,0.00418468965770859
171,97,3.23405151902989e-06,3.2341347377951e-06,8.32187652122229e-11,0.00257320468528547
171,98,3.25159749081649e-06,3.25165342474065e-06,5.59339241590351e-11,0.00172019828152192
171,99,3.27974089486816e-06,3.27977954839298e-06,3.86535248253495e-11,0.00117855422316534
171,100,3.31612909576506e-06,3.31615547111141e-06,2.63753463514149e-11,0.000795365487583042
171,101,3.36192715622019e-06,3.36194716510363e-06,2.00088834390044e-11,0.000595161123642559
171,102,3.42203179570788e-06,3.42204634762311e-06,1.45519152283669e-11,0.00042524196433881
171,103,3.50711525243241e-06,3.50712298313738e-06,7.73070496506989e-12,0.000220429167809873
171,104,3.59898626811628e-06,3.59899468094227e-06,8.41282599139959e-12,0.00023375543457694
171,105,3.75320973944326e-06,3.75321724277455e-06,7.50333128962666e-12,0.000199917718713468
171,106,3.95227607441484e-06,3.95227607441484e-06,0,0
171,107,4.18036688643042e-06,4.18036916016717e-06,2.27373675443232e-12,5.43908421486384e-05
171,108,4.51381902166759e-06,4.51381902166759e-06,0,0
171,109,4.83981193610816e-06,4.83981193610816e-06,0,0
171,110,5.40344944965909e-06,5.4034549066273e-06,5.45696821063757e-12,0.000100990455476212
171,111,6.78700689604739e-06,6.78700689604739e-06,0,0
171,112,7.47710555515368e-06,7.47710555515368e-06,0,0
171,126,2.11728138310718e-06,2.11728138310718e-06,0,0
171,127,2.15898489841493e-06,2.15898489841493e-06,0,0
172,6,1.10515211417805e-05,1.15576240204973e-05,5.06102878716774e-07,4.57948613791671
172,7,1.08908570837229e-05,1.14117983684991e-05,5.209412847762e-07,4.78329006405546
172,8,9.95873870124342e-06,1.04989621831919e-05,5.40223481948487e-07,5.42461749579831
172,9,8.6999043560354e-06,9.26028951653279e-06,5.6038516049739e-07,6.44127955393708
172,10,8.37703646539012e-06,8.94304594112327e-06,5.66009475733154e-07,6.75667914389095
172,11,8.12575763120549e-06,8.69589166541118e-06,5.70134034205694e-07,7.01638001133824
172,12,7.79817764851032e-06,8.37339212012012e-06,5.75214471609797e-07,7.37626786073128
172,13,7.72256589698372e-06,8.29737564345123e-06,5.74809746467508e-07,7.44324819153718
172,14,7.68046356824925e-06,8.25326151243644e-06,5.72797944187187e-07,7.45785640537522
172,15,7.57755697122775e-06,8.15059956948971e-06,5.73042598261964e-07,7.56236608233797
172,16,7.44158023735508e-06,8.01330588728888e-06,5.71725649933796e-07,7.68285272345597
172,17,7.29633165974519e-06,7.86914552008966e-06,5.72813860344468e-07,7.85071028918211
172,18,7.17507282388397e-06,7.74945692683104e-06,5.74384102947079e-07,8.0052721003068
172,19,7.10918629920343e-06,7.68471272749593e-06,5.75526428292505e-07,8.0955316694541
172,20,7.05021602698253e-06,7.62827312428271e-06,5.78057097300189e-07,8.19914021198575
172,21,6.97257019055542e-06,7.55340715841157e-06,5.80836967856158e-07,8.33031367174935
172,22,6.89747866999824e-06,7.48122511140537e-06,5.83746441407129e-07,8.46318588771045
172,23,6.82634299664642e-06,7.41345229471335e-06,5.87109298066935e-07,8.6006416371894
172,24,6.76649915476446e-06,7.35727917344775e-06,5.9078001868329e-07,8.73095533112285
172,25,6.69533346808748e-06,7.28971008356893e-06,5.94376615481451e-07,8.87747590638281
172,26,6.63179616822163e-06,7.23040693628718e-06,5.98610768065555e-07,9.02637464845482
172,27,6.57285454508383e-06,7.17563125363085e-06,6.02776708547026e-07,9.17069903818081
172,28,6.51301161269657e-06,7.11984648660291e-06,6.06834873906337e-07,9.31726995117532
172,29,6.45090176476515e-06,7.06181708665099e-06,6.10915321885841e-07,9.47023135932193
172,30,6.39906011201674e-06,7.01443605066743e-06,6.15375938650686e-07,9.61666132023165
172,31,6.35706192042562e-06,6.97819859851734e-06,6.21136678091716e-07,9.77081371656876
172,32,6.34005118627101e-06,6.9678148975072e-06,6.27763711236184e-07,9.90155588326428
172,33,6.3308375501947e-06,6.96438564773416e-06,6.3354809753946e-07,10.0073346143588
172,34,6.32711135040154e-06,6.96866163707455e-06,6.41550286673009e-07,10.1397027986918
172,35,6.32532737654401e-06,6.98710255164769e-06,6.61775175103685e-07,10.4623070982495
172,36,6.37437369732652e-06,7.05153797753155e-06,6.77164280205034e-07,10.6232284512758
172,37,6.41537644696655e-06,7.09910591467633e-06,6.83729467709782e-07,10.6576671433377
172,38,6.4552132243989e-06,7.14896168574342e-06,6.93748461344512e-07,10.747103731947
172,39,6.50325728202006e-06,7.20813841326162e-06,7.04881131241564e-07,10.8388935063417
172,40,6.54989571557962e-06,7.26115058569121e-06,7.11254870111588e-07,10.8590258684546
172,41,6.6054940361937e-06,7.32835815142607e-06,7.22864115232369e-07,10.943377002107
172,42,6.65540073896409e-06,7.38545895728748e-06,7.30058218323393e-07,10.9694103624634
172,43,6.71716043143533e-06,7.4642371146183e-06,7.47076683182968e-07,11.1219121652471
172,44,6.77425941830734e-06,7.53585436541471e-06,7.61594947107369e-07,11.2424827583244
172,45,6.83331654727226e-06,7.61126193538075e-06,7.77945388108492e-07,11.3845946214658
172,46,6.88598447595723e-06,7.68245445215143e-06,7.96469976194203e-07,11.566537493297
172,47,6.93523816153174e-06,7.74806358094793e-06,8.12825419416185e-07,11.7202235955609
172,48,6.96534880262334e-06,7.80023492552573e-06,8.3488612290239e-07,11.9862787429676
172,49,6.98876965543604e-06,7.84394615038764e-06,8.55176494951593e-07,12.2364384164016
172,50,6.99383053870406e-06,7.86785221862374e-06,8.74021679919679e-07,12.4970382837104
172,51,6.97097175361705e-06,7.86280088505009e-06,8.91829131433042e-07,12.79346930319
172,52,6.92442836225382e-06,7.82983897806844e-06,9.05410615814617e-07,13.0756008792026
172,53,6.84194446876063e-06,7.75686748966109e-06,9.1492302090046e-07,13.3722661018059
172,54,6.73265094519593e-06,7.65087315812707e-06,9.18222212931141e-07,13.6383457334341
172,55,6.65606012262288e-06,7.57205543777673e-06,9.1599531515385e-07,13.761824537019
172,56,6.59763827570714e-06,7.50964500184637e-06,9.12006726139225e-07,13.8232301927992
172,57,6.5476783674967e-06,7.45503393773106e-06,9.07355570234358e-07,13.8576686163841
172,58,6.4897626543825e-06,7.39067490940215e-06,9.00912255019648e-07,13.8820524416446
172,59,6.42108125248342e-06,7.31308136892039e-06,8.92000116436975e-07,13.8917431716346
172,60,6.34962179901777e-06,7.23010589354089e-06,8.80484094523126e-07,13.8667171430483
172,61,6.2761496337771e-06,7.14209227226092e-06,8.6594263848383e-07,13.7973548913411
172,62,6.20445234744693e-06,7.05314141669078e-06,8.48689069243846e-07,13.6787104117751
172,63,6.14142936683493e-06,6.97110544933821e-06,8.29676082503283e-07,13.5094948251578
172,64,6.09307016929961e-06,6.90271190251224e-06,8.09641733212629e-07,13.2879108678589
172,65,6.04659271630226e-06,6.83508142174105e-06,7.88488705438795e-07,13.0402152490434
172,66,6.00122029936756e-06,6.76776289765257e-06,7.66542598285014e-07,12.7731121346403
172,67,5.93174763707793e-06,6.65451034365105e-06,7.22762706573121e-07,12.1846503053384
172,68,5.88789089306374e-06,6.56631300444133e-06,6.78422111377586e-07,11.5223281765768
172,69,5.85843508815742e-06,6.49049115963862e-06,6.32056071481202e-07,10.7888209388694
172,70,5.8319014897279e-06,6.41941960566328e-06,5.87518115935382e-07,10.074211935339
172,71,5.78575327381259e-06,6.30296563031152e-06,5.17212356498931e-07,8.93941258850306
172,72,5.75371268496383e-06,6.21038907411275e-06,4.56676389148924e-07,7.9370732282541
172,73,5.75250260226312e-06,6.17184468865162e-06,4.19342086388497e-07,7.28973310196368
172,74,5.73053330299444e-06,6.1153818933235e-06,3.84848590329057e-07,6.71575523569433
172,75,5.67978850085638e-06,6.03668149778969e-06,3.56892996933311e-07,6.28356138401105
172,76,5.5706891544105e-06,5.88861121286754e-06,3.17922058457043e-07,5.70705077315853
172,77,5.34804121343768e-06,5.60316902920022e-06,2.55127815762535e-07,4.77049083169912
172,78,5.12031192556606e-06,5.31582008989062e-06,1.95508164324565e-07,3.81828621315783
172,79,4.94298501507728e-06,5.0922221817018e-06,1.49237166624516e-07,3.01917092949518
172,80,4.79324626212474e-06,4.90686034027021e-06,1.13614078145474e-07,2.37029503456206
172,81,4.63728702015942e-06,4.72344663648983e-06,8.61596163304057e-08,1.85797462947298
172,82,4.47431148131727e-06,4.53778602604871e-06,6.34745447314344e-08,1.41864385160657
172,83,4.30935142503586e-06,4.35581750934944e-06,4.64660843135789e-08,1.07826166238443
172,84,4.12648205383448e-06,4.16031025451957e-06,3.38282006850932e-08,0.819783055972793
172,85,3.9535107134725e-06,3.97745952795958e-06,2.39488144870847e-08,0.605760707956947
172,86,3.79742891709611e-06,3.81400604965165e-06,1.65771325555397e-08,0.436535690790921
172,87,3.65928030987561e-06,3.67073494089709e-06,1.14546310214791e-08,0.313029613789508
172,88,3.54637631971855e-06,3.55405541085929e-06,7.67909114074428e-09,0.216533454107705
172,89,3.45277976521174e-06,3.4577060432639e-06,4.92627805215307e-09,0.142675710214345
172,90,3.37970209329796e-06,3.38274912792258e-06,3.04703462461475e-09,0.0901568996467795
172,91,3.3240480661334e-06,3.32587796947337e-06,1.82990333996713e-09,0.0550504476337405
172,92,3.28388614434516e-06,3.28495775647752e-06,1.07161213236395e-09,0.0326324386796803
172,93,3.25645601151336e-06,3.25708356285759e-06,6.2755134422332e-10,0.019270990979291
172,94,3.23474068864016e-06,3.23511767419404e-06,3.76985553884879e-10,0.0116542743351511
172,95,3.22348614645307e-06,3.22371442962321e-06,2.28283170145005e-10,0.00708187222694269
172,96,3.22433447763615e-06,3.22446976497304e-06,1.35287336888723e-10,0.00419582204721844
172,97,3.23267340718303e-06,3.2327616281691e-06,8.8220986071974e-11,0.00272904110498593
172,98,3.25316523230867e-06,3.25322366734326e-06,5.84350345889106e-11,0.00179625166310538
172,99,3.28241253555461e-06,3.28245050695841e-06,3.79714037990198e-11,0.00115681387966074
172,100,3.32073545905587e-06,3.3207656997547e-06,3.02406988339499e-11,0.000910662689238959
172,101,3.36915809384664e-06,3.3691796943458e-06,2.1600499167107e-11,0.000641124535134097
172,102,3.42630369232211e-06,3.42631733474263e-06,1.36424205265939e-11,0.00039816728905744
172,103,3.50044570041064e-06,3.50045570485236e-06,1.00044417195022e-11,0.000285804796752842
172,104,3.58561464963714e-06,3.58562715518929e-06,1.25055521493778e-11,0.000348770109767465
172,105,3.7156266898819e-06,3.71563351109216e-06,6.82121026329696e-12,0.000183581689782559
172,106,3.90944342143484e-06,3.90945024264511e-06,6.82121026329696e-12,0.000174480342288556
172,107,4.18588342654402e-06,4.18589161199634e-06,8.18545231595635e-12,0.000195548979315807
172,108,4.78779747936642e-06,4.78779747936642e-06,0,0
172,109,5.53322888663388e-06,5.53322888663388e-06,0,0
172,110,6.22855895926477e-06,6.22856941845384e-06,1.04591890703887e-11,0.000167923096478536
172,111,6.93582887834054e-06,6.93582887834054e-06,0,0
172,112,7.5907655627816e-06,7.5907655627816e-06,0,0
172,127,2.14232932194136e-06,2.14232932194136e-06,0,0
173,5,1.08825688585057e-05,1.13833721115952e-05,5.00803253089543e-07,4.60188453297147
173,6,1.0958208804368e-05,1.1468287993921e-05,5.10079189552926e-07,4.65476793387623
173,7,1.07154437500867e-05,1.12330717456643e-05,5.17627995577641e-07,4.83067251016508
173,8,1.0459023542353e-05,1.09859993244754e-05,5.26975782122463e-07,5.03847973941848
173,9,9.77260606305208e-06,1.03114052762976e-05,5.38799213245511e-07,5.51336265648304
173,10,9.07895991986152e-06,9.62871854426339e-06,5.49758624401875e-07,6.05530401339475
173,11,8.85129156813491e-06,9.40640347835142e-06,5.5511191021651e-07,6.27153569559205
173,12,8.74713259690907e-06,9.29809084482258e-06,5.50958247913513e-07,6.29872980441845
173,13,8.4576195149566e-06,9.004671483126e-06,5.47051968169399e-07,6.4681553385321
173,14,8.31135366752278e-06,8.85773079062346e-06,5.46377123100683e-07,6.57386443842104
173,15,8.17045747680822e-06,8.71750762598822e-06,5.47050149179995e-07,6.695465348578
173,16,8.01284113549627e-06,8.56097904033959e-06,5.48137904843315e-07,6.84074344635521
173,17,7.83273662818829e-06,8.38301002659136e-06,5.50273398403078e-07,7.02530194137725
173,18,7.64218202675693e-06,8.19666820461862e-06,5.54486177861691e-07,7.25560024506502
173,19,7.48564616515068e-06,8.04467163106892e-06,5.59025465918239e-07,7.46796540452011
173,20,7.35493676984333e-06,7.9188766903826e-06,5.63939920539269e-07,7.66750195394653
173,21,7.26056350686122e-06,7.82858023740118e-06,5.68016730539966e-07,7.82331467803004
173,22,7.13749022906995e-06,7.71070881455671e-06,5.73218585486757e-07,8.03109450366911
173,23,7.03152136338758e-06,7.60999910198734e-06,5.78477738599759e-07,8.22692143995798
173,24,6.95371409165091e-06,7.53721678847796e-06,5.83502696827054e-07,8.39123796486896
173,25,6.83791995470528e-06,7.42749034543522e-06,5.89570390729932e-07,8.62207213063732
173,26,6.7219393713458e-06,7.31823547539534e-06,5.96296104049543e-07,8.87089381661826
173,27,6.62691809338867e-06,7.22964432497974e-06,6.02726231591078e-07,9.0951211875153
173,28,6.53383358439896e-06,7.14280076863361e-06,6.08967184234643e-07,9.32021264956446
173,29,6.46463513476192e-06,7.07918297848664e-06,6.14547843724722e-07,9.50630361828386
173,30,6.40180451227934e-06,7.02149600328994e-06,6.19691491010599e-07,9.67995023624924
173,31,6.34733760307427e-06,6.97171435604105e-06,6.24376752966782e-07,9.83682910870176
173,32,6.31126067673904e-06,6.94031587045174e-06,6.29055193712702e-07,9.96718763386158
173,33,6.30638169241138e-06,6.94194341122056e-06,6.35561718809186e-07,10.0780724955797
173,34,6.30463910056278e-06,6.95207381795626e-06,6.4743471739348e-07,10.2691796797011
173,35,6.33394938631682e-06,6.99418887961656e-06,6.60239493299741e-07,10.4238201638626
173,36,6.36193453829037e-06,7.03748355590506e-06,6.75549017614685e-07,10.6186100084617
173,37,6.38346318737604e-06,7.06858600096893e-06,6.85122813592898e-07,10.7327761354965
173,38,6.40927692074911e-06,7.1018857852323e-06,6.92608864483191e-07,10.8063495000656
173,39,6.44638384983409e-06,7.13907184035634e-06,6.92687990522245e-07,10.7453730131207
173,40,6.48731611363473e-06,7.19020999895292e-06,7.0289388531819e-07,10.8348949396944
173,41,6.53894858260173e-06,7.25085601516184e-06,7.1190743256011e-07,10.8871850507327
173,42,6.59418265058775e-06,7.3165479079762e-06,7.22365257388446e-07,10.9545836939179
173,43,6.65869674776332e-06,7.3909291131713e-06,7.32232365407981e-07,10.9966318206929
173,44,6.72242413202184e-06,7.46761725167744e-06,7.45193119655596e-07,11.0851845260092
173,45,6.78894548400422e-06,7.54524353396846e-06,7.56298049964244e-07,11.1401402728332
173,46,6.84205906509305e-06,7.61465298637631e-06,7.7259392128326e-07,11.2918335538039
173,47,6.87308602209669e-06,7.66559878684347e-06,7.92512764746789e-07,11.5306684973663
173,48,6.94808977641515e-06,7.75648277340224e-06,8.08392996987095e-07,11.6347517519295
173,49,6.99295378581155e-06,7.81626567913918e-06,8.23311893327627e-07,11.7734496543949
173,50,6.98705889590201e-06,7.83773430157453e-06,8.50675405672519e-07,12.1750140988714
173,51,6.95835933584021e-06,7.83848372520879e-06,8.80124389368575e-07,12.6484469526508
173,52,6.90845990902744e-06,7.80973368819105e-06,9.01273779163603e-07,13.0459435392523
173,53,6.84366477798903e-06,7.75412172515644e-06,9.10456947167404e-07,13.3036461706258
173,54,6.78428250466823e-06,7.69484722695779e-06,9.10564722289564e-07,13.4216805043571
173,55,6.72108399157878e-06,7.63068965170532e-06,9.09605660126545e-07,13.5336154296872
173,56,6.67278800392523e-06,7.58004944145796e-06,9.07261437532725e-07,13.5964373062509
173,57,6.62400134388008e-06,7.5285424827598e-06,9.04541138879722e-07,13.6555095918788
173,58,6.56030715617817e-06,7.46058867662214e-06,9.00281520443968e-07,13.7231611113838
173,59,6.49393632556894e-06,7.38748940420919e-06,8.93553078640252e-07,13.7598065925287
173,60,6.42033592157532e-06,7.30457304598531e-06,8.84237124409992e-07,13.7724432990888
173,61,6.34470370641793e-06,7.21685410098871e-06,8.72150394570781e-07,13.7461169965835
173,62,6.27558893029345e-06,7.13328836354776e-06,8.57699433254311e-07,13.6672341477631
173,63,6.21581602899823e-06,7.0574124038103e-06,8.4159637481207e-07,13.5395959418012
173,64,6.16337410974666e-06,6.98749408911681e-06,8.24119979370153e-07,13.3712470587645
173,65,6.11696805208339e-06,6.92229150445201e-06,8.05323452368611e-07,13.1654022959025
173,66,6.07100264460314e-06,6.856496383989e-06,7.85493739385856e-07,12.9384516095398
173,67,6.00098837821861e-06,6.74414013701607e-06,7.43151758797467e-07,12.3838226631939
173,68,5.95175561102224e-06,6.65526613374823e-06,7.03510522725992e-07,11.8202185826169
173,69,5.91477828493225e-06,6.57732607578509e-06,6.62547790852841e-07,11.2015659579441
173,70,5.88699458603514e-06,6.5109225033666e-06,6.23927917331457e-07,10.5984116039704
173,71,5.84124336455716e-06,6.39503423371934e-06,5.53790869162185e-07,9.48070187457717
173,72,5.82317761654849e-06,6.32670162303839e-06,5.03524006489897e-07,8.64689418126225
173,73,5.80417827222846e-06,6.26744804321788e-06,4.63269770989427e-07,7.9816599225778
173,74,5.75894591747783e-06,6.17305840933113e-06,4.14112491853302e-07,7.19076889742117
173,75,5.68433142689173e-06,6.05232889938634e-06,3.67997472494608e-07,6.47389191196112
173,76,5.54887265025172e-06,5.86727946938481e-06,3.18406819133088e-07,5.73822538743331
173,77,5.34030050403089e-06,5.59934687771602e-06,2.59046373685123e-07,4.85078271324982
173,78,5.11512189405039e-06,5.31781552126631e-06,2.02693627215922e-07,3.96263532745296
173,79,4.92938261231757e-06,5.08721041114768e-06,1.57827798830112e-07,3.20177619070858
173,80,4.78371612189221e-06,4.90661022922723e-06,1.22894107335014e-07,2.56900920129021
173,81,4.64232198282843e-06,4.73706404591212e-06,9.47420630836859e-08,2.04083351896161
173,82,4.49019626103109e-06,4.56116413261043e-06,7.09678715793416e-08,1.58050711937133
173,83,4.32473643741105e-06,4.37670087194419e-06,5.19644345331471e-08,1.20156303823812
173,84,4.14186843045172e-06,4.17937326346873e-06,3.75048330170102e-08,0.905505175907287
173,85,3.96619634557283e-06,3.99267810280435e-06,2.64817572315224e-08,0.667686491645377
173,86,3.80921937903622e-06,3.82742837246042e-06,1.82089934241958e-08,0.478024277740677
173,87,3.67166785508743e-06,3.68415453522175e-06,1.2486680134316e-08,0.340081963487371
173,88,3.55765610038361e-06,3.56599889528297e-06,8.34279489936307e-09,0.234502567532131
173,89,3.46254250871425e-06,3.46788692695554e-06,5.34441824129317e-09,0.154349534419946
173,90,3.38682912115473e-06,3.39013172379055e-06,3.30260263581295e-09,0.0975131167729811
173,91,3.32684703607811e-06,3.32882564180181e-06,1.97860572370701e-09,0.0594739013321006
173,92,3.28255418935441e-06,3.28370560964686e-06,1.15142029244453e-09,0.035076962207621
173,93,3.25319388139178e-06,3.25385440191894e-06,6.60520527162589e-10,0.0203037553630221
173,94,3.23230642607086e-06,3.23270273838716e-06,3.96312316297553e-10,0.0122609760355952
173,95,3.21908942169102e-06,3.21932634506084e-06,2.36923369811848e-10,0.00735994993538854
173,96,3.2208720313065e-06,3.22101959682186e-06,1.47565515362658e-10,0.00458153922069359
173,97,3.23226868204074e-06,3.23235849464254e-06,8.98126018000767e-11,0.00277862426162457
