OBJECTID,I_Value,J_Value,RASTERVALU
3270,91,101,7.97183
3271,91,102,7.71633
3272,91,103,7.42438
3273,91,104,7.21593
3274,91,105,7.08716
3275,91,106,7.01692
3276,91,107,7.03218
3277,92,48,9.09187
3278,92,49,9.08266
3279,92,50,9.07551
3280,92,51,9.0664
3281,92,52,9.05734
3282,92,53,9.04837
3283,92,54,9.04863
3284,92,55,9.03997
3285,92,56,9.02471
3286,92,57,9.02571
3287,92,58,9.02431
3288,92,59,9.01634
3289,92,60,9.00855
3290,92,61,9.00757
3291,92,62,9.00009
3292,92,63,8.99276
3293,92,64,8.92662
3294,92,65,8.92584
3295,92,66,8.91874
3296,92,67,8.91082
3297,92,68,8.89895
3298,92,69,8.88613
3299,92,70,8.87367
3300,92,71,8.84021
3301,92,72,8.79363
3302,92,73,8.68195
3303,92,74,8.40187
3304,92,75,8.09347
3305,92,76,7.73903
3306,92,77,7.39292
3307,92,78,7.11166
3308,92,79,6.9378
3309,92,80,6.83468
3310,92,81,6.79259
3311,92,82,6.78365
3312,92,83,6.77569
3313,92,84,6.72546
3314,92,85,6.67603
3315,92,86,6.60851
3316,92,87,6.53261
3317,92,88,6.31722
3318,92,89,6.27728
3319,92,90,6.25661
3320,92,91,6.16293
3321,92,92,6.21252
3322,92,93,6.42363
3323,92,94,6.47529
3324,92,95,6.57329
3325,92,96,6.69039
3326,92,97,6.85846
3327,92,98,7.11691
3328,92,99,7.43798
3329,92,100,7.68606
3330,92,101,7.708
3331,92,102,7.51367
3332,92,103,7.30658
3333,92,104,7.1676
3334,92,105,7.0812
3335,92,106,7.02922
3336,93,48,8.7109
3337,93,49,8.70527
3338,93,50,8.69466
3339,93,51,8.68426
3340,93,52,8.67951
3341,93,53,8.66455
3342,93,54,8.65512
3343,93,55,8.65162
3344,93,56,8.64298
3345,93,57,8.63475
3346,93,58,8.62696
3347,93,59,8.61961
3348,93,60,8.61849
3349,93,61,8.61206
3350,93,62,8.61046
3351,93,63,8.60481
3352,93,64,8.59957
3353,93,65,8.59473
3354,93,66,8.59025
3355,93,67,8.58991
3356,93,68,8.57519
3357,93,69,8.56981
3358,93,70,8.56542
3359,93,71,8.54834
3360,93,72,8.52001
3361,93,73,8.42714
3362,93,74,8.1616
3363,93,75,7.82913
3364,93,76,7.44836
3365,93,77,7.06521
3366,93,78,6.7716
3367,93,79,6.58691
3368,93,80,6.52086
3369,93,81,6.53937
3370,93,82,6.59269
3371,93,83,6.6119
3372,93,84,6.61632
3373,93,85,6.57902
3374,93,86,6.51085
3375,93,87,6.28189
3376,93,88,6.2111
3377,93,89,6.1502
3378,93,90,6.09685
3379,93,91,6.04285
3380,93,92,6.09609
3381,93,93,6.13498
3382,93,94,6.34438
3383,93,95,6.42246
3384,93,96,6.5058
3385,93,97,6.63277
3386,93,98,6.8374
3387,93,99,7.0999
3388,93,100,7.30628
3389,93,101,7.36619
3390,93,102,7.28101
3391,93,103,7.18434
3392,93,104,7.11312
3393,93,105,7.06255
3394,93,106,7.02135
3395,94,48,8.52843
3396,94,49,8.51609
3397,94,50,8.50548
3398,94,51,8.49518
3399,94,52,8.48796
3400,94,53,8.47476
3401,94,54,8.4658
3402,94,55,8.46007
3403,94,56,8.44881
3404,94,57,8.44152
3405,94,58,8.43479
3406,94,59,8.42863
3407,94,60,8.42305
3408,94,61,8.42067
3409,94,62,8.419
3410,94,63,8.415
3411,94,64,8.41153
3412,94,65,8.41042
3413,94,66,8.4079
3414,94,67,8.40595
3415,94,68,8.4044
3416,94,69,8.40192
3417,94,70,8.39911
3418,94,71,8.39427
3419,94,72,8.36914
3420,94,73,8.28554
3421,94,74,8.05022
3422,94,75,7.62841
3423,94,76,7.19109
3424,94,77,6.73906
3425,94,78,6.39641
3426,94,79,6.21549
3427,94,80,6.20087
3428,94,81,6.28509
3429,94,82,6.40646
3430,94,83,6.48095
3431,94,84,6.5142
3432,94,85,6.48959
3433,94,86,6.41463
3434,94,87,6.19089
3435,94,88,6.0936
3436,94,89,6.01177
3437,94,90,5.94786
3438,94,91,5.95921
3439,94,92,5.94928
3440,94,93,6.02684
3441,94,94,6.20801
3442,94,95,6.25523
3443,94,96,6.27843
3444,94,97,6.32139
3445,94,98,6.45637
3446,94,99,6.68929
3447,94,100,6.91679
3448,94,101,7.06515
3449,94,102,7.10164
3450,94,103,7.09905
3451,94,104,7.08107
3452,94,105,7.04776
3453,94,106,7.00712
3454,95,50,8.40666
3455,95,51,8.39797
3456,95,52,8.3881
3457,95,53,8.38034
3458,95,54,8.37304
3459,95,55,8.36421
3460,95,56,8.35888
3461,95,57,8.35325
3462,95,58,8.34912
3463,95,59,8.34449
3464,95,60,8.34044
3465,95,61,8.33695
3466,95,62,8.33401
3467,95,63,8.33161
3468,95,64,8.32971
3469,95,65,8.32919
3470,95,66,8.32818
3471,95,67,8.32682
3472,95,68,8.32684
3473,95,69,8.3282
3474,95,70,8.32763
3475,95,71,8.32188
3476,95,72,8.29553
3477,95,73,8.19989
3478,95,74,7.93377
3479,95,75,7.46345
3480,95,76,6.95159
3481,95,77,6.44106
3482,95,78,6.06121
3483,95,79,5.89115
3484,95,80,5.91183
3485,95,81,6.05851
3486,95,82,6.2326
3487,95,83,6.36689
3488,95,84,6.42774
3489,95,85,6.41242
3490,95,86,6.3305
3491,95,87,6.10208
3492,95,88,5.97959
3493,95,89,5.85345
3494,95,90,5.79436
3495,95,91,5.76555
3496,95,92,5.83982
3497,95,93,5.92943
3498,95,94,5.99074
3499,95,95,6.08245
3500,95,96,6.02161
3501,95,97,5.96133
3502,95,98,6.03889
3503,95,99,6.28808
3504,95,100,6.61018
3505,95,101,6.85696
3506,95,102,7.00251
3507,95,103,7.07254
3508,95,104,7.07972
3509,95,105,7.03686
3510,96,51,8.3595
3511,96,52,8.35325
3512,96,53,8.34735
3513,96,54,8.34066
3514,96,55,8.33578
3515,96,56,8.33028
3516,96,57,8.32643
3517,96,58,8.32304
3518,96,59,8.32012
3519,96,60,8.31765
3520,96,61,8.31561
3521,96,62,8.314
3522,96,63,8.31278
3523,96,64,8.31192
3524,96,65,8.31138
3525,96,66,8.31107
3526,96,67,8.31119
3527,96,68,8.31175
3528,96,69,8.31174
3529,96,70,8.30979
3530,96,71,8.30001
3531,96,72,8.26392
3532,96,73,8.14424
3533,96,74,7.84285
3534,96,75,7.34327
3535,96,76,6.7844
3536,96,77,6.23259
3537,96,78,5.83046
3538,96,79,5.66229
3539,96,80,5.72126
3540,96,81,5.90815
3541,96,82,6.12896
3542,96,83,6.28879
3543,96,84,6.36551
3544,96,85,6.35213
3545,96,86,6.26054
3546,96,87,6.02897
3547,96,88,5.89717
3548,96,89,5.74176
3549,96,90,5.66559
3550,96,91,5.67003
3551,96,92,5.75508
3552,96,93,5.85673
3553,96,94,5.90368
3554,96,95,5.85342
3555,96,96,5.75985
3556,96,97,5.59918
3557,96,98,5.64064
3558,96,99,5.97841
3559,96,100,6.40665
3560,96,101,6.77229
3561,96,102,7.01303
3562,96,103,7.12978
3563,96,104,7.12825
3564,96,105,7.04706
3565,97,49,8.35739
3566,97,50,8.35227
3567,97,51,8.34618
3568,97,52,8.34078
3569,97,53,8.33673
3570,97,54,8.33225
3571,97,55,8.32875
3572,97,56,8.3252
3573,97,57,8.32264
3574,97,58,8.32041
3575,97,59,8.31848
3576,97,60,8.31684
3577,97,61,8.31547
3578,97,62,8.31414
3579,97,63,8.31326
3580,97,64,8.31253
3581,97,65,8.31193
3582,97,66,8.31141
3583,97,67,8.31053
3584,97,68,8.30873
3585,97,69,8.30477
3586,97,70,8.29821
3587,97,71,8.28013
3588,97,72,8.23058
3589,97,73,8.0926
3590,97,74,7.74025
3591,97,75,7.249
3592,97,76,6.69033
3593,97,77,6.14249
3594,97,78,5.75195
3595,97,79,5.59327
3596,97,80,5.66033
3597,97,81,5.85979
3598,97,82,6.08376
3599,97,83,6.2465
3600,97,84,6.32796
3601,97,85,6.31383
3602,97,86,6.21795
3603,97,87,5.99967
3604,97,88,5.81827
3605,97,89,5.6804
3606,97,90,5.60349
3607,97,91,5.62797
3608,97,92,5.71402
3609,97,93,5.8164
3610,97,94,5.84515
3611,97,95,5.75223
3612,97,96,5.585
3613,97,97,5.35669
3614,97,98,5.38972
3615,97,99,5.77728
3616,97,100,6.30852
3617,97,101,6.75874
3618,97,102,7.07175
3619,97,103,7.21685
3620,97,104,7.19525
3621,97,105,7.05707
3622,98,48,8.34672
3623,98,49,8.34269
3624,98,50,8.33795
3625,98,51,8.33437
3626,98,52,8.33023
3627,98,53,8.32715
3628,98,54,8.32358
3629,98,55,8.32095
3630,98,56,8.31789
3631,98,57,8.31566
3632,98,58,8.31358
3633,98,59,8.31163
3634,98,60,8.3098
3635,98,61,8.30805
3636,98,62,8.30636
3637,98,63,8.30469
3638,98,64,8.30301
3639,98,65,8.30064
3640,98,66,8.29876
3641,98,67,8.29525
3642,98,68,8.28855
3643,98,69,8.27882
3644,98,70,8.26612
3645,98,71,8.23855
3646,98,72,8.17599
3647,98,73,8.03199
3648,98,74,7.67263
3649,98,75,7.21077
3650,98,76,6.68808
3651,98,77,6.19112
3652,98,78,5.82959
3653,98,79,5.68304
3654,98,80,5.72988
3655,98,81,5.90115
3656,98,82,6.10234
3657,98,83,6.17289
3658,98,84,6.23574
3659,98,85,6.22136
3660,98,86,6.13619
3661,98,87,5.99487
3662,98,88,5.82341
3663,98,89,5.68846
3664,98,90,5.62036
3665,98,91,5.64521
3666,98,92,5.74748
3667,98,93,5.81539
3668,98,94,5.83055
3669,98,95,5.72401
3670,98,96,5.52469
3671,98,97,5.33927
3672,98,98,5.38483
3673,98,99,5.76568
3674,98,100,6.21571
3675,98,101,6.68762
3676,98,102,7.05486
3677,98,103,7.2406
3678,98,104,7.20953
3679,98,105,7.04658
3680,99,48,8.32708
3681,99,49,8.3225
3682,99,50,8.31904
3683,99,51,8.3157
3684,99,52,8.31152
3685,99,53,8.30868
3686,99,54,8.30474
3687,99,55,8.30179
3688,99,56,8.29797
3689,99,57,8.2951
3690,99,58,8.29224
3691,99,59,8.28937
3692,99,60,8.28646
3693,99,61,8.2835
3694,99,62,8.27989
3695,99,63,8.27668
3696,99,64,8.27333
3697,99,65,8.26978
3698,99,66,8.26601
3699,99,67,8.25839
3700,99,68,8.24613
3701,99,69,8.23104
3702,99,70,8.21239
3703,99,71,8.17573
3704,99,72,8.09439
3705,99,73,7.92469
3706,99,74,7.61303
3707,99,75,7.202
3708,99,76,6.75345
3709,99,77,6.32773
3710,99,78,6.01476
3711,99,79,5.87457
3712,99,80,5.91066
3713,99,81,6.04098
3714,99,82,6.17017
3715,99,83,6.20464
3716,99,84,6.25059
3717,99,85,6.23109
3718,99,86,6.15034
3719,99,87,6.00458
3720,99,88,5.87597
3721,99,89,5.75057
3722,99,90,5.69812
3723,99,91,5.72088
3724,99,92,5.76813
3725,99,93,5.8366
3726,99,94,5.84132
3727,99,95,5.75381
3728,99,96,5.60295
3729,99,97,5.47553
3730,99,98,5.5435
3731,99,99,5.83701
3732,99,100,6.25628
3733,99,101,6.66578
3734,99,102,6.98726
3735,99,103,7.14558
3736,99,104,7.13788
3737,100,48,8.29965
3738,100,49,8.29467
3739,100,50,8.29087
3740,100,51,8.28591
3741,100,52,8.26791
3742,100,53,8.26369
3743,100,54,8.26004
3744,100,55,8.25634
3745,100,56,8.25126
3746,100,57,8.24665
3747,100,58,8.24263
3748,100,59,8.23848
3749,100,60,8.23418
3750,100,61,8.22971
3751,100,62,8.22504
3752,100,63,8.2193
3753,100,64,8.21414
3754,100,65,8.2087
3755,100,66,8.20295
3756,100,67,8.1916
3757,100,68,8.1739
3758,100,69,8.15237
3759,100,70,8.13125
3760,100,71,8.08776
3761,100,72,7.99873
3762,100,73,7.84605
3763,100,74,7.56769
3764,100,75,7.21746
3765,100,76,6.85058
3766,100,77,6.49638
3767,100,78,6.24534
3768,100,79,6.12588
3769,100,80,6.12042
3770,100,81,6.20192
3771,100,82,6.23245
3772,100,83,6.30398
3773,100,84,6.28179
3774,100,85,6.24848
3775,100,86,6.15078
3776,100,87,6.05427
3777,100,88,5.94966
3778,100,89,5.85997
3779,100,90,5.80298
3780,100,91,5.7796
3781,100,92,5.83091
3782,100,93,5.87641
3783,100,94,5.87885
3784,100,95,5.82212
3785,100,96,5.71451
3786,100,97,5.67512
3787,100,98,5.76058
3788,100,99,5.99086
3789,100,100,6.30991
3790,100,101,6.62638
3791,100,102,6.8747
3792,100,103,6.99538
3793,100,104,6.98624
3794,101,48,8.24754
3795,101,49,8.24195
3796,101,50,8.23766
3797,101,51,8.23189
3798,101,52,8.22743
3799,101,53,8.2229
3800,101,54,8.21675
3801,101,55,8.21198
3802,101,56,8.20548
3803,101,57,8.19967
3804,101,58,8.19442
3805,101,59,8.18898
3806,101,60,8.18336
3807,101,61,8.17676
3808,101,62,8.17069
3809,101,63,8.16437
3810,101,64,8.15778
3811,101,65,8.1509
3812,101,66,8.14295
3813,101,67,8.1323
3814,101,68,8.1107
3815,101,69,8.08725
3816,101,70,8.06026
3817,101,71,7.99717
3818,101,72,7.92224
3819,101,73,7.7809
3820,101,74,7.54282
3821,101,75,7.25371
3822,101,76,6.94981
3823,101,77,6.67286
3824,101,78,6.47973
3825,101,79,6.36199
3826,101,80,6.32981
3827,101,81,6.36492
3828,101,82,6.33879
3829,101,83,6.37694
3830,101,84,6.38396
3831,101,85,6.30758
3832,101,86,6.19622
3833,101,87,6.11519
3834,101,88,6.03466
3835,101,89,5.96509
3836,101,90,5.84821
3837,101,91,5.86311
3838,101,92,5.89745
3839,101,93,5.92762
3840,101,94,5.93337
3841,101,95,5.87278
3842,101,96,5.84442
3843,101,97,5.85195
3844,101,98,5.94043
3845,101,99,6.11605
3846,101,100,6.34703
3847,101,101,6.57692
3848,101,102,6.75902
3849,101,103,6.85529
3850,101,104,6.87411
3851,102,50,8.19666
3852,102,51,8.19157
3853,102,52,8.18478
3854,102,53,8.17944
3855,102,54,8.17397
3856,102,55,8.16666
3857,102,56,8.16087
3858,102,57,8.15254
3859,102,58,8.14637
3860,102,59,8.14001
3861,102,60,8.13346
3862,102,61,8.12613
3863,102,62,8.12119
3864,102,63,8.11403
3865,102,64,8.10662
3866,102,65,8.0984
3867,102,66,8.09047
3868,102,67,8.07562
3869,102,68,8.05311
3870,102,69,8.03031
3871,102,70,7.98099
3872,102,71,7.93488
3873,102,72,7.86429
3874,102,73,7.73671
3875,102,74,7.53121
3876,102,75,7.29426
3877,102,76,7.05367
3878,102,77,6.84963
3879,102,78,6.67435
3880,102,79,6.56329
3881,102,80,6.51681
3882,102,81,6.51796
3883,102,82,6.4438
3884,102,83,6.4549
3885,102,84,6.39998
3886,102,85,6.3619
3887,102,86,6.24913
3888,102,87,6.18306
3889,102,88,6.11924
3890,102,89,5.97928
3891,102,90,5.96614
3892,102,91,5.97465
3893,102,92,5.96269
3894,102,93,5.98547
3895,102,94,5.99631
3896,102,95,5.94816
3897,102,96,5.95396
3898,102,97,5.98407
3899,102,98,6.06764
3900,102,99,6.20328
3901,102,100,6.36584
3902,102,101,6.53095
3903,102,102,6.66181
3904,102,103,6.74205
3905,102,104,6.77203
3906,103,48,8.17174
3907,103,49,8.16481
3908,103,50,8.15931
3909,103,51,8.15209
3910,103,52,8.14633
3911,103,53,8.13877
3912,103,54,8.13272
3913,103,55,8.12654
3914,103,56,8.11841
3915,103,57,8.1115
3916,103,58,8.10481
3917,103,59,8.09795
3918,103,60,8.0909
3919,103,61,8.08332
3920,103,62,8.07589
3921,103,63,8.06825
3922,103,64,8.06039
3923,103,65,8.05202
3924,103,66,8.04629
3925,103,67,8.03095
3926,103,68,8.00783
3927,103,69,7.95773
3928,103,70,7.92815
3929,103,71,7.88423
3930,103,72,7.81863
3931,103,73,7.70548
3932,103,74,7.53436
3933,103,75,7.33843
3934,103,76,7.1427
3935,103,77,6.98623
3936,103,78,6.84134
3937,103,79,6.73789
3938,103,80,6.67933
3939,103,81,6.55526
3940,103,82,6.54551
3941,103,83,6.48846
3942,103,84,6.46435
3943,103,85,6.42406
3944,103,86,6.36657
3945,103,87,6.25013
3946,103,88,6.0806
3947,103,89,6.05714
3948,103,90,6.04917
3949,103,91,6.054
3950,103,92,6.06882
3951,103,93,6.04434
3952,103,94,6.00181
3953,103,95,6.01838
3954,103,96,6.04054
3955,103,97,6.08281
3956,103,98,6.1555
3957,103,99,6.26007
3958,103,100,6.37763
3959,103,101,6.49402
3960,103,102,6.58827
3961,103,103,6.65032
3962,103,104,6.69011
3963,104,48,8.13867
3964,104,49,8.13298
3965,104,50,8.1256
3966,104,51,8.11966
3967,104,52,8.11197
3968,104,53,8.10576
3969,104,54,8.09773
3970,104,55,8.09124
3971,104,56,8.08284
3972,104,57,8.07588
3973,104,58,8.06892
3974,104,59,8.06181
3975,104,60,8.05735
3976,104,61,8.04976
3977,104,62,8.04209
3978,104,63,8.03425
3979,104,64,8.02622
3980,104,65,8.01799
3981,104,66,8.00959
3982,104,67,7.99444
3983,104,68,7.94414
3984,104,69,7.91764
3985,104,70,7.89222
3986,104,71,7.85116
3987,104,72,7.792
3988,104,73,7.69234
3989,104,74,7.54314
3990,104,75,7.38535
3991,104,76,7.25268
3992,104,77,7.10099
3993,104,78,6.97592
3994,104,79,6.8827
3995,104,80,6.8166
3996,104,81,6.6677
3997,104,82,6.592
3998,104,83,6.56594
3999,104,84,6.53165
4000,104,85,6.48788
4001,104,86,6.50795
4002,104,87,6.38712
4003,104,88,6.14641
4004,104,89,6.13005
4005,104,90,6.12216
4006,104,91,6.12708
4007,104,92,6.14643
4008,104,93,6.15986
4009,104,94,6.10605
4010,104,95,6.1266
4011,104,96,6.11039
4012,104,97,6.15394
4013,104,98,6.21935
4014,104,99,6.29824
4015,104,100,6.38537
4016,104,101,6.46608
4017,104,102,6.54364
4018,104,103,6.58429
4019,105,49,8.10503
4020,105,50,8.09904
4021,105,51,8.09141
4022,105,52,8.08519
4023,105,53,8.08037
4024,105,54,8.07382
4025,105,55,8.06716
4026,105,56,8.05869
4027,105,57,8.05184
4028,105,58,8.04478
4029,105,59,8.03771
4030,105,60,8.03039
4031,105,61,8.02293
4032,105,62,8.01533
4033,105,63,8.00777
4034,105,64,7.99988
4035,105,65,7.99184
4036,105,66,7.98363
4037,105,67,7.96903
4038,105,68,7.91786
4039,105,69,7.89534
4040,105,70,7.86914
4041,105,71,7.83181
4042,105,72,7.77774
4043,105,73,7.69069
4044,105,74,7.56494
4045,105,75,7.45864
4046,105,76,7.32669
4047,105,77,7.20145
4048,105,78,7.09179
4049,105,79,7.00386
4050,105,80,6.91316
4051,105,81,6.75282
4052,105,82,6.71647
4053,105,83,6.7134
4054,105,84,6.67479
4055,105,85,6.63264
4056,105,86,6.58349
4057,105,87,6.53235
4058,105,88,6.41779
4059,105,89,6.19592
4060,105,90,6.19077
4061,105,91,6.19419
4062,105,92,6.20165
4063,105,93,6.14209
4064,105,94,6.16239
4065,105,95,6.18556
4066,105,96,6.21348
4067,105,97,6.25269
4068,105,98,6.30331
4069,105,99,6.32409
4070,105,100,6.38623
4071,105,101,6.45679
4072,105,102,6.49598
4073,105,103,6.51901
4074,106,50,8.08238
4075,106,51,8.0762
4076,106,52,8.06845
4077,106,53,8.06232
4078,106,54,8.05433
4079,106,55,8.04771
4080,106,56,8.04098
4081,106,57,8.03447
4082,106,58,8.02754
4083,106,59,8.02049
4084,106,60,8.0137
4085,106,61,8.00643
4086,106,62,7.99904
4087,106,63,7.99197
4088,106,64,7.98435
4089,106,65,7.9766
4090,106,66,7.96873
4091,106,67,7.92386
4092,106,68,7.90368
4093,106,69,7.88276
4094,106,70,7.86111
4095,106,71,7.82643
4096,106,72,7.77762
4097,106,73,7.70069
4098,106,74,7.59294
4099,106,75,7.50756
4100,106,76,7.39481
4101,106,77,7.28616
4102,106,78,7.18787
4103,106,79,7.10755
4104,106,80,6.89978
4105,106,81,6.8473
4106,106,82,6.83286
4107,106,83,6.79156
4108,106,84,6.74991
4109,106,85,6.70593
4110,106,86,6.6578
4111,106,87,6.4259
4112,106,88,6.39911
4113,106,89,6.3778
4114,106,90,6.25507
4115,106,91,6.25486
4116,106,92,6.26005
4117,106,93,6.27011
4118,106,94,6.21281
4119,106,95,6.23575
4120,106,96,6.26403
4121,106,97,6.29818
4122,106,98,6.33844
4123,106,99,6.3808
4124,106,100,6.40257
4125,106,101,6.43652
4126,106,102,6.45607
4127,106,103,6.46217
4128,107,48,8.08509
4129,107,49,8.07918
4130,107,50,8.07318
4131,107,51,8.0658
4132,107,52,8.0601
4133,107,53,8.05251
4134,107,54,8.04614
4135,107,55,8.03968
4136,107,56,8.03174
4137,107,57,8.02564
4138,107,58,8.01889
4139,107,59,8.01205
4140,107,60,8.00572
4141,107,61,7.9987
4142,107,62,7.99157
4143,107,63,7.98583
4144,107,64,7.9792
4145,107,65,7.93985
4146,107,66,7.93237
4147,107,67,7.9194
4148,107,68,7.90059
4149,107,69,7.88121
4150,107,70,7.86127
4151,107,71,7.82932
4152,107,72,7.78781
4153,107,73,7.71799
4154,107,74,7.64236
4155,107,75,7.54443
4156,107,76,7.4456
4157,107,77,7.35152
4158,107,78,7.25803
4159,107,79,7.1826
4160,107,80,6.98786
4161,107,81,6.96345
4162,107,82,6.91358
4163,107,83,6.86696
4164,107,84,6.82351
4165,107,85,6.77587
4166,107,86,6.73025
4167,107,87,6.49533
4168,107,88,6.47102
4169,107,89,6.45
4170,107,90,6.31124
4171,107,91,6.3111
4172,107,92,6.3151
4173,107,93,6.32327
4174,107,94,6.26033
4175,107,95,6.28234
4176,107,96,6.30672
4177,107,97,6.3357
4178,107,98,6.36571
4179,107,99,6.37297
4180,107,100,6.40138
4181,107,101,6.41923
4182,107,102,6.42311
4183,107,103,6.41403
4184,108,49,8.07825
4185,108,50,8.07239
4186,108,51,8.06644
4187,108,52,8.05996
4188,108,53,8.05386
4189,108,54,8.04767
4190,108,55,8.0402
4191,108,56,8.03384
4192,108,57,8.0274
4193,108,58,8.02166
4194,108,59,8.01506
4195,108,60,8.00838
4196,108,61,8.00246
4197,108,62,7.99562
4198,108,63,7.95646
4199,108,64,7.95036
4200,108,65,7.94463
4201,108,66,7.9375
4202,108,67,7.92529
4203,108,68,7.90772
4204,108,69,7.88969
4205,108,70,7.87122
4206,108,71,7.86406
4207,108,72,7.8245
4208,108,73,7.76407
4209,108,74,7.67777
4210,108,75,7.59085
4211,108,76,7.50432
4212,108,77,7.41844
4213,108,78,7.33512
4214,108,79,7.1326
4215,108,80,7.09895
4216,108,81,7.04287
4217,108,82,6.98929
4218,108,83,6.94158
4219,108,84,6.89334
4220,108,85,6.8464
4221,108,86,6.8007
4222,108,87,6.5632
4223,108,88,6.53868
4224,108,89,6.51895
4225,108,90,6.365
4226,108,91,6.36299
4227,108,92,6.36497
4228,108,93,6.3723
4229,108,94,6.30484
4230,108,95,6.3243
4231,108,96,6.34554
4232,108,97,6.36797
4233,108,98,6.39042
4234,108,99,6.38464
4235,108,100,6.40105
4236,108,101,6.40629
4237,108,102,6.39769
4238,108,103,6.37655
4239,109,51,8.07785
4240,109,52,8.07099
4241,109,53,8.06598
4242,109,54,8.05999
4243,109,55,8.05287
4244,109,56,8.04671
4245,109,57,8.04049
4246,109,58,8.03517
4247,109,59,8.01768
4248,109,60,8.01123
4249,109,61,8.00572
4250,109,62,8.00027
4251,109,63,7.99362
4252,109,64,7.98795
4253,109,65,7.98116
4254,109,66,7.9743
4255,109,67,7.96379
4256,109,68,7.94606
4257,109,69,7.92908
4258,109,70,7.91299
4259,109,71,7.88636
4260,109,72,7.84974
4261,109,73,7.79407
4262,109,74,7.71527
4263,109,75,7.63808
4264,109,76,7.55831
4265,109,77,7.55686
4266,109,78,7.45919
4267,109,79,7.23388
4268,109,80,7.17173
4269,109,81,7.11461
4270,109,82,7.06153
4271,109,83,7.01108
4272,109,84,6.96291
4273,109,85,6.91478
4274,109,86,6.87056
4275,109,87,6.63141
4276,109,88,6.60575
4277,109,89,6.58517
4278,109,90,6.41426
4279,109,91,6.41215
4280,109,92,6.41307
4281,109,93,6.41851
4282,109,94,6.42635
4283,109,95,6.36403
4284,109,96,6.38127
4285,109,97,6.39804
4286,109,98,6.41351
4287,109,99,6.39665
4288,109,100,6.40338
4289,109,101,6.39874
4290,109,102,6.38102
4291,110,49,8.1162
4292,110,50,8.11101
4293,110,51,8.07605
4294,110,52,8.0705
4295,110,53,8.064
4296,110,54,8.05938
4297,110,55,8.0527
4298,110,56,8.04684
4299,110,57,8.0409
4300,110,58,8.0349
4301,110,59,8.02997
4302,110,60,8.02383
4303,110,61,8.02973
4304,110,62,8.02335
4305,110,63,8.0169
4306,110,64,8.01162
4307,110,65,8.00505
4308,110,66,7.99966
4309,110,67,7.98855
4310,110,68,7.97381
4311,110,69,7.95768
4312,110,70,7.94123
4313,110,71,7.91599
4314,110,72,7.88139
4315,110,73,7.82931
4316,110,74,7.75857
4317,110,75,7.68576
4318,110,76,7.61172
4319,110,77,7.56357
4320,110,78,7.36681
4321,110,79,7.30346
4322,110,80,7.2427
4323,110,81,7.18709
4324,110,82,7.13214
4325,110,83,7.07998
4326,110,84,7.03026
4327,110,85,6.98293
4328,110,86,6.93579
4329,110,87,6.69793
4330,110,88,6.67235
4331,110,89,6.58601
4332,110,90,6.566
4333,110,91,6.45897
4334,110,92,6.45946
4335,110,93,6.46221
4336,110,94,6.4688
4337,110,95,6.42287
4338,110,96,6.43603
4339,110,97,6.44773
4340,110,98,6.45521
4341,110,99,6.45657
4342,110,100,6.41005
4343,110,101,6.3981
4344,110,102,6.37355
4345,111,51,8.18199
4346,111,52,8.17778
4347,111,53,8.17159
4348,111,54,8.1661
4349,111,55,8.1609
4350,111,56,8.15527
4351,111,57,8.14956
4352,111,58,8.14379
4353,111,59,8.13916
4354,111,60,8.13327
4355,111,61,8.12854
4356,111,62,8.12251
4357,111,63,8.11768
4358,111,64,8.11153
4359,111,65,8.1066
4360,111,66,8.10034
4361,111,67,8.08988
4362,111,68,8.07634
4363,111,69,8.03151
4364,111,70,8.01589
4365,111,71,8.01378
4366,111,72,7.91892
4367,111,73,7.86886
4368,111,74,7.79996
4369,111,75,7.73061
4370,111,76,7.73129
4371,111,77,7.61713
4372,111,78,7.42774
4373,111,79,7.36693
4374,111,80,7.30842
4375,111,81,7.25274
4376,111,82,7.19707
4377,111,83,7.14574
4378,111,84,7.09483
4379,111,85,7.04646
4380,111,86,7.00029
4381,111,87,6.69941
4382,111,88,6.67042
4383,111,89,6.64266
4384,111,90,6.62189
4385,111,91,6.60498
4386,111,92,6.50284
4387,111,93,6.5056
4388,111,94,6.4491
4389,111,95,6.46131
4390,111,96,6.47196
4391,111,97,6.47953
4392,111,98,6.48217
4393,111,99,6.47715
4394,111,100,6.46166
4395,111,101,6.405
4396,111,102,6.37658
4397,112,50,8.21727
4398,112,51,8.21212
4399,112,52,8.20755
4400,112,53,8.20223
4401,112,54,8.19749
4402,112,55,8.19201
4403,112,56,8.1871
4404,112,57,8.1801
4405,112,58,8.17576
4406,112,59,8.17136
4407,112,60,8.16552
4408,112,61,8.161
4409,112,62,8.15502
4410,112,63,8.15039
4411,112,64,8.14428
4412,112,65,8.13953
4413,112,66,8.13245
4414,112,67,8.12353
4415,112,68,8.10885
4416,112,69,8.0953
4417,112,70,8.08
4418,112,71,8.058
4419,112,72,8.02484
4420,112,73,7.97059
4421,112,74,7.90366
4422,112,75,7.83856
4423,112,76,7.72834
4424,112,77,7.66553
4425,112,78,7.48524
4426,112,79,7.42522
4427,112,80,7.37025
4428,112,81,7.31422
4429,112,82,7.2602
4430,112,83,7.20629
4431,112,84,7.15633
4432,112,85,7.10835
4433,112,86,6.79815
4434,112,87,6.75837
4435,112,88,6.72701
