OBJECTID,I_Value,J_Value,RASTERVALU
7370,167,98,6.22281
7371,167,99,6.19245
7372,167,100,6.13048
7373,168,16,9.55129
7374,168,17,9.56365
7375,168,18,9.57223
7376,168,19,9.57984
7377,168,20,9.58657
7378,168,21,9.59284
7379,168,22,9.60012
7380,168,23,9.60784
7381,168,24,9.61605
7382,168,25,9.62304
7383,168,26,9.63205
7384,168,27,9.64163
7385,168,28,9.64935
7386,168,29,9.65985
7387,168,30,9.67095
7388,168,31,9.68266
7389,168,32,9.69152
7390,168,33,9.70415
7391,168,34,9.71735
7392,168,35,9.72689
7393,168,36,9.74088
7394,168,37,9.75732
7395,168,38,9.77221
7396,168,39,9.78223
7397,168,40,9.79752
7398,168,41,9.81302
7399,168,42,9.82276
7400,168,43,9.83825
7401,168,44,9.85371
7402,168,45,9.86907
7403,168,46,9.8775
7404,168,47,9.89217
7405,168,48,9.90647
7406,168,49,9.91425
7407,168,50,9.91977
7408,168,51,9.93192
7409,168,52,9.93626
7410,168,53,9.93872
7411,168,54,9.94818
7412,168,55,9.94831
7413,168,56,9.9473
7414,168,57,9.95331
7415,168,58,9.95007
7416,168,59,9.9457
7417,168,60,9.94853
7418,168,61,9.94201
7419,168,62,9.93446
7420,168,63,9.93432
7421,168,64,9.92686
7422,168,65,9.91679
7423,168,66,9.91435
7424,168,67,9.89324
7425,168,68,9.87117
7426,168,69,9.84786
7427,168,70,9.82495
7428,168,71,9.79035
7429,168,72,9.7654
7430,168,73,9.76023
7431,168,74,9.88324
7432,168,75,10.0333
7433,168,76,10.1115
7434,168,77,10.0015
7435,168,78,9.79386
7436,168,79,9.51714
7437,168,80,9.24405
7438,168,81,8.97983
7439,168,82,8.74617
7440,168,83,8.46353
7441,168,84,8.24509
7442,168,85,8.0885
7443,168,86,7.89224
7444,168,87,7.68189
7445,168,88,7.3721
7446,168,89,7.22613
7447,168,90,7.03357
7448,168,91,6.91532
7449,168,92,6.74655
7450,168,93,6.65188
7451,168,94,6.56498
7452,168,95,6.28742
7453,168,96,6.23131
7454,168,97,6.18115
7455,168,98,6.14054
7456,168,99,6.15278
7457,168,100,6.10448
7458,168,101,6.10557
7459,169,12,9.60991
7460,169,13,9.61735
7461,169,14,9.62126
7462,169,15,9.62336
7463,169,16,9.62294
7464,169,17,9.62039
7465,169,18,9.61664
7466,169,19,9.61307
7467,169,20,9.61118
7468,169,21,9.6072
7469,169,22,9.60324
7470,169,23,9.59937
7471,169,24,9.59646
7472,169,25,9.59269
7473,169,26,9.58858
7474,169,27,9.58537
7475,169,28,9.58235
7476,169,29,9.57978
7477,169,30,9.57771
7478,169,31,9.57486
7479,169,32,9.57356
7480,169,33,9.57283
7481,169,34,9.5727
7482,169,35,9.5706
7483,169,36,9.57133
7484,169,37,9.57264
7485,169,38,9.57451
7486,169,39,9.57284
7487,169,40,9.57548
7488,169,41,9.57857
7489,169,42,9.57737
7490,169,43,9.58094
7491,169,44,9.58482
7492,169,45,9.58895
7493,169,46,9.58747
7494,169,47,9.59163
7495,169,48,9.59585
7496,169,49,9.59304
7497,169,50,9.59013
7498,169,51,9.59284
7499,169,52,9.58884
7500,169,53,9.58419
7501,169,54,9.58521
7502,169,55,9.57919
7503,169,56,9.57244
7504,169,57,9.57285
7505,169,58,9.56471
7506,169,59,9.5558
7507,169,60,9.55439
7508,169,61,9.54403
7509,169,62,9.53291
7510,169,63,9.53203
7511,169,64,9.51966
7512,169,65,9.50657
7513,169,66,9.50161
7514,169,67,9.47834
7515,169,68,9.44975
7516,169,69,9.41519
7517,169,70,9.38211
7518,169,71,9.32559
7519,169,72,9.24568
7520,169,73,9.14044
7521,169,74,9.0427
7522,169,75,9.00377
7523,169,76,9.05438
7524,169,77,9.08754
7525,169,78,9.07348
7526,169,79,8.97115
7527,169,80,8.82848
7528,169,81,8.65452
7529,169,82,8.431
7530,169,83,8.24194
7531,169,84,8.04888
7532,169,85,7.92071
7533,169,86,7.74312
7534,169,87,7.37279
7535,169,88,7.24918
7536,169,89,7.11457
7537,169,90,6.99729
7538,169,91,6.78037
7539,169,92,6.68612
7540,169,93,6.60154
7541,169,94,6.52277
7542,169,95,6.25727
7543,169,96,6.20202
7544,169,97,6.1524
7545,169,98,6.1101
7546,169,99,6.11436
7547,169,100,6.09341
7548,169,101,6.08585
7549,170,11,9.81839
7550,170,12,9.83054
7551,170,13,9.83591
7552,170,14,9.8368
7553,170,15,9.83167
7554,170,16,9.82142
7555,170,17,9.80534
7556,170,18,9.78768
7557,170,19,9.77326
7558,170,20,9.76278
7559,170,21,9.74648
7560,170,22,9.72952
7561,170,23,9.71612
7562,170,24,9.69795
7563,170,25,9.67951
7564,170,26,9.66092
7565,170,27,9.64511
7566,170,28,9.62622
7567,170,29,9.60752
7568,170,30,9.58582
7569,170,31,9.56914
7570,170,32,9.55123
7571,170,33,9.53388
7572,170,34,9.51714
7573,170,35,9.50092
7574,170,36,9.48516
7575,170,37,9.47014
7576,170,38,9.45587
7577,170,39,9.44076
7578,170,40,9.42764
7579,170,41,9.4124
7580,170,42,9.40083
7581,170,43,9.38693
7582,170,44,9.37638
7583,170,45,9.36646
7584,170,46,9.35711
7585,170,47,9.34404
7586,170,48,9.33539
7587,170,49,9.31975
7588,170,50,9.31163
7589,170,51,9.29581
7590,170,52,9.28237
7591,170,53,9.27446
7592,170,54,9.25785
7593,170,55,9.24363
7594,170,56,9.23252
7595,170,57,9.2176
7596,170,58,9.20225
7597,170,59,9.19338
7598,170,60,9.18049
7599,170,61,9.16391
7600,170,62,9.14681
7601,170,63,9.13665
7602,170,64,9.11857
7603,170,65,9.09991
7604,170,66,9.08855
7605,170,67,9.0567
7606,170,68,9.00999
7607,170,69,8.96439
7608,170,70,8.91582
7609,170,71,8.83287
7610,170,72,8.70313
7611,170,73,8.50512
7612,170,74,8.24327
7613,170,75,8.11432
7614,170,76,8.17399
7615,170,77,8.34938
7616,170,78,8.47889
7617,170,79,8.50634
7618,170,80,8.43852
7619,170,81,8.33087
7620,170,82,8.15371
7621,170,83,7.99341
7622,170,84,7.83025
7623,170,85,7.66339
7624,170,86,7.47764
7625,170,87,7.31587
7626,170,88,7.04297
7627,170,89,6.92241
7628,170,90,6.81987
7629,170,91,6.7412
7630,170,92,6.61165
7631,170,93,6.53885
7632,170,94,6.27273
7633,170,95,6.21707
7634,170,96,6.16349
7635,170,97,6.11214
7636,170,98,6.06656
7637,170,99,6.0627
7638,170,100,6.03472
7639,170,101,6.02204
7640,171,9,10.0579
7641,171,10,10.0924
7642,171,11,10.1239
7643,171,12,10.1468
7644,171,13,10.1515
7645,171,14,10.1552
7646,171,15,10.1487
7647,171,16,10.1321
7648,171,17,10.1049
7649,171,18,10.0778
7650,171,19,10.0605
7651,171,20,10.0341
7652,171,21,10.0059
7653,171,22,9.97095
7654,171,23,9.94508
7655,171,24,9.91177
7656,171,25,9.87742
7657,171,26,9.84225
7658,171,27,9.81114
7659,171,28,9.77464
7660,171,29,9.73794
7661,171,30,9.70125
7662,171,31,9.66788
7663,171,32,9.63132
7664,171,33,9.58856
7665,171,34,9.55317
7666,171,35,9.52003
7667,171,36,9.48588
7668,171,37,9.45267
7669,171,38,9.42047
7670,171,39,9.38924
7671,171,40,9.35881
7672,171,41,9.32949
7673,171,42,9.30129
7674,171,43,9.27267
7675,171,44,9.24081
7676,171,45,9.21569
7677,171,46,9.1916
7678,171,47,9.1685
7679,171,48,9.14317
7680,171,49,9.1132
7681,171,50,9.09228
7682,171,51,9.06334
7683,171,52,9.03946
7684,171,53,9.01555
7685,171,54,8.9922
7686,171,55,8.9643
7687,171,56,8.94623
7688,171,57,8.92318
7689,171,58,8.90008
7690,171,59,8.88252
7691,171,60,8.85932
7692,171,61,8.83595
7693,171,62,8.81841
7694,171,63,8.79467
7695,171,64,8.77064
7696,171,65,8.74628
7697,171,66,8.72803
7698,171,67,8.68776
7699,171,68,8.62659
7700,171,69,8.56781
7701,171,70,8.5059
7702,171,71,8.39637
7703,171,72,8.24231
7704,171,73,7.97528
7705,171,74,7.62935
7706,171,75,7.46139
7707,171,76,7.57953
7708,171,77,7.83051
7709,171,78,8.03088
7710,171,79,8.11064
7711,171,80,8.11118
7712,171,81,8.01051
7713,171,82,7.90163
7714,171,83,7.76853
7715,171,84,7.62459
7716,171,85,7.38186
7717,171,86,7.22554
7718,171,87,7.07926
7719,171,88,7.04089
7720,171,89,6.79078
7721,171,90,6.70048
7722,171,91,6.6442
7723,171,92,6.53334
7724,171,93,6.46398
7725,171,94,6.40238
7726,171,95,6.17305
7727,171,96,6.12018
7728,171,97,6.06619
7729,171,98,6.01526
7730,171,99,5.99768
7731,171,100,5.9617
7732,171,101,5.94054
7733,172,6,10.0615
7734,172,7,10.1397
7735,172,8,10.2132
7736,172,9,10.2737
7737,172,10,10.3335
7738,172,11,10.3834
7739,172,12,10.418
7740,172,13,10.4441
7741,172,14,10.4547
7742,172,15,10.452
7743,172,16,10.433
7744,172,17,10.3968
7745,172,18,10.3622
7746,172,19,10.3311
7747,172,20,10.2966
7748,172,21,10.2588
7749,172,22,10.218
7750,172,23,10.1788
7751,172,24,10.1329
7752,172,25,10.076
7753,172,26,10.0261
7754,172,27,9.97806
7755,172,28,9.92567
7756,172,29,9.87263
7757,172,30,9.81922
7758,172,31,9.76768
7759,172,32,9.71407
7760,172,33,9.66089
7761,172,34,9.60833
7762,172,35,9.5465
7763,172,36,9.4962
7764,172,37,9.44647
7765,172,38,9.39801
7766,172,39,9.35091
7767,172,40,9.30428
7768,172,41,9.25981
7769,172,42,9.21685
7770,172,43,9.17542
7771,172,44,9.13343
7772,172,45,9.09478
7773,172,46,9.04983
7774,172,47,9.01436
7775,172,48,8.97718
7776,172,49,8.93712
7777,172,50,8.90208
7778,172,51,8.86111
7779,172,52,8.8318
7780,172,53,8.793
7781,172,54,8.76138
7782,172,55,8.72875
7783,172,56,8.69853
7784,172,57,8.66289
7785,172,58,8.63366
7786,172,59,8.60977
7787,172,60,8.5813
7788,172,61,8.55308
7789,172,62,8.53585
7790,172,63,8.508
7791,172,64,8.48026
7792,172,65,8.4579
7793,172,66,8.43023
7794,172,67,8.38026
7795,172,68,8.31264
7796,172,69,8.24908
7797,172,70,8.17737
7798,172,71,8.0708
7799,172,72,7.90931
7800,172,73,7.64036
7801,172,74,7.30572
7802,172,75,7.15822
7803,172,76,7.28898
7804,172,77,7.52289
7805,172,78,7.70345
7806,172,79,7.80722
7807,172,80,7.77926
7808,172,81,7.72566
7809,172,82,7.67022
7810,172,83,7.55645
7811,172,84,7.42315
7812,172,85,7.2022
7813,172,86,7.04966
7814,172,87,6.90991
7815,172,88,6.87506
7816,172,89,6.76872
7817,172,90,6.54399
7818,172,91,6.53174
7819,172,92,6.44107
7820,172,93,6.39169
7821,172,94,6.34102
7822,172,95,6.13253
7823,172,96,6.07326
7824,172,97,6.01593
7825,172,98,5.95509
7826,172,99,5.88098
7827,172,100,5.83819
7828,172,101,5.81131
7829,173,5,9.91366
7830,173,6,10.0071
7831,173,7,10.098
7832,173,8,10.1846
7833,173,9,10.2576
7834,173,10,10.33
7835,173,11,10.3917
7836,173,12,10.4402
7837,173,13,10.4712
7838,173,14,10.4888
7839,173,15,10.4877
7840,173,16,10.4705
7841,173,17,10.4353
7842,173,18,10.3912
7843,173,19,10.3558
7844,173,20,10.3192
7845,173,21,10.2785
7846,173,22,10.231
7847,173,23,10.183
7848,173,24,10.132
7849,173,25,10.0783
7850,173,26,10.0071
7851,173,27,9.94883
7852,173,28,9.88904
7853,173,29,9.82499
7854,173,30,9.76336
7855,173,31,9.70136
7856,173,32,9.63929
7857,173,33,9.57405
7858,173,34,9.51268
7859,173,35,9.43934
7860,173,36,9.37989
7861,173,37,9.31785
7862,173,38,9.26085
7863,173,39,9.20532
7864,173,40,9.14727
7865,173,41,9.09486
7866,173,42,9.04414
7867,173,43,8.99514
7868,173,44,8.94347
7869,173,45,8.88807
7870,173,46,8.84455
7871,173,47,8.80273
7872,173,48,8.75782
7873,173,49,8.70585
7874,173,50,8.66904
7875,173,51,8.62084
7876,173,52,8.58716
7877,173,53,8.54239
7878,173,54,8.4993
7879,173,55,8.46979
7880,173,56,8.42956
7881,173,57,8.40231
7882,173,58,8.37074
7883,173,59,8.34
7884,173,60,8.31523
7885,173,61,8.28594
7886,173,62,8.25729
7887,173,63,8.23435
7888,173,64,8.20676
7889,173,65,8.17963
7890,173,66,8.15788
7891,173,67,8.11051
7892,173,68,8.05324
7893,173,69,7.99124
7894,173,70,7.93402
7895,173,71,7.83935
7896,173,72,7.71203
7897,173,73,7.50225
7898,173,74,7.24861
7899,173,75,7.14685
7900,173,76,7.23445
7901,173,77,7.39306
7902,173,78,7.51152
7903,173,79,7.54714
7904,173,80,7.54083
7905,173,81,7.50041
7906,173,82,7.42597
7907,173,83,7.32486
7908,173,84,7.20438
7909,173,85,7.02848
7910,173,86,6.87822
7911,173,87,6.73661
7912,173,88,6.61998
7913,173,89,6.44681
7914,173,90,6.41316
7915,173,91,6.37242
7916,173,92,6.34704
7917,173,93,6.31675
7918,173,94,6.27625
7919,173,95,6.22476
7920,173,96,6.03251
7921,173,97,5.94252
7922,173,98,5.87412
7923,173,99,5.80966
7924,173,100,5.75583
7925,173,101,5.7204
7926,174,3,9.38843
7927,174,4,9.47254
7928,174,5,9.55699
7929,174,6,9.64059
7930,174,7,9.72193
7931,174,8,9.79935
7932,174,9,9.87094
7933,174,10,9.93462
7934,174,11,9.98824
7935,174,12,10.0274
7936,174,13,10.056
7937,174,14,10.0687
7938,174,15,10.0642
7939,174,16,10.0416
7940,174,17,10.0009
7941,174,18,9.95835
7942,174,19,9.91805
7943,174,20,9.88694
7944,174,21,9.85195
7945,174,22,9.80079
7946,174,23,9.7591
7947,174,24,9.71438
7948,174,25,9.64298
7949,174,26,9.59314
7950,174,27,9.52992
7951,174,28,9.47686
7952,174,29,9.42258
7953,174,30,9.35661
7954,174,31,9.30111
7955,174,32,9.24532
7956,174,33,9.16629
7957,174,34,9.11111
7958,174,35,9.04674
7959,174,36,8.99303
7960,174,37,8.94021
7961,174,38,8.87931
7962,174,39,8.82892
7963,174,40,8.77982
7964,174,41,8.72348
7965,174,42,8.66665
7966,174,43,8.62236
7967,174,44,8.57147
7968,174,45,8.53042
7969,174,46,8.48303
7970,174,47,8.4452
7971,174,48,8.40027
7972,174,49,8.35827
7973,174,50,8.31744
7974,174,51,8.27895
7975,174,52,8.24193
7976,174,53,8.2067
7977,174,54,8.17317
7978,174,55,8.1346
7979,174,56,8.11051
7980,174,57,8.08089
7981,174,58,8.05884
7982,174,59,8.02599
7983,174,60,7.99974
7984,174,61,7.98049
7985,174,62,7.95598
7986,174,63,7.93811
7987,174,64,7.89129
7988,174,65,7.87451
7989,174,66,7.85271
7990,174,67,7.82438
7991,174,68,7.77734
7992,174,69,7.7363
7993,174,70,7.69297
7994,174,71,7.63321
7995,174,72,7.55318
7996,174,73,7.43466
7997,174,74,7.29407
7998,174,75,7.23417
7999,174,76,7.26089
8000,174,77,7.31924
8001,174,78,7.33821
8002,174,79,7.34372
8003,174,80,7.32992
8004,174,81,7.29128
8005,174,82,7.23447
8006,174,83,7.14382
8007,174,84,7.03021
8008,174,85,6.88998
8009,174,86,6.71053
8010,174,87,6.56575
8011,174,88,6.45053
8012,174,89,6.3246
8013,174,90,6.2807
8014,174,91,6.26079
8015,174,92,6.15819
8016,174,93,6.14395
8017,174,94,6.11796
8018,174,95,6.04617
8019,174,96,5.98962
8020,174,97,5.91855
8021,174,98,5.83786
8022,174,99,5.73963
8023,174,100,5.6774
8024,174,101,5.63281
8025,175,2,8.77269
8026,175,3,8.83309
8027,175,4,8.88908
8028,175,5,8.94873
8029,175,6,9.00285
8030,175,7,9.05458
8031,175,8,9.10273
8032,175,9,9.14598
8033,175,10,9.18293
8034,175,11,9.21211
8035,175,12,9.23214
8036,175,13,9.22032
8037,175,14,9.21693
8038,175,15,9.20138
8039,175,16,9.17338
8040,175,17,9.13308
8041,175,18,9.09636
8042,175,19,9.07715
8043,175,20,9.03566
8044,175,21,9.01127
8045,175,22,8.96539
8046,175,23,8.93655
8047,175,24,8.87715
8048,175,25,8.84446
8049,175,26,8.77901
8050,175,27,8.74345
8051,175,28,8.6896
8052,175,29,8.65239
8053,175,30,8.59806
8054,175,31,8.56007
8055,175,32,8.49541
8056,175,33,8.45753
8057,175,34,8.41977
8058,175,35,8.36781
8059,175,36,8.33112
8060,175,37,8.28122
8061,175,38,8.24609
8062,175,39,8.18936
8063,175,40,8.15641
8064,175,41,8.11204
8065,175,42,8.08129
8066,175,43,8.03983
8067,175,44,8.01142
8068,175,45,7.97295
8069,175,46,7.93971
8070,175,47,7.91502
8071,175,48,7.88115
8072,175,49,7.85249
8073,175,50,7.82175
8074,175,51,7.7962
8075,175,52,7.77757
8076,175,53,7.74577
8077,175,54,7.72939
8078,175,55,7.70074
8079,175,56,7.68201
8080,175,57,7.66862
8081,175,58,7.64815
8082,175,59,7.63632
8083,175,60,7.61769
8084,175,61,7.60723
8085,175,62,7.5973
8086,175,63,7.58098
8087,175,64,7.57216
8088,175,65,7.5572
8089,175,66,7.54932
8090,175,67,7.53105
8091,175,68,7.50676
8092,175,69,7.48755
8093,175,70,7.46453
8094,175,71,7.43748
8095,175,72,7.4021
8096,175,73,7.3457
8097,175,74,7.27988
8098,175,75,7.23739
8099,175,76,7.2155
8100,175,77,7.19651
8101,175,78,7.15858
8102,175,79,7.13406
8103,175,80,7.11975
8104,175,81,7.10009
8105,175,82,7.05852
8106,175,83,6.98651
8107,175,84,6.87316
8108,175,85,6.73367
8109,175,86,6.57704
8110,175,87,6.39842
8111,175,88,6.2811
8112,175,89,6.17381
8113,175,90,6.14903
8114,175,91,6.15549
8115,175,92,6.09139
8116,175,93,6.09151
8117,175,94,6.0738
8118,175,95,6.00725
8119,175,96,5.94945
8120,175,97,5.87298
8121,175,98,5.78319
8122,175,99,5.68048
8123,175,100,5.60161
8124,175,101,5.55153
8125,176,2,8.13724
8126,176,3,8.1587
8127,176,4,8.17858
8128,176,5,8.19718
8129,176,6,8.21401
8130,176,7,8.22804
8131,176,8,8.23921
8132,176,9,8.22761
8133,176,10,8.22829
8134,176,11,8.22561
8135,176,12,8.21761
8136,176,13,8.20004
8137,176,14,8.17971
8138,176,15,8.15333
8139,176,16,8.11531
8140,176,17,8.07697
8141,176,18,8.01355
8142,176,19,8.00161
8143,176,20,7.96698
8144,176,21,7.95304
8145,176,22,7.917
8146,176,23,7.88059
8147,176,24,7.85714
8148,176,25,7.82015
8149,176,26,7.80315
8150,176,27,7.76617
8151,176,28,7.74873
8152,176,29,7.71226
8153,176,30,7.68764
8154,176,31,7.65227
8155,176,32,7.61773
8156,176,33,7.60125
8157,176,34,7.56822
8158,176,35,7.55257
8159,176,36,7.5213
8160,176,37,7.50074
8161,176,38,7.47167
8162,176,39,7.44381
8163,176,40,7.43143
8164,176,41,7.40566
8165,176,42,7.39462
8166,176,43,7.37096
8167,176,44,7.35689
8168,176,45,7.33556
8169,176,46,7.32745
8170,176,47,7.30814
8171,176,48,7.30136
8172,176,49,7.28065
8173,176,50,7.27217
8174,176,51,7.26745
8175,176,52,7.26037
8176,176,53,7.24688
8177,176,54,7.24143
8178,176,55,7.23668
8179,176,56,7.23472
8180,176,57,7.22435
8181,176,58,7.22331
8182,176,59,7.2226
8183,176,60,7.2124
8184,176,61,7.21255
8185,176,62,7.21293
8186,176,63,7.20602
8187,176,64,7.207
8188,176,65,7.20816
8189,176,66,7.20247
8190,176,67,7.20776
8191,176,68,7.20211
8192,176,69,7.20379
8193,176,70,7.20635
8194,176,71,7.20385
8195,176,72,7.20124
8196,176,73,7.19269
8197,176,74,7.16005
8198,176,75,7.11412
8199,176,76,7.05338
8200,176,77,6.97755
8201,176,78,6.92587
8202,176,79,6.90793
8203,176,80,6.91412
8204,176,81,6.91953
8205,176,82,6.90159
8206,176,83,6.84348
8207,176,84,6.74178
8208,176,85,6.59575
8209,176,86,6.42523
8210,176,87,6.26144
8211,176,88,6.05882
8212,176,89,6.00436
8213,176,90,6.03002
8214,176,91,6.05769
8215,176,92,6.03153
8216,176,93,6.04546
8217,176,94,6.00993
8218,176,95,5.97441
8219,176,96,5.91401
8220,176,97,5.83339
8221,176,98,5.73694
8222,176,99,5.62861
8223,176,100,5.54626
8224,176,101,5.48049
8225,177,7,7.37136
8226,177,8,7.34093
8227,177,9,7.31239
8228,177,10,7.28164
8229,177,11,7.24352
8230,177,12,7.20869
8231,177,13,7.17242
8232,177,14,7.12931
8233,177,15,7.0705
8234,177,16,7.02684
8235,177,17,6.99004
8236,177,18,6.96591
8237,177,19,6.93836
8238,177,20,6.93234
8239,177,21,6.90615
8240,177,22,6.90134
8241,177,23,6.87681
8242,177,24,6.83638
8243,177,25,6.83396
8244,177,26,6.81274
8245,177,27,6.81182
8246,177,28,6.79275
8247,177,29,6.79334
8248,177,30,6.77647
8249,177,31,6.75794
8250,177,32,6.76104
8251,177,33,6.74787
8252,177,34,6.75223
8253,177,35,6.7411
8254,177,36,6.73114
8255,177,37,6.73557
8256,177,38,6.7276
8257,177,39,6.73468
8258,177,40,6.72827
8259,177,41,6.73598
8260,177,42,6.73093
8261,177,43,6.72669
8262,177,44,6.73452
8263,177,45,6.73149
8264,177,46,6.74032
8265,177,47,6.73818
8266,177,48,6.74715
8267,177,49,6.74557
8268,177,50,6.75451
8269,177,51,6.76354
8270,177,52,6.77241
8271,177,53,6.7813
8272,177,54,6.78136
8273,177,55,6.79046
8274,177,56,6.79944
8275,177,57,6.80837
8276,177,58,6.81747
8277,177,59,6.81863
8278,177,60,6.82767
8279,177,61,6.83668
8280,177,62,6.83841
8281,177,63,6.84751
8282,177,64,6.85658
8283,177,65,6.86561
8284,177,66,6.86789
8285,177,67,6.8854
8286,177,68,6.89788
8287,177,69,6.91682
8288,177,70,6.9344
8289,177,71,6.95898
8290,177,72,6.98093
8291,177,73,7.00013
8292,177,74,6.98174
8293,177,75,6.92237
8294,177,76,6.80977
8295,177,77,6.71035
8296,177,78,6.65234
8297,177,79,6.66076
8298,177,80,6.7119
8299,177,81,6.75439
8300,177,82,6.76355
8301,177,83,6.72277
8302,177,84,6.62834
8303,177,85,6.48017
8304,177,86,6.30235
8305,177,87,6.12278
8306,177,88,5.95707
8307,177,89,5.90355
8308,177,90,5.92961
8309,177,91,5.98084
8310,177,92,5.98537
8311,177,93,6.00987
8312,177,94,5.98106
8313,177,95,5.94769
8314,177,96,5.88967
8315,177,97,5.80852
8316,177,98,5.69009
8317,177,99,5.60163
8318,177,100,5.49214
8319,177,101,5.46744
8320,178,9,6.46778
8321,178,10,6.40579
8322,178,11,6.34359
8323,178,12,6.26465
8324,178,13,6.19647
8325,178,14,6.1391
8326,178,15,6.08587
8327,178,16,6.0225
8328,178,17,5.9822
8329,178,18,5.95944
8330,178,19,5.93572
8331,178,20,5.93384
8332,178,21,5.91469
8333,178,22,5.91746
8334,178,23,5.90321
8335,178,24,5.91073
8336,178,25,5.90001
8337,178,26,5.91267
8338,178,27,5.90903
8339,178,28,5.92603
8340,178,29,5.92719
8341,178,30,5.94803
8342,178,31,5.95358
8343,178,32,5.97764
8344,178,33,5.98909
8345,178,34,6.01587
8346,178,35,6.02867
8347,178,36,6.05701
8348,178,37,6.07208
8349,178,38,6.10117
8350,178,39,6.11773
8351,178,40,6.13858
8352,178,41,6.1676
8353,178,42,6.18536
8354,178,43,6.2133
8355,178,44,6.23077
8356,178,45,6.25719
8357,178,46,6.2739
8358,178,47,6.30165
8359,178,48,6.31719
8360,178,49,6.34257
8361,178,50,6.36378
8362,178,51,6.38649
8363,178,52,6.40551
8364,178,53,6.4196
8365,178,54,6.4391
8366,178,55,6.45558
8367,178,56,6.47337
8368,178,57,6.48288
8369,178,58,6.49769
8370,178,59,6.5121
8371,178,60,6.52073
8372,178,61,6.53456
8373,178,62,6.54817
8374,178,63,6.55631
8375,178,64,6.5712
8376,178,65,6.58434
8377,178,66,6.59738
8378,178,67,6.61498
8379,178,68,6.64506
8380,178,69,6.66962
8381,178,70,6.6966
8382,178,71,6.73572
8383,178,72,6.77647
8384,178,73,6.81511
8385,178,74,6.80383
8386,178,75,6.72285
8387,178,76,6.5671
8388,178,77,6.43046
8389,178,78,6.37487
8390,178,79,6.42931
8391,178,80,6.52593
8392,178,81,6.61257
8393,178,82,6.6493
8394,178,83,6.62887
8395,178,84,6.5422
8396,178,85,6.39666
8397,178,86,6.21574
8398,178,87,5.98778
8399,178,88,5.87997
8400,178,89,5.8386
8401,178,90,5.8665
8402,178,91,5.89436
8403,178,92,5.93659
8404,178,93,5.96227
8405,178,94,5.95951
8406,178,95,5.92895
8407,178,96,5.87178
8408,178,97,5.79481
8409,178,98,5.67938
8410,178,99,5.52898
8411,178,100,5.49247
8412,178,101,5.47131
8413,179,11,5.5549
8414,179,12,5.46333
8415,179,13,5.37417
8416,179,14,5.28917
8417,179,15,5.21033
8418,179,16,5.13169
8419,179,17,5.07301
8420,179,18,5.045
8421,179,19,5.02955
8422,179,20,5.00618
8423,179,21,5.00529
8424,179,22,4.99055
8425,179,23,4.99912
8426,179,24,4.9939
8427,179,25,5.01245
8428,179,26,5.01731
8429,179,27,5.04856
8430,179,28,5.0647
8431,179,29,5.10403
8432,179,30,5.13005
8433,179,31,5.17807
8434,179,32,5.21307
8435,179,33,5.26829
8436,179,34,5.32603
8437,179,35,5.38074
8438,179,36,5.44291
8439,179,37,5.4932
8440,179,38,5.55685
8441,179,39,5.60925
8442,179,40,5.672
8443,179,41,5.72427
8444,179,42,5.78396
8445,179,43,5.84392
8446,179,44,5.89829
8447,179,45,5.94415
8448,179,46,5.99237
8449,179,47,6.03697
8450,179,48,6.0746
8451,179,49,6.11906
8452,179,50,6.15872
8453,179,51,6.18663
8454,179,52,6.2185
8455,179,53,6.24652
8456,179,54,6.26751
8457,179,55,6.28822
8458,179,56,6.30497
8459,179,57,6.32283
8460,179,58,6.33666
8461,179,59,6.34791
8462,179,60,6.35999
8463,179,61,6.37157
8464,179,62,6.38083
8465,179,63,6.39173
8466,179,64,6.40256
8467,179,65,6.41109
8468,179,66,6.42191
8469,179,67,6.43968
8470,179,68,6.46756
8471,179,69,6.49346
8472,179,70,6.5209
8473,179,71,6.56332
8474,179,72,6.61241
8475,179,73,6.66231
8476,179,74,6.66047
8477,179,75,6.56314
8478,179,76,6.38822
8479,179,77,6.21053
8480,179,78,6.15675
8481,179,79,6.24693
8482,179,80,6.38812
8483,179,81,6.50455
8484,179,82,6.56312
8485,179,83,6.55494
8486,179,84,6.48073
8487,179,85,6.34489
8488,179,86,6.17202
8489,179,87,5.95607
8490,179,88,5.8536
8491,179,89,5.81649
8492,179,90,5.83642
8493,179,91,5.88041
8494,179,92,5.92203
8495,179,93,5.94668
8496,179,94,5.944
8497,179,95,5.91503
8498,179,96,5.86152
8499,179,97,5.63188
8500,179,98,5.57178
8501,179,99,5.53368
8502,179,100,5.50313
8503,179,101,5.48581
8504,180,12,4.90781
8505,180,13,4.7892
8506,180,14,4.66026
8507,180,15,4.54836
8508,180,16,4.44369
8509,180,17,4.34954
8510,180,18,4.2953
8511,180,19,4.25753
8512,180,20,4.22157
8513,180,21,4.20356
8514,180,22,4.1789
8515,180,23,4.17434
8516,180,24,4.17765
8517,180,25,4.17456
8518,180,26,4.19463
8519,180,27,4.2085
8520,180,28,4.24698
8521,180,29,4.30277
8522,180,30,4.34662
8523,180,31,4.41576
8524,180,32,4.47848
8525,180,33,4.5654
8526,180,34,4.65997
8527,180,35,4.74721
8528,180,36,4.85442
8529,180,37,4.95351
8530,180,38,5.08912
8531,180,39,5.20492
8532,180,40,5.31125
8533,180,41,5.42465
8534,180,42,5.52805
8535,180,43,5.63323
